,compOrig,baseOrig,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compStr,baseStr,bRange,cRange,compOrder,baseOrder,dam-lev,jac,compWork,canonCite,refRange
1979,ref-b.6.07.22b.244-ref-b.6.07.22b.261,ref-mek.2.4.1.618-ref-mek.2.4.1.630,8564249,8564360,1244984,1244999,ref-b.6.07.22b.244,ref-b.6.07.22b.261,112376,112449,17909,17921,ref-mek.2.4.1.618,ref-mek.2.4.1.630,ונאמר בו יצירה כאדם שנאמר ויברא אלהים את התנינים הגדולים אמרי דנין יצירה מיצירה ואין דנין בריאה מיצירה ,"שנאמר ועבר בים צרה ואין צרה אלא ע""ז שנאמר והמסכה צרה כהתכנס ואומר ",13,18,2687,707,0.6796116504854369,0.75,ref-b,ref-mek.2.4.1,ref-mek.2.4.1.618-ref-mek.2.4.1.630
1980,ref-y.03.01.1.00.576-ref-y.03.01.1.00.585,ref-mek.2.4.1.631-ref-mek.2.4.1.636,2004508,2004549,306632,306639,ref-y.03.01.1.00.576,ref-y.03.01.1.00.585,112450,112477,17922,17927,ref-mek.2.4.1.631,ref-mek.2.4.1.636,ואשה אל אחותה לא תקח אין לי אלא היא צרתה ,ואשה אל אחותה לא תקח לצרור ,6,10,702,395,0.3902439024390244,0.33333333333333337,ref-y,ref-mek.2.4.1,ref-mek.2.4.1.631-ref-mek.2.4.1.637
1981,ref-y.03.01.11.00.235-ref-y.03.01.11.00.240,ref-mek.2.4.1.631-ref-mek.2.4.1.636,2133989,2134016,325354,325359,ref-y.03.01.11.00.235,ref-y.03.01.11.00.240,112450,112477,17922,17927,ref-mek.2.4.1.631,ref-mek.2.4.1.636,ואשה אל אחותה לא תקח לצרור ,ואשה אל אחותה לא תקח לצרור ,6,6,746,396,0.0,0.0,ref-y,ref-mek.2.4.1,ref-mek.2.4.1.631-ref-mek.2.4.1.637
1982,ref-bible.0103.18.18.1-ref-bible.0103.18.18.9,ref-mek.2.4.1.631-ref-mek.2.4.1.637,230115,230157,39666,39674,ref-bible.0103.18.18.1,ref-bible.0103.18.18.9,112450,112482,17922,17928,ref-mek.2.4.1.631,ref-mek.2.4.1.637,ואשה אל אחתה לא תקח לצרר לגלות ערותה עליה ,ואשה אל אחותה לא תקח לצרור ועל ,9,7,530,383,0.3333333333333333,0.25,ref-bible,ref-mek.2.4.1,ref-mek.2.4.1.631-ref-mek.2.4.1.637
1983,ref-b.2.04.119a.62-ref-b.2.04.119a.70,ref-mek.2.4.1.643-ref-mek.2.4.1.651,1618783,1618835,234663,234671,ref-b.2.04.119a.62,ref-b.2.04.119a.70,112506,112558,17933,17941,ref-mek.2.4.1.643,ref-mek.2.4.1.651,שנאמר ויאמר להשמידם לולי משה בחירו עמד בפרץ לפניו ,שנאמר ויאמר להשמידם לולי משה בחירו עמד בפרץ לפניו ,9,9,468,708,0.0,0.0,ref-b,ref-mek.2.4.1,ref-mek.2.4.1.643-ref-mek.2.4.1.654
1984,ref-bible.0301.106.23.1-ref-bible.0301.106.23.11,ref-mek.2.4.1.643-ref-mek.2.4.1.654,1229232,1229296,209110,209120,ref-bible.0301.106.23.1,ref-bible.0301.106.23.11,112506,112577,17933,17944,ref-mek.2.4.1.643,ref-mek.2.4.1.654,ויאמר להשמידם לולי משה בחירו עמד בפרץ לפניו להשיב חמתו מהשחית ,שנאמר ויאמר להשמידם לולי משה בחירו עמד בפרץ לפניו להשיב חמתו מהשחית ,11,12,1171,384,0.08823529411764706,0.08333333333333337,ref-bible,ref-mek.2.4.1,ref-mek.2.4.1.643-ref-mek.2.4.1.654
1985,ref-b.1.01.10b.224-ref-b.1.01.10b.235,ref-mek.2.4.1.643-ref-mek.2.4.1.654,50087,50158,7662,7673,ref-b.1.01.10b.224,ref-b.1.01.10b.235,112506,112577,17933,17944,ref-mek.2.4.1.643,ref-mek.2.4.1.654,שנאמר ויאמר להשמידם לולי משה בחירו עמד בפרץ לפניו להשיב חמתו מהשחית ,שנאמר ויאמר להשמידם לולי משה בחירו עמד בפרץ לפניו להשיב חמתו מהשחית ,12,12,62,709,0.0,0.0,ref-b,ref-mek.2.4.1,ref-mek.2.4.1.643-ref-mek.2.4.1.654
1986,ref-bible.0207.45.11.6-ref-bible.0207.45.11.14,ref-mek.2.4.1.679-ref-mek.2.4.1.686,839952,839999,142322,142330,ref-bible.0207.45.11.6,ref-bible.0207.45.11.14,112694,112733,17958,17965,ref-mek.2.4.1.679,ref-mek.2.4.1.686,ויצרו האתיות שאלוני על בני ועל פעל ידי תצוני ,צריך ציוויי על בני ועל פועל ידי תצווני ,9,8,882,385,0.3333333333333333,0.5,ref-bible,ref-mek.2.4.1,ref-mek.2.4.1.679-ref-mek.2.4.1.686
1987,ref-bible.0208.31.36.1-ref-bible.0208.31.36.15,ref-mek.2.4.1.696-ref-mek.2.4.1.711,930132,930213,157790,157804,ref-bible.0208.31.36.1,ref-bible.0208.31.36.15,112784,112868,17975,17989,ref-mek.2.4.1.696,ref-mek.2.4.1.711,אם ימשו החקים האלה מלפני נאם יהוה גם זרע ישראל ישבתו מהיות גוי לפני כל הימים ,אם ימושו החקים האלה מלפני אני ה' גם את ישראל לא ישבתי מהיות גוי מלפני כל הימים ,16,17,956,386,0.17721518987341772,0.3571428571428571,ref-bible,ref-mek.2.4.1,ref-mek.2.4.1.696-ref-mek.2.4.1.711
1988,ref-b.4.04.110b.131-ref-b.4.04.110b.148,ref-mek.2.4.1.747-ref-mek.2.4.1.764,6262942,6263044,913212,913229,ref-b.4.04.110b.131,ref-b.4.04.110b.148,113057,113156,18022,18039,ref-mek.2.4.1.747,ref-mek.2.4.1.764,הלוך וקראת באזני ירושלים לאמר זכרתי לך חסד נעוריך אהבת כלולותיך לכתך אחרי במדבר בארץ לא זרועה ומה ,הלוך וקראת באזני ירושלם לאמר זכרתי לך חסד נעוריך אהבת כלולותיך לכתך אחרי במדבר בארץ לא זרועה מה ,18,18,2099,710,0.020408163265306117,0.16666666666666666,ref-b,ref-mek.2.4.1,ref-mek.2.4.1.747-ref-mek.2.4.1.773
1989,ref-bible.0208.2.2.1-ref-bible.0208.2.3.12,ref-mek.2.4.1.747-ref-mek.2.4.1.780,868707,868876,147515,147543,ref-bible.0208.2.2.1,ref-bible.0208.2.3.12,113057,113230,18022,18054,ref-mek.2.4.1.747,ref-mek.2.4.1.780,הלך וקראת באזני ירושלם לאמר כה אמר יהוה זכרתי לך חסד נעוריך אהבת כלולתיך לכתך אחרי במדבר בארץ לא זרועה קדש ישראל ליהוה ראשית תבואתה כל אכליו יאשמו רעה תבא אליהם נאם ,הלוך וקראת באזני ירושלם לאמר זכרתי לך חסד נעוריך אהבת כלולותיך לכתך אחרי במדבר בארץ לא זרועה מה שכר נטלו על כך קדש ישראל לה' ראשית תבואתו כל אוכל יאשמו רעה תבא עליהם נאם ,32,34,924,387,0.2352941176470588,0.1875,ref-bible,ref-mek.2.4.1,ref-mek.2.4.1.747-ref-mek.2.4.1.773
1990,ref-b.3.07.53a.297-ref-b.3.07.53a.301,ref-mek.2.4.1.769-ref-mek.2.4.1.773,4442148,4442174,646485,646489,ref-b.3.07.53a.297,ref-b.3.07.53a.301,113172,113198,18043,18047,ref-mek.2.4.1.769,ref-mek.2.4.1.773,קדש ישראל לה' ראשית תבואתו ,קדש ישראל לה' ראשית תבואתו ,5,5,1440,711,0.0,0.0,ref-b,ref-mek.2.4.1,ref-mek.2.4.1.747-ref-mek.2.4.1.773
1991,ref-bible.0101.22.9.18-ref-bible.0101.22.10.10,ref-mek.2.4.1.795-ref-mek.2.4.1.812,37535,37626,6589,6603,ref-bible.0101.22.9.18,ref-bible.0101.22.10.10,113305,113404,18066,18081,ref-mek.2.4.1.795,ref-mek.2.4.1.812,יצחק בנו וישם אתו על המזבח ממעל לעצים וישלח אברהם את ידו ויקח את המאכלת לשחט את בנו ,יצחק הבנוי עליו ונתון על המזבח ואברהם כאלו פושט ידו ולקח את המאכלת לשחוט את בנו שנאמר וישלח ,18,18,32,388,0.4782608695652174,0.5,ref-bible,ref-mek.2.4.1,ref-mek.2.4.1.795-ref-mek.2.4.1.815
1992,ref-b.5.02.82b.182-ref-b.5.02.82b.191,ref-mek.2.4.1.805-ref-mek.2.4.1.815,7391042,7391091,1075843,1075849,ref-b.5.02.82b.182,ref-b.5.02.82b.191,113361,113417,18076,18083,ref-mek.2.4.1.805,ref-mek.2.4.1.815,וישלח אברהם את ידו ויקח את המאכלת לשחוט את בנו ,ולקח את המאכלת לשחוט את בנו שנאמר וישלח אברהם את ידו ,11,10,2472,713,0.660377358490566,0.30000000000000004,ref-b,ref-mek.2.4.1,ref-mek.2.4.1.795-ref-mek.2.4.1.815
1993,ref-b.3.05.37a.79-ref-b.3.05.37a.105,ref-mek.2.4.1.833-ref-mek.2.4.1.852,3907163,3907294,569573,569589,ref-b.3.05.37a.79,ref-b.3.05.37a.105,113509,113606,18099,18115,ref-mek.2.4.1.833,ref-mek.2.4.1.852,ואתה מאריך בתפלה לפני אמר לפניו רבונו של עולם ומה בידי לעשות אמר לו דבר אל בני ישראל ויסעו ואתה הרם את מטך ונטה את ידך וגו' ,ואתה עומד ומאריך בתפלה אמר לפניו ומה בידי לעשות אמר לו הרם את מטך ונטה את ידך על הים וגו' ,20,27,1215,714,0.4838709677419355,0.5,ref-b,ref-mek.2.4.1,ref-mek.2.4.1.833-ref-mek.2.4.1.852
1994,ref-bible.0102.14.16.1-ref-bible.0102.14.16.10,ref-mek.2.5.1.1-ref-mek.2.5.1.11,133976,134021,23580,23587,ref-bible.0102.14.16.1,ref-bible.0102.14.16.10,113702,113754,18131,18140,ref-mek.2.5.1.1,ref-mek.2.5.1.11,ואתה הרם את מטך ונטה את ידך על הים ובקעהו ,ואתה הרם את מטך עשרה נסים נעשו לישראל על הים נבקע ,10,11,185,389,0.4,0.5454545454545454,ref-bible,ref-mek.2.5.1,ref-mek.2.5.1.1-ref-mek.2.5.1.11
1995,ref-bible.0102.14.16.4-ref-bible.0102.14.16.10,ref-mek.2.5.1.28-ref-mek.2.5.1.33,133989,134021,23582,23587,ref-bible.0102.14.16.4,ref-bible.0102.14.16.10,113847,113873,18157,18161,ref-mek.2.5.1.28,ref-mek.2.5.1.33,מטך ונטה את ידך על הים ובקעהו ,נטה את ידך על הים ובקעהו ,7,6,186,390,0.16666666666666666,0.4285714285714286,ref-bible,ref-mek.2.5.1,ref-mek.2.5.1.28-ref-mek.2.5.1.33
1996,ref-bible.0301.74.13.1-ref-bible.0301.74.13.9,ref-mek.2.5.1.55-ref-mek.2.5.1.67,1204007,1204051,204502,204510,ref-bible.0301.74.13.1,ref-bible.0301.74.13.9,113989,114057,18183,18195,ref-mek.2.5.1.55,ref-mek.2.5.1.67,אתה פוררת בעזך ים שברת ראשי תנינים על המים ,אתה פוררת בעזך ים נעשה סלעים סלעים שנאמר שברת ראשי תנינים על המים ,9,13,1122,391,0.3484848484848485,0.2727272727272727,ref-bible,ref-mek.2.5.1,ref-mek.2.5.1.55-ref-mek.2.5.1.67
1997,ref-bible.0102.15.8.1-ref-bible.0102.15.8.8,ref-mek.2.5.1.80-ref-mek.2.5.1.91,135682,135721,23862,23869,ref-bible.0102.15.8.1,ref-bible.0102.15.8.8,114129,114188,18208,18219,ref-mek.2.5.1.80,ref-mek.2.5.1.91,וברוח אפיך נערמו מים נצבו כמו נד נזלים ,וברוח אפיך נערמו מים נעשו כמו נד שנאמר נצבו כמו נד נוזלים ,8,12,217,392,0.3275862068965517,0.2222222222222222,ref-bible,ref-mek.2.5.1,ref-mek.2.5.1.80-ref-mek.2.5.1.91
1998,ref-bible.0301.78.16.1-ref-bible.0301.78.16.6,ref-mek.2.5.1.98-ref-mek.2.5.1.103,1206953,1206991,205053,205058,ref-bible.0301.78.16.1,ref-bible.0301.78.16.6,114225,114262,18226,18231,ref-mek.2.5.1.98,ref-mek.2.5.1.103,ויוצא נוזלים מסלע ויורד כנהרות מים ,ויצא נוזלים מסלע ויורד כנהרות מים ,6,6,1131,393,0.028571428571428567,0.0,ref-bible,ref-mek.2.5.1,ref-mek.2.5.1.98-ref-mek.2.5.1.103
1999,ref-bible.0210.11.3.1-ref-bible.0210.11.3.10,ref-mek.2.5.2.67-ref-mek.2.5.2.76,1090901,1090957,184360,184369,ref-bible.0210.11.3.1,ref-bible.0210.11.3.10,114716,114772,18304,18313,ref-mek.2.5.2.67,ref-mek.2.5.2.76,ואנכי תרגלתי לאפרים קחם על זרועתיו ולא ידעו כי רפאתים ,ואנכי תרגלתי לאפרים קחם על זרועותי ולא ידעו כי רפאתים ,10,10,1046,394,0.037037037037037035,0.0,ref-bible,ref-mek.2.5.2,ref-mek.2.5.2.67-ref-mek.2.5.2.76
2000,ref-bible.0301.105.38.7-ref-bible.0301.105.39.6,ref-mek.2.5.2.83-ref-mek.2.5.2.91,1228147,1228182,208926,208932,ref-bible.0301.105.38.7,ref-bible.0301.105.39.6,114805,114851,18320,18328,ref-mek.2.5.2.83,ref-mek.2.5.2.91,עליהם פרש ענן למסך ואש להאיר לילה ,עליו בגדו שנאמר פרש ענן למסך ואש להאיר לילה ,7,9,1160,395,0.2727272727272727,0.4,ref-bible,ref-mek.2.5.2,ref-mek.2.5.2.83-ref-mek.2.5.2.91
2001,ref-bible.0102.16.3.30-ref-bible.0102.16.4.9,ref-mek.2.5.2.92-ref-mek.2.5.2.99,137284,137337,24151,24157,ref-bible.0102.16.3.30,ref-bible.0102.16.4.9,114852,114900,18329,18336,ref-mek.2.5.2.92,ref-mek.2.5.2.99,ברעב ויאמר יהוה אל משה הנני ממטיר לכם לחם מן השמים ,הרעיב האכילו שנאמר הנני ממטיר לכם לחם מן השמים ,11,9,244,396,0.27450980392156865,0.4166666666666666,ref-bible,ref-mek.2.5.2,ref-mek.2.5.2.92-ref-mek.2.5.2.99
2002,ref-b.4.02.86b.326-ref-b.4.02.86b.330,ref-mek.2.5.2.95-ref-mek.2.5.2.99,5252215,5252243,763683,763687,ref-b.4.02.86b.326,ref-b.4.02.86b.330,114872,114900,18332,18336,ref-mek.2.5.2.95,ref-mek.2.5.2.99,הנני ממטיר לכם לחם מן השמים ,הנני ממטיר לכם לחם מן השמים ,6,6,1652,715,0.0,0.0,ref-b,ref-mek.2.5.2,ref-mek.2.5.2.92-ref-mek.2.5.2.99
2003,ref-bible.0304.4.15.1-ref-bible.0304.4.15.6,ref-mek.2.5.2.114-ref-mek.2.5.2.119,1338779,1338810,229794,229798,ref-bible.0304.4.15.1,ref-bible.0304.4.15.6,114978,115010,18349,18353,ref-mek.2.5.2.114,ref-mek.2.5.2.119,מעין גנים באר מים חיים ונזלים ,מעין גנים באר מים חיים ונוזלים ,6,6,1254,397,0.03225806451612903,0.0,ref-bible,ref-mek.2.5.2,ref-mek.2.5.2.114-ref-mek.2.5.2.119
2004,ref-bible.0302.5.15.1-ref-bible.0302.5.15.6,ref-mek.2.5.2.122-ref-mek.2.5.2.127,1262176,1262208,215051,215056,ref-bible.0302.5.15.1,ref-bible.0302.5.15.6,115024,115057,18356,18361,ref-mek.2.5.2.122,ref-mek.2.5.2.127,שתה מים מבורך ונזלים מתוך בארך ,שתה מים מבורך ונוזלים מתוך בארך ,6,6,1205,398,0.03125,0.0,ref-bible,ref-mek.2.5.2,ref-mek.2.5.2.122-ref-mek.2.5.2.127
2005,ref-b.4.08.19a.252-ref-b.4.08.19a.258,ref-mek.2.5.2.122-ref-mek.2.5.2.127,6572675,6572715,957643,957649,ref-b.4.08.19a.252,ref-b.4.08.19a.258,115024,115057,18356,18361,ref-mek.2.5.2.122,ref-mek.2.5.2.127,שתה מים מבורך וכתיב ונוזלים מתוך בארך ,שתה מים מבורך ונוזלים מתוך בארך ,6,7,2235,716,0.15789473684210525,0.16666666666666666,ref-b,ref-mek.2.5.2,ref-mek.2.5.2.122-ref-mek.2.5.2.127
2006,ref-b.4.08.19a.260-ref-b.4.08.19a.265,ref-mek.2.5.2.122-ref-mek.2.5.2.127,6572723,6572760,957651,957656,ref-b.4.08.19a.260,ref-b.4.08.19a.265,115024,115057,18356,18361,ref-mek.2.5.2.122,ref-mek.2.5.2.127,שתה מבורך ולבסוף ונוזלים מתוך בארך ,שתה מים מבורך ונוזלים מתוך בארך ,6,6,2237,717,0.2571428571428571,0.16666666666666666,ref-b,ref-mek.2.5.2,ref-mek.2.5.2.122-ref-mek.2.5.2.127
2007,ref-y.01.01.9.00.5616-ref-y.01.01.9.00.5622,ref-mek.2.5.2.141-ref-mek.2.5.2.151,188584,188617,29670,29676,ref-y.01.01.9.00.5616,ref-y.01.01.9.00.5622,115115,115164,18371,18380,ref-mek.2.5.2.141,ref-mek.2.5.2.151,וירא אליו מלאך ה' ויאמר אליו ה' ,מלאך ה' בכל מקום ויאמר לה מלאך ה' וירא מלאך ה' ,11,7,116,397,0.5744680851063829,0.4285714285714286,ref-y,ref-mek.2.5.2,ref-mek.2.5.2.141-ref-mek.2.5.2.151
2008,ref-b.3.05.49a.37-ref-b.3.05.49a.42,ref-mek.2.5.2.145-ref-mek.2.5.2.151,3960036,3960065,577444,577449,ref-b.3.05.49a.37,ref-b.3.05.49a.42,115133,115164,18374,18380,ref-mek.2.5.2.145,ref-mek.2.5.2.151,שנאמר ה' שמעתי שמעך יראתי ה' ,ויאמר לה מלאך ה' וירא מלאך ה' ,7,6,1286,718,0.6,0.875,ref-b,ref-mek.2.5.2,ref-mek.2.5.2.141-ref-mek.2.5.2.151
2009,ref-bible.0102.14.20.4-ref-bible.0102.14.20.10,ref-mek.2.5.2.178-ref-mek.2.5.3.10,134305,134346,23631,23637,ref-bible.0102.14.20.4,ref-bible.0102.14.20.10,115301,115363,18403,18413,ref-mek.2.5.2.178,ref-mek.2.5.3.10,מצרים ובין מחנה ישראל ויהי הענן והחשך ,מצרים ויבא בין מחנה מצרים ובין מחנה ישראל ויהי הענן והחשך ,7,11,191,399,0.3448275862068966,0.0,ref-bible,ref-mek.2.5.2,ref-mek.2.5.2.178-ref-mek.2.5.3.10
2010,ref-bible.0102.10.23.1-ref-bible.0102.10.23.11,ref-mek.2.5.3.22-ref-mek.2.5.3.32,125951,126000,22247,22255,ref-bible.0102.10.23.1,ref-bible.0102.10.23.11,115430,115479,18425,18434,ref-mek.2.5.3.22,ref-mek.2.5.3.32,לא ראו איש את אחיו ולא קמו איש מתחתיו שלשת ימים ,לא ראו איש את אחיו ולא קמו איש מתחתיו שלשת ימים ,11,11,106,401,0.0,0.0,ref-bible,ref-mek.2.5.3,ref-mek.2.5.3.22-ref-mek.2.5.3.32
2011,ref-sifre-n.41.1.16-ref-sifre-n.41.1.27,ref-mek.2.5.3.38-ref-mek.2.5.3.55,65519,65575,9467,9477,ref-sifre-n.41.1.16,ref-sifre-n.41.1.27,115505,115588,18437,18452,ref-mek.2.5.3.38,ref-mek.2.5.3.55,קומי אורי כי בא אורך כי הנה החשך יכסה ארץ וערפל לאומים ,קומו אורי כי בא אורך וכבוד ה' עליך זרח מפני מה כי הנה החשך יכסה ארץ וערפל לאומים ,18,12,197,237,0.3333333333333333,0.3571428571428571,ref-sifre-n,ref-mek.2.5.3,ref-mek.2.5.3.38-ref-mek.2.5.3.61
2012,ref-bible.0207.60.1.1-ref-bible.0207.60.2.13,ref-mek.2.5.3.38-ref-mek.2.5.3.61,858015,858126,145621,145641,ref-bible.0207.60.1.1,ref-bible.0207.60.2.13,115505,115621,18437,18458,ref-mek.2.5.3.38,ref-mek.2.5.3.61,קומי אורי כי בא אורך וכבוד יהוה עליך זרח כי הנה החשך יכסה ארץ וערפל לאמים ועליך יזרח יהוה וכבודו עליך יראה ,קומו אורי כי בא אורך וכבוד ה' עליך זרח מפני מה כי הנה החשך יכסה ארץ וערפל לאומים ועליך יזרח ה' וכבודו עליך יראה ,22,24,909,402,0.14285714285714285,0.1428571428571429,ref-bible,ref-mek.2.5.3,ref-mek.2.5.3.38-ref-mek.2.5.3.61
2013,ref-b.4.04.98b.542-ref-b.4.04.98b.552,ref-mek.2.5.3.51-ref-mek.2.5.3.61,6190262,6190323,901564,901574,ref-b.4.04.98b.542,ref-b.4.04.98b.552,115560,115621,18448,18458,ref-mek.2.5.3.51,ref-mek.2.5.3.61,החשך יכסה ארץ וערפל לאומים ועליך יזרח ה' וכבודו עליך יראה ,החשך יכסה ארץ וערפל לאומים ועליך יזרח ה' וכבודו עליך יראה ,11,11,2047,719,0.0,0.0,ref-b,ref-mek.2.5.3,ref-mek.2.5.3.38-ref-mek.2.5.3.61
2014,ref-bible.0101.15.1.10-ref-bible.0101.15.2.1,ref-mek.2.5.3.95-ref-mek.2.5.3.105,23724,23774,4098,4108,ref-bible.0101.15.1.10,ref-bible.0101.15.2.1,115819,115871,18487,18497,ref-mek.2.5.3.95,ref-mek.2.5.3.105,לאמר אל תירא אברם אנכי מגן לך שכרך הרבה מאד ויאמר ,שנאמר אל תירא אברם אנכי מגן לך שכרך הרבה מאד ואומר ,11,11,12,403,0.0784313725490196,0.09090909090909094,ref-bible,ref-mek.2.5.3,ref-mek.2.5.3.95-ref-mek.2.5.3.105
2015,ref-bible.0204.22.3.5-ref-bible.0204.22.3.11,ref-mek.2.5.3.106-ref-mek.2.5.3.112,638434,638475,107834,107840,ref-bible.0204.22.3.5,ref-bible.0204.22.3.11,115872,115916,18498,18504,ref-mek.2.5.3.106,ref-mek.2.5.3.112,מגני וקרן ישעי משגבי ומנוסי משעי מחמס ,מגיני וקרן ישעי משגבי ומנוסי מושיעי מחמס ,7,7,783,404,0.07317073170731707,0.0,ref-bible,ref-mek.2.5.3,ref-mek.2.5.3.106-ref-mek.2.5.3.112
2016,ref-bible.0102.14.20.3-ref-bible.0102.14.20.20,ref-mek.2.5.3.155-ref-mek.2.5.3.170,134300,134390,23630,23646,ref-bible.0102.14.20.3,ref-bible.0102.14.20.20,116136,116208,18542,18556,ref-mek.2.5.3.155,ref-mek.2.5.3.170,מחנה מצרים ובין מחנה ישראל ויהי הענן והחשך ויאר את הלילה ולא קרב זה אל זה כל הלילה ,חשך דבר אחר ולא קרב זה אל זה כל הלילה ולא קרב מחנה מצרים למחנה ישראל ,18,16,190,406,0.6506024096385542,0.4666666666666667,ref-bible,ref-mek.2.5.3,ref-mek.2.5.3.155-ref-mek.2.5.3.170
2017,ref-bible.0301.114.6.5-ref-bible.0301.114.8.7,ref-mek.2.5.3.343-ref-mek.2.5.3.359,1235248,1235334,210163,210178,ref-bible.0301.114.6.5,ref-bible.0301.114.8.7,117068,117155,18705,18720,ref-mek.2.5.3.343,ref-mek.2.5.3.359,כבני צאן מלפני אדון חולי ארץ מלפני אלוה יעקב ההפכי הצור אגם מים חלמיש למעינו מים ,בן עמרם אלא מפני אדון חולי ארץ מלפני אלוה יעקב ההופכי הצור אגם מים חלמיש למעינו מים ,16,17,1174,407,0.14285714285714285,0.3125,ref-bible,ref-mek.2.5.3,ref-mek.2.5.3.343-ref-mek.2.5.3.359
