,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,baseOrder,compOrder,lev,jac,lcsseq
559,ref-Sifra.3.04-06.4.7-ref-Sifra.3.04-06.4.26,ref-sifre-d.90.2.4-ref-sifre-d.90.2.19,105973,106076,15339,15358,ref-Sifra.3.4-06.4.7,ref-Sifra.3.4-06.4.26,133293,133376,22275,22290,ref-sifre-d.90.2.4,ref-sifre-d.90.2.19,נאמר כאן פני פרוכת' ונאמר להלן פני פרוכת' מה פני פרוכת' אמור להלן פרוכת הקדש אף פני פרוכת' האמור כאן ,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן ,20,16,559,955,0.5247524752475248,0.5403225806451613,0.46534653465346537
561,ref-Sifra.3.04-06.4.7-ref-Sifra.3.04-06.4.26,ref-sifre-d.107.18.9-ref-sifre-d.107.18.25,105973,106076,15339,15358,ref-Sifra.3.4-06.4.7,ref-Sifra.3.4-06.4.26,147877,147963,24697,24713,ref-sifre-d.107.18.9,ref-sifre-d.107.18.25,נאמר כאן פני פרוכת' ונאמר להלן פני פרוכת' מה פני פרוכת' אמור להלן פרוכת הקדש אף פני פרוכת' האמור כאן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן כאן ,20,17,561,1263,0.5841584158415841,0.5546875,0.48514851485148514
563,ref-Sifra.3.04-06.4.7-ref-Sifra.3.04-06.4.26,ref-sifre-d.111.1.12-ref-sifre-d.111.1.28,105973,106076,15339,15358,ref-Sifra.3.4-06.4.7,ref-Sifra.3.4-06.4.26,150485,150567,25160,25176,ref-sifre-d.111.1.12,ref-sifre-d.111.1.28,נאמר כאן פני פרוכת' ונאמר להלן פני פרוכת' מה פני פרוכת' אמור להלן פרוכת הקדש אף פני פרוכת' האמור כאן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן בסופה ולא בתחילתה אף קץ האמור כאן ,20,17,563,1410,0.504950495049505,0.4786324786324786,0.45544554455445546
565,ref-Sifra.3.04-06.4.7-ref-Sifra.3.04-06.4.26,ref-sifre-d.122.3.2-ref-sifre-d.122.3.16,105973,106076,15339,15358,ref-Sifra.3.4-06.4.7,ref-Sifra.3.4-06.4.26,159893,159968,26768,26782,ref-sifre-d.122.3.2,ref-sifre-d.122.3.16,נאמר כאן פני פרוכת' ונאמר להלן פני פרוכת' מה פני פרוכת' אמור להלן פרוכת הקדש אף פני פרוכת' האמור כאן ,נאמר כאן אזנו ונאמר להלן אזנו מה אזנו האמור להלן ימנית אף אזנו האמור כאן ,20,15,565,1527,0.45544554455445546,0.43243243243243246,0.40594059405940597
567,ref-Sifra.3.04-06.4.7-ref-Sifra.3.04-06.4.26,ref-sifre-d.149.4.17-ref-sifre-d.149.4.37,105973,106076,15339,15358,ref-Sifra.3.4-06.4.7,ref-Sifra.3.4-06.4.26,179909,180017,30019,30035,ref-sifre-d.149.4.17,ref-sifre-d.149.4.37,נאמר כאן פני פרוכת' ונאמר להלן פני פרוכת' מה פני פרוכת' אמור להלן פרוכת הקדש אף פני פרוכת' האמור כאן ,נאמר כאן שעריך ונאמר להלן שעריך מה שעריך האמור להלן שער שנמצאו בו ולא שער שנדונו בו אף שעריך האמור כאן ,20,21,567,1857,0.5922330097087378,0.40625,0.42718446601941745
569,ref-Sifra.3.04-06.4.7-ref-Sifra.3.04-06.4.26,ref-sifre-d.194.6.12-ref-sifre-d.194.6.26,105973,106076,15339,15358,ref-Sifra.3.4-06.4.7,ref-Sifra.3.4-06.4.26,206762,206832,34504,34518,ref-sifre-d.194.6.12,ref-sifre-d.194.6.26,נאמר כאן פני פרוכת' ונאמר להלן פני פרוכת' מה פני פרוכת' אמור להלן פרוכת הקדש אף פני פרוכת' האמור כאן ,נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן ,20,15,569,2051,0.45544554455445546,0.4495412844036697,0.44554455445544555
571,ref-Sifra.3.04-06.4.7-ref-Sifra.3.04-06.4.26,ref-sifre-d.195.7.13-ref-sifre-d.195.7.27,105973,106076,15339,15358,ref-Sifra.3.4-06.4.7,ref-Sifra.3.4-06.4.26,207312,207382,34601,34615,ref-sifre-d.195.7.13,ref-sifre-d.195.7.27,נאמר כאן פני פרוכת' ונאמר להלן פני פרוכת' מה פני פרוכת' אמור להלן פרוכת הקדש אף פני פרוכת' האמור כאן ,נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן נכרי אף אחר האמור כאן ,20,15,571,2144,0.45544554455445546,0.4495412844036697,0.44554455445544555
573,ref-Sifra.3.04-06.4.7-ref-Sifra.3.04-06.4.26,ref-sifre-d.261.2.25-ref-sifre-d.261.2.41,105973,106076,15339,15358,ref-Sifra.3.4-06.4.7,ref-Sifra.3.4-06.4.26,251780,251870,42029,42045,ref-sifre-d.261.2.25,ref-sifre-d.261.2.41,נאמר כאן פני פרוכת' ונאמר להלן פני פרוכת' מה פני פרוכת' אמור להלן פרוכת הקדש אף פני פרוכת' האמור כאן ,נאמר כאן תועבה ונאמר להלן תועבה מה תועבה האומר להלן בשם זובח בזובח אף תועבה האמורה כאן ,20,17,573,2416,0.5148514851485149,0.4838709677419355,0.44554455445544555
575,ref-Sifra.3.04-06.4.7-ref-Sifra.3.04-06.4.26,ref-sifre-d.264.1.5-ref-sifre-d.264.1.20,105973,106076,15339,15358,ref-Sifra.3.4-06.4.7,ref-Sifra.3.4-06.4.26,253239,253315,42294,42309,ref-sifre-d.264.1.5,ref-sifre-d.264.1.20,נאמר כאן פני פרוכת' ונאמר להלן פני פרוכת' מה פני פרוכת' אמור להלן פרוכת הקדש אף פני פרוכת' האמור כאן ,נאמר כאן נדר ונאמר להלן נדר מה נדר האמור להלן נדר ונדבה אף נדר האמור כאן ,20,16,575,2503,0.4158415841584158,0.4181818181818182,0.38613861386138615
577,ref-Sifra.3.04-06.4.7-ref-Sifra.3.04-06.4.26,ref-sifre-d.284.6.4-ref-sifre-d.284.6.24,105973,106076,15339,15358,ref-Sifra.3.4-06.4.7,ref-Sifra.3.4-06.4.26,268475,268578,44842,44862,ref-sifre-d.284.6.4,ref-sifre-d.284.6.24,נאמר כאן פני פרוכת' ונאמר להלן פני פרוכת' מה פני פרוכת' אמור להלן פרוכת הקדש אף פני פרוכת' האמור כאן ,נאמר כאן גר יתום ונאמר להלן גר יתום מה גר יתום האמור להלן בעושה פחות מסאתים אף גר ויתום האמור כאן ,20,21,577,2631,0.45544554455445546,0.3688524590163934,0.36633663366336633
579,ref-Sifra.3.04-06.4.7-ref-Sifra.3.04-06.4.26,ref-sifre-d.285.4.3-ref-sifre-d.285.4.22,105973,106076,15339,15358,ref-Sifra.3.4-06.4.7,ref-Sifra.3.4-06.4.26,269137,269231,44955,44974,ref-sifre-d.285.4.3,ref-sifre-d.285.4.22,נאמר כאן פני פרוכת' ונאמר להלן פני פרוכת' מה פני פרוכת' אמור להלן פרוכת הקדש אף פני פרוכת' האמור כאן ,נאמר כאן גר יתום ונאמר להלן גר יתום מה גר יתום האמור להלן פחות מסאתים אף גר יתום האמור כאן ,20,20,579,2715,0.40594059405940597,0.3448275862068966,0.37623762376237624
582,ref-Sifra.3.04-06.4.7-ref-Sifra.3.04-06.4.26,ref-sifre-d.302.1.6-ref-sifre-d.302.1.20,105973,106076,15339,15358,ref-Sifra.3.4-06.4.7,ref-Sifra.3.4-06.4.26,288558,288623,48290,48304,ref-sifre-d.302.1.6,ref-sifre-d.302.1.20,נאמר כאן פני פרוכת' ונאמר להלן פני פרוכת' מה פני פרוכת' אמור להלן פרוכת הקדש אף פני פרוכת' האמור כאן ,נאמר כאן קץ ונאמר להלן קץ מה קץ האמור להלן רגל אף קץ האמור כאן ,20,15,582,3084,0.48514851485148514,0.509090909090909,0.48514851485148514
584,ref-Sifra.3.04-06.4.7-ref-Sifra.3.04-06.4.29,ref-sifre-d.230.3.6-ref-sifre-d.230.4.1,105973,106092,15339,15361,ref-Sifra.3.4-06.4.7,ref-Sifra.3.4-06.4.29,231815,231883,38697,38709,ref-sifre-d.230.3.6,ref-sifre-d.230.4.1,נאמר כאן פני פרוכת' ונאמר להלן פני פרוכת' מה פני פרוכת' אמור להלן פרוכת הקדש אף פני פרוכת' האמור כאן פני פרוכת הקדש ,נאמר כאן קדש ונאמר להלן קדש מה להלן איסור הנאה אף כאן איסור הנאה פן ,23,15,584,2274,0.6206896551724138,0.4918032786885246,0.5948275862068966
585,ref-Sifra.3.04-06.4.7-ref-Sifra.3.04-06.4.29,ref-sifre-d.291.6.2-ref-sifre-d.291.6.20,105973,106092,15339,15361,ref-Sifra.3.4-06.4.7,ref-Sifra.3.4-06.4.29,276844,276952,46303,46321,ref-sifre-d.291.6.2,ref-sifre-d.291.6.20,נאמר כאן פני פרוכת' ונאמר להלן פני פרוכת' מה פני פרוכת' אמור להלן פרוכת הקדש אף פני פרוכת' האמור כאן פני פרוכת הקדש ,ואמרה נאמר כאן ענייה ונאמר להלן ענייה מה ענייה האמורה להלן בלשון הקדש אף ענייה האמורה כאן בלשון הקדש ,23,19,585,2972,0.46551724137931033,0.46099290780141844,0.3793103448275862
587,ref-Sifra.3.04-06.4.8-ref-Sifra.3.04-06.4.22,ref-sifre-d.302.1.23-ref-sifre-d.302.1.34,105978,106054,15340,15354,ref-Sifra.3.4-06.4.8,ref-Sifra.3.4-06.4.22,288631,288685,48307,48318,ref-sifre-d.302.1.23,ref-sifre-d.302.1.34,כאן פני פרוכת' ונאמר להלן פני פרוכת' מה פני פרוכת' אמור להלן פרוכת הקדש אף ,מה קץ האמור להלן חג המצות אף כאן חג המצות נאמר להלן ,15,12,587,3151,0.7066666666666667,0.5232558139534884,0.6133333333333333
588,ref-Sifra.3.04-06.4.11-ref-Sifra.3.04-06.4.26,ref-sifre-d.62.4.32-ref-sifre-d.62.4.45,105993,106076,15343,15358,ref-Sifra.3.4-06.4.11,ref-Sifra.3.4-06.4.26,110468,110543,18491,18503,ref-sifre-d.62.4.32,ref-sifre-d.62.4.45,ונאמר להלן פני פרוכת' מה פני פרוכת' אמור להלן פרוכת הקדש אף פני פרוכת' האמור כאן ,האמור להלן בית הבחירה ומה שמי האמור להלן ברכת כהנים אף שמי האמור כאן ,16,14,588,514,0.4567901234567901,0.42105263157894735,0.3950617283950617
589,ref-Sifra.3.04-06.4.15-ref-Sifra.3.04-06.4.29,ref-sifre-d.99.2.28-ref-sifre-d.99.2.41,106016,106092,15347,15361,ref-Sifra.3.4-06.4.15,ref-Sifra.3.4-06.4.29,139294,139384,23292,23305,ref-sifre-d.99.2.28,ref-sifre-d.99.2.41,מה פני פרוכת' אמור להלן פרוכת הקדש אף פני פרוכת' האמור כאן פני פרוכת הקדש ,מה תועבה האמורה להלן בפסולי המוקדשים הכתוב מדבר אף תועבה האמורה כאן בפסולי המוקדשים ,15,14,589,1082,0.5595238095238095,0.4509803921568627,0.4523809523809524
592,ref-Sifra.3.05-00.1.58-ref-Sifra.3.05-00.1.71,ref-sifre-d.107.18.15-ref-sifre-d.107.18.27,107951,108014,15625,15638,ref-Sifra.3.5-00.1.58,ref-Sifra.3.5-00.1.71,147908,147972,24703,24715,ref-sifre-d.107.18.15,ref-sifre-d.107.18.27,מה אמור להלן נשיא שאין על גביו אלא ה' אלקיו אף נשיא האמור כאן ,מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן כאן שלמים אי ,14,13,592,1322,0.6984126984126984,0.4177215189873418,0.47619047619047616
593,ref-Sifra.3.05-00.1.58-ref-Sifra.3.05-00.1.72,ref-sifre-d.71.6.88-ref-sifre-d.71.6.102,107951,108020,15625,15639,ref-Sifra.3.5-00.1.58,ref-Sifra.3.5-00.1.72,116147,116218,19435,19448,ref-sifre-d.71.6.88,ref-sifre-d.71.6.102,מה אמור להלן נשיא שאין על גביו אלא ה' אלקיו אף נשיא האמור כאן שאין ,מה שעריך האמור להלן אין נשחטים אלא על מום קבוע אף שעריך האמור כאן אין ,15,15,593,730,0.45714285714285713,0.26582278481012656,0.32857142857142857
595,ref-Sifra.3.05-00.1.58-ref-Sifra.3.05-00.1.73,ref-sifre-d.36.2.108-ref-sifre-d.36.2.119,107951,108023,15625,15640,ref-Sifra.3.5-00.1.58,ref-Sifra.3.5-00.1.73,51712,51767,8680,8691,ref-sifre-d.36.2.108,ref-sifre-d.36.2.119,מה אמור להלן נשיא שאין על גביו אלא ה' אלקיו אף נשיא האמור כאן שאין על ,מה כתב האמור להלן על הספר ובדיו אף כתב האמור כאן על ,16,12,595,228,0.5428571428571428,0.49382716049382713,0.45714285714285713
598,ref-Sifra.3.05-00.1.58-ref-Sifra.3.05-00.1.73,ref-sifre-d.107.18.28-ref-sifre-d.107.18.38,107951,108023,15625,15640,ref-Sifra.3.5-00.1.58,ref-Sifra.3.5-00.1.73,147973,148031,24716,24726,ref-sifre-d.107.18.28,ref-sifre-d.107.18.38,מה אמור להלן נשיא שאין על גביו אלא ה' אלקיו אף נשיא האמור כאן שאין על ,מה שמחה האמורה להלן עולה ושלמים אף שמחה האמורה כאן עולה ,16,11,598,1336,0.5714285714285714,0.4819277108433735,0.44285714285714284
599,ref-Sifra.3.07-00.2.5-ref-Sifra.3.07-00.2.11,ref-sifre-d.175.2.6-ref-sifre-d.175.2.12,117577,117616,17105,17111,ref-Sifra.3.7-00.2.5,ref-Sifra.3.7-00.2.11,193964,194001,32366,32372,ref-sifre-d.175.2.6,ref-sifre-d.175.2.12,לעבור על אחת מכל מצות האמורות בתורה ,עבור על אחת מכל מצות האמורות בתורה ,7,7,599,1959,0.027777777777777776,0.02777777777777779,0.027777777777777776
601,ref-sifra.3.07-11.1.26-ref-sifra.3.07-11.1.41,ref-sifre-d.136.4.1-ref-sifre-d.136.5.11,121974,122060,17776,17789,ref-sifra.3.7-11.1.26,ref-sifra.3.7-11.1.41,169666,169804,28383,28402,ref-sifre-d.136.4.1,ref-sifre-d.136.5.11,"שיביא איזה מהן שירצה תלמוד לומר יביא ס""א יביא יביא יכול יביא שתיהן תלמוד לומר יביאנה ",יכול יקצור ויביא ויספור ויביא כל זמן שירצה תלמוד לומר מהחל חרמש בקמה יכול יקצור ויספור ויביא כל זמן שירצה תלמוד לומר מיום הביאכם ,16,24,601,1680,0.5503875968992248,0.43795620437956206,0.5193798449612403
602,ref-Sifra.3.07-11.5.22-ref-Sifra.3.07-11.5.33,ref-sifre-d.78.7.7-ref-sifre-d.78.7.16,122784,122845,17905,17916,ref-Sifra.3.7-11.5.22,ref-Sifra.3.7-11.5.33,125877,125938,21023,21032,ref-sifre-d.78.7.7,ref-sifre-d.78.7.16,ונאמרו דמים למעלן מה דמים אמורין למטן אם נתנם מתנה אחת כפר ,שאם נתנו במתנה אחת שכיפר שנאמר ועשית עולותיך הבשר והדם ,12,10,602,799,0.7966101694915254,0.4383561643835616,0.6610169491525424
604,ref-Sifra.3.08-00.4.1-ref-Sifra.3.08-00.4.8,ref-sifre-d.357.30.42-ref-sifre-d.357.30.48,123919,123956,18087,18094,ref-Sifra.3.8-00.4.1,ref-Sifra.3.8-00.4.8,387124,387158,65056,65062,ref-sifre-d.357.30.42,ref-sifre-d.357.30.48,שלח להן ביד בנו ביד עבדו ביד שלוחו ,לשלח ביד בנו ביד עבדו ביד שלוחו ,8,7,604,3256,0.14285714285714285,0.08571428571428574,0.11428571428571428
606,ref-Sifra.3.08-12.3.100-ref-Sifra.3.08-12.3.120,ref-sifre-d.109.2.6-ref-sifre-d.109.2.16,126020,126114,18383,18393,ref-Sifra.3.8-12.3.100,ref-Sifra.3.8-12.3.120,148443,148492,24797,24807,ref-sifre-d.109.2.6,ref-sifre-d.109.2.16,ולהלן נאמר נפש כי תחטא מה נפש כי תחטא אמור להלן אינו מדבר אלא בתביעת ממון אף נפש כי תחטא אמור ,ולהלן נאמר קץ מה קץ האמור להלן רגל אף קץ האמור ,21,11,606,1344,0.5957446808510638,0.6310679611650485,0.5957446808510638
608,ref-Sifra.3.08-13.2.16-ref-Sifra.3.08-13.3.11,ref-sifre-d.124.4.46-ref-sifre-d.124.4.61,127521,127637,18590,18610,ref-Sifra.3.8-13.2.16,ref-Sifra.3.8-13.3.11,161839,161917,27081,27094,ref-sifre-d.124.4.46,ref-sifre-d.124.4.61,מה בהמה מיוחדת שהיא אב הטומאה יצאו אלו שאינם אבות הטומאה או דבר שאתה למדו בדרך אחד אתה למדו בכל דרכים שיש בו ,או דבר שאתה לומדו לדבר אחד אתה לומדו לכל הדרכים שיש בו מה בכור מיוחד שהם ,23,16,608,1598,0.7247706422018348,0.375,0.5504587155963303
610,ref-Sifra.3.10-00.1.16-ref-Sifra.3.10-00.1.30,ref-sifre-d.194.6.11-ref-sifre-d.194.6.23,136776,136851,19619,19633,ref-Sifra.3.10-00.1.16,ref-Sifra.3.10-00.1.30,206757,206817,34503,34515,ref-sifre-d.194.6.11,ref-sifre-d.194.6.23,החי נאמר כאן וידוי ונאמר להלן וידוי מה וידוי האמור להלן וידויו על חי אף ,אחיו נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן נכרי אף ,15,13,610,2021,0.3888888888888889,0.44047619047619047,0.375
611,ref-Sifra.3.10-00.1.16-ref-Sifra.3.10-00.1.30,ref-sifre-d.195.7.12-ref-sifre-d.195.7.24,136776,136851,19619,19633,ref-Sifra.3.10-00.1.16,ref-Sifra.3.10-00.1.30,207307,207367,34600,34612,ref-sifre-d.195.7.12,ref-sifre-d.195.7.24,החי נאמר כאן וידוי ונאמר להלן וידוי מה וידוי האמור להלן וידויו על חי אף ,אחיו נאמר כאן אחר ונאמר להלן אחר מה אחר האמור להלן נכרי אף ,15,13,611,2114,0.3888888888888889,0.44047619047619047,0.375
614,ref-Sifra.3.10-00.1.17-ref-Sifra.3.10-00.1.26,ref-sifre-d.36.2.56-ref-sifre-d.36.2.65,136781,136834,19620,19629,ref-Sifra.3.10-00.1.17,ref-Sifra.3.10-00.1.26,51448,51495,8632,8641,ref-sifre-d.36.2.56,ref-sifre-d.36.2.65,נאמר כאן וידוי ונאמר להלן וידוי מה וידוי האמור להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,10,10,614,86,0.28846153846153844,0.39344262295081966,0.28846153846153844
616,ref-Sifra.3.10-00.1.17-ref-Sifra.3.10-00.1.26,ref-sifre-d.103.3.7-ref-sifre-d.103.3.16,136781,136834,19620,19629,ref-Sifra.3.10-00.1.17,ref-Sifra.3.10-00.1.26,141400,141447,23636,23645,ref-sifre-d.103.3.7,ref-sifre-d.103.3.16,נאמר כאן וידוי ונאמר להלן וידוי מה וידוי האמור להלן ,נאמר כאן נשר ונאמר להלן נשר מה נשר האמור להלן ,10,10,616,1123,0.28846153846153844,0.39344262295081966,0.28846153846153844
618,ref-Sifra.3.10-00.1.17-ref-Sifra.3.10-00.1.30,ref-sifre-d.36.2.30-ref-sifre-d.36.2.41,136781,136851,19620,19633,ref-Sifra.3.10-00.1.17,ref-Sifra.3.10-00.1.30,51320,51375,8607,8618,ref-sifre-d.36.2.30,ref-sifre-d.36.2.41,נאמר כאן וידוי ונאמר להלן וידוי מה וידוי האמור להלן וידויו על חי אף ,נאמר כאן כתב ונאמר להלן כתב מה להלן על הספר ובדיו אף ,14,12,618,77,0.47058823529411764,0.4285714285714286,0.4411764705882353
620,ref-Sifra.3.10-00.1.17-ref-Sifra.3.10-00.1.30,ref-sifre-d.43.24.43-ref-sifre-d.43.25.12,136781,136851,19620,19633,ref-Sifra.3.10-00.1.17,ref-Sifra.3.10-00.1.30,82634,82690,13897,13909,ref-sifre-d.43.24.43,ref-sifre-d.43.25.12,נאמר כאן וידוי ונאמר להלן וידוי מה וידוי האמור להלן וידויו על חי אף ,אפו נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן ,14,13,620,275,0.5147058823529411,0.4025974025974026,0.4264705882352941
621,ref-Sifra.3.10-00.1.17-ref-Sifra.3.10-00.1.33,ref-sifre-d.62.4.5-ref-sifre-d.62.4.24,136781,136868,19620,19636,ref-Sifra.3.10-00.1.17,ref-Sifra.3.10-00.1.33,110332,110430,18467,18484,ref-sifre-d.62.4.5,ref-sifre-d.62.4.24,נאמר כאן וידוי ונאמר להלן וידוי מה וידוי האמור להלן וידויו על חי אף וידוי האמור כאן ,נאמר כאן לשום את שמו ונאמר להלן ושמו את שמי מה שמי האמור להלן בלשון הקדש אף שמי האמור כאן ,17,20,621,440,0.4,0.4181818181818182,0.32222222222222224
623,ref-Sifra.3.10-00.1.17-ref-Sifra.3.10-00.1.33,ref-sifre-d.64.2.2-ref-sifre-d.64.2.16,136781,136868,19620,19636,ref-Sifra.3.10-00.1.17,ref-Sifra.3.10-00.1.33,112038,112114,18748,18762,ref-sifre-d.64.2.2,ref-sifre-d.64.2.16,נאמר כאן וידוי ונאמר להלן וידוי מה וידוי האמור להלן וידויו על חי אף וידוי האמור כאן ,נאמר כאן שמחה ונאמר להן שמחה מה שמחה האמורה להלן שלמים אף שמחה האמורה כאן ,17,15,623,579,0.40476190476190477,0.4807692307692307,0.36904761904761907
