ref-Sifra.1.1,רבי ישמעאל אומ׳ 
ref-Sifra.2.14-18.4,׳כשב׳ למה נאמר כשב לרבות את הפסח לאליה וכשהוא אומר אם כשב לרבות פסח שעבר זמנו ושלמים הבאים מחמת הפסח לכל מצות שלמים שיטענו סמיכה ונסכים ותנופת חזה ושוק שיכול הואיל ומה אם אביו אינו טעון סמיכה ונסכים ותנופת חזה ושוק הבאים מכחו אינו דין שלא יטענו סמיכה ונסכים ותנופת חזה ושוק וכשהוא אומר אם כשב לרבות פסח שעבר זמנו ושלמים הבאים מחמת הפסח לכל מצות שלמים שיטענו סמיכה ונסכים ותנופת חזה ושוק אבל אינן נאכלים אלא ליום ולילה כתחלת הקדשן בן עזאי אומר אינן נאכלים אלא בלילה ואינן נאכלים אלא צלי 
ref-Sifra.2.14-18.5,הוא היחיד מביא שלמים נדבה ואין הצבור מביא שלמים נדבה אם תאמר כבר מעטתים מבן הבקר שיכול לא יביא צבור מבן הבקר שלמים נדבה שכן אינו מביא כיוצא בהם חובה אבל יביא צבור מבן הצאן שלמים נדבה שכן הוא מביא כיוצא בהן חובה תלמוד לומר הוא היחיד מביא שלמים נדבה ואין הצבור מביא שלמים נדבה 
ref-Sifra.2.14-19.1,והקריב מזבח השלמים אף על פי ששחטן שלא לשמו מזבח השלמים אף על פי שלא סמך עליהן אשה לשם אשים לשם אשים ״לה׳ ״ לשם מי שעשה את העולם לשם אשים ״לה׳ ״ לשם מי שעשה את העולם לשם מי שעשה את העולם 
ref-Sifra.2.14-19.2,חלבו האליה להביא את החלב הסמוך לאליה זה חלב שבין הפקוקלות דברי ר׳ עקיבא ר׳ יהודה אומר חלבו האליה הוקש אליה לחלב מה החלב בשני לאוין אף האליה בשני לאוין 
ref-Sifra.2.14-19.3,אליה יכול יקיים בה מצות אליה תלמוד לומר תמימה אי תמימה יכול יטלנו עם השדרה תלמוד לומר   אי   יכול לא יכנס לפנים מן העצה תלמוד לומר יסירנה יכנס לפנים מן העצה 
ref-Sifra.2.14-19.4,את החלב המכסה את הקרב ואת כל החלב אשר על הקרב מה תלמוד לומר שיכול יתרבה בחלב הדפנות ודין הוא מה אם בן הבקר שנתרבה בנסכים נתמעט בחלב הדפנות בן הצאן שנתמעט בנסכים אינו דין שנתמעט בחלב הדפנות לא אם אמרת בבן הבקר שנתמעט באליה תאמר בבן הצאן שנתרבה באליה הואיל ונתרבה באליה יתרבה בחלב הדפנות תלמוד לומר את החלב המכסה את הקרב ואת כל החלב אשר על הקרב ואת שתי הכליות אין לך אלא מה שאמור בענין משום ר׳ ישמעאל אמרו לפי שיצא לדון בדבר החדש החזירו הכתוב לכללו 
ref-Sifra.2.14-19.5,והקטירו שלא יערב חלבים בחלבים לחם אשה לה׳ לחם אשה לה׳ ״ למד על החלבים שהן קרוים ״לחם למד על החלבים שהן קרוים לחם אשה לה׳ ״ למד על החלבים שהן קרוים ״לחם 
ref-Sifra.2.14-20.1,ואם עז קרבנו הפסיק הענין שלא תהיה עז טעונה אליה 
ref-Sifra.2.14-20.2,והקריב ממנו מן המחובר קרבנו אשה לה׳ את החלב המכסה את הקרב ואת כל החלב אשר על הקרב מה תלמוד לומר שיכול יתמעט מכולם ודין הוא מה מצינו בבן הצאן שנתרבה באליה נתרבה בכולם אבל בן העז הואיל ונתמעט באליה יתמעט מכולם בן הבקר יוכיח שנתמעט באליה ונתרבה בכולם 
ref-Sifra.2.14-20.3,לא אם אמרת בבן הבקר שנתרבה בנסכים תאמר בבן העז שנתמעט בנסכים הואיל ונתמעט בנסכים יתמעט מכולם תלמוד לומר את החלב המכסה את הקרב ואת כל החלב אשר על הקרב ואת שתי הכליות וכולי לרבות את כולם 
ref-Sifra.2.14-20.4,והקטירם כולם כאחת לחם אשה לריח ניחח כל חלב לשם לחייב על החלב מעילה 
ref-Sifra.2.14-20.5,משום ר׳ ישמעאל אמרו הרי הוא אומר אך בכור שור או בכור כשב או בכור עז לא תפדה קדש הם את דמם תזרק על המזבח ואת חלבם תקטיר למדנו לבכור שהוא טעון דמים וחלבים למזבח למעשר ולפסח מנין כשהוא אומר          שיכול אין לי אלא דמם חלבם מנין תלמוד לומר כל חלב לשם 
ref-Sifra.2.14-20.6,חקת עולם לבית העולמים לדרתיכם שינהוג הדבר לדורות בכל מושבתיכם בארץ ובחוץ לארץ כל חלב וכל דם לא תאכלו ר׳ יהודה אומר הקיש הדם לחלב מה החלב בשני לאוין אף הדם בשני לאוין וחכמים אומרים אין בו אלא אזהרה אחת 
ref-Sifra.2.14-20.7,יכול אף דם פסולי המוקדשין יהיו חייבים עליהם משום שני לאוין תלמוד לומר רק הדם לא תאכלו אין בו אלא אזהרה אחת אין לי אלא דמן חלבן מנין תלמוד לומר ׳חלב ודם׳ הקיש חלב לדם מה הדם בלאו אחד אף החלב בלאו אחד 
ref-Sifra.2.14-20.8,שמתוך שיצא הבכור מכלל פסולי המוקדשין יכול יהיו חייבים על דמו משום שני לאוין תלמוד לומר רק את דמו לא תאכל אין בו אלא אזהרה אחת אין לי אלא דמו חלבו מנין תלמוד לומר ׳חלב ודם׳ הקיש חלב לדם מה הדם בלאו אחד אף החלב בלאו אחד 
ref-Sifra.3.01-00.1,נפש כי תחטא בני ישראל מביאים חטאת ואין עובדי כוכבים מביאים חטאת ואין צריך לומר מצוה שלא נצטוו עליהם בני נח אלא אף מצוה שנצטוו עליהם בני נח אין מביאים עליהם חטאת בני ישראל אין לי אלא בני ישראל ומנין לרבות את הגרים ואת העבדים תלמוד לומר נפש 
ref-Sifra.3.01-00.2,כי תחטא בשגגה על השגגה הוא מביא ואינו מביא על הזדון הלא דין הוא מה אם עבודת כוכבים החמורה לא עשה בה את הזדון כשגגה מצות הקלות אינו דין שלא נעשה בהן את הזדון כשגגה הין אם הונח זדונה של עבודת כוכבים ליום הכפורים שהוא חמורה יונח זדונם של מצות ליום הכפורים שהן קלות אלא יביא חטאת ויכפר מיד תלמוד לומר כי תחטא בשגגה על השגגה הוא מביא ואינו מביא על הזדון 
ref-Sifra.3.01-00.3,קל וחומר מעתה לעבודת כוכבים מה אם מצות הקלות הונח זדונם ליום הכפורים עבודת כוכבים החמורה אינו דין שיונח זדונה ליום הכפורים הין אם  במצות הקלות נקל בעבודת כוכבים החמורה אלא יביא חטאת מיד ותתלה לו עד יום הכפורים תלמוד לומר בשגגה במצות בשגגה בעבודת כוכבים 
ref-Sifra.3.01-00.4,מה תלמוד לומר בשגגה בשעיר ומה תלמוד לומר בשגגה בשעירה לפי שיש בשעיר מה שאין בשעירה ובשעירה מה שאין בשעיר שעיר נתרבה בצבור ושעירה לא נתרבתה בצבור שעירה נתרבתה בעבודת כוכבים ושעיר לא נתרבה בעבודת כוכבים הא לפי שיש בשעיר בה שאין בשעירה ובשעירה מה שאין בשעיר צריך לומר בשגגה בשעיר וצריך לומר בשגגה בשעירה 
ref-Sifra.3.01-00.5,מצות השם ולא מצות המלך ולא מצות בית דין מכל מצות השם ולא כל מצות ה׳ פרט לשמיעת קול ולביטוי שפתים ולטומאת מקדש וקדשיו 
ref-Sifra.3.01-00.6,מצות השם שומע אני עשה ולא תעשה תלמוד לומר אשר לא תעשינה אוציא מצות עשה הקלה ולא אוציא מצות עשה החמורה תלמוד לומר אשר לא תעשינה אוציא את מצוה עשה שאין חייבים עליהן כרת ולא אוציא את הפסח ואת המילה שחייבים עליהם כרת תלמוד לומר אשר לא תעשינה אוציא את הפסח שאין תדיר ולא אוציא את המילה שהיא תדירה תלמוד לומר אשר לא תעשינה או יכול שאני מוציא את מצות עשה שבנדה תלמוד לומר מכל מצות השם ריבה מה ראית להוציא את כל המצות ולהביא מצות עשה שבנדה אחר שריבה הכתוב ומיעט מפני מה אני מוציא את כל המצות שאין בהם בלא תעשה ומביא את מצות עשה שבנדה שיש בה לא תעשה 
ref-Sifra.3.01-00.7,אשר לא תעשינה יכול דברים שזדונם כרת ודברים שאין זדונם כרת תלמוד לומר תורה אחת יהיה לכם  בשגגה הרי כל העושה בשגגה כעבודת כוכבים מה עבודת כוכבים מיוחדת מעשה שחייבים על זדונה כרת ועל שגגתה חטאת אף כל מעשה שחייבים על זדונה כרת ועל שגגתה חטאת 
ref-Sifra.3.01-00.8,או דבר שאתה למדו בדרך אחת אתה לומדו בכל דרכים שיש בו ומה עבודת כוכבים מיוחדת שמשנאסרה לא הותרה ולא הותרה מכללה וחייבים עליה מיתת בית דין ואיסורה נוהג בבני נח כישראל אף אני איני מרבה אלא כיוצא בה ומה אני מרבה את משכב זכור והבהמה שמשנאסרו לא הותרו ולא הותרו מכללן וחייבים עליהם מיתת בית דין ואיסורן נוהג בבני נח כישראל אלא שיש בזכור מה שאין בבהמה ובבהמה מה שאין בזכור הזכור בין במינו בין שלא במינו אסור והבהמה במינה מותרת ושלא במינה אסורה הזכור לא עשה בו את הקטן כגדול והבהמה עשה בה את הקטנה כגדולה 
ref-Sifra.3.01-00.9,וכשהוא אומר מכל מצות השם לרבות את האם ואת אשת האב ואת הכלה שהן בסקילה כעבודת אלילים ומוסף עליהם בתו ובת בתו ובת בנו 
ref-Sifra.3.01-00.10,וכשהוא אומר מכל מצות השם לרבות בת אשתו ובת בתה ובת בנה שמשנאסרו לא הותרו כעבודת כוכבים ומוסף עליהם חמותו ואם חמותו ואם חמיו 
ref-Sifra.3.01-00.11,וכשהוא אומר מכל מצות השם לרבות נערה המאורסה והמחלל את השבת אלא שיש בנערה המאורסה מה שאין בשבת ובשבת מה שאין בנערה המאורסה נערה המאורסה יש לה היתר והשבת אין לה היתר השבת הותרה מכללה נערה המאורסה לא הותרה מכללה 
ref-Sifra.3.01-00.12,וכשהוא אומר מכל מצות השם לרבות אשת איש והנדה אלא שיש באשת איש מה שאין בנדה ובנדה מה שאין באשת איש אשת איש חייבין עליה מיתת בית דין והנדה אין חייבים עליה מיתת בית דין אשת איש מותרת לבעלה והנדה אסורה לכל אדם 
