baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-b,baseOrder,grp-ref-sifra,dam-lev,jac,id
ref-sifra.3.8-00.9.22-ref-sifra.3.8-00.10.16,ref-b.3.5.2.18a.9.13-ref-b.3.5.2.18a.10.12,124848,124972,ref-sifra.3.8-00.9.22,ref-sifra.3.8-00.10.16,3969924,3970023,ref-b.3.5.2.18a.9.13,ref-b.3.5.2.18a.10.12,ויש עמהם שבועה ואינו מדבר בתביעת ממון דנים אוין שיש עמהם שבועה ואין עמהם כהן מאוין שיש עמהם שבועה ואין עמהם כהן ואל ,שבועה שיש עמה אלה ואחת שבועה שאין עמה אלה היכי דמי שבועה שיש עמה אלה אמר רב עמרם אמר רב משביעני ,23,21,2929,2927.0,1777,1777.0,0.6293103448275862,0.7777777777777778,4080001250
ref-sifra.3.8-12.2.4-ref-sifra.3.8-12.3.8,ref-b.4.4.10.85b.4.9-ref-b.4.4.10.85b.5.6,125330,125460,ref-sifra.3.8-12.2.4,ref-sifra.3.8-12.3.8,6261266,6261379,ref-b.4.4.10.85b.4.9,ref-b.4.4.10.85b.5.6,חייב כאן וחייב בפקדון מה בפקדון אינו מדבר אלא בתביעת ממון אף כאן לא ידבר אלא בתביעת ממון ועוד קל וחומר מה אם הפקדון שעשה בו ,"וחייב במכה וחייב במקלל מה מכה אינו חייב אלא מחיים אף המקלל אינו חייב אלא מחיים ועוד ק""ו ומה מכה שעשה בו ",26,22,4342,4340.0,1778,1778.0,0.5161290322580645,0.6111111111111112,4080001251
ref-sifra.3.8-12.6.14-ref-sifra.3.8-12.6.43,ref-b.4.1.9.106a.10.23-ref-b.4.1.9.106a.11.17,126569,126729,ref-sifra.3.8-12.6.14,ref-sifra.3.8-12.6.43,5036174,5036263,ref-b.4.1.9.106a.10.23,ref-b.4.1.9.106a.11.17,"נשבע מתיב רב המנונא השביע עליו חמשה פעמים בין בפני ב""ד ובין שלא בפני בית דין וכפר עליו","נשבע מתיב רב המנונא השביע עליו חמשה פעמים בין בפני ב""ד ובין שלא בפני בית דין וכפר",27,18,3558,3556.0,1779,1779.0,0.05813953488372093,0.0,4080001252
ref-sifra.3.8-12.6.23-ref-sifra.3.8-12.6.45,ref-b.4.4.9.78a.9.9-ref-b.4.4.9.78a.10.3,126620,126740,ref-sifra.3.8-12.6.23,ref-sifra.3.8-12.6.45,6238366,6238412,ref-b.4.4.9.78a.9.9,ref-b.4.4.9.78a.10.3,"בפני ב""ד חייב שלא בפני ב""ד פטור בפני ב""ד חייב שלא בפני ב""ד פטור בפני ב""ד חייב","בפני ב""ד חייב שלא בפני ב""ד פטור בפני ב""ד חייב שלא בפני ב""ד פטור בפני ב""ד חייב",23,10,4318,4318.0,1781,1781.0,0.0,0.0,4080001253
ref-sifra.3.8-12.6.23-ref-sifra.3.8-12.6.45,ref-b.4.4.9.78a.11.9-ref-b.4.4.9.78a.11.18,126620,126740,ref-sifra.3.8-12.6.23,ref-sifra.3.8-12.6.45,6238579,6238625,ref-b.4.4.9.78a.11.9,ref-b.4.4.9.78a.11.18,"בפני ב""ד חייב שלא בפני ב""ד פטור בפני ב""ד חייב שלא בפני ב""ד פטור בפני ב""ד חייב","בפני ב""ד חייב שלא בפני ב""ד פטור בפני ב""ד חייב שלא בפני ב""ד פטור בפני ב""ד חייב",23,10,4320,4320.0,1782,1782.0,0.0,0.0,4080001254
ref-sifra.3.8-13.1.16-ref-sifra.3.8-13.1.27,ref-b.5.3.4.70b.9.10-ref-b.5.3.4.70b.9.23,127062,127128,ref-sifra.3.8-13.1.16,ref-sifra.3.8-13.1.27,7699233,7699298,ref-b.5.3.4.70b.9.10,ref-b.5.3.4.70b.9.23,במגע טומאות יהא חייב תלמוד לומר בנבלת חיה בנבלת בהמה בנבלת שרץ ,תגע בכל טמא או בנבלת חיה טמאה או בנבלת בהמה טמאה או בנבלת שרץ ,12,14,7492,7492.0,1787,1786.0,0.5714285714285714,0.5454545454545454,4080001255
ref-sifra.3.8-13.1.4-ref-sifra.3.8-13.1.16,ref-b.6.7.2.19a.9.3-ref-b.6.7.2.19a.9.10,126997,127067,ref-sifra.3.8-13.1.4,ref-sifra.3.8-13.1.16,8562662,8562709,ref-b.6.7.2.19a.9.3,ref-b.6.7.2.19a.9.10,תגע בכל דבר טמא הזקנים הראשונים היו אומרים יכול אפילו נגע אדם במגע ,נגעי אדם לנגעי בתים ולנגעי בגדים וכולן טמאין ,13,8,8916,8916.0,1786,1786.0,0.7164179104477612,0.8125,4080001256
ref-sifra.3.8-13.1.36-ref-sifra.3.8-13.1.47,ref-b.5.3.4.70b.9.10-ref-b.5.3.4.70b.9.23,127177,127244,ref-sifra.3.8-13.1.36,ref-sifra.3.8-13.1.47,7699233,7699298,ref-b.5.3.4.70b.9.10,ref-b.5.3.4.70b.9.23,במגע טומאות יהא חייב תלמוד לומר בנבלת חיה בנבלת בהמה בנבלת שרץ מ,תגע בכל טמא או בנבלת חיה טמאה או בנבלת בהמה טמאה או בנבלת שרץ ,13,14,7493,7492.0,1788,1788.0,0.578125,0.5454545454545454,4080001257
ref-sifra.3.8-13.1.51-ref-sifra.3.8-13.2.9,ref-b.4.1.1.2b.1.6-ref-b.4.1.1.2b.1.18,127259,127412,ref-sifra.3.8-13.1.51,ref-sifra.3.8-13.2.9,4682220,4682294,ref-b.4.1.1.2b.1.6,ref-b.4.1.1.2b.1.18,בהן דאילו אב מטמא אדם וכלים ואילו תולדות אוכלין ומשקין מטמא אדם וכלים,בהן דאילו אב מטמא אדם וכלים ואילו תולדות אוכלין ומשקין מטמא אדם וכלים,28,13,3403,3403.0,1789,1789.0,0.0,0.0,4080001258
ref-sifra.3.8-13.3.17-ref-sifra.3.8-13.3.27,ref-b.6.7.7.55b.2.17-ref-b.6.7.7.55b.2.25,127581,127639,ref-sifra.3.8-13.3.17,ref-sifra.3.8-13.3.27,8693897,8693942,ref-b.6.7.7.55b.2.17,ref-b.6.7.7.55b.2.25,שחילק מגעה ממשאה ומשאה אב הטומאה לטמא אדם לטמא בגדים אף ,חלקת בין מגעו למשאו לטמא אדם ולטמא בגדים אף ,11,9,9198,9197.0,1791,1791.0,0.4107142857142857,0.4,4080001259
ref-sifra.3.8-13.3.43-ref-sifra.3.8-13.3.52,ref-b.6.7.7.55b.2.17-ref-b.6.7.7.55b.2.24,127707,127762,ref-sifra.3.8-13.3.43,ref-sifra.3.8-13.3.52,8693897,8693939,ref-b.6.7.7.55b.2.17,ref-b.6.7.7.55b.2.24,שחילק מגען ממשאם ומשאם אב הטומאה לטמא אדם לטמא בגדים ,חלקת בין מגעו למשאו לטמא אדם ולטמא בגדים ,10,8,9197,9197.0,1792,1792.0,0.41509433962264153,0.7272727272727273,4080001260
ref-sifra.3.8-13.4.1-ref-sifra.3.8-13.5.6,ref-b.5.3.4.70b.12.13-ref-b.5.3.4.70b.12.20,128057,128167,ref-sifra.3.8-13.4.1,ref-sifra.3.8-13.5.6,7699556,7699602,ref-b.5.3.4.70b.12.13,ref-b.5.3.4.70b.12.20,בנבלת חיה מה תלמוד לומר טמאה שיכול אין לי אלא כולה כזית מנין תלמוד לומר טמאה בנבלת בהמה מה תלמוד לומר טמאה ,שמטמאה ונבלת בהמה טמאה שמטמאה נבלת חיה טמאה ,22,8,7496,7496.0,1793,1793.0,0.7009345794392523,0.6666666666666667,4080001261
ref-sifra.3.8-13.7.1-ref-sifra.3.8-13.7.54,ref-b.1.1.3.19b.12.3-ref-b.1.1.3.19b.12.12,128321,128598,ref-sifra.3.8-13.7.1,ref-sifra.3.8-13.7.54,101628,101686,ref-b.1.1.3.19b.12.3,ref-b.1.1.3.19b.12.12,ונעלם ממנו ונעלמה ממנו טומאה או יכול ונעלם ממנו מקדש תלמוד לומר ונעלם ממנו והוא טמא על העלם טומאה הוא חייב ואינו חייב על העלם מקדש דברי רבי עקיבא ר' אליעזר אומר השרץ ונעלם ממנו על העלם שרץ הוא חייב ואינו חייב על העלם מקדש ר' ישמעאל אומר ונעלם ממנו ונעלם ממנו שתי פעמים ,והתעלמת מהם פעמים שאתה מתעלם מהם ופעמים שאין אתה מתעלם ,54,10,22,22.0,1796,1794.0,0.8475836431226765,0.92,4080001262
ref-sifra.3.8-13.7.8-ref-sifra.3.8-13.7.25,ref-b.3.7.1.14a.18.15-ref-b.3.7.1.14a.19.12,128360,128451,ref-sifra.3.8-13.7.8,ref-sifra.3.8-13.7.25,4427728,4427803,ref-b.3.7.1.14a.18.15,ref-b.3.7.1.14a.19.12,ונעלם ממנו מקדש תלמוד לומר ונעלם ממנו והוא טמא על העלם טומאה הוא חייב ואינו חייב על העלם ,נעל של כל אדם מנא ליה תלמוד לומר נעל נעל ריבה אם כן מה תלמוד לומר נעלו נעלו ,18,18,3150,3145.0,1798,1794.0,0.6629213483146067,0.7333333333333334,4080001263
ref-sifra.3.8-13.7.7-ref-sifra.3.8-13.7.14,ref-b.5.6.1.11b.1.10-ref-b.5.6.1.11b.1.20,128355,128399,ref-sifra.3.8-13.7.7,ref-sifra.3.8-13.7.14,8263485,8263531,ref-b.5.6.1.11b.1.10,ref-b.5.6.1.11b.1.20,יכול ונעלם ממנו מקדש תלמוד לומר ונעלם ממנו ,"כולה עולה ת""ל כל אשר יתן ממנו לה יהיה קדש ממנו ",8,11,8370,8368.0,1797,1794.0,0.6382978723404256,0.8181818181818181,4080001264
ref-sifra.3.8-13.7.13-ref-sifra.3.8-13.7.61,ref-b.5.7.4.19a.10.8-ref-b.5.7.4.19a.10.18,128388,128633,ref-sifra.3.8-13.7.13,ref-sifra.3.8-13.7.61,8421258,8421314,ref-b.5.7.4.19a.10.8,ref-b.5.7.4.19a.10.18,ונעלם ממנו שתי פעמים לחייב על העלם טומאה ועל העלם מקדש,ונעלם ממנו שתי פעמים לחייב על העלם טומאה ועל העלם מקדש,45,11,8679,8679.0,1800,1800.0,0.0,0.0,4080001265
ref-sifra.3.8-13.6.18-ref-sifra.3.8-13.7.44,ref-b.6.7.3.28b.4.5-ref-b.6.7.3.28b.5.16,128317,128544,ref-sifra.3.8-13.6.18,ref-sifra.3.8-13.7.44,8601640,8601781,ref-b.6.7.3.28b.4.5,ref-b.6.7.3.28b.5.16,השרץ ונעלם ממנו על העלם שרץ הוא חייב ואינו חייב על העלם מקדש רבי עקיבא אומר ונעלם ממנו והוא טמא על העלם טומאה הוא חייב ואינו חייב על העלם,השרץ ונעלם ממנו על העלם שרץ הוא חייב ואינו חייב על העלם מקדש רבי עקיבא אומר ונעלם ממנו והוא טמא על העלם טומאה הוא חייב ואינו חייב על העלם,45,29,8935,8935.0,1794,1794.0,0.0,0.0,4080001266
ref-sifra.3.8-13.7.49-ref-sifra.3.8-13.7.61,ref-b.6.7.3.28b.4.6-ref-b.6.7.3.28b.5.7,128565,128633,ref-sifra.3.8-13.7.49,ref-sifra.3.8-13.7.61,8601646,8601739,ref-b.6.7.3.28b.4.6,ref-b.6.7.3.28b.5.7,ונעלם ממנו ונעלם ממנו שתי פעמים לחייב על העלם טומאה ועל העלם מקדש ,ונעלם ממנו על העלם שרץ הוא חייב ואינו חייב על העלם מקדש רבי עקיבא אומר ונעלם ממנו והוא טמא ,13,19,8940,8935.0,1802,1802.0,0.5494505494505495,0.5,4080001267
ref-sifra.3.8-13.8.9-ref-sifra.3.8-13.8.17,ref-b.2.4.6.67a.12.17-ref-b.2.4.6.67a.12.31,128669,128714,ref-sifra.3.8-13.8.9,ref-sifra.3.8-13.8.17,1492720,1492794,ref-b.2.4.6.67a.12.17,ref-b.2.4.6.67a.12.31,בטומאת אדם זה טמא מת טמאתו לרבות זבים וזבות ,טמא לנפש יאמר טמאי מת ואל יאמר טמאי זב ואני אומר טמאי מתים משתלחין זבין ,9,15,737,735.0,1803,1803.0,0.6805555555555556,0.75,4080001268
ref-sifra.3.8-13.9.13-ref-sifra.3.8-13.9.36,ref-b.3.1.10.88a.10.5-ref-b.3.1.10.88a.10.15,128924,129066,ref-sifra.3.8-13.9.13,ref-sifra.3.8-13.9.36,3133869,3133933,ref-b.3.1.10.88a.10.5,ref-b.3.1.10.88a.10.15,חומר שהחמרת עליה בסופה הקלת עליה בתחלה לא ליחמיר ולא ליקיל,חומר שהחמרת עליה בסופה הקלת עליה בתחלה לא ליחמיר ולא ליקיל,23,11,2399,2399.0,1808,1808.0,0.0,0.0,4080001269
ref-sifra.3.8-13.9.16-ref-sifra.3.8-13.9.32,ref-b.4.1.4.44a.6.1-ref-b.4.1.4.44a.6.11,128943,129045,ref-sifra.3.8-13.9.16,ref-sifra.3.8-13.9.32,4818784,4818843,ref-b.4.1.4.44a.6.1,ref-b.4.1.4.44a.6.11,על החמורות בקבועה צריך לומר החמורות או אילו נאמרו החמורות ולא נאמרו הקלות הייתי אומר על החמורות ,אמרת וכי דנין קל מחמור להחמיר עליו אם החמיר במועד החמור ,17,11,3473,3473.0,1809,1804.0,0.6354166666666666,0.7692307692307692,4080001270
ref-sifra.3.8-13.9.1-ref-sifra.3.8-13.9.41,ref-b.5.1.4.43b.12.3-ref-b.5.1.4.43b.13.8,128857,129092,ref-sifra.3.8-13.9.1,ref-sifra.3.8-13.9.41,6933496,6933794,ref-b.5.1.4.43b.12.3,ref-b.5.1.4.43b.13.8,אם נאמרו קלות למה נאמרו חמורות ואם נאמר חמורות למה נאמר קלות אם נאמר קלות ולא חמורות הייתי אומר על הקלות בלאו ועל החמורות במיתה לכך נאמר חמורות ואם נאמר חמורות ולא נאמרו קלות הייתי אומר על החמורות יהא חייב ועל הקלות יהא פטור לכך נאמר קלות מאי קלות ומאי חמורות אילימא קלות מעשר חמורות,אם נאמרו קלות למה נאמרו חמורות ואם נאמר חמורות למה נאמר קלות אם נאמר קלות ולא חמורות הייתי אומר על הקלות בלאו ועל החמורות במיתה לכך נאמר חמורות ואם נאמר חמורות ולא נאמרו קלות הייתי אומר על החמורות יהא חייב ועל הקלות יהא פטור לכך נאמר קלות מאי קלות ומאי חמורות אילימא קלות מעשר חמורות,41,47,5194,5194.0,1804,1804.0,0.0,0.0,4080001271
ref-sifra.3.8-13.9.24-ref-sifra.3.8-13.9.35,ref-b.5.1.4.43b.16.10-ref-b.5.1.4.44a.1.7,128990,129059,ref-sifra.3.8-13.9.24,ref-sifra.3.8-13.9.35,6933986,6934070,ref-b.5.1.4.43b.16.10,ref-b.5.1.4.44a.1.7,נאמרו החמורות ולא נאמרו הקלות הייתי אומר על החמורות יהא חייב ועל ,נאמרו חמורות דבלאו הא במיתה היא ואי באכילת מעשר אם לא נאמרו חמורות הייתי אומר על ,12,16,5202,5202.0,1810,1804.0,0.5185185185185185,0.6666666666666667,4080001272
ref-sifra.3.8-13.9.3-ref-sifra.3.8-13.9.36,ref-b.5.1.4.44a.2.15-ref-b.5.1.4.44a.3.12,128866,129066,ref-sifra.3.8-13.9.3,ref-sifra.3.8-13.9.36,6934211,6934377,ref-b.5.1.4.44a.2.15,ref-b.5.1.4.44a.3.12,ונאמר מעשר ותרומה ולא נאמרה טומאת מת הייתי אומר קלות על הקלות בלאו ועל החמורות במיתה ומדקלות על החמורות במיתה חמורות נמי על הקלות במיתה לכך נאמרו חמורות,ונאמר מעשר ותרומה ולא נאמרה טומאת מת הייתי אומר קלות על הקלות בלאו ועל החמורות במיתה ומדקלות על החמורות במיתה חמורות נמי על הקלות במיתה לכך נאמרו חמורות,33,28,5209,5209.0,1806,1806.0,0.0,0.0,4080001273
ref-sifra.3.8-13.11.15-ref-sifra.3.8-13.11.30,ref-b.1.1.3.19b.12.3-ref-b.1.1.3.19b.13.6,129400,129486,ref-sifra.3.8-13.11.15,ref-sifra.3.8-13.11.30,101628,101715,ref-b.1.1.3.19b.12.3,ref-b.1.1.3.19b.13.6,מתעלם מהם ופעמים שאין אתה מתעלם מהם הא כיצד אם היה כהן והיא,והתעלמת מהם פעמים שאתה מתעלם מהם ופעמים שאין אתה מתעלם מהם הא כיצד אם היה כהן והיא,16,17,23,23.0,1812,1812.0,0.2804878048780488,0.2222222222222222,4080001274
ref-sifra.3.9-00.3.5-ref-sifra.3.9-00.3.18,ref-b.3.3.2.16b.7.21-ref-b.3.3.2.17a.1.13,129723,129795,ref-sifra.3.9-00.3.5,ref-sifra.3.9-00.3.18,3640577,3640647,ref-b.3.3.2.16b.7.21,ref-b.3.3.2.17a.1.13,יהא חייב תלמוד לומר להרע ולהיטיב' מה הטבה רשות אף הרעה רשות יצא הנשבע ,יהא חייב תלמוד לומר להרע או להיטיב מה הטבה רשות אף הרעה רשות יצא נשבע ,14,15,2592,2592.0,1816,1816.0,0.05714285714285714,0.2727272727272727,4080001275
ref-sifra.3.9-00.4.9-ref-sifra.3.9-00.4.20,ref-b.3.3.2.17a.1.3-ref-b.3.3.2.17a.1.13,129853,129913,ref-sifra.3.9-00.4.9,ref-sifra.3.9-00.4.20,3640597,3640647,ref-b.3.3.2.17a.1.3,ref-b.3.3.2.17a.1.13,להרע ולהיטיב' מה הטבה רשות אף הרעה רשות אף אני אביא הנשבע ,להרע או להיטיב מה הטבה רשות אף הרעה רשות יצא נשבע ,12,11,2593,2592.0,1819,1819.0,0.22413793103448276,0.6,4080001276
ref-sifra.3.9-00.3.9-ref-sifra.3.9-00.3.20,ref-b.3.4.9.62b.9.5-ref-b.3.4.9.62b.9.16,129743,129808,ref-sifra.3.9-00.3.9,ref-sifra.3.9-00.3.20,3893036,3893094,ref-b.3.4.9.62b.9.5,ref-b.3.4.9.62b.9.16,להרע ולהיטיב' מה הטבה רשות אף הרעה רשות יצא הנשבע להרע לאחרים ,להרע או להיטיב מה הטבה רשות אף הרעה רשות יצא להרע לאחרים ,12,12,2813,2812.0,1817,1817.0,0.14516129032258066,0.25,4080001277
ref-sifra.3.9-00.4.9-ref-sifra.3.9-00.4.21,ref-b.3.4.9.62b.9.5-ref-b.3.4.9.62b.9.15,129853,129918,ref-sifra.3.9-00.4.9,ref-sifra.3.9-00.4.21,3893036,3893086,ref-b.3.4.9.62b.9.5,ref-b.3.4.9.62b.9.15,להרע ולהיטיב' מה הטבה רשות אף הרעה רשות אף אני אביא הנשבע להרע ,להרע או להיטיב מה הטבה רשות אף הרעה רשות יצא להרע ,13,11,2812,2812.0,1820,1820.0,0.2857142857142857,0.5555555555555556,4080001278
ref-sifra.3.9-00.3.1-ref-sifra.3.9-00.4.23,ref-b.4.1.8.91b.2.7-ref-b.4.1.8.91b.2.28,129698,129931,ref-sifra.3.9-00.3.1,ref-sifra.3.9-00.4.23,4982454,4982561,ref-b.4.1.8.91b.2.7,ref-b.4.1.8.91b.2.28,"יכול נשבע להרע בעצמו ולא הרע יהא פטור ת""ל להרע או להטיב מה הטבה רשות אף הרעה רשות אביא נשבע להרע בעצמו","יכול נשבע להרע בעצמו ולא הרע יהא פטור ת""ל להרע או להטיב מה הטבה רשות אף הרעה רשות אביא נשבע להרע",24,22,3526,3525.0,1814,1814.0,0.058823529411764705,0.0,4080001279
ref-sifra.3.9-00.6.2-ref-sifra.3.9-00.6.23,ref-b.3.3.2.16b.7.13-ref-b.3.3.2.17a.1.16,130022,130138,ref-sifra.3.9-00.6.2,ref-sifra.3.9-00.6.23,3640537,3640662,ref-b.3.3.2.16b.7.13,ref-b.3.3.2.17a.1.16,יכול הנשבע לעבור על המצוה יהא חייב תלמוד לומר להרע ולהיטיב' מה הטבה רשות אף הרעה רשות יצא הנשבע לעבור על המצות ,יכול נשבע לבטל את המצוה ולא ביטל יכול יהא חייב תלמוד לומר להרע או להיטיב מה הטבה רשות אף הרעה רשות יצא נשבע לבטל את המצוה ,22,26,2591,2591.0,1821,1821.0,0.2459016393442623,0.4736842105263158,4080001280
ref-sifra.3.9-00.6.11-ref-sifra.3.9-00.6.19,ref-b.3.4.9.62b.9.5-ref-b.3.4.9.62b.9.14,130070,130115,ref-sifra.3.9-00.6.11,ref-sifra.3.9-00.6.19,3893036,3893081,ref-b.3.4.9.62b.9.5,ref-b.3.4.9.62b.9.14,להרע ולהיטיב' מה הטבה רשות אף הרעה רשות יצא ,להרע או להיטיב מה הטבה רשות אף הרעה רשות יצא ,9,10,2811,2811.0,1822,1821.0,0.06666666666666667,0.16666666666666663,4080001281
ref-sifra.3.9-00.6.11-ref-sifra.3.9-00.6.20,ref-b.4.1.8.91b.2.16-ref-b.4.1.8.91b.2.26,130070,130122,ref-sifra.3.9-00.6.11,ref-sifra.3.9-00.6.20,4982499,4982549,ref-b.4.1.8.91b.2.16,ref-b.4.1.8.91b.2.26,להרע ולהיטיב' מה הטבה רשות אף הרעה רשות יצא הנשבע ,להרע או להטיב מה הטבה רשות אף הרעה רשות אביא נשבע ,10,11,3528,3525.0,1823,1821.0,0.16,0.5555555555555556,4080001282
ref-sifra.3.9-00.9.16-ref-sifra.3.9-00.9.32,ref-b.3.7.1.14a.18.15-ref-b.3.7.1.14a.19.12,130908,130991,ref-sifra.3.9-00.9.16,ref-sifra.3.9-00.9.32,4427728,4427803,ref-b.3.7.1.14a.18.15,ref-b.3.7.1.14a.19.12,ונעלם ממנו החפץ תלמוד לומר  ונעלם ממנו על העלם שבועה הוא חייב ואינו חייב על העלם ,נעל של כל אדם מנא ליה תלמוד לומר נעל נעל ריבה אם כן מה תלמוד לומר נעלו נעלו ,17,18,3151,3145.0,1826,1824.0,0.6419753086419753,0.7333333333333334,4080001283
ref-sifra.3.9-00.9.9-ref-sifra.3.9-00.9.32,ref-b.6.7.3.28b.4.6-ref-b.6.7.3.28b.5.16,130868,130991,ref-sifra.3.9-00.9.9,ref-sifra.3.9-00.9.32,8601646,8601781,ref-b.6.7.3.28b.4.6,ref-b.6.7.3.28b.5.16,ונעלם ממנו על העלם שרץ הוא חייב ואינו חייב על העלם מקדש רבי עקיבא אומר ונעלם ממנו והוא טמא על העלם טומאה הוא חייב ואינו חייב על העלם,ונעלם ממנו על העלם שרץ הוא חייב ואינו חייב על העלם מקדש רבי עקיבא אומר ונעלם ממנו והוא טמא על העלם טומאה הוא חייב ואינו חייב על העלם,24,11,8937,8937.0,1824,1824.0,0.0,0.0,4080001284
ref-sifra.3.9-14.4.13-ref-sifra.3.9-14.4.21,ref-b.2.4.1.20b.6.24-ref-b.2.4.1.20b.7.13,131468,131520,ref-sifra.3.9-14.4.13,ref-sifra.3.9-14.4.21,1330585,1330697,ref-b.2.4.1.20b.6.24,ref-b.2.4.1.20b.7.13,על טומאת המקדש בפני עצמה ועל טומאת הקדש בפני עצמה ,בפני עצמה ותלויה בפני עצמה וטמאה בפני עצמה אמר רבי שמעון לא נחלקו רבי אליעזר ורבי יהושע על הטהורה ועל הטמאה ,10,21,605,605.0,1829,1828.0,0.7314814814814815,0.8,4080001285
