baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-m,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-m.2.3.3.1.10-ref-m.2.3.3.1.17,ref-y.2.3.3.1.5.1-ref-y.2.3.3.1.6.13,181986,182032,ref-m.2.3.3.1.10,ref-m.2.3.3.1.17,1264645,1264733,ref-y.2.3.3.1.5.1,ref-y.2.3.3.1.6.13,וזיתום המצרי וזומן של צבעים ועמילן של טבחים ,זיתום המצרי זייתיה וזימי של צבעין דו יהב בגויה קוצם בגין דיקלוט ציבעא עמילן של טבחין ,8,16,2537,2537.0,1837,1837.0,0.5411764705882353,0.7777777777777778,3,המצרי של של,1070001381,8,16
ref-m.2.3.3.3.2-ref-m.2.3.3.3.22,ref-y.2.2.10.13.3.117-ref-y.2.2.10.13.3.135,182355,182460,ref-m.2.3.3.3.2,ref-m.2.3.3.3.22,1221812,1221909,ref-y.2.2.10.13.3.117,ref-y.2.2.10.13.3.135,מפרישין חלה בטומאה ביום טוב רבי אליעזר אומר לא תקרא לה שם עד שתאפה רבי יהודה בן בתירא אומר תטיל בצונן ,מפרישין חלה בטומאה ביום טוב רבי אליעזר אומר לא תקרא לה שם עד שתיאפה בן בתירה אומר תטיל לצונין ,15,13,2468,2468.0,1838,1838.0,0.1568627450980392,0.4,9,מפרישין חלה בטומאה לא תקרא לה שם עד תטיל,1070001382,15,13
ref-m.2.3.3.4.1-ref-m.2.3.3.4.25,ref-y.2.3.3.4.3.1-ref-y.2.3.3.4.3.25,182572,182704,ref-m.2.3.3.4.1,ref-m.2.3.3.4.25,1271427,1271557,ref-y.2.3.3.4.3.1,ref-y.2.3.3.4.3.25,רבן גמליאל אומר שלש נשים לשות כאחת ואופות בתנור אחד זו אחר זו וחכמים אומרים שלש נשים עוסקות בבצק אחת לשה ואחת עורכת ואחת אופה ,רבן גמליאל אומר שלש נשים לשות כאחת אופות בתנור אחד זו אחר זו וחכמים אומרים שלש נשים עסיקות בבצק אחת לשה ואחת עורכת ואחת אופה ,23,21,2548,2548.0,1839,1839.0,0.0396825396825396,0.1666666666666666,18,רבן_גמליאל_אומר שלש נשים לשות כאחת בתנור אחד וחכמים אומרים שלש נשים בבצק אחת לשה ואחת עורכת ואחת אופה,1070001383,23,21
ref-m.2.3.3.8.10-ref-m.2.3.3.8.22,ref-y.2.3.3.8.2.7-ref-y.2.3.3.8.2.20,183485,183559,ref-m.2.3.3.8.10,ref-m.2.3.3.8.22,1273941,1274024,ref-y.2.3.3.8.2.7,ref-y.2.3.3.8.2.20,אם עבר צופים שורפו במקומו ואם לאו חוזר ושורפו לפני הבירה מעצי המערכה ,אם קודש הוא ישרפנו במקומו שכן אפילו בירושלם שורפין אותו לפני הבירה מעצי המערכה ,13,14,2554,2554.0,1840,1840.0,0.3670886075949367,0.625,6,אם במקומו לפני הבירה מעצי המערכה,1070001384,13,14
ref-m.2.3.4.2.7-ref-m.2.3.4.2.28,ref-y.2.3.4.2.1.3-ref-y.2.3.4.2.1.20,183966,184073,ref-m.2.3.4.2.7,ref-m.2.3.4.2.28,1279157,1279249,ref-y.2.3.4.2.1.3,ref-y.2.3.4.2.1.20,שכלו למקום שלא כלו או ממקום שלא כלו למקום שכלו חייב לבער רבי יהודה אומר אומרים לו צא והבא לך אף אתה ,כלו מטיבריה ולא כלו מציפורין אמר לו מציפורין הבאתים אם אין את מאמינני צא והבא לך אף אתה ,20,18,2560,2560.0,1841,1841.0,0.56,0.7,8,כלו כלו לו צא והבא לך אף אתה,1070001385,20,18
ref-m.2.3.4.4.3-ref-m.2.3.4.4.13,ref-y.2.3.7.2.6.165-ref-y.2.3.7.2.6.178,184275,184336,ref-m.2.3.4.4.3,ref-m.2.3.4.4.13,1328511,1328577,ref-y.2.3.7.2.6.165,ref-y.2.3.7.2.6.178,לאכול צלי בלילי פסחים אוכלין מקום שנהגו שלא לאכול אין אוכלין ,אכול צלי הוא בבל תאכל נא בשעה שאינו בקום אכול צלי אינו בבל תאכל ,9,14,2678,2678.0,1842,1842.0,0.671875,0.75,1,צלי,1070001386,9,14
ref-m.2.3.4.4.30-ref-m.2.3.4.4.38,ref-y.1.6.11.5.2.4-ref-y.1.6.11.5.2.20,184436,184497,ref-m.2.3.4.4.30,ref-m.2.3.4.4.38,638564,638653,ref-y.1.6.11.5.2.4,ref-y.1.6.11.5.2.20,בבתי כנסיות ובבתי מדרשות ובמבואות האפלים ועל גבי החולים ,בבתי כניסיות ובבתי מדרשות כו' שמעון בר בא בשם רבי יוחנן כן היא מתניתא ועל גבי החולים ,9,10,1174,1173.0,1843,1843.0,0.4117647058823529,0.4166666666666666,6,בבתי ובבתי מדרשות ועל גבי החולים,1070001387,9,10
ref-m.2.3.4.6.5-ref-m.2.3.4.6.33,ref-y.2.3.4.7.1.6-ref-y.2.3.4.7.1.39,184823,184985,ref-m.2.3.4.6.5,ref-m.2.3.4.6.33,1285030,1285231,ref-y.2.3.4.7.1.6,ref-y.2.3.4.7.1.39,מלאכה שהתחיל בה קודם לארבעה עשר גומרה בארבעה עשר אבל לא יתחיל בה בתחילה בארבעה עשר אף על פי שיכול לגומרה וחכמים אומרים שלש אומניות עושין מלאכה בערבי פסחים ,מלאכה שהתחיל בה קודם לארבעה עשר גומרה בארבעה עשר ובלבד גבר שהוא לצורך המועד אבל לא יתחיל בה כתחילה בארבעה עשר אפילו דבר שהוא לצורך המועד וחכמים אומרי' שלוש אומניות עושין מלאכה בערבי פסחים ,27,34,2563,2563.0,1844,1844.0,0.2606382978723404,0.4399999999999999,21,מלאכה שהתחיל בה קודם לארבעה עשר גומרה בארבעה עשר אבל לא יתחיל בה בארבעה עשר וחכמים אומניות עושין מלאכה בערבי פסחים,1070001388,27,34
ref-m.2.3.4.7.7-ref-m.2.3.4.7.15,ref-y.2.3.4.8.2.2-ref-y.2.3.4.8.2.15,185113,185168,ref-m.2.3.4.7.7,ref-m.2.3.4.7.15,1285813,1285901,ref-y.2.3.4.8.2.2,ref-y.2.3.4.8.2.15,שברחה מחזירין אותה למקומה ואם מתה מושיבין אחרת תחתיה ,שברחה מחזירין אותה למקומה והן שיחזירוה שלשה ימים למדורה ואם מתה מושיבין אחרת תחתיה ,9,14,2565,2565.0,1845,1845.0,0.3614457831325301,0.3846153846153846,9,שברחה מחזירין אותה למקומה ואם מתה מושיבין אחרת תחתיה,1070001389,9,14
ref-m.2.3.4.8.1-ref-m.2.3.4.8.15,ref-y.2.3.9.1.5.1-ref-y.2.3.9.1.5.16,185291,185364,ref-m.2.3.4.8.1,ref-m.2.3.4.8.15,1365394,1365467,ref-y.2.3.9.1.5.1,ref-y.2.3.9.1.5.16,ששה דברים עשו אנשי יריחו על שלשה מיחו בידם ועל שלשה לא מיחו בידם ואלו ,ששה דברים עשה חזקיה מלך יהודה על שלשה הודו לו ועל שלשה לא הודו לו ואילו ,15,16,2775,2775.0,1848,1846.0,0.375,0.5384615384615384,7,ששה דברים על שלשה ועל שלשה לא,1070001390,15,16
ref-m.2.3.4.8.8-ref-m.2.3.4.8.18,ref-y.2.6.2.1.2.11-ref-y.2.6.2.1.2.21,185324,185377,ref-m.2.3.4.8.8,ref-m.2.3.4.8.18,1591195,1591253,ref-y.2.6.2.1.2.11,ref-y.2.6.2.1.2.21,מיחו בידם ועל שלשה לא מיחו בידם ואלו הן שלא מיחו ,היה נותן תפילין ולא מיחו בידו חכמים וכא מיחו בידו שלא ,11,11,3318,3318.0,1849,1846.0,0.6296296296296297,0.75,3,מיחו מיחו שלא,1070001391,11,11
ref-m.2.3.4.8.1-ref-m.2.3.4.8.14,ref-y.3.3.6.8.7.1-ref-y.3.3.6.8.7.14,185291,185358,ref-m.2.3.4.8.1,ref-m.2.3.4.8.14,2570437,2570500,ref-y.3.3.6.8.7.1,ref-y.3.3.6.8.7.14,ששה דברים עשו אנשי יריחו על שלשה מיחו בידם ועל שלשה לא מיחו בידם ,ששה דברים עשה חזקיה מלך יהודה על שלשה הודו לו ועל שלשה לא הודו ,14,14,5484,5484.0,1846,1846.0,0.4,0.5833333333333333,7,ששה דברים על שלשה ועל שלשה לא,1070001392,14,14
ref-m.2.3.4.8.1-ref-m.2.3.4.8.14,ref-y.4.4.1.2.27.1-ref-y.4.4.1.2.27.12,185291,185358,ref-m.2.3.4.8.1,ref-m.2.3.4.8.14,3147351,3147405,ref-y.4.4.1.2.27.1,ref-y.4.4.1.2.27.12,ששה דברים עשו אנשי יריחו על שלשה מיחו בידם ועל שלשה לא מיחו בידם ,ששה דברים עשה חזקיהו על שלש' הודו לו ועל שלשה לא הודו ,14,12,6841,6841.0,1847,1846.0,0.3692307692307692,0.5833333333333333,6,ששה דברים על ועל שלשה לא,1070001393,14,12
ref-m.2.3.4.9.1-ref-m.2.3.4.9.59,ref-y.2.3.9.1.5.1-ref-y.2.3.9.1.5.61,185577,185866,ref-m.2.3.4.9.1,ref-m.2.3.4.9.59,1365394,1365699,ref-y.2.3.9.1.5.1,ref-y.2.3.9.1.5.61,ששה דברים עשה חזקיה המלך על שלשה הודו לו ועל שלשה לא הודו לו גירר עצמות אביו על מטה של חבלים והודו לו כיתת נחש הנחשת והודו לו גנז ספר רפואות והודו לו על שלשה לא הודו לו קיצץ דלתות של היכל ושיגרן למלך אשור ולא הודו לו סתם מי גיחון העליון ולא הודו לו עיבר ניסן בניסן ולא הודו לו ,ששה דברים עשה חזקיה מלך יהודה על שלשה הודו לו ועל שלשה לא הודו לו ואילו שלשה שהודו לו כיתת נחש הנחושת והודו לו גירר עצמות אביו על מיטה של חבלים והודו לו גנז טבלה של רפואו' והודו לו ואילו שלא הודו לו קיצץ דלתות ההיכל ולא הודו לו סתם את מוצא מימי גיחון ולא הודו לו עיבר ניסן בניסן ולא הודו לו ,55,57,2776,2775.0,1852,1850.0,0.3780068728522336,0.35,36,ששה דברים עשה חזקיה על שלשה הודו לו ועל שלשה לא הודו לו גירר עצמות אביו על של חבלים והודו לו גנז והודו לו הודו לו קיצץ דלתות ולא_הודו_לו סתם גיחון ולא_הודו_לו עיבר ניסן בניסן ולא_הודו_לו,1070001394,55,57
ref-m.2.3.4.9.1-ref-m.2.3.4.9.59,ref-y.3.3.6.8.7.1-ref-y.3.3.6.8.7.53,185577,185866,ref-m.2.3.4.9.1,ref-m.2.3.4.9.59,2570437,2570703,ref-y.3.3.6.8.7.1,ref-y.3.3.6.8.7.53,ששה דברים עשה חזקיה מלך יהודה על שלשה הודו לו ועל שלשה לא הודו לו גירר עצמות אביו והודו לו כיתת נחש הנחשת והודו לו גנז טבלא של רפואות והודו לו ועל שלשה לא הודו לו סתם מימי גיחון העליון ולא הודו לו קיצץ דלתות ההיכל,ששה דברים עשה חזקיה מלך יהודה על שלשה הודו לו ועל שלשה לא הודו לו גירר עצמות אביו והודו לו כיתת נחש הנחשת והודו לו גנז טבלא של רפואות והודו לו ועל שלשה לא הודו לו סתם מימי גיחון העליון ולא הודו לו קיצץ דלתות ההיכל,44,44,5485,5485.0,1851,1851.0,0.0,0.0,44,ששה דברים עשה חזקיה מלך יהודה על שלשה הודו לו ועל שלשה לא הודו לו גירר עצמות אביו והודו לו כיתת נחש הנחשת והודו לו גנז טבלא של רפואות והודו לו ועל שלשה לא הודו לו סתם מימי גיחון העליון ולא_הודו_לו קיצץ דלתות ההיכל,1070001395,44,44
ref-m.2.3.4.9.1-ref-m.2.3.4.9.59,ref-y.4.4.1.2.27.1-ref-y.4.4.1.2.27.39,185577,185866,ref-m.2.3.4.9.1,ref-m.2.3.4.9.59,3147351,3147559,ref-y.4.4.1.2.27.1,ref-y.4.4.1.2.27.39,ששה דברים עשה חזקיהו על שלש' הודו לו ועל שלשה לא הודו לו גירר עצמות אביו על מיטת חבלים וכיתת נחש הנחושת וגנ טבלה של רפואו' והודו לו סתם מי גיחון העליון וקיצץ דלתות ההיכל ועיבר ניסן בניסן ולא הודו לו,ששה דברים עשה חזקיהו על שלש' הודו לו ועל שלשה לא הודו לו גירר עצמות אביו על מיטת חבלים וכיתת נחש הנחושת וגנ טבלה של רפואו' והודו לו סתם מי גיחון העליון וקיצץ דלתות ההיכל ועיבר ניסן בניסן ולא הודו לו,39,39,6842,6842.0,1850,1850.0,0.0,0.0,39,ששה דברים עשה חזקיהו על שלש' הודו לו ועל שלשה לא הודו לו גירר עצמות אביו על מיטת חבלים וכיתת נחש הנחושת וגנ טבלה של רפואו' והודו לו סתם מי גיחון העליון וקיצץ דלתות ההיכל ועיבר ניסן בניסן ולא_הודו_לו,1070001396,39,39
ref-m.2.3.5.1.1-ref-m.2.3.5.1.19,ref-y.1.1.4.1.17.3-ref-y.1.1.4.1.17.21,185867,185980,ref-m.2.3.5.1.1,ref-m.2.3.5.1.19,86156,86266,ref-y.1.1.4.1.17.3,ref-y.1.1.4.1.17.21,תמיד נשחט בשמנה ומחצה וקרב בתשע ומחצה בערבי פסחים נשחט בשבע ומחצה וקרב בשמנה ומחצה בין בחול בין בשבת ,תמיד נשחט בשמונה ומחצה וקרב בתשע ומחצ' ערב פסחים נשחט בשבע ומחצה וקרב בשמנה ומחצה בין בחול בין בשבת ,19,19,83,83.0,1858,1857.0,0.0396039603960396,0.0769230769230768,16,תמיד נשחט ומחצה וקרב בתשע פסחים נשחט בשבע ומחצה וקרב בשמנה ומחצה בין בחול בין בשבת,1070001397,19,19
ref-m.2.3.5.1.2-ref-m.2.3.5.1.8,ref-y.2.3.4.9.8.218-ref-y.2.3.4.9.8.224,185872,185916,ref-m.2.3.5.1.2,ref-m.2.3.5.1.8,1289973,1290017,ref-y.2.3.4.9.8.218,ref-y.2.3.4.9.8.224,נשחט בשמנה ומחצה וקרב בתשע ומחצה בערבי ,ונשחט בשמונה ומחצה וקרב בתשע ומחצה ערב ,7,7,2568,2568.0,1859,1857.0,0.1025641025641025,0.2857142857142857,4,ומחצה וקרב בתשע ומחצה,1070001398,7,7
ref-m.2.3.5.1.1-ref-m.2.3.5.1.7,ref-y.2.3.5.1.6.88-ref-y.2.3.5.1.6.94,185867,185909,ref-m.2.3.5.1.1,ref-m.2.3.5.1.7,1292389,1292432,ref-y.2.3.5.1.6.88,ref-y.2.3.5.1.6.94,תמיד נשחט בשמנה ומחצה וקרב בתשע ומחצה ,תמיד נשחט בשמונה ומחצה וקרב בתשע ומחצה ,7,7,2573,2573.0,1857,1857.0,0.0256410256410256,0.0,6,תמיד נשחט ומחצה וקרב בתשע ומחצה,1070001399,7,7
ref-m.2.3.5.2.2-ref-m.2.3.5.3.1,ref-y.2.3.5.2.5.77-ref-y.2.3.5.2.5.99,186063,186240,ref-m.2.3.5.2.2,ref-m.2.3.5.3.1,1294989,1295118,ref-y.2.3.5.2.5.77,ref-y.2.3.5.2.5.99,שחטו שלא לשמו לקבל דמו לשמו פסול אילו שחטו שלא לשמו להקטיר אימוריו לשמו שמא אינו פיגול שחטו לשמו להקטיר אימוריו שלא לשמו,שחטו שלא לשמו לקבל דמו לשמו פסול אילו שחטו שלא לשמו להקטיר אימוריו לשמו שמא אינו פיגול שחטו לשמו להקטיר אימוריו שלא לשמו,21,21,2583,2583.0,1860,1860.0,0.0,0.0,21,שחטו שלא לשמו לקבל דמו לשמו פסול אילו שחטו שלא לשמו להקטיר אימוריו לשמו_שמא_אינו פיגול שחטו לשמו להקטיר אימוריו שלא לשמו,1070001400,21,21
ref-m.2.3.5.2.24-ref-m.2.3.5.3.1,ref-y.2.3.5.2.9.154-ref-y.2.3.5.2.9.167,186182,186240,ref-m.2.3.5.2.24,ref-m.2.3.5.3.1,1297346,1297413,ref-y.2.3.5.2.9.154,ref-y.2.3.5.2.9.167,פסח ולשם שלמים שלא לשמו ולשמו לשם שלמים ולשם פסח שחטו ,הפסח משתנה לשם שלמים אלא אם כן שחטו לשם שלמים ואני אומר אפילו לשם ,11,12,2601,2600.0,1864,1860.0,0.5,0.6363636363636364,3,לשם שלמים שחטו,1070001401,11,12
ref-m.2.3.5.3.1-ref-m.2.3.5.3.11,ref-y.2.3.5.3.5.79-ref-y.2.3.5.3.6.10,186236,186315,ref-m.2.3.5.3.1,ref-m.2.3.5.3.11,1299631,1299713,ref-y.2.3.5.3.5.79,ref-y.2.3.5.3.6.10,בשחיטה לאוכליו נזיתין ושלא לאוכליו כזיתין כשר לאוכליו כזיתין ושלא לאוכליו,בשחיטה לאוכליו נזיתין ושלא לאוכליו כזיתין כשר לאוכליו כזיתין ושלא לאוכליו,11,11,2603,2603.0,1866,1866.0,0.0,0.0,11,בשחיטה לאוכליו נזיתין ושלא לאוכליו כזיתין כשר לאוכליו כזיתין ושלא לאוכליו,1070001402,11,11
ref-m.2.3.5.2.24-ref-m.2.3.5.3.1,ref-y.2.3.5.4.11.97-ref-y.2.3.5.4.11.122,186182,186240,ref-m.2.3.5.2.24,ref-m.2.3.5.3.1,1304593,1304727,ref-y.2.3.5.4.11.97,ref-y.2.3.5.4.11.122,פסח לשם שלמים ורבי יהושע מכשיר שהוא כשוחט שלמים לשם פסח לשם שלמים היא השוחט שלמי' לשם פסח לשם שלמים ורבי יהושע מכשיר שהוא כשוחט שלמים לשם פסח מכיון שעיבר זמנו לא שניא היא השוחט פסח לשם שלמים היא השוחט,פסח לשם שלמים ורבי יהושע מכשיר שהוא כשוחט שלמים לשם פסח לשם שלמים ורבי יהושע מכשיר שהוא כשוחט שלמים לשם פסח מכיון שעיבר זמנו לא שניא היא השוחט פסח לשם שלמים היא השוחט שלמי' לשם פסח,40,36,2640,2640.0,1862,1862.0,0.24,0.0,33,פסח לשם שלמים ורבי יהושע מכשיר שהוא כשוחט שלמים לשם פסח לשם שלמים ורבי יהושע מכשיר שהוא כשוחט שלמים לשם פסח מכיון שעיבר זמנו לא שניא היא השוחט פסח לשם שלמים היא השוחט,1070001403,40,36
ref-m.2.3.5.3.20-ref-m.2.3.5.3.31,ref-y.2.3.5.1.3.12-ref-y.2.3.5.1.3.22,186379,186443,ref-m.2.3.5.3.20,ref-m.2.3.5.3.31,1291216,1291271,ref-y.2.3.5.1.3.12,ref-y.2.3.5.1.3.22,שחטו קודם חצות פסול משום שנאמר בין הערבים שחטו קודם לתמיד כשר ,שחטו קודם לחצות פסול לאחר חצות מיד כשר קודם לתמיד כשר ,12,11,2572,2572.0,1868,1868.0,0.3548387096774194,0.5,6,שחטו קודם פסול קודם לתמיד כשר,1070001404,12,11
ref-m.2.3.5.7.35-ref-m.2.3.5.7.47,ref-y.2.3.5.6.1.205-ref-y.2.3.5.6.1.220,187411,187475,ref-m.2.3.5.7.35,ref-m.2.3.5.7.47,1306661,1306743,ref-y.2.3.5.6.1.205,ref-y.2.3.5.6.1.220,מימיהם של כת שלישית לא הגיע לאהבתי כי ישמע ה' מפני שעמה מועטין ,מימיה של בת השלישית לא הגיעה לאהבתי בי ישמע ה' את קולי תחנוני מפני שעמה ממועטין ,13,16,2647,2647.0,1869,1869.0,0.2625,0.4,7,של לא לאהבתי ישמע ה' מפני שעמה,1070001405,13,16
ref-m.2.3.5.7.36-ref-m.2.3.5.7.47,ref-y.2.9.3.11.4.95-ref-y.2.9.3.11.4.106,187418,187475,ref-m.2.3.5.7.36,ref-m.2.3.5.7.47,1793891,1793955,ref-y.2.9.3.11.4.95,ref-y.2.9.3.11.4.106,של כת שלישית לא הגיע לאהבתי כי ישמע ה' מפני שעמה מועטין ,של בת השלישית לא הגיעה לאהבתי כי ישמע יי' מפני' שעמה ממועטין ,12,12,3564,3564.0,1870,1869.0,0.1147540983606557,0.3333333333333333,6,של לא לאהבתי כי ישמע שעמה,1070001406,12,12
ref-m.2.3.5.10.12-ref-m.2.3.5.10.20,ref-y.2.3.5.10.3.3-ref-y.2.3.5.10.3.11,187997,188053,ref-m.2.3.5.10.12,ref-m.2.3.5.10.20,1308511,1308572,ref-y.2.3.5.10.3.3,ref-y.2.3.5.10.3.11,ראשונה וישבה לה בהר הבית שניה בחיל והשלישית במקומה ,הראשונה וישבה לה בהר הבית השנייה בחיל והשלישית במקומה ,9,9,2650,2650.0,1871,1871.0,0.0555555555555555,0.0,7,וישבה לה בהר הבית בחיל והשלישית במקומה,1070001407,9,9
ref-m.2.3.5.10.12-ref-m.2.3.5.10.20,ref-y.3.5.7.7.1.57-ref-y.3.5.7.7.1.65,187997,188053,ref-m.2.3.5.10.12,ref-m.2.3.5.10.20,2326886,2326947,ref-y.3.5.7.7.1.57,ref-y.3.5.7.7.1.65,ראשונה וישבה לה בהר הבית שניה בחיל והשלישית במקומה ,הראשונה וישבה לה בהר הבית השנייה בחיל והשלישית במקומה ,9,9,4941,4941.0,1872,1871.0,0.0555555555555555,0.0,7,וישבה לה בהר הבית בחיל והשלישית במקומה,1070001408,9,9
ref-m.2.3.6.1.4-ref-m.2.3.6.1.13,ref-y.3.6.6.6.2.41-ref-y.3.6.6.6.2.50,188103,188163,ref-m.2.3.6.1.4,ref-m.2.3.6.1.13,2685819,2685867,ref-y.3.6.6.6.2.41,ref-y.3.6.6.6.2.50,דוחין את השבת שחיטתו וזריקת דמו ומיחוי קרביו והקטר חלביו ,"דחתו הרי זה גט שחטה לזרוק דמה לע""ז ולהקטיר חלבה ",10,8,5769,5769.0,1873,1873.0,0.5789473684210527,0.875,0,,1070001409,10,8
ref-m.2.3.6.1.7-ref-m.2.3.6.1.13,ref-y.3.6.6.6.2.98-ref-y.3.6.6.6.2.105,188118,188163,ref-m.2.3.6.1.7,ref-m.2.3.6.1.13,2686122,2686164,ref-y.3.6.6.6.2.98,ref-y.3.6.6.6.2.105,שחיטתו וזריקת דמו ומיחוי קרביו והקטר חלביו ,שחטה לזרוק את דמה לעבודה זרה ולקטור חלבה ,7,8,5772,5772.0,1874,1873.0,0.5116279069767442,0.8461538461538461,0,,1070001410,7,8
