baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-sifre-n,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-n.52.1.107-ref-sifre-n.52.1.117,ref-bible.0104.32.17.10-ref-bible.104.32.18.3,80830,80893,ref-sifre-n.52.1.107,ref-sifre-n.52.1.117,327798,327864,ref-bible.0104.32.17.10,ref-bible.0104.32.18.3,"הישובי ואין ישוב אלא ב""ד שנאמר ויבואו אליך כמבוא עם וישבו ",הביאנם אל מקומם וישב טפנו בערי המבצר מפני ישבי הארץ לא נשוב אל ,11,13,767,767.0,313,313.0,0.7619047619047619,0.875,0,,5090000259,11,13
ref-sifre-n.52.1.114-ref-sifre-n.52.1.122,ref-bible.0105.20.5.4-ref-bible.105.20.5.17,80872,80921,ref-sifre-n.52.1.114,ref-sifre-n.52.1.122,379776,379840,ref-bible.0105.20.5.4,ref-bible.0105.20.5.17,אליך כמבוא עם וישבו לפניך עמי ואומר ויעקב איש ,העם לאמר מי האיש אשר בנה בית חדש ולא חנכו ילך וישב לביתו פן ,9,14,899,899.0,316,313.0,0.7333333333333333,0.6875,0,,5090000260,9,14
ref-sifre-n.52.1.108-ref-sifre-n.52.1.120,ref-bible.0205.2.19.21-ref-bible.205.2.20.12,80838,80910,ref-sifre-n.52.1.108,ref-sifre-n.52.1.120,650201,650282,ref-bible.0205.2.19.21,ref-bible.0205.2.20.12,"ואין ישוב אלא ב""ד שנאמר ויבואו אליך כמבוא עם וישבו לפניך עמי ואומר ",לאם המלך ותשב לימינו ותאמר שאלה אחת קטנה אנכי שאלת מאתך אל תשב את פני ויאמר ,13,16,1004,1004.0,314,313.0,0.7105263157894737,0.9166666666666666,0,,5090000261,13,16
ref-sifre-n.52.1.113-ref-sifre-n.52.1.119,ref-bible.0209.33.31.1-ref-bible.209.33.31.7,80864,80903,ref-sifre-n.52.1.113,ref-sifre-n.52.1.119,1044819,1044858,ref-bible.0209.33.31.1,ref-bible.0209.33.31.7,ויבואו אליך כמבוא עם וישבו לפניך עמי ,ויבואו אליך כמבוא עם וישבו לפניך עמי ,7,7,1114,1114.0,315,313.0,0.0,0.0,7,ויבואו אליך כמבוא עם וישבו לפניך עמי,5090000262,7,7
ref-sifre-n.52.1.126-ref-sifre-n.52.1.132,ref-bible.0105.33.18.1-ref-bible.105.33.18.7,80936,80983,ref-sifre-n.52.1.126,ref-sifre-n.52.1.132,409301,409346,ref-bible.0105.33.18.1,ref-bible.0105.33.18.7,ולזבולון אמר שמח זבולון בצאתך ויששכר באהליך ,ולזבולן אמר שמח זבולן בצאתך ויששכר באהליך ,7,7,920,920.0,317,317.0,0.0454545454545454,0.0,5,אמר שמח בצאתך ויששכר באהליך,5090000263,7,7
ref-sifre-n.53.1.4-ref-sifre-n.53.1.12,ref-bible.0103.7.35.8-ref-bible.103.7.36.8,81001,81048,ref-sifre-n.53.1.4,ref-sifre-n.53.1.12,203747,203811,ref-bible.0103.7.35.8,ref-bible.0103.7.36.8,ביום המשח אותו ביום שנמשח בו ביום הקריב אתה ,ביום הקריב אתם לכהן ליהוה אשר צוה יהוה לתת להם ביום משחו אתם ,9,11,170,170.0,322,318.0,0.6229508196721312,0.8,2,ביום הקריב,5090000264,9,11
ref-sifre-n.53.1.2-ref-sifre-n.53.1.11,ref-bible.0104.7.10.4-ref-bible.0104.7.10.9,80988,81044,ref-sifre-n.53.1.2,ref-sifre-n.53.1.11,268726,268761,ref-bible.0104.7.10.4,ref-bible.0104.7.10.9,חנכת המזבח ביום המשח אתו ויקריבו,חנכת המזבח ביום המשח אתו ויקריבו,6,6,355,355.0,320,320.0,0.0,0.0,6,חנכת המזבח ביום המשח אתו ויקריבו,5090000265,6,6
ref-sifre-n.53.1.1-ref-sifre-n.53.1.6,ref-bible.0104.7.84.1-ref-bible.104.7.84.6,80984,81016,ref-sifre-n.53.1.1,ref-sifre-n.53.1.6,272792,272822,ref-bible.0104.7.84.1,ref-bible.0104.7.84.6,זאת חנוכת המזבח ביום המשח אותו ,זאת חנכת המזבח ביום המשח אתו ,6,6,364,363.0,318,318.0,0.064516129032258,0.0,4,זאת המזבח ביום המשח,5090000266,6,6
ref-sifre-n.53.1.1-ref-sifre-n.53.1.6,ref-bible.0104.7.88.16-ref-bible.104.7.88.21,80984,81016,ref-sifre-n.53.1.1,ref-sifre-n.53.1.6,273254,273283,ref-bible.0104.7.88.16,ref-bible.0104.7.88.21,זאת חנוכת המזבח ביום המשח אותו ,זאת חנכת המזבח אחרי המשח אתו ,6,6,367,367.0,319,318.0,0.1935483870967742,0.2857142857142857,3,זאת המזבח המשח,5090000267,6,6
ref-sifre-n.53.1.57-ref-sifre-n.53.1.64,ref-bible.0104.7.1.20-ref-bible.104.7.2.3,81264,81304,ref-sifre-n.53.1.57,ref-sifre-n.53.1.64,268173,268212,ref-bible.0104.7.1.20,ref-bible.0104.7.2.3,המשח אותו בו ביום הקריב מאת נשיאי ישראל ,וימשחם ויקדש אתם ויקריבו נשיאי ישראל ,8,6,348,347.0,325,323.0,0.45,0.6666666666666667,2,נשיאי ישראל,5090000268,8,6
ref-sifre-n.53.1.33-ref-sifre-n.53.1.63,ref-bible.0104.7.10.6-ref-bible.0104.7.10.10,81149,81298,ref-sifre-n.53.1.33,ref-sifre-n.53.1.63,268738,268769,ref-bible.0104.7.10.6,ref-bible.0104.7.10.10,ביום המשח אתו ויקריבו הנשיאם,ביום המשח אתו ויקריבו הנשיאם,5,5,357,357.0,323,323.0,0.0,0.0,5,ביום המשח אתו ויקריבו הנשיאם,5090000269,5,5
ref-sifre-n.57.1.24-ref-sifre-n.57.1.33,ref-bible.0205.8.63.1-ref-bible.205.8.63.7,81523,81585,ref-sifre-n.57.1.24,ref-sifre-n.57.1.33,671272,671306,ref-bible.0205.8.63.1,ref-bible.0205.8.63.7,"לזבח השלמים ושאר לא הוכשרו לזבח השלמים ת""ל ולזבח השלמים ",ויזבח שלמה את זבח השלמים אשר זבח ,10,7,1011,1011.0,326,326.0,0.5535714285714286,0.625,1,השלמים,5090000270,10,7
ref-sifre-n.57.1.53-ref-sifre-n.57.1.60,ref-bible.0104.7.83.16-ref-bible.104.7.84.6,81691,81731,ref-sifre-n.57.1.53,ref-sifre-n.57.1.60,272784,272822,ref-bible.0104.7.83.16,ref-bible.0104.7.84.6,בהם פסול זאת חנוכת המזבח אחרי המשח אותו ,בן עינן זאת חנכת המזבח ביום המשח אתו ,8,8,363,363.0,327,327.0,0.3,0.4,3,זאת המזבח המשח,5090000271,8,8
ref-sifre-n.57.1.55-ref-sifre-n.58.1.3,ref-bible.0104.7.88.16-ref-bible.104.7.89.3,81700,81768,ref-sifre-n.57.1.55,ref-sifre-n.58.1.3,273254,273305,ref-bible.0104.7.88.16,ref-bible.0104.7.89.3,זאת חנוכת המזבח אחרי המשח אותו לענין שאמרנו ובבא משה אל אהל מועד ,זאת חנכת המזבח אחרי המשח אתו ובבא משה אל אהל מועד ,11,9,368,367.0,328,327.0,0.2307692307692307,0.1818181818181817,7,זאת המזבח אחרי המשח ובבא משה אל_אהל_מועד,5090000272,11,9
ref-sifre-n.58.1.23-ref-sifre-n.58.1.29,ref-bible.0102.25.22.1-ref-bible.102.25.22.7,81851,81889,ref-sifre-n.58.1.23,ref-sifre-n.58.1.29,154680,154717,ref-bible.0102.25.22.1,ref-bible.0102.25.22.7,ונועדתי לך שם ודברתי אתך מעל הכפורת ,ונועדתי לך שם ודברתי אתך מעל הכפרת ,7,7,88,86.0,329,329.0,0.0277777777777777,0.0,6,ונועדתי לך שם ודברתי אתך מעל,5090000273,7,7
ref-sifre-n.58.1.134-ref-sifre-n.58.1.147,ref-bible.0102.25.21.11-ref-bible.0102.25.22.5,82420,82478,ref-sifre-n.58.1.134,ref-sifre-n.58.1.147,154662,154706,ref-bible.0102.25.21.11,ref-bible.0102.25.22.5,אשר אתן אליך ונועדתי לך שם ודברתי אתך,העדת אשר אתן אליך ונועדתי לך שם ודברתי אתך,8,9,86,86.0,333,333.0,0.119047619047619,0.1111111111111111,8,אשר אתן אליך ונועדתי לך שם ודברתי אתך,5090000274,8,9
ref-sifre-n.58.1.133-ref-sifre-n.58.1.152,ref-bible.0102.29.42.10-ref-bible.0102.29.43.2,82413,82500,ref-sifre-n.58.1.133,ref-sifre-n.58.1.152,166207,166244,ref-bible.0102.29.42.10,ref-bible.0102.29.43.2,אועד לכם שמה לדבר אליך שם ונעדתי שמה,אועד לכם שמה לדבר אליך שם ונעדתי שמה,8,8,106,105.0,332,332.0,0.0,0.0,8,אועד לכם שמה לדבר אליך שם ונעדתי שמה,5090000275,8,8
ref-sifre-n.58.1.138-ref-sifre-n.58.1.147,ref-bible.0102.30.6.11-ref-bible.102.30.6.17,82439,82478,ref-sifre-n.58.1.138,ref-sifre-n.58.1.147,166821,166848,ref-bible.0102.30.6.11,ref-bible.0102.30.6.17,שם ודברתי אתך ה אשר אועד לך ו אשר אועד ,אשר על העדת אשר אועד לך שמה ,10,7,107,107.0,335,330.0,0.5641025641025641,0.5,3,אשר אשר אועד,5090000276,10,7
ref-sifre-n.58.1.124-ref-sifre-n.58.1.131,ref-bible.0104.7.89.6-ref-bible.104.7.89.12,82373,82410,ref-sifre-n.58.1.124,ref-sifre-n.58.1.131,273306,273340,ref-bible.0104.7.89.6,ref-bible.0104.7.89.12,לדבר אתו ב וישמע את הקול מדבר אליו ,לדבר אתו וישמע את הקול מדבר אליו ,8,7,369,369.0,330,330.0,0.0571428571428571,0.0,7,לדבר אתו וישמע את הקול מדבר אליו,5090000277,8,7
ref-sifre-n.58.1.124-ref-sifre-n.58.1.137,ref-bible.0105.5.27.12-ref-bible.105.5.28.23,82373,82438,ref-sifre-n.58.1.124,ref-sifre-n.58.1.137,351873,352040,ref-bible.0105.5.27.12,ref-bible.0105.5.28.23,לדבר אתו ב וישמע את הקול מדבר אליו ג וידבר אליו ד ונועדתי לך ,אלינו את כל אשר ידבר יהוה אלהינו אליך ושמענו ועשינו וישמע יהוה את קול דבריכם בדברכם אלי ויאמר יהוה אלי שמעתי את קול דברי העם הזה אשר דברו אליך היטיבו כל אשר דברו ,14,25,875,875.0,331,330.0,0.7283950617283951,0.7619047619047619,2,וישמע את,5090000278,14,25
ref-sifre-n.58.1.197-ref-sifre-n.58.1.211,ref-bible.0102.31.18.2-ref-bible.0102.31.18.11,82694,82766,ref-sifre-n.58.1.197,ref-sifre-n.58.1.211,169933,169978,ref-bible.0102.31.18.2,ref-bible.0102.31.18.11,אל משה ככלתו לדבר אתו בהר סיני שני לחת העדת,אל משה ככלתו לדבר אתו בהר סיני שני לחת העדת,10,10,113,113.0,338,338.0,0.0,0.0,10,אל משה ככלתו לדבר אתו בהר סיני שני לחת העדת,5090000279,10,10
ref-sifre-n.58.1.194-ref-sifre-n.58.1.213,ref-bible.0104.2.34.18-ref-bible.0104.3.1.11,82676,82775,ref-sifre-n.58.1.194,ref-sifre-n.58.1.213,257244,257308,ref-bible.0104.2.34.18,ref-bible.0104.3.1.11,ואלה תולדת אהרן ומשה ביום דבר יהוה את משה בהר סיני,בית אבתיו ואלה תולדת אהרן ומשה ביום דבר יהוה את משה בהר סיני,9,11,245,245.0,337,337.0,0.1666666666666666,0.1818181818181817,9,ואלה תולדת אהרן ומשה ביום דבר יהוה_את_משה בהר סיני,5090000280,9,11
ref-sifre-n.58.2.43-ref-sifre-n.58.2.50,ref-bible.0207.23.2.1-ref-bible.207.23.2.8,83020,83058,ref-sifre-n.58.2.43,ref-sifre-n.58.2.50,805459,805493,ref-bible.0207.23.2.1,ref-bible.0207.23.2.8,דומו יושבי אי סוחר צידון עובר ים מלאוך ,דמו ישבי אי סחר צידון עבר ים מלאוך ,8,8,1047,1047.0,341,341.0,0.1025641025641025,0.0,4,אי צידון ים מלאוך,5090000281,8,8
ref-sifre-n.58.2.85-ref-sifre-n.58.2.104,ref-bible.0207.62.6.11-ref-bible.207.62.7.12,83244,83335,ref-sifre-n.58.2.85,ref-sifre-n.58.2.104,859962,860053,ref-bible.0207.62.6.11,ref-bible.0207.62.7.12,לא יחשו המזכירים את ה' אל דמי לכם ואל תתנו דמי לו עד יכונן ועד ישים את ירושלים תהלה בארץ ,לא יחשו המזכרים את יהוה אל דמי לכם ואל תתנו דמי לו עד יכונן ועד ישים את ירושלם תהלה בארץ ,20,20,1065,1065.0,342,342.0,0.0561797752808988,0.0714285714285714,17,לא יחשו את אל דמי לכם ואל תתנו דמי לו עד יכונן ועד ישים את תהלה בארץ,5090000282,20,20
ref-sifre-n.59.1.13-ref-sifre-n.59.1.19,ref-bible.0102.25.37.5-ref-bible.102.25.37.11,83390,83425,ref-sifre-n.59.1.13,ref-sifre-n.59.1.19,155730,155764,ref-bible.0102.25.37.5,ref-bible.0102.25.37.11,והעלה את נרותיה והאיר על עבר פניה ,והעלה את נרתיה והאיר על עבר פניה ,7,7,92,92.0,343,343.0,0.0294117647058823,0.0,6,והעלה את והאיר על עבר פניה,5090000283,7,7
ref-sifre-n.59.1.30-ref-sifre-n.59.1.36,ref-bible.0104.8.2.9-ref-bible.104.8.2.15,83475,83511,ref-sifre-n.59.1.30,ref-sifre-n.59.1.36,273462,273498,ref-bible.0104.8.2.9,ref-bible.0104.8.2.15,אל מול פני המנורה יאירו שיהיו נרות ,אל מול פני המנורה יאירו שבעת הנרות ,7,7,374,370.0,344,344.0,0.1428571428571428,0.5,5,אל מול פני המנורה יאירו,5090000284,7,7
ref-sifre-n.59.1.65-ref-sifre-n.59.1.105,ref-bible.0104.7.89.22-ref-bible.0104.8.4.2,83664,83875,ref-sifre-n.59.1.65,ref-sifre-n.59.1.105,273385,273574,ref-bible.0104.7.89.22,ref-bible.0104.8.4.2,וידבר אליו וידבר יהוה אל משה לאמר דבר אל אהרן ואמרת אליו בהעלתך את הנרת,וידבר אליו וידבר יהוה אל משה לאמר דבר אל אהרן ואמרת אליו בהעלתך את הנרת,10,10,370,370.0,345,345.0,0.0,0.0,10,וידבר אליו וידבר יהוה_אל_משה_לאמר_דבר_אל אהרן ואמרת אליו בהעלתך את הנרת,5090000285,10,10
ref-sifre-n.59.1.82-ref-sifre-n.59.1.100,ref-bible.0208.38.25.5-ref-bible.208.38.25.21,83752,83846,ref-sifre-n.59.1.82,ref-sifre-n.59.1.100,947217,947297,ref-bible.0208.38.25.5,ref-bible.0208.38.25.21,דבור ואמרת אליו הרי זה אמירה לאהרן בהעלותך את הנרות עשה לה מעלות אל מול פני המנורה עשה לה ,דברתי אתך ובאו אליך ואמרו אליך הגידה נא לנו מה דברת אל המלך אל תכחד ממנו ולא ,19,17,1093,1093.0,348,345.0,0.6555555555555556,0.9130434782608696,1,אל,5090000286,19,17
ref-sifre-n.60.1.12-ref-sifre-n.60.1.23,ref-bible.0104.8.2.6-ref-bible.0104.8.4.2,84074,84129,ref-sifre-n.60.1.12,ref-sifre-n.60.1.23,273445,273574,ref-bible.0104.8.2.6,ref-bible.0104.8.4.2,בהעלתך את הנרת אל מול פני המנורה יאירו שבעת הנרות ויעש כן אהרן אל מול פני המנורה העלה נרתיה כאשר צוה יהוה את משה וזה מעשה,בהעלתך את הנרת אל מול פני המנורה יאירו שבעת הנרות ויעש כן אהרן אל מול פני המנורה העלה נרתיה כאשר צוה יהוה את משה וזה מעשה,22,22,373,373.0,349,349.0,0.0,0.0,22,בהעלתך את הנרת אל מול פני המנורה יאירו שבעת הנרות ויעש כן אהרן אל מול פני המנורה העלה נרתיה כאשר_צוה_יהוה_את_משה וזה מעשה,5090000287,22,22
ref-sifre-n.61.1.1-ref-sifre-n.61.1.12,ref-bible.0104.8.4.1-ref-bible.104.8.4.12,85567,85625,ref-sifre-n.61.1.1,ref-sifre-n.61.1.12,273565,273622,ref-bible.0104.8.4.1,ref-bible.0104.8.4.12,וזה מעשה המנורה מקשה זהב עד ירכה עד פרחה מקשה היא כמראה ,וזה מעשה המנרה מקשה זהב עד ירכה עד פרחה מקשה הוא כמראה ,12,12,376,370.0,351,351.0,0.0357142857142857,0.0,10,וזה מעשה מקשה זהב עד ירכה עד פרחה מקשה כמראה,5090000288,12,12
ref-sifre-n.61.1.30-ref-sifre-n.61.1.41,ref-bible.0102.12.1.9-ref-bible.102.12.2.8,85714,85771,ref-sifre-n.61.1.30,ref-sifre-n.61.1.41,127191,127234,ref-bible.0102.12.1.9,ref-bible.0102.12.2.8,אומר החדש הזה לכם ראש חדשים כיוצא בו אתה אומר וזה לכם ,לאמר החדש הזה לכם ראש חדשים ראשון הוא לכם ,9,9,52,52.0,352,352.0,0.3518518518518518,0.25,6,החדש הזה לכם ראש חדשים לכם,5090000289,9,9
ref-sifre-n.61.1.60-ref-sifre-n.61.1.65,ref-bible.0102.25.31.8-ref-bible.102.25.31.13,85851,85890,ref-sifre-n.61.1.60,ref-sifre-n.61.1.65,155269,155306,ref-bible.0102.25.31.8,ref-bible.0102.25.31.13,ירכה ופרחה גביעיה כפתוריה ופרחיה מנין ,ירכה וקנה גביעיה כפתריה ופרחיה ממנה ,6,6,90,89.0,353,353.0,0.1842105263157894,0.4285714285714286,3,ירכה גביעיה ופרחיה,5090000290,6,6
ref-sifre-n.61.1.60-ref-sifre-n.61.1.65,ref-bible.0102.37.17.10-ref-bible.102.37.17.15,85851,85890,ref-sifre-n.61.1.60,ref-sifre-n.61.1.65,183320,183357,ref-bible.0102.37.17.10,ref-bible.0102.37.17.15,ירכה ופרחה גביעיה כפתוריה ופרחיה מנין ,ירכה וקנה גביעיה כפתריה ופרחיה ממנה ,6,6,130,129.0,354,353.0,0.1842105263157894,0.4285714285714286,3,ירכה גביעיה ופרחיה,5090000291,6,6
ref-sifre-n.61.1.181-ref-sifre-n.61.1.186,ref-bible.0102.25.31.7-ref-bible.102.25.31.13,86435,86473,ref-sifre-n.61.1.181,ref-sifre-n.61.1.186,155261,155306,ref-bible.0102.25.31.7,ref-bible.0102.25.31.13,מנורה נרות גביעיה כפתוריה ופרחיה מנין ,המנורה ירכה וקנה גביעיה כפתריה ופרחיה ממנה ,6,7,89,89.0,355,355.0,0.2790697674418604,0.7,2,גביעיה ופרחיה,5090000292,6,7
ref-sifre-n.61.1.184-ref-sifre-n.61.1.201,ref-bible.0102.25.36.1-ref-bible.102.25.37.1,86453,86550,ref-sifre-n.61.1.184,ref-sifre-n.61.1.201,155662,155715,ref-bible.0102.25.36.1,ref-bible.0102.25.37.1,"כפתוריה ופרחיה מנין ת""ל כולה מקשה אחת וגו' יכול אף נרותיה מלקחיה ומחתותיה ת""ל ככר זהב טהור יעשה ",כפתריהם וקנתם ממנה יהיו כלה מקשה אחת זהב טהור ועשית ,18,10,91,91.0,357,355.0,0.6145833333333334,0.7619047619047619,4,מקשה אחת זהב טהור,5090000293,18,10
ref-sifre-n.61.1.195-ref-sifre-n.61.1.206,ref-bible.0102.25.38.1-ref-bible.102.25.39.9,86512,86574,ref-sifre-n.61.1.195,ref-sifre-n.61.1.206,155765,155832,ref-bible.0102.25.38.1,ref-bible.0102.25.39.9,"מלקחיה ומחתותיה ת""ל ככר זהב טהור יעשה אותה את כל הכלים האלה ",ומלקחיה ומחתתיה זהב טהור ככר זהב טהור יעשה אתה את כל הכלים האלה ,12,13,93,93.0,359,355.0,0.171875,0.2727272727272727,8,ככר זהב טהור יעשה את כל הכלים האלה,5090000294,12,13
