,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-b,grp-ref-mek,dam-lev,jac,id
227,301,ref-b.2.4.2.36b.2.11-ref-b.2.4.2.36b.2.21,ref-mek.1.11.3.30-ref-mek.1.11.3.39,1384294,1384364,189909,189919,ref-b.2.4.2.36b.2.11,ref-b.2.4.2.36b.2.21,39012,39069,6051,6057,ref-mek.1.11.3.30,ref-mek.1.11.3.39,מושבתיכם תאכלו מצות מצה הנאכלת בכל מושבות יצאו ביכורים שאינן נאכלין ,תאכלו בכל מושבותיכם תאכלו מצות למה נאמר לפי שנאמר ואכלת ,10,6,453.0,294.0,0.6617647058823529,0.6923076923076923,3050000228
228,302,ref-b.5.1.3.36a.6.10-ref-b.5.1.3.36a.6.17,ref-mek.1.11.3.80-ref-mek.1.11.3.89,6915473,6915521,969740,969747,ref-b.5.1.3.36a.6.10,ref-b.5.1.3.36a.6.17,39283,39342,6077,6085,ref-mek.1.11.3.80,ref-mek.1.11.3.89,"תודה וחלות ורקיקים שבנזיר מנין ת""ל קרבנו כולן ",בחלות תודה ולא ברקיקי נזיר ולא בבכורים תלמוד לומר בכל ,7,8,2795.0,302.0,0.6296296296296297,0.7857142857142857,3050000229
229,303,ref-b.2.4.1.5a.3.8-ref-b.2.4.1.5a.3.13,ref-mek.1.11.3.85-ref-mek.1.11.3.96,1277724,1277757,175965,175970,ref-b.2.4.1.5a.3.8,ref-b.2.4.1.5a.3.13,39313,39386,6099,6109,ref-mek.1.11.3.85,ref-mek.1.11.3.96,לא תאכלו בכל מושבתיכם תאכלו מצות ,ולא בבכורים תלמוד לומר בכל מושבותיכם תאכלו מצות יצאו אלו שאינן נאכלין ,5,10,405.0,302.0,0.5571428571428572,0.5555555555555556,3050000230
230,304,ref-b.2.4.2.36b.2.7-ref-b.2.4.2.36b.2.20,ref-mek.1.11.3.86-ref-mek.1.11.3.101,1384269,1384357,188623,189918,ref-b.2.4.2.36b.2.7,ref-b.2.4.2.36b.2.20,39318,39416,6081,6114,ref-mek.1.11.3.86,ref-mek.1.11.3.101,בביכורים תלמוד לומר בכל מושבתיכם תאכלו מצות מצה הנאכלת בכל מושבות יצאו ביכורים שאינן נאכלין בביכורים תלמוד לומר בכל מושבתיכם תאכלו מצות מצה הנאכלת בכל מושבות יצאו,בבכורים תלמוד לומר בכל מושבותיכם תאכלו מצות יצאו אלו שאינן נאכלין בבכורים תלמוד לומר בכל מושבותיכם תאכלו מצות יצאו אלו שאינן נאכלין בכל מושבותיכם משמע מוציא,162,156,453.0,302.0,0.36419753086419754,0.3846153846153846,3050000231
231,305,ref-b.2.4.2.36a.18.13-ref-b.2.4.2.36a.18.21,ref-mek.1.11.3.86-ref-mek.1.11.3.98,1383879,1383934,188569,189861,ref-b.2.4.2.36a.18.13,ref-b.2.4.2.36a.18.21,39318,39401,6081,6111,ref-mek.1.11.3.86,ref-mek.1.11.3.98,תאכלו מצות מצה הנאכלת בכל מושבותיכם יצאו בכורים שאין נאכלין בכל מושבותיכם בבכורים תלמוד לומר בכל מושבותיכם תאכלו מצות מצה הנאכלת בכל מושבותיכם יצאו,בבכורים תלמוד לומר בכל מושבותיכם תאכלו מצות יצאו אלו שאינן נאכלין בכל מושבותיכם בבכורים תלמוד לומר בכל מושבותיכם תאכלו מצות יצאו אלו שאינן נאכלין בכל,147,149,450.0,302.0,0.3691275167785235,0.41666666666666663,3050000232
232,308,ref-b.2.4.2.36b.7.6-ref-b.2.4.2.36b.7.16,ref-mek.1.11.3.190-ref-mek.1.11.3.197,1384851,1384906,189984,189992,ref-b.2.4.2.36b.7.6,ref-b.2.4.2.36b.7.16,39872,39910,6178,6185,ref-mek.1.11.3.190,ref-mek.1.11.3.197,מלחם עוני מי שנאכל באוני יצא זה שאין נאכל אלא בשמחה ,לחם עוני יצא זה שאינו נאכל אלא בשמחה ,8,7,456.0,308.0,0.34615384615384615,0.5,3050000233
233,309,ref-b.3.6.5.60b.5.30-ref-b.3.6.5.60b.5.49,ref-mek.1.12.1.51-ref-mek.1.12.1.65,4278333,4278429,590686,590699,ref-b.3.6.5.60b.5.30,ref-b.3.6.5.60b.5.49,40173,40246,6215,6229,ref-mek.1.12.1.51,ref-mek.1.12.1.65,לאומרן על פה דברים שבעל פה אי אתה רשאי לאומרן בכתב דבי רבי ישמעאל תנא אלה אלה אתה כותב ואי ,לאמר אף כאן הדבר מפי משה לאמר לכל ישראל ויאמר אליהם אלא שמשה חלק כבוד ,13,14,1618.0,309.0,0.6043956043956044,0.8695652173913043,3050000234
234,310,ref-b.3.7.1.32b.8.15-ref-b.3.7.1.32b.8.24,ref-mek.1.12.1.74-ref-mek.1.12.1.80,4500363,4500412,621137,621146,ref-b.3.7.1.32b.8.15,ref-b.3.7.1.32b.8.24,40289,40327,6238,6243,ref-mek.1.12.1.74,ref-mek.1.12.1.80,זקן אלא חכם שנאמר אספה לי שבעים איש מזקני ישראל ,לזקנים שנאמר לך ואספת את זקני ישראל ,9,5,1745.0,310.0,0.4791666666666667,0.7272727272727273,3050000235
235,311,ref-b.2.4.8.89a.21.18-ref-b.2.4.8.89a.22.6,ref-mek.1.12.1.120-ref-mek.1.12.1.129,1578776,1578825,216670,216677,ref-b.2.4.8.89a.21.18,ref-b.2.4.8.89a.22.6,40523,40579,6287,6295,ref-mek.1.12.1.120,ref-mek.1.12.1.129,עליו חבורה אחרת נמנין ומושכין את ידיהן עד שישחט ,העולין למנין על הפסח ומושכין את ידיהם ממנו עד שישחט ,7,8,536.0,311.0,0.4423076923076923,0.4545454545454546,3050000236
236,312,ref-b.2.4.5.60b.10.7-ref-b.2.4.5.60b.11.3,ref-mek.1.12.1.120-ref-mek.1.12.1.133,1471506,1471571,200433,201827,ref-b.2.4.5.60b.10.7,ref-b.2.4.5.60b.11.3,40523,40602,6268,6298,ref-mek.1.12.1.120,ref-mek.1.12.1.133,עלויה דתנן נמנין ומושכין את ידיהם ממנו עד שישחט איבעיא להו פסח ומימני עלויה דתנן נמנין ומושכין את ידיהם ממנו עד שישחט איבעיא להו,העולין למנין על הפסח ומושכין את ידיהם ממנו עד שישחט ובלבד שיניח את הפסח למנין על הפסח ומושכין את ידיהם ממנו עד שישחט ובלבד שיניח,128,128,484.0,311.0,0.4140625,0.3846153846153846,3050000237
237,313,ref-b.2.4.8.89a.18.26-ref-b.2.4.8.89a.18.31,ref-mek.1.12.1.121-ref-mek.1.12.1.129,1578588,1578623,216646,216651,ref-b.2.4.8.89a.18.26,ref-b.2.4.8.89a.18.31,40531,40579,6288,6295,ref-mek.1.12.1.121,ref-mek.1.12.1.129,נמנין ומושכין ידיהן ממנו עד שישחט ,למנין על הפסח ומושכין את ידיהם ממנו עד שישחט ,5,7,533.0,311.0,0.28888888888888886,0.5555555555555556,3050000238
238,314,ref-b.2.4.8.89a.24.4-ref-b.2.4.8.89a.24.7,ref-mek.1.12.1.121-ref-mek.1.12.1.129,1578996,1579019,215232,216704,ref-b.2.4.8.89a.24.4,ref-b.2.4.8.89a.24.7,40531,40579,6269,6295,ref-mek.1.12.1.121,ref-mek.1.12.1.129,נמנין ומושכין את ידיהן ממנו עד שישחט לימנות דברי הכל עד שישחט דאמר קרא במכסת נפשת והדר תכסו תניא נמי הכי,למנין על הפסח ומושכין את ידיהם ממנו עד שישחט למנין על הפסח ומושכין את ידיהם ממנו עד,104,83,539.0,311.0,0.5673076923076923,0.75,3050000239
239,316,ref-b.2.5.5.49b.5.7-ref-b.2.5.5.49b.5.12,ref-mek.1.12.1.121-ref-mek.1.12.1.129,1824034,1824069,251591,251596,ref-b.2.5.5.49b.5.7,ref-b.2.5.5.49b.5.12,40531,40579,6288,6295,ref-mek.1.12.1.121,ref-mek.1.12.1.129,נמנין ומושכין ידיהן ממנו עד שישחט ,למנין על הפסח ומושכין את ידיהם ממנו עד שישחט ,5,7,656.0,311.0,0.28888888888888886,0.5555555555555556,3050000240
240,317,ref-b.3.6.3.25a.10.33-ref-b.3.6.3.25a.10.38,ref-mek.1.12.1.121-ref-mek.1.12.1.129,4149669,4149704,573368,573373,ref-b.3.6.3.25a.10.33,ref-b.3.6.3.25a.10.38,40531,40579,6273,6280,ref-mek.1.12.1.121,ref-mek.1.12.1.129,נמנין ומושכין ידיהן ממנו עד שישחט ,למנין על הפסח ומושכין את ידיהם ממנו עד שישחט ,5,7,1594.0,311.0,0.28888888888888886,0.5555555555555556,3050000241
241,319,ref-b.2.4.5.61a.9.2-ref-b.2.4.5.61a.9.10,ref-mek.1.12.1.156-ref-mek.1.12.1.165,1472602,1472657,201977,201985,ref-b.2.4.5.61a.9.2,ref-b.2.4.5.61a.9.10,40717,40770,6318,6327,ref-mek.1.12.1.156,ref-mek.1.12.1.165,שחטו שלא למנויו יהא כעובר על המצוה וכשר תלמוד לומר ,שחטו שלא לשמו עבר על מצוה שומע אני יוכשר תלמוד לומר ,8,9,489.0,319.0,0.40384615384615385,0.46153846153846156,3050000242
242,320,ref-b.5.1.1.2b.4.6-ref-b.5.1.1.2b.4.20,ref-mek.1.12.1.177-ref-mek.1.12.1.186,6812765,6812845,955221,955234,ref-b.5.1.1.2b.4.6,ref-b.5.1.1.2b.4.20,40821,40874,6319,6327,ref-mek.1.12.1.177,ref-mek.1.12.1.186,הזבחים שנזבחו שלא לשמן כו' טעמא דשלא לשמן הא סתמא עלו נמי לבעלים לשם חובה ,הזבחים שלא נזבחו לשמן כשרין אלא שלא עלו לשום חובה ,13,8,2775.0,320.0,0.5135135135135135,0.6,3050000243
243,321,ref-b.5.2.1.2b.2.13-ref-b.5.2.1.2b.2.19,ref-mek.1.12.1.178-ref-mek.1.12.1.186,7139583,7139623,1002036,1002042,ref-b.5.2.1.2b.2.13,ref-b.5.2.1.2b.2.19,40829,40874,6320,6327,ref-mek.1.12.1.178,ref-mek.1.12.1.186,שלא לשמן כשירות ועלו לבעלים לשם חובה ,שלא נזבחו לשמן כשרין אלא שלא עלו לשום חובה ,6,7,2893.0,320.0,0.4186046511627907,0.33333333333333337,3050000244
244,322,ref-b.5.2.1.4b.6.3-ref-b.5.2.1.4b.6.16,ref-mek.1.12.1.179-ref-mek.1.12.1.192,7146910,7146987,1003186,1003194,ref-b.5.2.1.4b.6.3,ref-b.5.2.1.4b.6.16,40834,40907,6321,6333,ref-mek.1.12.1.179,ref-mek.1.12.1.192,הזבחים ששחטן שלא לשמן כשרין אלא שלא עלו לבעלים לשום חובה חוץ מפסח וחטאת ,נזבחו לשמן כשרין אלא שלא עלו לשום חובה לבעלים חוץ מן הפסח ומן החטאת ,8,12,2896.0,320.0,0.4722222222222222,0.19999999999999996,3050000245
245,323,ref-b.5.1.1.2a.6.4-ref-b.5.1.1.2a.7.3,ref-mek.1.12.1.182-ref-mek.1.12.1.187,6812210,6812269,955136,955144,ref-b.5.1.1.2a.6.4,ref-b.5.1.1.2a.7.3,40852,40882,6324,6328,ref-mek.1.12.1.182,ref-mek.1.12.1.187,"אלא שלא עלו ליתני ולא עלו לבעלים לשם חובה הא קמ""ל לבעלים ",אלא שלא עלו לשום חובה לבעלים ,8,4,2774.0,320.0,0.5087719298245614,0.25,3050000246
246,324,ref-b.2.6.1.13a.7.2-ref-b.2.6.1.13a.7.16,ref-mek.1.12.2.34-ref-mek.1.12.2.45,1992744,1992820,275430,275444,ref-b.2.6.1.13a.7.2,ref-b.2.6.1.13a.7.16,41092,41151,6384,6395,ref-mek.1.12.2.34,ref-mek.1.12.2.45,אזוב ולא אזוב יון ולא אזוב כוחלי ולא אזוב מדברי ולא אזוב רומי ולא אזוב ,אזוב ולא אזוב יון ולא אזוב רומי ולא אזוב כחלית ולא אזוב ,14,11,764.0,324.0,0.29577464788732394,0.4285714285714286,3050000247
247,325,ref-b.5.3.3.62b.2.16-ref-b.5.3.3.62b.2.30,ref-mek.1.12.2.34-ref-mek.1.12.2.49,7673415,7673489,1078337,1078431,ref-b.5.3.3.62b.2.16,ref-b.5.3.3.62b.2.30,41092,41171,6365,6382,ref-mek.1.12.2.34,ref-mek.1.12.2.49,אזוב ולא אזוב יון ולא אזוב כוחלי ולא אזוב רומי ולא מדברי ולא כל אזוב ולא אזוב יון ולא אזוב כוחלי ולא אזוב רומי ולא מדברי ולא כל אזוב,אזוב ולא אזוב יון ולא אזוב רומי ולא אזוב כחלית ולא אזוב מדברית ולא כל ולא כל אזוב,132,81,3050.0,324.0,0.4621212121212121,0.5,3050000248
248,327,ref-b.3.7.1.30b.2.33-ref-b.3.7.1.30b.2.41,ref-mek.1.12.2.83-ref-mek.1.12.2.98,4489380,4489426,619350,619357,ref-b.3.7.1.30b.2.33,ref-b.3.7.1.30b.2.41,41351,41437,6414,6424,ref-mek.1.12.2.83,ref-mek.1.12.2.98,שנאמר את והב בסופה אל תקרי בסופה אלא בסופה ,הספים דברי ר' ישמעאל ר' עקיבא אומר אין סף אלא כלי שנאמר והספים והמזמרות והגעתם אל ,7,10,1731.0,327.0,0.7804878048780488,0.7692307692307692,3050000249
249,328,ref-b.4.1.6.60a.17.6-ref-b.4.1.6.60a.17.22,ref-mek.1.12.2.218-ref-mek.1.12.2.230,4874974,4875063,674003,674019,ref-b.4.1.6.60a.17.6,ref-b.4.1.6.60a.17.22,42056,42125,6520,6532,ref-mek.1.12.2.218,ref-mek.1.12.2.230,ואתם לא תצאו איש מפתח ביתו עד בקר כיון שניתן רשות למשחית אינו מבחין בין צדיקים לרשעים ,ואתם לא תצאו מגיד משנתנה רשות למשחית לחבל אינו מבחין בן צדיק לרשע ,16,12,1886.0,328.0,0.4069767441860465,0.4375,3050000250
250,329,ref-b.4.1.6.60b.2.15-ref-b.4.1.6.60b.2.23,ref-mek.1.12.2.231-ref-mek.1.12.2.240,4875395,4875444,674078,674086,ref-b.4.1.6.60b.2.15,ref-b.4.1.6.60b.2.23,42126,42179,6533,6542,ref-mek.1.12.2.231,ref-mek.1.12.2.240,ואומר לך עמי בא בחדריך וסגור דלתיך בעדך ואומר ,שנאמר לך עמי בא בחדריך וסגור דלתך בעדך וגו' ואומר ,8,9,1887.0,329.0,0.18,0.2222222222222222,3050000251
251,330,ref-b.4.1.6.60b.3.12-ref-b.4.1.6.60b.3.17,ref-mek.1.12.2.232-ref-mek.1.12.2.237,4875526,4875556,674098,674103,ref-b.4.1.6.60b.3.12,ref-b.4.1.6.60b.3.17,42133,42162,6534,6539,ref-mek.1.12.2.232,ref-mek.1.12.2.237,לך עמי בא בחדריך וסגור דלתיך ,לך עמי בא בחדריך וסגור דלתך ,5,5,1888.0,329.0,0.034482758620689655,0.0,3050000252
252,331,ref-b.4.4.11.105b.8.3-ref-b.4.4.11.105b.8.9,ref-mek.1.12.2.232-ref-mek.1.12.2.238,6377440,6377475,890912,890918,ref-b.4.4.11.105b.8.3,ref-b.4.4.11.105b.8.9,42133,42167,6534,6540,ref-mek.1.12.2.232,ref-mek.1.12.2.238,לך עמי בא בחדריך וסגור דלתיך בעדך ,לך עמי בא בחדריך וסגור דלתך בעדך ,6,6,2579.0,329.0,0.029411764705882353,0.0,3050000253
253,332,ref-b.2.9.1.10b.11.14-ref-b.2.9.1.10b.11.20,ref-mek.1.12.2.257-ref-mek.1.12.2.264,2399789,2399819,331415,331421,ref-b.2.9.1.10b.11.14,ref-b.2.9.1.10b.11.20,42273,42311,6574,6581,ref-mek.1.12.2.257,ref-mek.1.12.2.264,יצא אדם בכי טוב ויכנס בכי טוב ,כשתצא לדרך הכנס בכי טוב וצא בכי טוב ,6,7,934.0,332.0,0.4166666666666667,0.4285714285714286,3050000254
254,333,ref-b.4.4.7.59b.23.24-ref-b.4.4.7.59b.23.29,ref-mek.1.12.2.319-ref-mek.1.12.2.325,6169582,6169617,859106,859111,ref-b.4.4.7.59b.23.24,ref-b.4.4.7.59b.23.29,42605,42648,6605,6611,ref-mek.1.12.2.319,ref-mek.1.12.2.325,אמר הכפירים שואגים לטרף נחיתו ליה ,ואומר הכפירים שואגים לטרף ואומר תתן להם ,5,6,2352.0,333.0,0.3,0.4285714285714286,3050000255
255,334,ref-b.4.2.7.83b.1.8-ref-b.4.2.7.83b.1.20,ref-mek.1.12.2.328-ref-mek.1.12.2.340,5369794,5369870,744898,744910,ref-b.4.2.7.83b.1.8,ref-b.4.2.7.83b.1.20,42662,42736,6614,6626,ref-mek.1.12.2.328,ref-mek.1.12.2.340,שנאמר תזרח השמש יאספון ואל מעונתם ירבצון יצא אדם לפעלו ולעבודתו עדי ערב ,ואומר תזרח השמש יאספון וגו' מכאן ואילך יצא אדם לפעלו ולעבודתו עדי ערב ,12,12,2055.0,334.0,0.2361111111111111,0.47058823529411764,3050000256
256,335,ref-b.4.2.7.83b.4.26-ref-b.4.2.7.83b.4.35,ref-mek.1.12.2.335-ref-mek.1.12.2.340,5370317,5370371,744983,744992,ref-b.4.2.7.83b.4.26,ref-b.4.2.7.83b.4.35,42704,42736,6621,6626,ref-mek.1.12.2.335,ref-mek.1.12.2.340,יצא אדם לפעלו יצאו צדיקים לקבל שכרן ולעבודתו עדי ערב ,יצא אדם לפעלו ולעבודתו עדי ערב ,9,5,2056.0,334.0,0.41509433962264153,0.33333333333333337,3050000257
257,336,ref-b.5.3.9.127a.10.6-ref-b.5.3.9.127a.10.10,ref-mek.1.12.2.341-ref-mek.1.12.2.345,7870753,7870773,1106417,1106421,ref-b.5.3.9.127a.10.6,ref-b.5.3.9.127a.10.10,42737,42759,6625,6629,ref-mek.1.12.2.341,ref-mek.1.12.2.345,אומר מה רבו מעשיך ה' ,ואומר מה רבו מעשיך ה' ,4,4,3108.0,336.0,0.045454545454545456,0.0,3050000258
258,337,ref-b.2.8.1.17b.14.9-ref-b.2.8.1.17b.14.14,ref-mek.1.12.2.343-ref-mek.1.12.2.346,2296589,2296614,316681,316686,ref-b.2.8.1.17b.14.9,ref-b.2.8.1.17b.14.14,42747,42764,6644,6647,ref-mek.1.12.2.343,ref-mek.1.12.2.346,רבים המה ראו מעשי ה' וגו' ,רבו מעשיך ה' וגו' ,5,3,871.0,336.0,0.38461538461538464,0.5714285714285714,3050000259
259,338,ref-b.1.1.9.54b.15.14-ref-b.1.1.9.54b.15.20,ref-mek.1.12.2.346-ref-mek.1.12.3.6,286262,286294,39686,39692,ref-b.1.1.9.54b.15.14,ref-b.1.1.9.54b.15.20,42760,42793,6647,6652,ref-mek.1.12.2.346,ref-mek.1.12.3.6,וגו' ויזעקו אל ה' בצר להם וגו' ,וגו' ועבר ה' לנגוף את מצרים וגו' ,6,5,179.0,336.0,0.5151515151515151,0.6666666666666667,3050000260
260,339,ref-b.2.8.1.17b.14.24-ref-b.2.8.1.17b.14.30,ref-mek.1.12.2.346-ref-mek.1.12.3.6,2296672,2296704,316696,316702,ref-b.2.8.1.17b.14.24,ref-b.2.8.1.17b.14.30,42760,42793,6647,6652,ref-mek.1.12.2.346,ref-mek.1.12.3.6,וגו' ויצעקו אל ה' בצר להם וגו' ,וגו' ועבר ה' לנגוף את מצרים וגו' ,6,5,872.0,336.0,0.5151515151515151,0.6666666666666667,3050000261
261,340,ref-b.2.8.1.7a.12.7-ref-b.2.8.1.7a.13.11,ref-mek.1.12.3.19-ref-mek.1.12.3.26,2261903,2262087,311840,311865,ref-b.2.8.1.7a.12.7,ref-b.2.8.1.7a.13.11,42856,42899,6661,6668,ref-mek.1.12.3.19,ref-mek.1.12.3.26,מעברין השנה לפני ראש השנה ואם עיברוה אינה מעוברת אבל מפני הדחק מעברין אותה אחר ראש השנה מיד ואף על פי כן אין מעברין אלא אדר אמר רב נחמן בר יצחק מאי עיבורין הפסקת עיבורין דתנן הן ,נותן הוא עברתו ויראתו במצרים אין עברה אלא ,25,7,845.0,340.0,0.8258426966292135,0.8846153846153846,3050000262
262,341,ref-b.2.1.2.33a.3.29-ref-b.2.1.2.33a.3.38,ref-mek.1.12.3.26-ref-mek.1.12.3.32,462533,462587,64801,64809,ref-b.2.1.2.33a.3.29,ref-b.2.1.2.33a.3.38,42896,42930,6668,6674,ref-mek.1.12.3.26,ref-mek.1.12.3.32,אלא באלה וכתיב והשלחתי בכם את חית השדה וגו' וכתיב ,אלא זעם שנאמר ישלח בם וגו' וכתוב ,8,6,238.0,340.0,0.54,0.75,3050000263
263,342,ref-b.3.5.1.11a.9.5-ref-b.3.5.1.11a.9.21,ref-mek.1.12.3.37-ref-mek.1.12.3.46,3939041,3939117,543537,543551,ref-b.3.5.1.11a.9.5,ref-b.3.5.1.11a.9.21,42952,43003,6664,6673,ref-mek.1.12.3.37,ref-mek.1.12.3.46,כתיב כי הנה ה' באש יבא וכתיב כי באש ה' נשפט וגו' בחרב כתיב ובחרבו את כל ,וכתוב הנה יום ה' בא אכזרי ועברה וגו' וכתוב ובכל ,14,9,1383.0,342.0,0.5833333333333334,0.75,3050000264
