,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-y,grp-ref-mek,dam-lev,jac,id
337,433,ref-y.3.5.5.4.2.17-ref-y.3.5.5.4.2.35,ref-mek.3.1.1.730-ref-mek.3.1.1.749,2306634,2306727,345177,345193,ref-y.3.5.5.4.2.17,ref-y.3.5.5.4.2.35,137144,137243,22173,22188,ref-mek.3.1.1.730,ref-mek.3.1.1.749,משה אמ' אשירה והן עונין אחריו אשירה ליי' כי גאה גאה סוס ורוכבו רמה בים משה אמ' עזי וזמרת ,משה היה פותח ואומר אשירה לה' כי גאה גאה וישראל אומר סוס ורוכבו רמה בים משה היה אומר עוזי וזמרת ,16,15,831.0,433.0,0.42105263157894735,0.4375,4050000338
338,434,ref-y.1.1.1.5.13.179-ref-y.1.1.1.5.13.185,ref-mek.3.1.1.784-ref-mek.3.1.1.790,25992,26036,4119,4125,ref-y.1.1.1.5.13.179,ref-y.1.1.1.5.13.185,137415,137460,22219,22225,ref-mek.3.1.1.784,ref-mek.3.1.1.790,לך ה' הגדולה והגבור' והתפארת והנצ' וההוד ,לך ה' הגדולה והגבורה והתפארת והנצח וההוד ,6,6,42.0,434.0,0.04878048780487805,0.4444444444444444,4050000339
339,435,ref-y.1.1.7.3.8.42-ref-y.1.1.7.3.8.56,ref-mek.3.1.1.850-ref-mek.3.1.1.858,152732,152820,23962,23975,ref-y.1.1.7.3.8.42,ref-y.1.1.7.3.8.56,137766,137821,22273,22281,ref-mek.3.1.1.850,ref-mek.3.1.1.858,האל הגדול הגיכור והנורא ירמיה אמר האל הגדול הגיבור ולא אמר הנורא למה אמר,שנאמר האל הגדול הגבור והנורא ואומר ה' עזוז וגבור,14,9,124.0,435.0,0.625,0.5454545454545454,4050000340
340,437,ref-y.4.4.10.1.11.167-ref-y.4.4.10.1.11.180,ref-mek.3.1.1.904-ref-mek.3.1.1.922,3275099,3275162,492934,492947,ref-y.4.4.10.1.11.167,ref-y.4.4.10.1.11.180,138060,138154,22325,22343,ref-mek.3.1.1.904,ref-mek.3.1.1.922,אביו רשע ובנו רשע הוא שיחזקיהו אומר הנה לשלום מר לי מר מר לי,והוא עשהו אומר לי הכסף ולי הזהב וגו' ואומר הן הנפשות לי הנה כנפש האב ונפש הבן לי הנה,14,19,1389.0,437.0,0.6785714285714286,0.7142857142857143,4050000341
341,438,ref-y.3.1.12.6.1.35-ref-y.3.1.12.6.1.52,ref-mek.3.1.1.904-ref-mek.3.1.1.925,2203325,2203414,329301,329318,ref-y.3.1.12.6.1.35,ref-y.3.1.12.6.1.52,138060,138172,22325,22346,ref-mek.3.1.1.904,ref-mek.3.1.1.925,ליך היא טליתא והוא סב אמרין ליה טליתא היא והיא מכלמה עלך הוא טלייא והיא סבתא אמרין לה ,והוא עשהו אומר לי הכסף ולי הזהב וגו' ואומר הן הנפשות לי הנה כנפש האב ונפש הבן לי הנה הנפש החוטאת היא ,17,21,763.0,437.0,0.7425742574257426,0.9444444444444444,4050000342
342,440,ref-y.4.5.2.6.8.67-ref-y.4.5.2.6.8.72,ref-mek.3.1.1.912-ref-mek.3.1.1.926,3328591,3328622,501517,501522,ref-y.4.5.2.6.8.67,ref-y.4.5.2.6.8.72,138101,138177,22333,22347,ref-mek.3.1.1.912,ref-mek.3.1.1.926,אמרה להן הנפש החוטאת היא תמות ,ואומר הן הנפשות לי הנה כנפש האב ונפש הבן לי הנה הנפש החוטאת היא תמות ,5,14,1426.0,437.0,0.5652173913043478,0.2857142857142857,4050000343
343,441,ref-y.1.1.4.3.11.18-ref-y.1.1.4.3.11.22,ref-mek.3.1.1.965-ref-mek.3.1.1.990,98869,98895,15853,15857,ref-y.1.1.4.3.11.18,ref-y.1.1.4.3.11.22,138380,138505,22382,22407,ref-mek.3.1.1.965,ref-mek.3.1.1.990,אומר רחם ה' אלהינו ברחמיך ,שנאמר ה' ה' אל רחום וחנון וגו' ואומר כי אל רחום ה' וגו ואומר זכור רחמיך ה' וגו' ואומר טוב ה' לכל וגו' ואומר לה' אלהינו ,4,25,91.0,441.0,0.8319327731092437,0.6153846153846154,4050000344
344,442,ref-y.1.1.5.1.21.263-ref-y.1.1.5.1.21.268,ref-mek.3.1.1.974-ref-mek.3.1.1.985,116851,116876,18645,18650,ref-y.1.1.5.1.21.263,ref-y.1.1.5.1.21.268,138423,138477,22391,22402,ref-mek.3.1.1.974,ref-mek.3.1.1.985,אל ה' ויאמר ה' אלהי וגו',אל רחום ה' וגו ואומר זכור רחמיך ה' וגו' ואומר טוב ה',6,12,100.0,441.0,0.6538461538461539,0.5555555555555556,4050000345
345,444,ref-y.4.4.1.1.28.35-ref-y.4.4.1.1.28.42,ref-mek.3.1.1.1002-ref-mek.3.1.1.1007,3137847,3137889,471679,471686,ref-y.4.4.1.1.28.35,ref-y.4.4.1.1.28.42,138573,138605,22417,22422,ref-mek.3.1.1.1002,ref-mek.3.1.1.1007,ואומר אלהים נצב בעדת אל וכן יהושפט אומר ,ואומר אלהים נצב בעדת אל ואומר ,7,5,1195.0,444.0,0.25,0.33333333333333337,4050000346
346,445,ref-y.1.1.4.3.2.20-ref-y.1.1.4.3.3.11,ref-mek.3.1.1.1049-ref-mek.3.1.1.1064,96768,96841,15535,15548,ref-y.1.1.4.3.2.20,ref-y.1.1.4.3.3.11,138824,138904,22460,22475,ref-mek.3.1.1.1049,ref-mek.3.1.1.1064,"תאמרנה ה' מי כמוך א""ר לוי כנגד שמונה עשרה הזכרות שכתוב בהבו לה' בני אלים ",לה' בבני אלים ואומר אל נערץ בסוד קדושים רבה וגו' ואומר ה' אלהי צבאות מי כמוך ,13,15,90.0,445.0,0.7532467532467533,0.85,4050000347
347,446,ref-y.3.5.5.3.3.132-ref-y.3.5.5.3.3.157,ref-mek.3.1.1.1182-ref-mek.3.1.1.1206,2306056,2306198,345088,345110,ref-y.3.5.5.3.3.132,ref-y.3.5.5.3.3.157,139527,139666,22583,22606,ref-mek.3.1.1.1182,ref-mek.3.1.1.1206,אמו אף הן פתחו את פיהן בשירה ובשבח ואמרו זה אלי ואנויהו רבי מאיר אומר אפילו עוברין ממעי אימותיהן היו אומ' שירה שנאמר,ואמרו שירה לפני המקום שנאמר אשירה לה' וגו' ר' מאיר אמר אף עוברין שבמעי אמן פתחו פיהן ואמרו שירה לפני המקום שנאמר במקהלות ברכו,23,24,828.0,446.0,0.696,0.7037037037037037,4050000348
348,448,ref-y.3.7.1.7.4.189-ref-y.3.7.1.7.4.203,ref-mek.3.2.1.341-ref-mek.3.2.1.353,2872528,2872622,430582,430596,ref-y.3.7.1.7.4.189,ref-y.3.7.1.7.4.203,141599,141664,22930,22941,ref-mek.3.2.1.341,ref-mek.3.2.1.353,ואשכח לאבוי דמך ואית דאמרין מפתחא דתיבותא הוה יהיב גוא אצבעיה דאבוה ואית דאמרין ריגליה ,אתם אמרתם נשכח תורת רגל מארצנו אף אני אשכח אתכם מן העולם שנאמר ,14,11,1054.0,448.0,0.7471264367816092,0.9,4050000349
349,449,ref-y.2.9.3.4.4.33-ref-y.2.9.3.4.4.42,ref-mek.3.2.1.365-ref-mek.3.2.1.377,1785415,1785479,266281,266290,ref-y.2.9.3.4.4.33,ref-y.2.9.3.4.4.42,141720,141794,22953,22965,ref-mek.3.2.1.365,ref-mek.3.2.1.377,ישליו אוהלים לשודדים ובטוחות למרגיזי אל לאשר הביא אלוה בידו ,ישליו אוהלים לשודים ובטוחות למרגיזי אל מי גרם להם לאשר הביא אלוה בידו ,9,12,607.0,449.0,0.17142857142857143,0.36363636363636365,4050000350
350,450,ref-y.2.1.5.1.1.22-ref-y.2.1.5.1.1.28,ref-mek.3.2.1.1078-ref-mek.3.2.1.1084,959106,959147,143606,143612,ref-y.2.1.5.1.1.22,ref-y.2.1.5.1.1.28,145446,145490,23590,23596,ref-mek.3.2.1.1078,ref-mek.3.2.1.1084,וכן תהיה מגפת הסוס הפרד הגמל והחמור ,וכן תהיה המגפה הסוס והפרד והגמל והחמור ,6,6,297.0,450.0,0.10256410256410256,0.25,4050000351
351,451,ref-y.4.4.7.9.5.59-ref-y.4.4.7.9.5.67,ref-mek.3.3.1.64-ref-mek.3.3.1.76,3242295,3242346,487891,487899,ref-y.4.4.7.9.5.59,ref-y.4.4.7.9.5.67,145848,145925,23664,23676,ref-mek.3.3.1.64,ref-mek.3.3.1.76,האמורה במסית עשה בה אמירה כמעשה אף אמירה האמורה ,אימרה ועשיתיו אימרה עשאני אימרה דכתיב וה' האמירך היום אף אני עשיתיו שנאמר ,8,12,1313.0,451.0,0.6486486486486487,0.8461538461538461,4050000352
352,452,ref-y.3.4.5.1.7.47-ref-y.3.4.5.1.7.62,ref-mek.3.3.1.66-ref-mek.3.3.1.79,2759342,2759414,413436,413447,ref-y.3.4.5.1.7.47,ref-y.3.4.5.1.7.62,145863,145937,23666,23678,ref-mek.3.3.1.66,ref-mek.3.3.1.79,אנא אמר כדון אנא מימר וידבר יי' אל משה לאמר לא יימר דברי ר' יודה וכתוב ,אימרה עשאני אימרה דכתיב וה' האמירך היום אף אני עשיתיו שנאמר את ה' האמרת ,11,12,989.0,451.0,0.7638888888888888,0.8421052631578947,4050000353
353,453,ref-y.1.1.3.3.2.3-ref-y.1.1.3.3.2.9,ref-mek.3.3.1.114-ref-mek.3.3.1.120,70000,70033,11427,11433,ref-y.1.1.3.3.2.3,ref-y.1.1.3.3.2.9,146117,146148,23713,23719,ref-mek.3.3.1.114,ref-mek.3.3.1.120,שנאמר שמע ישראל ה' אלהינו ה' אחד ,אומר שמע ישראל ה' אלהינו ה' אחד ,6,6,77.0,453.0,0.09090909090909091,0.2857142857142857,4050000354
354,454,ref-y.1.1.1.5.2.30-ref-y.1.1.1.5.2.34,ref-mek.3.3.1.115-ref-mek.3.3.1.119,21351,21370,3341,3345,ref-y.1.1.1.5.2.30,ref-y.1.1.1.5.2.34,146122,146144,23714,23718,ref-mek.3.3.1.115,ref-mek.3.3.1.119,ה' אלהיך שמע יש' ה' ,שמע ישראל ה' אלהינו ה' ,4,4,27.0,453.0,0.6521739130434783,0.6666666666666667,4050000355
355,455,ref-y.2.3.4.9.2.15-ref-y.2.3.4.9.2.21,ref-mek.3.3.1.115-ref-mek.3.3.1.120,1286565,1286591,190866,190872,ref-y.2.3.4.9.2.15,ref-y.2.3.4.9.2.21,146122,146148,23714,23719,ref-mek.3.3.1.115,ref-mek.3.3.1.120,שמע ישראל ה' אלה נו ה' אחד ,שמע ישראל ה' אלהינו ה' אחד ,6,5,396.0,453.0,0.037037037037037035,0.33333333333333337,4050000356
356,456,ref-y.1.1.9.1.12.7-ref-y.1.1.9.1.12.21,ref-mek.3.3.1.130-ref-mek.3.3.1.150,173018,173091,27100,27114,ref-y.1.1.9.1.12.7,ref-y.1.1.9.1.12.21,146200,146309,23729,23749,ref-mek.3.3.1.130,ref-mek.3.3.1.150,מי גוי גדול אשר לו אלהים קרובים אליו אמר להן כה' אלהינו בכל קראינו אליהם,אומר מי כה' אלהינו בכל קראנו אליו ורוח הקדש צווחת ואומרת ומי גוי גדול אשר לו אלהים קרובים אליו ישראל אומר,15,21,136.0,456.0,0.6857142857142857,0.4444444444444444,4050000357
357,457,ref-y.1.1.9.1.13.217-ref-y.1.1.9.1.13.222,ref-mek.3.3.1.131-ref-mek.3.3.1.136,175036,175066,27444,27449,ref-y.1.1.9.1.13.217,ref-y.1.1.9.1.13.222,146205,146234,23730,23735,ref-mek.3.3.1.131,ref-mek.3.3.1.136,מי כה' אלהינו בכל קראינו אליו ,מי כה' אלהינו בכל קראנו אליו ,5,5,140.0,456.0,0.03333333333333333,0.0,4050000358
358,458,ref-y.1.1.9.1.22.131-ref-y.1.1.9.1.22.135,ref-mek.3.3.1.132-ref-mek.3.3.1.136,178619,178646,28024,28028,ref-y.1.1.9.1.22.131,ref-y.1.1.9.1.22.135,146208,146234,23731,23735,ref-mek.3.3.1.132,ref-mek.3.3.1.136,כה' אלהינו בכל קראינו אליו ,כה' אלהינו בכל קראנו אליו ,4,4,142.0,456.0,0.037037037037037035,0.0,4050000359
359,460,ref-y.2.5.3.9.3.114-ref-y.2.5.3.9.3.127,ref-mek.3.3.1.182-ref-mek.3.3.1.189,1432557,1432638,213083,213095,ref-y.2.5.3.9.3.114,ref-y.2.5.3.9.3.127,146465,146507,23778,23785,ref-mek.3.3.1.182,ref-mek.3.3.1.189,לשעבר היו בית אבא צנועין והיו מוסרין את המגילה הזאת אילו לאילו ועבשיו שאינן ,לשעבר ויהיה לי לעתיד לבוא זה אלי ואנוהו ,12,7,479.0,460.0,0.6842105263157895,0.7692307692307692,4050000360
360,461,ref-y.2.4.5.1.20.120-ref-y.2.4.5.1.20.133,ref-mek.3.3.1.182-ref-mek.3.3.1.189,1541808,1541889,229658,229670,ref-y.2.4.5.1.20.120,ref-y.2.4.5.1.20.133,146465,146507,23778,23785,ref-mek.3.3.1.182,ref-mek.3.3.1.189,לשעבר היו בית אבא צנועין והיו מוסרי' את המגילה הזאת אילו לאילו ועבשיו שאינן ,לשעבר ויהיה לי לעתיד לבוא זה אלי ואנוהו ,12,7,502.0,460.0,0.6842105263157895,0.7692307692307692,4050000361
361,462,ref-y.1.2.1.1.14.4-ref-y.1.2.1.1.14.42,ref-mek.3.3.1.261-ref-mek.3.3.1.295,205302,205494,32227,32261,ref-y.1.2.1.1.14.4,ref-y.1.2.1.1.14.42,146911,147080,23846,23876,ref-mek.3.3.1.261,ref-mek.3.3.1.295,זה אלי ואנוהו וכי איפשר לו לאדם לנוות את בוראו אלא אנווה לפניו במצות אעשה לפניו לולב נאה סוכה נאה שופר נאה ציצית נאה תפילין נאין אבא שאול אומר אדמה לו מהו חנון ורחום אף את תהא חנון ורחום ,זה אלי ואנוהו ר' ישמעאל אומר וכי אפשר להשוות קונו אלא אתנאה לפניו במצות אעשה לולב נאה סוכה נאה ציצית נאה תפלה נאה אבא שאול אומר נדמה לו מה הוא רחום וחנון אף אתה רחום ,34,30,150.0,462.0,0.36363636363636365,0.2592592592592593,4050000362
362,463,ref-y.3.5.1.10.4.44-ref-y.3.5.1.10.4.49,ref-mek.3.3.1.474-ref-mek.3.3.1.478,2264914,2264944,338770,338775,ref-y.3.5.1.10.4.44,ref-y.3.5.1.10.4.49,148049,148072,24036,24040,ref-mek.3.3.1.474,ref-mek.3.3.1.478,אנכי ארד עמך מצרים ואנכי אעלך ,אנכי ארד עמך מצרימה עלו ,5,4,805.0,463.0,0.3,0.5714285714285714,4050000363
363,464,ref-y.2.1.6.3.2.125-ref-y.2.1.6.3.2.129,ref-mek.3.4.1.27-ref-mek.3.4.1.31,975569,975590,146074,146078,ref-y.2.1.6.3.2.125,ref-y.2.1.6.3.2.129,149374,149395,24256,24260,ref-mek.3.4.1.27,ref-mek.3.4.1.31,חגור חרבך על ירך גבור ,חגור חרבך על ירך גבור ,4,4,301.0,464.0,0.0,0.0,4050000364
364,465,ref-y.1.1.8.8.3.71-ref-y.1.1.8.8.3.79,ref-mek.3.4.1.604-ref-mek.3.4.1.618,168943,168991,26429,26437,ref-y.1.1.8.8.3.71,ref-y.1.1.8.8.3.79,152400,152477,24751,24765,ref-mek.3.4.1.604,ref-mek.3.4.1.618,אמרין דין ברוך הבא ואילין אמרין בשם ה' ואילין ,אומר אתה בא אלי בחרב ובחנית ובכידון ואיני בא אליך בשם ה' צבאות וכתיב אלה ,8,14,126.0,465.0,0.6164383561643836,0.7333333333333334,4050000365
365,466,ref-y.1.1.1.5.2.164-ref-y.1.1.1.5.2.169,ref-mek.3.4.1.615-ref-mek.3.4.1.625,22008,22037,3458,3463,ref-y.1.1.1.5.2.164,ref-y.1.1.1.5.2.169,152458,152519,24762,24772,ref-mek.3.4.1.615,ref-mek.3.4.1.625,אני ה' אלהיכם וכת' וה' אלהים,ה' צבאות וכתיב אלה ברכב ואלה בסוסים ואנחנו בשם ה' אלהינו,6,11,39.0,465.0,0.6607142857142857,0.8333333333333334,4050000366
366,467,ref-y.1.1.2.1.19.67-ref-y.1.1.2.1.19.72,ref-mek.3.4.1.615-ref-mek.3.4.1.625,36493,36523,5875,5880,ref-y.1.1.2.1.19.67,ref-y.1.1.2.1.19.72,152458,152519,24762,24772,ref-mek.3.4.1.615,ref-mek.3.4.1.625,אני ה' אלהיכם וכתיב וה' אלהים,ה' צבאות וכתיב אלה ברכב ואלה בסוסים ואנחנו בשם ה' אלהינו,6,11,58.0,465.0,0.6607142857142857,0.7272727272727273,4050000367
367,470,ref-y.1.1.5.1.21.262-ref-y.1.1.5.1.21.268,ref-mek.3.4.1.629-ref-mek.3.4.1.634,116845,116876,18644,18650,ref-y.1.1.5.1.21.262,ref-y.1.1.5.1.21.268,152534,152560,24776,24781,ref-mek.3.4.1.629,ref-mek.3.4.1.634,ויקרא אל ה' ויאמר ה' אלהי וגו' ,ויקרא אסא אל ה' אלהיו וגו' ,6,5,100.0,470.0,0.2903225806451613,0.33333333333333337,4050000368
368,471,ref-y.1.2.5.5.3.49-ref-y.1.2.5.5.3.52,ref-mek.3.4.1.631-ref-mek.3.4.1.634,261218,261235,40827,40830,ref-y.1.2.5.5.3.49,ref-y.1.2.5.5.3.52,152544,152560,24778,24781,ref-mek.3.4.1.631,ref-mek.3.4.1.634,בית ה' אלהיך וגו' ,אל ה' אלהיו וגו' ,3,3,176.0,470.0,0.2222222222222222,0.6,4050000369
369,472,ref-y.3.5.1.7.1.3-ref-y.3.5.1.7.1.8,ref-mek.3.4.2.4-ref-mek.3.4.2.9,2256481,2256511,337406,337411,ref-y.3.5.1.7.1.3,ref-y.3.5.1.7.1.8,152580,152609,24785,24790,ref-mek.3.4.2.4,ref-mek.3.4.2.9,במידה שאדם מודד בה מודדין לו ,במדה שאדם מודד בה מודדין לו ,5,5,781.0,472.0,0.034482758620689655,0.0,4050000370
370,473,ref-y.3.5.1.7.1.14-ref-y.3.5.1.7.1.19,ref-mek.3.4.2.4-ref-mek.3.4.2.9,2256533,2256562,337413,337418,ref-y.3.5.1.7.1.14,ref-y.3.5.1.7.1.19,152580,152609,24785,24790,ref-mek.3.4.2.4,ref-mek.3.4.2.9,במדה שאדם מודד בה מודדין לו ,במדה שאדם מודד בה מודדין לו ,5,5,786.0,472.0,0.0,0.0,4050000371
371,474,ref-y.4.6.2.1.7.139-ref-y.4.6.2.1.7.153,ref-mek.3.4.2.26-ref-mek.3.4.2.45,3350054,3350130,504716,504726,ref-y.4.6.2.1.7.139,ref-y.4.6.2.1.7.153,152686,152789,24807,24822,ref-mek.3.4.2.26,ref-mek.3.4.2.45,ופרעות מאחר דמר רבי יוחנן בשם רבי ינאי כולהון תורה הן אצל תרומה כמי שהיא ,פרעה כתוב אחר אומר ירה וכתוב אחד אומר רמה כיצד יתקיימו שני פסוקים הללו ירה שהן יורדין לתהום רמה שהן ,10,15,1444.0,474.0,0.64,0.9230769230769231,4050000372
372,475,ref-y.3.5.1.7.1.3-ref-y.3.5.1.7.1.8,ref-mek.3.4.2.52-ref-mek.3.4.2.57,2256481,2256511,337406,337411,ref-y.3.5.1.7.1.3,ref-y.3.5.1.7.1.8,152823,152852,24828,24833,ref-mek.3.4.2.52,ref-mek.3.4.2.57,במידה שאדם מודד בה מודדין לו ,במדה שאדם מודד בה מודדין לו ,5,5,781.0,475.0,0.034482758620689655,0.0,4050000373
373,476,ref-y.3.5.1.7.1.14-ref-y.3.5.1.7.1.19,ref-mek.3.4.2.52-ref-mek.3.4.2.57,2256533,2256562,337413,337418,ref-y.3.5.1.7.1.14,ref-y.3.5.1.7.1.19,152823,152852,24828,24833,ref-mek.3.4.2.52,ref-mek.3.4.2.57,במדה שאדם מודד בה מודדין לו ,במדה שאדם מודד בה מודדין לו ,5,5,786.0,475.0,0.0,0.0,4050000374
374,477,ref-y.2.3.2.5.1.69-ref-y.2.3.2.5.1.74,ref-mek.3.4.2.97-ref-mek.3.4.2.102,1261496,1261531,187209,187213,ref-y.2.3.2.5.1.69,ref-y.2.3.2.5.1.74,153043,153075,24872,24876,ref-mek.3.4.2.97,ref-mek.3.4.2.102,וימררו את חייהם בעבודה קשה בחומר ,מררו את חייהם בעבודה קשה בחומר ,4,4,391.0,477.0,0.06060606060606061,0.2857142857142857,4050000375
375,478,ref-y.3.5.1.7.1.3-ref-y.3.5.1.7.1.8,ref-mek.3.5.1.168-ref-mek.3.5.1.173,2256481,2256511,337406,337411,ref-y.3.5.1.7.1.3,ref-y.3.5.1.7.1.8,154200,154229,25067,25072,ref-mek.3.5.1.168,ref-mek.3.5.1.173,במידה שאדם מודד בה מודדין לו ,במדה שאדם מודד בה מודדין לו ,5,5,781.0,478.0,0.034482758620689655,0.0,4050000376
376,479,ref-y.3.5.1.7.1.14-ref-y.3.5.1.7.1.19,ref-mek.3.5.1.168-ref-mek.3.5.1.173,2256533,2256562,337413,337418,ref-y.3.5.1.7.1.14,ref-y.3.5.1.7.1.19,154200,154229,25067,25072,ref-mek.3.5.1.168,ref-mek.3.5.1.173,במדה שאדם מודד בה מודדין לו ,במדה שאדם מודד בה מודדין לו ,5,5,786.0,478.0,0.0,0.0,4050000377
377,480,ref-y.1.1.1.1.35.93-ref-y.1.1.1.1.35.105,ref-mek.3.5.2.133-ref-mek.3.5.2.143,14071,14133,2226,2238,ref-y.1.1.1.1.35.93,ref-y.1.1.1.1.35.105,155244,155291,25259,25269,ref-mek.3.5.2.133,ref-mek.3.5.2.143,נאמר כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן חצות אף כאן ,נאמר כאן מטר ונאמר להלן מטר מה להלן מטר אף כאן ,12,10,7.0,480.0,0.3770491803278688,0.4444444444444444,4050000378
378,481,ref-y.1.2.3.6.1.7-ref-y.1.2.3.6.1.31,ref-mek.3.5.2.133-ref-mek.3.5.2.143,242024,242138,38023,38045,ref-y.1.2.3.6.1.7,ref-y.1.2.3.6.1.31,155244,155291,25259,25269,ref-mek.3.5.2.133,ref-mek.3.5.2.143,נאמר כאן שדך ונאמר בכלאי' שדך מה שדך שנ' להלן בית רובע אף כאן בית רובע מה טעמ' דר' יהושע נאמר כאן שדך ונאמ' להלן ,נאמר כאן מטר ונאמר להלן מטר מה להלן מטר אף כאן ,22,10,169.0,480.0,0.672566371681416,0.6666666666666667,4050000379
379,482,ref-y.2.4.6.4.4.5-ref-y.2.4.6.4.4.18,ref-mek.3.5.2.133-ref-mek.3.5.2.143,1561422,1561492,232775,232788,ref-y.2.4.6.4.4.5,ref-y.2.4.6.4.4.18,155244,155291,25259,25269,ref-mek.3.5.2.133,ref-mek.3.5.2.143,נאמר כאן אזכרה ונאמר להלן אזכרה מה אזכרה האמורה להלן מלא קומץ אף כאן ,נאמר כאן מטר ונאמר להלן מטר מה להלן מטר אף כאן ,13,10,511.0,480.0,0.391304347826087,0.4444444444444444,4050000380
380,483,ref-y.2.10.4.4.5.69-ref-y.2.10.4.4.5.81,ref-mek.3.5.2.133-ref-mek.3.5.2.143,1913238,1913298,285795,285805,ref-y.2.10.4.4.5.69,ref-y.2.10.4.4.5.81,155244,155291,25259,25269,ref-mek.3.5.2.133,ref-mek.3.5.2.143,נאמר כאן בני ישראל ונאמר להלן בני ישראל מה להלן עשר' אף כאן ,נאמר כאן מטר ונאמר להלן מטר מה להלן מטר אף כאן ,10,10,647.0,480.0,0.31666666666666665,0.375,4050000381
