baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-b,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-mek.2.7.2.11-ref-mek.2.7.2.23,ref-b.3.5.9.46a.23.2-ref-b.3.5.9.46b.1.2,126991,127058,ref-mek.2.7.2.11,ref-mek.2.7.2.23,4062073,4062155,ref-b.3.5.9.46a.23.2,ref-b.3.5.9.46b.1.2,אותה אל נחל איתן איתן כמשמעו קשה תנו רבנן מנין לאיתן שהוא קשה שנאמר איתן מושבך,אותה אל נחל איתן איתן כמשמעו קשה תנו רבנן מנין לאיתן שהוא קשה שנאמר איתן מושבך,16,16,1571,1571.0,901,901.0,0.0,0.0,14,אותה אל נחל איתן איתן כמשמעו קשה תנו_רבנן_מנין לאיתן שהוא קשה שנאמר איתן מושבך,3080000728,16,16
ref-mek.2.7.2.31-ref-mek.2.7.2.38,ref-b.3.5.9.46b.1.17-ref-b.3.5.9.46b.1.27,127096,127129,ref-mek.2.7.2.31,ref-mek.2.7.2.38,4062231,4062286,ref-b.3.5.9.46b.1.17,ref-b.3.5.9.46b.1.27,נאם ה' גוי איתן הוא גוי מעולם הוא ,מנין לאיתן שהוא ישן שנאמר גוי איתן הוא גוי מעולם הוא ,8,11,1573,1573.0,905,905.0,0.3962264150943396,0.6666666666666667,6,גוי איתן הוא גוי מעולם הוא,3080000729,8,11
ref-mek.2.7.3.69-ref-mek.2.7.3.75,ref-b.1.1.7.48b.7.11-ref-b.1.1.7.48b.7.21,128251,128284,ref-mek.2.7.3.69,ref-mek.2.7.3.75,255423,255479,ref-b.1.1.7.48b.7.11,ref-b.1.1.7.48b.7.21,והמים להם חומה אל תיקרי חומה אלא ,לחמך ואת מימיך אל תקרי וברך אלא וברך ואימתי קרוי לחם ,7,11,166,165.0,906,906.0,0.6981132075471698,0.7272727272727273,2,אל אלא,3080000730,7,11
ref-mek.2.7.3.86-ref-mek.2.7.4.4,ref-b.1.1.1.6a.17.19-ref-b.1.1.1.6a.18.8,128345,128443,ref-mek.2.7.3.86,ref-mek.2.7.4.4,21672,21732,ref-b.1.1.1.6a.17.19,ref-b.1.1.1.6a.18.8,התורה שעתידין לקבל שנאמר מימינו אש דת למו ומשמאלם זו תפלה דבר אחר מימינם ומשמאלם מימינם זו ,בימינו ובזרוע עזו בימינו זו תורה שנאמר מימינו אש דת למו ,17,11,31,26.0,909,907.0,0.6593406593406593,0.5625,5,שנאמר מימינו אש דת למו,3080000731,17,11
ref-mek.2.7.3.86-ref-mek.2.7.3.93,ref-b.1.1.9.62a.4.11-ref-b.1.1.9.62a.4.18,128345,128390,ref-mek.2.7.3.86,ref-mek.2.7.3.93,340632,340677,ref-b.1.1.9.62a.4.11,ref-b.1.1.9.62a.4.18,התורה שעתידין לקבל שנאמר מימינו אש דת למו ,שהתורה ניתנה בימין שנאמר מימינו אש דת למו ,8,8,204,204.0,908,907.0,0.2857142857142857,0.5,5,שנאמר מימינו אש דת למו,3080000732,8,8
ref-mek.2.7.3.82-ref-mek.2.7.3.96,ref-b.2.5.5.53b.3.27-ref-b.2.5.5.53b.3.37,128314,128407,ref-mek.2.7.3.82,ref-mek.2.7.3.96,1835187,1835246,ref-b.2.5.5.53b.3.27,ref-b.2.5.5.53b.3.37,מימינם ומשמאלם מימינם בזכות התורה שעתידין לקבל שנאמר מימינו אש דת למו ומשמאלם זו תפלה ,לימין ואחר כך לשמאל שנאמר מימינו אש דת למו ואומר יפול ,15,11,662,662.0,907,907.0,0.5232558139534884,0.7222222222222222,5,שנאמר מימינו אש דת למו,3080000733,15,11
ref-mek.2.7.4.29-ref-mek.2.7.4.32,ref-b.4.4.11.94b.2.21-ref-b.4.4.11.94b.2.24,128573,128593,ref-mek.2.7.4.29,ref-mek.2.7.4.32,6308569,6308589,ref-b.4.4.11.94b.2.21,ref-b.4.4.11.94b.2.24,דרכת בים סוסיך וגו' ,דרכת בים סוסיך וגו' ,4,4,2527,2527.0,910,910.0,0.0,0.0,4,דרכת בים סוסיך וגו',3080000734,4,4
ref-mek.2.7.4.186-ref-mek.2.7.4.192,ref-b.5.6.6.28b.10.17-ref-b.5.6.6.28b.10.23,129362,129399,ref-mek.2.7.4.186,ref-mek.2.7.4.192,8318550,8318587,ref-b.5.6.6.28b.10.17,ref-b.5.6.6.28b.10.23,וימירו את כבודם בתבנית שור אוכל עשב ,וימירו את כבודם בתבנית שור אוכל עשב ,1,1,3254,3253.0,911,911.0,0.0,0.0,7,וימירו את כבודם בתבנית שור אוכל עשב,3080000735,7,7
ref-mek.2.7.4.213-ref-mek.2.7.4.219,ref-b.5.6.6.28b.10.17-ref-b.5.6.6.28b.10.23,129489,129525,ref-mek.2.7.4.213,ref-mek.2.7.4.219,8318550,8318587,ref-b.5.6.6.28b.10.17,ref-b.5.6.6.28b.10.23,וימרו את כבודם בתבנית שור אוכל עשב ,וימירו את כבודם בתבנית שור אוכל עשב ,7,1,3255,3253.0,912,912.0,0.0277777777777777,0.0,6,את כבודם בתבנית שור אוכל עשב,3080000736,7,7
ref-mek.2.7.5.23-ref-mek.2.7.5.30,ref-b.1.1.1.6b.4.2-ref-b.1.1.1.6b.4.12,129764,129799,ref-mek.2.7.5.23,ref-mek.2.7.5.30,22903,22950,ref-b.1.1.1.6b.4.2,ref-b.1.1.1.6b.4.12,בשם ה' עושה שמים וארץ ברוך ה' שלא ,בשם ה' מאי טעמא משום דהוה ליה לבטוח בשם ה' ולא ,8,11,46,45.0,913,913.0,0.574468085106383,0.8,3,בשם ה' ה',3080000737,8,11
ref-mek.2.7.5.75-ref-mek.2.7.5.82,ref-b.2.4.10.118b.4.27-ref-b.2.4.10.118b.4.34,130031,130067,ref-mek.2.7.5.75,ref-mek.2.7.5.82,1669223,1669259,ref-b.2.4.10.118b.4.27,ref-b.2.4.10.118b.4.34,וירא ישראל את מצרים מת על שפת הים ,וירא ישראל את מצרים מת על שפת הים ,8,8,570,570.0,914,914.0,0.0,0.0,8,וירא ישראל את מצרים מת על שפת הים,3080000738,8,8
ref-mek.2.7.5.94-ref-mek.2.7.5.107,ref-b.2.4.10.118b.2.37-ref-b.2.4.10.118b.2.47,130121,130187,ref-mek.2.7.5.94,ref-mek.2.7.5.107,1668891,1668947,ref-b.2.4.10.118b.2.37,ref-b.2.4.10.118b.2.47,אומרים כשם שעלינו מן הים מצד זה כך המצרים עלו מן הים מצד אחר ,ואמרו כשם שאנו עולין מצד אחד כך מצריים עולים מצד אחר ,14,11,569,569.0,915,915.0,0.360655737704918,0.7647058823529411,5,כשם מצד כך מצד אחר,3080000739,14,11
ref-mek.2.7.5.94-ref-mek.2.7.5.107,ref-b.5.5.3.15a.16.38-ref-b.5.5.3.15a.16.48,130121,130187,ref-mek.2.7.5.94,ref-mek.2.7.5.107,8161789,8161845,ref-b.5.5.3.15a.16.38,ref-b.5.5.3.15a.16.48,אומרים כשם שעלינו מן הים מצד זה כך המצרים עלו מן הים מצד אחר ,ואומרים כשם שאנו עולים מצד זה כך מצרים עולים מצד אחר ,14,11,3186,3186.0,916,915.0,0.2459016393442623,0.5714285714285714,6,כשם מצד זה כך מצד אחר,3080000740,14,11
ref-mek.2.7.5.158-ref-mek.2.7.5.172,ref-b.2.5.1.13a.7.23-ref-b.2.5.1.13a.8.23,130480,130554,ref-mek.2.7.5.158,ref-mek.2.7.5.172,1715365,1715508,ref-b.2.5.1.13a.7.23,ref-b.2.5.1.13a.8.23,ולא מתים כענין שנאמר ויהי בצאת נפשה כי מתה וכי מתה היתה אלא מתה ולא ,שתמותי ודילמא לא מייתא והוה ליה שני בתים אלא דאמר לה הרי זה גיטיך על מנת שלא תמותי אי לא מיתה מיגרשא לה ואי מיתה הא קיימא הך ודילמא היא לא ,15,31,611,611.0,918,917.0,0.6834532374100719,0.8125,0,,3080000741,15,31
ref-mek.2.7.5.157-ref-mek.2.7.5.173,ref-b.5.3.1.23b.1.2-ref-b.5.3.1.23b.2.8,130475,130558,ref-mek.2.7.5.157,ref-mek.2.7.5.173,7549235,7549287,ref-b.5.3.1.23b.1.2,ref-b.5.3.1.23b.2.8,מתים ולא מתים כענין שנאמר ויהי בצאת נפשה כי מתה וכי מתה היתה אלא מתה ולא מתה ,מייתי ומתני מי אמרינן איל וכבש מתנה בבריה לא מתנה ,17,10,3039,3039.0,917,917.0,0.6103896103896104,0.8461538461538461,0,,3080000742,17,10
ref-mek.2.7.5.181-ref-mek.2.7.5.186,ref-b.2.8.1.17b.11.2-ref-b.2.8.1.17b.11.6,130600,130627,ref-mek.2.7.5.181,ref-mek.2.7.5.186,2296041,2296062,ref-b.2.8.1.17b.11.2,ref-b.2.8.1.17b.11.6,ה' אלהיך עיני תראינה בה עתה ,עיני ה' אלהיך בה עתים ,6,5,870,870.0,919,919.0,0.6428571428571429,0.5,3,ה' אלהיך בה,3080000743,6,5
ref-mek.2.7.5.236-ref-mek.2.7.6.6,ref-b.1.1.9.58a.16.28-ref-b.1.1.9.58a.16.34,130886,130923,ref-mek.2.7.5.236,ref-mek.2.7.6.6,315186,315224,ref-b.1.1.9.58a.16.28,ref-b.1.1.9.58a.16.34,אומר וירא ישראל את היד הגדולה וגו' ,שנאמר וירא ישראל את היד הגדלה וגו' ,7,7,197,197.0,922,920.0,0.1142857142857142,0.25,5,וירא ישראל את היד וגו',3080000744,7,7
ref-mek.2.7.5.224-ref-mek.2.7.6.12,ref-b.4.4.11.95b.10.8-ref-b.4.4.11.95b.10.28,130822,130952,ref-mek.2.7.5.224,ref-mek.2.7.6.12,6316862,6316987,ref-b.4.4.11.95b.10.8,ref-b.4.4.11.95b.10.28,שנאמר וירא ישראל את היד הגדולה היד שעתידה ליפרע מסנחריב רבי יהושע אומר באצבע הכם שנאמר ויאמרו החרטמים אל פרעה אצבע,שנאמר וירא ישראל את היד הגדולה היד שעתידה ליפרע מסנחריב רבי יהושע אומר באצבע הכם שנאמר ויאמרו החרטמים אל פרעה אצבע,21,21,2541,2541.0,920,920.0,0.0,0.0,19,שנאמר וירא ישראל את היד הגדולה היד שעתידה ליפרע מסנחריב רבי_יהושע_אומר באצבע הכם שנאמר ויאמרו החרטמים אל פרעה אצבע,3080000745,21,21
ref-mek.2.7.7.59-ref-mek.2.7.7.63,ref-b.2.1.11.97a.4.30-ref-b.2.1.11.97a.5.17,132176,132207,ref-mek.2.7.7.59,ref-mek.2.7.7.63,683341,683442,ref-b.2.1.11.97a.4.30,ref-b.2.1.11.97a.5.17,להאמין הן מאמינים דכתיב ויאמן העם בני מאמינים והאמין ביי אתה אין סופך להאמין שנאמר יען לא האמנתם,להאמין הן מאמינים דכתיב ויאמן העם בני מאמינים והאמין ביי אתה אין סופך להאמין שנאמר יען לא האמנתם,18,18,318,318.0,923,923.0,0.0,0.0,18,להאמין הן מאמינים דכתיב ויאמן העם בני מאמינים והאמין ביי אתה אין סופך להאמין שנאמר יען לא האמנתם,3080000746,18,18
ref-mek.2.7.7.88-ref-mek.2.7.7.95,ref-b.2.1.11.97a.5.2-ref-b.2.1.11.97a.5.17,132342,132387,ref-mek.2.7.7.88,ref-mek.2.7.7.95,683351,683442,ref-b.2.1.11.97a.5.2,ref-b.2.1.11.97a.5.17,מאמינים דכתיב ויאמן העם בני מאמינים והאמין ביי אתה אין סופך להאמין שנאמר יען לא האמנתם,מאמינים דכתיב ויאמן העם בני מאמינים והאמין ביי אתה אין סופך להאמין שנאמר יען לא האמנתם,16,16,319,319.0,925,925.0,0.0,0.0,16,מאמינים דכתיב ויאמן העם בני מאמינים והאמין ביי אתה אין סופך להאמין שנאמר יען לא האמנתם,3080000747,16,16
ref-mek.2.7.7.114-ref-mek.2.7.7.119,ref-b.2.1.16.119b.5.72-ref-b.2.1.16.119b.5.79,132483,132514,ref-mek.2.7.7.114,ref-mek.2.7.7.119,773795,773839,ref-b.2.1.16.119b.5.72,ref-b.2.1.16.119b.5.79,אומר ויבא גוי צדיק שומר אמונים ,שנאמר פתחו שערים ויבא גוי צדיק שומר אמונים ,6,8,344,344.0,927,927.0,0.3023255813953488,0.4444444444444444,5,ויבא גוי צדיק שומר אמונים,3080000748,6,8
ref-mek.2.7.7.133-ref-mek.2.7.7.137,ref-b.1.1.1.12a.23.22-ref-b.1.1.1.12a.23.26,132580,132613,ref-mek.2.7.7.133,ref-mek.2.7.7.137,61280,61313,ref-b.1.1.1.12a.23.22,ref-b.1.1.1.12a.23.26,להגיד בבקר חסדך ואמונתך בלילות ,להגיד בבקר חסדך ואמונתך בלילות ,5,5,74,73.0,928,928.0,0.0,0.0,5,להגיד בבקר חסדך ואמונתך בלילות,3080000749,5,5
ref-mek.2.7.7.138-ref-mek.2.7.7.144,ref-b.5.5.2.13b.12.4-ref-b.5.5.2.13b.12.12,132614,132649,ref-mek.2.7.7.138,ref-mek.2.7.7.144,8155356,8155402,ref-b.5.5.2.13b.12.4,ref-b.5.5.2.13b.12.12,עלי עשור ועלי נבל עלי הגיון בכנור,עשר שנאמר עלי עשור ועלי נבל עלי הגיון בכנור,7,9,3184,3184.0,929,929.0,0.2325581395348837,0.1666666666666666,7,עלי עשור ועלי נבל עלי הגיון בכנור,3080000750,7,9
ref-mek.2.7.7.167-ref-mek.2.7.7.172,ref-b.1.1.1.12a.23.21-ref-b.1.1.1.12a.23.26,132768,132806,ref-mek.2.7.7.167,ref-mek.2.7.7.172,61273,61313,ref-b.1.1.1.12a.23.21,ref-b.1.1.1.12a.23.26,נאמר להגיד בבקר חסדך ואמונתך בלילות ,שנאמר להגיד בבקר חסדך ואמונתך בלילות ,6,6,73,73.0,931,931.0,0.027027027027027,0.2857142857142857,5,להגיד בבקר חסדך ואמונתך בלילות,3080000751,6,6
ref-mek.3.1.1.104-ref-mek.3.1.1.115,ref-b.2.6.1.13a.13.13-ref-b.2.6.1.13a.14.6,133883,133949,ref-mek.3.1.1.104,ref-mek.3.1.1.115,1993559,1993599,ref-b.2.6.1.13a.13.13,ref-b.2.6.1.13a.14.6,השירה הזאת וכי שירה אחת היא והלא עשר שירות הן הראשונה שנאמרה ,ושיריו אחד שיריו אחד פסול הא אמרת שיריו ,12,8,765,765.0,932,932.0,0.6557377049180327,0.9230769230769232,0,,3080000752,12,8
ref-mek.3.1.1.117-ref-mek.3.1.1.124,ref-b.2.4.9.95b.2.17-ref-b.2.4.9.95b.2.25,133958,133999,ref-mek.3.1.1.117,ref-mek.3.1.1.124,1600516,1600557,ref-b.2.4.9.95b.2.17,ref-b.2.4.9.95b.2.25,אמר קרא השיר יהיה לכם כליל התקדש חג לילה,אמר קרא השיר יהיה לכם כליל התקדש חג לילה,9,9,547,547.0,933,933.0,0.0,0.0,9,אמר קרא השיר יהיה לכם כליל התקדש חג לילה,3080000753,9,9
ref-mek.3.1.1.118-ref-mek.3.1.1.124,ref-b.5.5.2.10b.3.11-ref-b.5.5.2.10b.3.17,133965,133999,ref-mek.3.1.1.118,ref-mek.3.1.1.124,8143283,8143316,ref-b.5.5.2.10b.3.11,ref-b.5.5.2.10b.3.17,השיר הזה יהיה לכם בליל התקדש חג ,השיר יהיה לכם כליל התקדש חג לילה ,7,7,3175,3173.0,935,933.0,0.303030303030303,0.2857142857142857,5,השיר יהיה לכם התקדש חג,3080000754,7,7
ref-mek.3.1.1.142-ref-mek.3.1.1.150,ref-b.2.9.4.30b.12.18-ref-b.2.9.4.30b.12.31,134094,134138,ref-mek.3.1.1.142,ref-mek.3.1.1.150,2491260,2491321,ref-b.2.9.4.30b.12.18,ref-b.2.9.4.30b.12.31,משה שנאמר ויהי ככלות משה לדבר את כל דברי ,כלו מתי מדבר לא היה דבור עם משה שנאמר ויהי כאשר תמו כל אנשי ,9,14,960,959.0,936,936.0,0.6333333333333333,0.5,4,משה שנאמר ויהי כל,3080000755,9,14
ref-mek.3.1.1.154-ref-mek.3.1.1.165,ref-b.1.1.1.6a.11.8-ref-b.1.1.1.6a.11.18,134161,134218,ref-mek.3.1.1.154,ref-mek.3.1.1.165,21063,21113,ref-b.1.1.1.6a.11.8,ref-b.1.1.1.6a.11.18,שאמר יהושע שנאמר אז ידבר יהושע לפני ה' ביום תת ה' וגו' ,שנאמר אז נדברו יראי ה' איש אל רעהו ויקשב ה' וגו' ,12,5,24,21.0,937,937.0,0.5818181818181818,0.6153846153846154,5,שנאמר אז ה' ה' וגו',3080000756,12,11
ref-mek.3.1.1.154-ref-mek.3.1.1.172,ref-b.2.1.6.63a.19.21-ref-b.2.1.6.63a.19.32,134161,134262,ref-mek.3.1.1.154,ref-mek.3.1.1.172,571219,571276,ref-b.2.1.6.63a.19.21,ref-b.2.1.6.63a.19.32,שאמר יהושע שנאמר אז ידבר יהושע לפני ה' ביום תת ה' וגו' הששי שאמרה דבורה וברק שנאמר ותשר דבורה ,שנאמר אז נדברו יראי ה' וגו' אין דבור אלא נחת שנאמר ידבר ,19,12,256,254.0,938,937.0,0.574468085106383,0.7058823529411764,5,שנאמר אז ה' וגו' שנאמר,3080000757,19,12
ref-mek.3.1.1.159-ref-mek.3.1.1.167,ref-b.4.8.2.25a.8.13-ref-b.4.8.2.25a.8.18,134188,134231,ref-mek.3.1.1.159,ref-mek.3.1.1.167,6591042,6591072,ref-b.4.8.2.25a.8.13,ref-b.4.8.2.25a.8.18,יהושע לפני ה' ביום תת ה' וגו' הששי שאמרה ,ביהושע ביום תת ה' את האמורי ,9,6,2725,2725.0,939,937.0,0.4878048780487805,0.6,3,ביום תת ה',3080000758,9,6
ref-mek.3.1.1.180-ref-mek.3.1.1.186,ref-b.2.11.3.16b.16.11-ref-b.2.11.3.16b.16.17,134306,134341,ref-mek.3.1.1.180,ref-mek.3.1.1.186,2697270,2697305,ref-b.2.11.3.16b.16.11,ref-b.2.11.3.16b.16.17,וידבר דוד לה' את דברי השירה הזאת ,וידבר דוד לה' את דברי השירה הזאת ,7,7,1027,1027.0,940,940.0,0.0,0.0,7,וידבר דוד לה' את דברי השירה הזאת,3080000759,7,7
ref-mek.3.1.1.228-ref-mek.3.1.1.261,ref-b.5.1.5.54b.8.14-ref-b.5.1.5.54b.9.6,134559,134724,ref-mek.3.1.1.228,ref-mek.3.1.1.261,6964189,6964339,ref-b.5.1.5.54b.8.14,ref-b.5.1.5.54b.9.6,זכור ה' לדוד את כל ענותו אשר נשבע לה' נדר לאביר יעקב אם אבא באהל ביתי אם אעלה על ערש יצועי עד אמצא מקום לה' משכנות לאביר יעקב הנה שמענוה באפרתה מצאנוה בשדה יער ,זכור ה' לדוד את כל ענותו אשר נשבע לה' וגו' אם אבא באהל ביתי אם אתן שנת לעיני לעפעפי תנומה עד אמצא מקום לה' וגו' הנה שמענוה באפרתה מצאנוה בשדה יער ,34,31,2817,2817.0,941,941.0,0.30625,0.40625,24,זכור ה' לדוד את כל ענותו אשר נשבע לה' אם אבא באהל ביתי אם עד אמצא מקום לה' הנה שמענוה באפרתה מצאנוה בשדה יער,3080000760,34,31
ref-mek.3.1.1.276-ref-mek.3.1.1.311,ref-b.2.1.9.89a.4.61-ref-b.2.1.9.89a.4.68,134785,134960,ref-mek.3.1.1.276,ref-mek.3.1.1.311,655688,655725,ref-b.2.1.9.89a.4.61,ref-b.2.1.9.89a.4.68,תקרא על שמך שנאמר זכרו תורת משה עבדי,תקרא על שמך שנאמר זכרו תורת משה עבדי,8,8,314,314.0,942,942.0,0.0,0.0,8,תקרא על שמך שנאמר זכרו תורת משה עבדי,3080000761,8,8
ref-mek.3.1.1.295-ref-mek.3.1.1.307,ref-b.3.1.8.76b.16.28-ref-b.3.1.8.76b.17.2,134876,134941,ref-mek.3.1.1.295,ref-mek.3.1.1.307,3096340,3096394,ref-b.3.1.8.76b.16.28,ref-b.3.1.8.76b.17.2,משה עליהם ונקראו על שמו נתן נפשו על התורה ונקראת על שמו שנאמר ,אנשים לקראת אנשים ונשים לקראת נשים אישתיק מיד ויאמר ,13,9,1172,1172.0,944,942.0,0.6935483870967742,0.9333333333333332,0,,3080000762,13,9
ref-mek.3.1.1.317-ref-mek.3.1.1.321,ref-b.3.7.1.2b.8.13-ref-b.3.7.1.2b.8.17,134989,135012,ref-mek.3.1.1.317,ref-mek.3.1.1.321,4387335,4387358,ref-b.3.7.1.2b.8.13,ref-b.3.7.1.2b.8.17,תורת ה' תמימה משיבת נפש ,תורת ה' תמימה משיבת נפש ,5,5,1633,1633.0,947,942.0,0.0,0.0,5,תורת ה' תמימה משיבת נפש,3080000763,5,5
ref-mek.3.1.1.276-ref-mek.3.1.1.319,ref-b.4.8.1.19a.8.10-ref-b.4.8.1.19a.9.11,134785,135002,ref-mek.3.1.1.276,ref-mek.3.1.1.319,6571738,6571857,ref-b.4.8.1.19a.8.10,ref-b.4.8.1.19a.9.11,"נקראת על שמו שנאמר בתורת ה' חפצו ובתורתו יהגה יומם ולילה ואמר רבא לעולם ילמד אדם תורה ואח""כ יהגה שנאמר בתורת ה'","נקראת על שמו שנאמר בתורת ה' חפצו ובתורתו יהגה יומם ולילה ואמר רבא לעולם ילמד אדם תורה ואח""כ יהגה שנאמר בתורת ה'",22,22,2711,2711.0,943,943.0,0.0,0.0,16,"נקראת על שמו שנאמר בתורת_ה'_חפצו ובתורתו יהגה יומם ולילה ואמר_רבא_לעולם_ילמד_אדם תורה ואח""כ יהגה שנאמר בתורת ה'",3080000764,22,22
ref-mek.3.1.1.379-ref-mek.3.1.1.390,ref-b.2.5.8.86a.13.49-ref-b.2.5.8.86a.13.55,135278,135342,ref-mek.3.1.1.379,ref-mek.3.1.1.390,1950281,1950314,ref-b.2.5.8.86a.13.49,ref-b.2.5.8.86a.13.55,שנאמר והם עמך ונחלתך ואומר באמרו להם עם ה' אלה ומארצו יצאו ,באמור להם עם ה' אלה ומארצו יצאו ,12,7,750,750.0,948,948.0,0.4745762711864407,0.3,6,להם עם ה' אלה ומארצו יצאו,3080000765,12,7
ref-mek.3.1.1.442-ref-mek.3.1.1.447,ref-b.4.4.1.7b.8.13-ref-b.4.4.1.7b.8.24,135600,135634,ref-mek.3.1.1.442,ref-mek.3.1.1.447,5952253,5952312,ref-b.4.4.1.7b.8.13,ref-b.4.4.1.7b.8.24,שנאמר שופטים ושוטרים תתן לך בכל ,שנאמר שופטים ושוטרים תתן לך וסמיך ליה לא תטע לך אשירה כל ,6,12,2188,2188.0,949,949.0,0.4561403508771929,0.4444444444444444,5,שנאמר שופטים ושוטרים תתן לך,3080000766,6,12
ref-mek.3.1.1.442-ref-mek.3.1.1.448,ref-b.4.8.4.52a.14.17-ref-b.4.8.4.52a.14.23,135600,135640,ref-mek.3.1.1.442,ref-mek.3.1.1.448,6687951,6687991,ref-b.4.8.4.52a.14.17,ref-b.4.8.4.52a.14.23,שנאמר שופטים ושוטרים תתן לך בכל שעריך ,שנאמר שופטים ושוטרים תתן לך בכל שעריך ,2,2,2740,2740.0,950,949.0,0.0,0.0,7,שנאמר שופטים ושוטרים תתן לך בכל שעריך,3080000767,7,7
ref-mek.3.1.1.472-ref-mek.3.1.1.485,ref-b.2.4.8.87b.12.18-ref-b.2.4.8.87b.12.29,135761,135837,ref-mek.3.1.1.472,ref-mek.3.1.1.485,1571075,1571132,ref-b.2.4.8.87b.12.18,ref-b.2.4.8.87b.12.29,ביום השני וגו' ויאמר מי שמך לאיש שר ושופט עלינו וישמע פרעה וגו' ולכהן ,עליך וגו' וכתיב כי כה אמר עמוס בחרב ימות ירבעם וגו' אמר ,14,12,527,527.0,951,951.0,0.6142857142857143,0.8888888888888888,2,וגו' וגו',3080000768,14,12
