baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-sifre-d,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-d.90.2.4-ref-sifre-d.90.2.16,ref-y.2.12.1.2.2.113-ref-y.2.12.1.2.2.125,133022,133088,ref-sifre-d.90.2.4,ref-sifre-d.90.2.16,1928666,1928730,ref-y.2.12.1.2.2.113,ref-y.2.12.1.2.2.125,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן שלמים אף כאן,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן שלמים אף כאן,1,1,1238,1225.0,871,871.0,0.0,0.0,13,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן שלמים אף כאן,6070000705,13,13
ref-sifre-d.90.2.4-ref-sifre-d.90.2.20,ref-y.2.12.1.3.1.51-ref-y.2.12.1.3.1.78,133022,133110,ref-sifre-d.90.2.4,ref-sifre-d.90.2.20,1930736,1930868,ref-y.2.12.1.3.1.51,ref-y.2.12.1.3.1.78,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה","נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה",1,1,1263,1263.0,883,883.0,0.0,0.0,28,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה",6070000706,28,28
ref-sifre-d.90.2.4-ref-sifre-d.90.2.19,ref-y.2.12.1.3.1.92-ref-y.2.12.1.3.1.111,133022,133105,ref-sifre-d.90.2.4,ref-sifre-d.90.2.19,1930932,1931033,ref-y.2.12.1.3.1.92,ref-y.2.12.1.3.1.111,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן ,נאמר כאן מסת ונאמר להלן ותרב משאת בנימן מה משאת שנאמר להלן אחת עיקר והשאר טפילה אף מסת שנאמר כאן ,1,1,1342,1342.0,897,883.0,0.5154639175257731,0.6875,8,נאמר כאן ונאמר להלן מה להלן אף כאן,6070000707,16,20
ref-sifre-d.90.2.4-ref-sifre-d.90.2.13,ref-y.3.1.1.1.23.4-ref-y.3.1.1.1.23.17,133022,133073,ref-sifre-d.90.2.4,ref-sifre-d.90.2.13,2056186,2056257,ref-y.3.1.1.1.23.4,ref-y.3.1.1.1.23.17,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן ,נאמר כאן אחוה ונאמר להלן שני' עשר עבדיך אחים אנחנו מה אחים שנאמר להלן ,4,1,1413,1413.0,861,861.0,0.4857142857142857,0.6666666666666667,6,נאמר כאן ונאמר להלן מה להלן,6070000708,10,14
ref-sifre-d.90.2.4-ref-sifre-d.90.2.19,ref-y.3.1.1.1.23.35-ref-y.3.1.1.1.23.55,133022,133105,ref-sifre-d.90.2.4,ref-sifre-d.90.2.19,2056345,2056456,ref-y.3.1.1.1.23.35,ref-y.3.1.1.1.23.55,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן ,נאמ' כאן ישיבה ונאמר להלן ישיבה וירשתה וישבת בה מה ישיבה שנאמר להלן ישיבה שיש עמה ירושה אף ישיבה שנאמר כאן ,1,2,1444,1444.0,898,861.0,0.5233644859813084,0.7333333333333334,7,כאן ונאמר להלן מה להלן אף כאן,6070000709,16,21
ref-sifre-d.90.2.4-ref-sifre-d.90.2.16,ref-y.3.1.12.6.7.63-ref-y.3.1.12.6.7.77,133022,133088,ref-sifre-d.90.2.4,ref-sifre-d.90.2.16,2206411,2206483,ref-y.3.1.12.6.7.63,ref-y.3.1.12.6.7.77,נאמר כאן קרייה ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן שבח אף כאן,נאמר כאן קרייה ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן שבח אף כאן,1,1,1613,1599.0,872,872.0,0.0,0.0,15,נאמר כאן קרייה ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן שבח אף כאן,6070000710,15,15
ref-sifre-d.90.2.4-ref-sifre-d.90.2.16,ref-y.3.5.2.1.8.8-ref-y.3.5.2.1.8.22,133022,133088,ref-sifre-d.90.2.4,ref-sifre-d.90.2.16,2267819,2267892,ref-y.3.5.2.1.8.8,ref-y.3.5.2.1.8.22,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן כאן בסקילה אף ,מה מנחת שנאמר להלן שעורין אף בן שעורין אמר רבי לעזר נאמר כאן אביב ונאמר ,3,1,1666,1658.0,885,857.0,0.7083333333333334,0.5833333333333333,3,מה להלן אף,6070000711,13,15
ref-sifre-d.90.2.4-ref-sifre-d.90.2.19,ref-y.3.5.7.3.3.36-ref-y.3.5.7.3.3.54,133022,133105,ref-sifre-d.90.2.4,ref-sifre-d.90.2.19,2318253,2318351,ref-y.3.5.7.3.3.36,ref-y.3.5.7.3.3.54,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן ,נאמר כאן אלוני מורה ונאמר להלן אלוני מורה מה אלוני מורה האמור להלן שכם אף אילוני מורה האמור כאן ,1,1,1728,1720.0,899,857.0,0.4479166666666667,0.4444444444444444,8,נאמר כאן ונאמר להלן מה להלן אף כאן,6070000712,16,19
ref-sifre-d.90.2.4-ref-sifre-d.90.2.16,ref-y.3.5.8.1.1.42-ref-y.3.5.8.1.1.57,133022,133088,ref-sifre-d.90.2.4,ref-sifre-d.90.2.16,2327493,2327580,ref-y.3.5.8.1.1.42,ref-y.3.5.8.1.1.57,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן כאן בסקילה אף ,נאמר כאן נגישה ונאמר להלן ונגשו הכחנים בני לוי מה נגישה שנאמר להלן בלשון הקודש אף ,3,1,1781,1764.0,886,857.0,0.4756097560975609,0.6153846153846154,7,נאמר כאן ונאמר להלן מה להלן אף,6070000713,13,16
ref-sifre-d.90.2.4-ref-sifre-d.90.2.16,ref-y.3.5.8.1.1.82-ref-y.3.5.8.1.1.97,133022,133088,ref-sifre-d.90.2.4,ref-sifre-d.90.2.16,2327701,2327785,ref-y.3.5.8.1.1.82,ref-y.3.5.8.1.1.97,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן כאן בסקילה אף ,נאמר כאן נגישה ונאמר להלן ונגש משה אל הערפל מה נגישה שנאמר להלן בלשון הקודש אף ,3,1,1814,1799.0,887,857.0,0.4556962025316455,0.6666666666666667,7,נאמר כאן ונאמר להלן מה להלן אף,6070000714,13,16
ref-sifre-d.90.2.4-ref-sifre-d.90.2.16,ref-y.3.7.1.7.18.128-ref-y.3.7.1.7.18.140,133022,133088,ref-sifre-d.90.2.4,ref-sifre-d.90.2.16,2879134,2879199,ref-y.3.7.1.7.18.128,ref-y.3.7.1.7.18.140,נאמר כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן כגרים אף כאן,נאמר כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן כגרים אף כאן,1,1,2148,2135.0,873,873.0,0.0,0.0,13,נאמר כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן כגרים אף כאן,6070000715,13,13
ref-sifre-d.90.2.4-ref-sifre-d.90.2.21,ref-y.4.1.4.4.5.133-ref-y.4.1.4.4.5.144,133022,133118,ref-sifre-d.90.2.4,ref-sifre-d.90.2.21,2983586,2983647,ref-y.4.1.4.4.5.133,ref-y.4.1.4.4.5.144,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן להלן בסקילה ,נאמר כאן השור יסקל ונאמר להלן השור יסקל מה שור שנאמר להלן ,2,1,2227,2220.0,904,857.0,0.5978260869565217,0.4444444444444444,6,נאמר כאן ונאמר להלן מה להלן,6070000716,18,12
ref-sifre-d.90.2.4-ref-sifre-d.90.2.13,ref-y.4.4.1.3.2.4-ref-y.4.4.1.3.2.16,133022,133073,ref-sifre-d.90.2.4,ref-sifre-d.90.2.13,3154598,3154667,ref-y.4.4.1.3.2.4,ref-y.4.4.1.3.2.16,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן ,נאמר כאן זדון ונאמר להלן זדון בזדון דברו הנביא מה זדון שנאמר להלן ,4,1,2331,2326.0,862,857.0,0.4393939393939394,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,6070000717,10,13
ref-sifre-d.90.2.4-ref-sifre-d.90.2.13,ref-y.4.4.1.3.2.32-ref-y.4.4.1.3.2.45,133022,133073,ref-sifre-d.90.2.4,ref-sifre-d.90.2.13,3154751,3154821,ref-y.4.4.1.3.2.32,ref-y.4.4.1.3.2.45,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן ,נאמר כאג דיבר ונאמר להלן אשר ידבר הנביא בשם יי' מה דיבר שנאמר להלן ,4,1,2356,2351.0,863,857.0,0.4925373134328358,0.75,5,נאמר ונאמר להלן מה להלן,6070000718,10,14
ref-sifre-d.90.2.4-ref-sifre-d.90.2.16,ref-y.4.4.1.3.8.127-ref-y.4.4.1.3.8.147,133022,133088,ref-sifre-d.90.2.4,ref-sifre-d.90.2.16,3157857,3157962,ref-y.4.4.1.3.8.127,ref-y.4.4.1.3.8.147,נאמר כאן בני ישראל ונאמר להלן בני ישראל ויבואו בני ישראל לשבר וגו' מה בני ישראל שנאמר להלן עשר' אף כאן,נאמר כאן בני ישראל ונאמר להלן בני ישראל ויבואו בני ישראל לשבר וגו' מה בני ישראל שנאמר להלן עשר' אף כאן,2,2,2406,2393.0,874,874.0,0.0,0.0,21,נאמר כאן בני ישראל ונאמר להלן בני ישראל ויבואו בני ישראל לשבר וגו' מה בני ישראל שנאמר להלן עשר' אף כאן,6070000719,21,21
ref-sifre-d.90.2.4-ref-sifre-d.90.2.19,ref-y.4.4.6.1.1.29-ref-y.4.4.6.1.1.49,133022,133105,ref-sifre-d.90.2.4,ref-sifre-d.90.2.19,3211011,3211117,ref-y.4.4.6.1.1.29,ref-y.4.4.6.1.1.49,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן ,נאמ' כאן בשעריך ונאמ' להלן כי ימצא בקרבך בא' שעריך מה שעריך האמור להלן שער שנמצא בו אף שעריך האמור כאן ,1,2,2472,2456.0,900,857.0,0.5242718446601942,0.7333333333333334,6,כאן להלן מה להלן אף כאן,6070000720,16,21
ref-sifre-d.90.2.4-ref-sifre-d.90.2.19,ref-y.4.4.7.1.1.26-ref-y.4.4.7.1.1.45,133022,133105,ref-sifre-d.90.2.4,ref-sifre-d.90.2.19,3223732,3223837,ref-y.4.4.7.1.1.26,ref-y.4.4.7.1.1.45,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן ,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה האמורה להלן חרב אף נקימה האמורה כאן ,1,1,2514,2508.0,901,857.0,0.4803921568627451,0.6153846153846154,10,נאמר כאן ונאמר להלן מה האמורה להלן אף האמורה כאן,6070000721,16,20
ref-sifre-d.90.2.4-ref-sifre-d.90.2.16,ref-y.4.4.7.3.1.37-ref-y.4.4.7.3.1.53,133022,133088,ref-sifre-d.90.2.4,ref-sifre-d.90.2.16,3226750,3226838,ref-y.4.4.7.3.1.37,ref-y.4.4.7.3.1.53,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן כאן בסקילה אף ,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה שנאמר להלן בחרב אף ,3,1,2550,2539.0,890,857.0,0.5647058823529412,0.6428571428571428,7,נאמר כאן ונאמר להלן מה להלן אף,6070000722,13,17
ref-sifre-d.90.2.4-ref-sifre-d.90.2.13,ref-y.4.4.7.5.3.14-ref-y.4.4.7.5.3.28,133022,133073,ref-sifre-d.90.2.4,ref-sifre-d.90.2.13,3229067,3229139,ref-y.4.4.7.5.3.14,ref-y.4.4.7.5.3.28,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן ,נאמר כאן דודתו ונאמר להלן או דודו או בן דודו יגאלנו מה דודו שנאמר להלן ,4,1,2572,2564.0,864,857.0,0.4929577464788732,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,6070000723,10,15
ref-sifre-d.90.2.10-ref-sifre-d.90.2.21,ref-y.4.4.7.13.1.45-ref-y.4.4.7.13.1.57,133053,133118,ref-sifre-d.90.2.10,ref-sifre-d.90.2.21,3249457,3249523,ref-y.4.4.7.13.1.45,ref-y.4.4.7.13.1.57,מה לא יחיה שנאמר להלן בסקילה אף כאן בסקילה מה טעמון דרבנין מאמר,מה לא יחיה שנאמר להלן בסקילה אף כאן בסקילה מה טעמון דרבנין מאמר,13,13,2639,2639.0,905,905.0,0.0,0.0,11,מה לא יחיה שנאמר להלן בסקילה אף כאן בסקילה מה_טעמון_דרבנין מאמר,6070000724,13,13
ref-sifre-d.90.2.4-ref-sifre-d.90.2.16,ref-y.4.5.2.1.2.56-ref-y.4.5.2.1.2.70,133022,133088,ref-sifre-d.90.2.4,ref-sifre-d.90.2.16,3323464,3323537,ref-y.4.5.2.1.2.56,ref-y.4.5.2.1.2.70,נאמר כאן נשילה ונאמר להלן כי ישל זיתיך מה נשילה שנאמר להלן נשירה אף כאן,נאמר כאן נשילה ונאמר להלן כי ישל זיתיך מה נשילה שנאמר להלן נשירה אף כאן,1,1,2747,2734.0,875,875.0,0.0,0.0,15,נאמר כאן נשילה ונאמר להלן כי ישל זיתיך מה נשילה שנאמר להלן נשירה אף כאן,6070000725,15,15
ref-sifre-d.90.2.4-ref-sifre-d.90.2.19,ref-y.4.6.1.2.4.39-ref-y.4.6.1.2.4.58,133022,133105,ref-sifre-d.90.2.4,ref-sifre-d.90.2.19,3336498,3336604,ref-y.4.6.1.2.4.39,ref-y.4.6.1.2.4.58,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן כאן בסקילה אף הדחה האמורה כאן ,נאמר כאן בהמה טמאה ונאב' להלן בחמה טמאה מה בהמה טמאה האמורה להלן בטומאת הקודש אף בהמה טמאה האמורה כאן ,1,1,2781,2765.0,902,857.0,0.392156862745098,0.6923076923076923,9,נאמר כאן להלן מה האמורה להלן אף האמורה כאן,6070000726,16,20
ref-sifre-d.90.2.4-ref-sifre-d.90.2.14,ref-y.4.6.4.1.6.11-ref-y.4.6.4.1.6.27,133022,133077,ref-sifre-d.90.2.4,ref-sifre-d.90.2.14,3368298,3368369,ref-y.4.6.4.1.6.11,ref-y.4.6.4.1.6.27,נאמר כאן הדחה ונאמר להלן הדחה מה הדחה האמורה להלן כאן ,נאמר כאן שני ונאמר להלן על פי שנים עדים מה להלן על פי שנים עדים אף כאן ,1,1,2820,2818.0,876,857.0,0.5633802816901409,0.5,7,נאמר כאן ונאמר להלן מה להלן כאן,6070000727,11,17
ref-sifre-d.91.3.2-ref-sifre-d.91.3.8,ref-y.4.8.3.10.1.30-ref-y.4.8.3.10.1.48,133462,133502,ref-sifre-d.91.3.2,ref-sifre-d.91.3.8,3476945,3477051,ref-y.4.8.3.10.1.30,ref-y.4.8.3.10.1.48,לאומר אעבוד אלך ואעבוד נלך ונעבוד אלך ,"עובדין לצורה ואינן עובדין לאילן דברי הכל מותר אלא כן אנן קיימין בסתם ר""ש או' סתמן עובדין לצורה ולאילן ",7,19,2863,2863.0,907,907.0,0.7647058823529411,1.0,0,,6070000728,7,19
ref-sifre-d.92.5.7-ref-sifre-d.93.1.9,ref-y.1.7.3.1.2.82-ref-y.1.7.3.1.2.98,134150,134208,ref-sifre-d.92.5.7,ref-sifre-d.93.1.9,667379,667477,ref-y.1.7.3.1.2.82,ref-y.1.7.3.1.2.98,לבית דירה יצאו אנשים ולא נשים אנשים ולא קטנים אנשים אין ,בית דירה כהדא דתני אנשים ששיתפו שלא מדעת אנשים שיתופן שיתוף נשים ששיתפו שלא בדעת אנשים אין ,11,17,406,406.0,908,908.0,0.5164835164835165,0.75,5,דירה אנשים אנשים אנשים אין,6070000729,11,17
ref-sifre-d.93.6.1-ref-sifre-d.93.6.12,ref-y.4.4.5.1.1.54-ref-y.4.4.5.1.1.65,134369,134446,ref-sifre-d.93.6.1,ref-sifre-d.93.6.12,3204281,3204358,ref-y.4.4.5.1.1.54,ref-y.4.4.5.1.1.65,ודרשת וחקרת מכלל שנאמר והוגד לך ושמעת ודרשת היטב היטב היטב לגזירה שוה ,ודרשת וחקרת ושאלת' חיטב והוגד לך ושמעת ושאלת היטב היטב חיטב לגזירה שוה ,13,13,2450,2450.0,909,909.0,0.1971830985915492,0.3846153846153846,9,ודרשת וחקרת והוגד לך ושמעת היטב היטב לגזירה שוה,6070000730,13,13
ref-sifre-d.93.9.1-ref-sifre-d.93.9.11,ref-y.3.1.15.5.3.209-ref-y.3.1.15.5.3.220,134673,134733,ref-sifre-d.93.9.1,ref-sifre-d.93.9.11,2232516,2232580,ref-y.3.1.15.5.3.209,ref-y.3.1.15.5.3.220,אחד חקירות ואחד בדיקות בזמן שמכחישים זו את זו עדותם בטילה ,אחד הקירות ואחד בדיקות בזמן שהן מכחישין זה את זה עדותן בטילה ,11,12,1634,1634.0,911,910.0,0.1639344262295081,0.7142857142857143,5,אחד ואחד בדיקות בזמן בטילה,6070000731,11,12
ref-sifre-d.93.9.1-ref-sifre-d.93.9.10,ref-y.3.4.3.7.1.250-ref-y.3.4.3.7.1.260,134673,134727,ref-sifre-d.93.9.1,ref-sifre-d.93.9.10,2746578,2746636,ref-y.3.4.3.7.1.250,ref-y.3.4.3.7.1.260,אחד חקירות ואחד בדיקות בזמן שמכחישים זו את זו עדותם ,אחד חקירות ואחד בדיקות בזמן שהן מבחישות זו את זו עדותן ,10,11,2029,2029.0,910,910.0,0.1272727272727272,0.4545454545454546,8,אחד חקירות ואחד בדיקות בזמן זו את זו,6070000732,10,11
ref-sifre-d.93.9.1-ref-sifre-d.93.9.11,ref-y.4.4.5.2.3.213-ref-y.4.4.5.2.3.222,134673,134733,ref-sifre-d.93.9.1,ref-sifre-d.93.9.11,3207690,3207749,ref-y.4.4.5.2.3.213,ref-y.4.4.5.2.3.222,אחד חקירות ואחד בדיקות בזמן שמכחישים זו את זו עדותם בטילה ,אחד חקירו' ואחד בדיקות בזמן שמכחישין זה לזה עדותן בטילה ,11,10,2452,2452.0,912,910.0,0.1379310344827586,0.5833333333333333,5,אחד ואחד בדיקות בזמן בטילה,6070000733,11,10
ref-sifre-d.95.7.49-ref-sifre-d.95.8.20,ref-y.4.4.10.2.4.3-ref-y.4.4.10.2.4.15,135979,136099,ref-sifre-d.95.7.49,ref-sifre-d.95.8.20,3282889,3282960,ref-y.4.4.10.2.4.3,ref-y.4.4.10.2.4.15,יריחו באבירם בכורו יסדה ובשגוב צעירו הציב,בנה חיאל בית האלי את יריחו באבירם בכורו יסדה ובשגוב צעירו הציב דלתיה,7,2,2680,2680.0,916,916.0,0.3970588235294117,0.4166666666666666,7,יריחו באבירם בכורו יסדה ובשגוב צעירו הציב,6070000734,7,13
ref-sifre-d.95.8.1-ref-sifre-d.95.8.5,ref-y.4.4.10.2.4.35-ref-y.4.4.10.2.4.40,135985,136019,ref-sifre-d.95.8.1,ref-sifre-d.95.8.5,3283063,3283098,ref-y.4.4.10.2.4.35,ref-y.4.4.10.2.4.40,בבכורו ייסדנה ובצעירו יציב דלתיה ,בכורו יסדה ובשגוב צעירו הציב דלתיה ,5,6,2685,2684.0,919,919.0,0.2571428571428571,0.7777777777777778,1,דלתיה,6070000735,5,6
ref-sifre-d.95.8.15-ref-sifre-d.95.8.21,ref-y.4.4.10.2.4.34-ref-y.4.4.10.2.4.40,136062,136106,ref-sifre-d.95.8.15,ref-sifre-d.95.8.21,3283055,3283098,ref-y.4.4.10.2.4.34,ref-y.4.4.10.2.4.40,באבירם בכורו יסדה ובשגוב צעירו הציב דלתיה י,באבירם בכורו יסדה ובשגוב צעירו הציב דלתיה ,2,1,2684,2684.0,924,924.0,0.0232558139534883,0.0,7,באבירם בכורו יסדה ובשגוב צעירו הציב דלתיה,6070000736,8,7
ref-sifre-d.95.7.9-ref-sifre-d.95.7.26,ref-y.4.4.10.2.4.159-ref-y.4.4.10.2.4.175,135770,135863,ref-sifre-d.95.7.9,ref-sifre-d.95.7.26,3283692,3283779,ref-y.4.4.10.2.4.159,ref-y.4.4.10.2.4.175,וישבע יהושע ביום ההוא לאמר ארור האיש לפני ה' וגומ' אשר יקום ובנה את העיר הזאת את יריחו ,וישבע יחושע בעת ההיא לאמר ארור האיש לפני יי' אשר יקום ובנה את העיר הזאת את יריחו ,13,12,2686,2686.0,913,913.0,0.1379310344827586,0.2777777777777778,13,וישבע לאמר ארור האיש לפני אשר יקום ובנה את העיר הזאת את יריחו,6070000737,18,17
ref-sifre-d.95.7.49-ref-sifre-d.95.8.5,ref-y.4.4.10.2.4.175-ref-y.4.4.10.2.4.180,135979,136019,ref-sifre-d.95.7.49,ref-sifre-d.95.8.5,3283774,3283814,ref-y.4.4.10.2.4.175,ref-y.4.4.10.2.4.180,יריחו בבכורו ייסדנה ובצעירו יציב דלתיה ,יריחו בבכורו ייסדנה ובצעירו יציב דלתיה ,6,6,2687,2686.0,917,917.0,0.0,0.0,6,יריחו בבכורו ייסדנה ובצעירו יציב דלתיה,6070000738,6,6
