baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-t,dam-lev,jac,id
ref-t.2.5.3.18.29-ref-t.2.5.3.18.49,ref-y.2.5.7.1.5.39-ref-y.2.5.7.1.5.56,406274,406398,ref-t.2.5.3.18.29,ref-t.2.5.3.18.49,1471467,1471576,ref-y.2.5.7.1.5.39,ref-y.2.5.7.1.5.56,ישראל ברכה בפני עצמן ועל הכהנים ברכה בפני עצמן ושאר תפלה תחנה ובקשה שעמך ישראל צריכין ליושע מלפניך וחותם בשומע תפלה ,"בישראל על הכהנים הבוחר בבהנים על שאר תפילה ותחינה ובקש' שעמך ישראל צריכין להיוושע לפניך בא""י שומע תפילה ",21,18,3923,3923.0,3329,3328.0,0.3620689655172414,0.5238095238095238,2070002374
ref-t.2.5.3.18.28-ref-t.2.5.3.18.49,ref-y.3.5.7.6.3.37-ref-y.3.5.7.6.3.57,406269,406398,ref-t.2.5.3.18.28,ref-t.2.5.3.18.49,2326483,2326613,ref-y.3.5.7.6.3.37,ref-y.3.5.7.6.3.57,ועל ישראל ברכה בפני עצמן ועל הכהנים ברכה בפני עצמן ושאר תפלה תחנה ובקשה שעמך ישראל צריכין ליושע מלפניך וחותם בשומע תפלה ,ועל ישראל הבוחר בישראל ועל הכהנים הבוחר בכהנים ועל שאר תפילה תחינה ובקשה שעמך שראל צריכין להיוושע לפניך באי' שומע תפילה ,22,21,6414,6414.0,3328,3328.0,0.3,0.42105263157894735,2070002375
ref-t.2.5.3.19.7-ref-t.2.5.3.19.16,ref-y.2.5.7.2.2.6-ref-y.2.5.7.2.2.14,406471,406538,ref-t.2.5.3.19.7,ref-t.2.5.3.19.16,1471921,1471963,ref-y.2.5.7.2.2.6,ref-y.2.5.7.2.2.14,היו מקריבין פר העולה ושעיר הנעשה בחוץ היו קריבין עם תמיד של שחר ,היו קרבין עם תמיד של שחר והשאר היו קריבין ,13,9,3925,3924.0,3330,3330.0,0.59375,0.5454545454545454,2070002376
ref-t.2.5.3.19.29-ref-t.2.5.3.19.46,ref-y.2.5.7.2.2.1-ref-y.2.5.7.2.2.8,406586,406692,ref-t.2.5.3.19.29,ref-t.2.5.3.19.46,1471892,1471945,ref-y.2.5.7.2.2.1,ref-y.2.5.7.2.2.8,ואיל העם ואחר כך שבעת כבשים תמימים ר' עקיבא או' פר העולה ושבעת כבשים תמימים היו קריבין עם תמיד של שחר ,פר ואיל ושבעת כבשים תמימים היו קרבין עם תמיד של שחר ,21,11,3924,3924.0,3333,3333.0,0.5098039215686274,0.375,2070002377
ref-t.2.5.3.19.14-ref-t.2.5.3.19.45,ref-y.2.5.7.2.2.38-ref-y.2.5.7.2.2.48,406513,406677,ref-t.2.5.3.19.14,ref-t.2.5.3.19.45,1472079,1472152,ref-y.2.5.7.2.2.38,ref-y.2.5.7.2.2.48,והאיל ואילו ואיל העם ושבעת כבשי' תמימי' היו קריבין עם עם תמיד של שחר,והאיל ואילו ואיל העם ושבעת כבשי' תמימי' היו קריבין עם עם תמיד של שחר,22,14,3927,3927.0,3331,3331.0,0.0,0.0,2070002378
ref-t.2.5.3.19.60-ref-t.2.5.3.19.68,ref-y.2.5.4.1.8.22-ref-y.2.5.4.1.8.32,406743,406795,ref-t.2.5.3.19.60,ref-t.2.5.3.19.68,1436699,1436763,ref-y.2.5.4.1.8.22,ref-y.2.5.4.1.8.32,ושעיר הנעשה בפנים ואחר כך פר ושעיר הנעשה בחוץ ,השעיר הנעשה בפנים מאן דאמר פטור בשלא קרב השעיר הנעשה בחוץ ,9,11,3807,3807.0,3334,3334.0,0.3275862068965517,0.6666666666666667,2070002379
ref-t.2.5.3.19.89-ref-t.2.5.3.19.96,ref-y.2.5.7.2.2.7-ref-y.2.5.7.2.2.15,406906,406960,ref-t.2.5.3.19.89,ref-t.2.5.3.19.96,1471925,1471986,ref-y.2.5.7.2.2.7,ref-y.2.5.7.2.2.15,קרב עם תמיד של שחר וששה קריבין עם תמיד של בין הערבים י,קרבין עם תמיד של שחר והשאר היו קריבין עם תמיד של בין הערבים ר,13,14,3926,3924.0,3335,3335.0,0.14754098360655737,0.33333333333333337,2070002380
ref-t.2.5.3.20.7-ref-t.2.5.3.20.33,ref-y.2.5.1.1.22.1-ref-y.2.5.1.1.22.29,406995,407135,ref-t.2.5.3.20.7,ref-t.2.5.3.20.33,1394732,1394894,ref-y.2.5.1.1.22.1,ref-y.2.5.1.1.22.29,מעשה בשמעון בן קמחית שיצא לדבר עם המלך ערבית ונתזה צנורא על פיו ונפלה על בגדיו נכנס אחיו ושמש תחתיו בכהונה גדולה ראת אמן של אילו שני ,מעשה בשמעון בן קמחית שיצא לדבר עם המלך ערב יום הכיפורים ונתזה צינורה של רוק מפיו על בגדיו וטימתו ונכנס יהודה אחיו ושימש תחתיו בכהונה גדולה וראת אימן שני ,27,29,3641,3639.0,3336,3336.0,0.30718954248366015,0.33333333333333337,2070002381
ref-t.2.5.3.20.7-ref-t.2.5.3.20.35,ref-y.2.10.1.10.5.1-ref-y.2.10.1.10.5.43,406995,407148,ref-t.2.5.3.20.7,ref-t.2.5.3.20.35,1872212,1872450,ref-y.2.10.1.10.5.1,ref-y.2.10.1.10.5.43,מעשה בשמעון בן קמחית שיצא עם מלך ערבי ערב יום כפורים עם חשכה ונתזה צינורה של רוק מפיו על בגדיו וטמאתו ונבנס יהודה אחיו ושימש תחתיו בכהונה וראת אימן שני בניה כהנים גדולים ביום אחד שבעה בנים היו לקמחית וכולהם שימשו בכהונה גדולה,מעשה בשמעון בן קמחית שיצא עם מלך ערבי ערב יום כפורים עם חשכה ונתזה צינורה של רוק מפיו על בגדיו וטמאתו ונבנס יהודה אחיו ושימש תחתיו בכהונה וראת אימן שני בניה כהנים גדולים ביום אחד שבעה בנים היו לקמחית וכולהם שימשו בכהונה גדולה,29,33,4896,4896.0,3338,3338.0,0.0,0.0,2070002382
ref-t.2.5.3.20.7-ref-t.2.5.3.20.33,ref-y.4.10.3.2.30.1-ref-y.4.10.3.2.30.31,406995,407135,ref-t.2.5.3.20.7,ref-t.2.5.3.20.33,3538173,3538342,ref-y.4.10.3.2.30.1,ref-y.4.10.3.2.30.31,מעשה בשמעון בן קמחית שיצא לדבר עם המלך ערבית ונתזה צנורא על פיו ונפלה על בגדיו נכנס אחיו ושמש תחתיו בכהונה גדולה ראת אמן של אילו שני ,מעשה בשמעון בן קמחית שיצא לטייל עם המלך ערב יום הכיפורים עם חשיכה ונתזה צינורה של רוק מפיו על בגדיו וטימאתו ונכנס יהודה אחיו ושימש תחתיו אותו היום ראת אימן שני ,27,31,10007,10005.0,3337,3336.0,0.43125,0.4722222222222222,2070002383
ref-t.2.5.4.1.3-ref-t.2.5.4.1.11,ref-y.1.1.3.4.4.44-ref-y.1.1.3.4.4.52,407171,407236,ref-t.2.5.4.1.3,ref-t.2.5.4.1.11,72550,72618,ref-y.1.1.3.4.4.44,ref-y.1.1.3.4.4.52,אסור באכילה ובשתיה ברחיצה ובסיכה בנעילת הסנדל בתשמיש המטה ,אסור באכילה ושתייה וברחיצה וסיכה ובנעילת הסנדל ובתשמיש המיטה ,9,9,147,147.0,3340,3340.0,0.11475409836065574,0.7142857142857143,2070002384
ref-t.2.5.4.1.3-ref-t.2.5.4.1.11,ref-y.2.5.8.1.9.68-ref-y.2.5.8.1.9.76,407171,407236,ref-t.2.5.4.1.3,ref-t.2.5.4.1.11,1480506,1480575,ref-y.2.5.8.1.9.68,ref-y.2.5.8.1.9.76,אסור באכילה ובשתיה ברחיצה ובסיכה בנעילת הסנדל בתשמיש המטה ,אסור באכילה ובשתייה וברחיצה ובסיכה ובנעילת הסנדל ובתשמיש המטה ,9,9,3950,3950.0,3341,3340.0,0.06451612903225806,0.5,2070002385
ref-t.2.5.4.1.3-ref-t.2.5.4.1.11,ref-y.2.9.1.6.8.67-ref-y.2.9.1.6.8.75,407171,407236,ref-t.2.5.4.1.3,ref-t.2.5.4.1.11,1757935,1758001,ref-y.2.9.1.6.8.67,ref-y.2.9.1.6.8.75,אסור באכילה ובשתיה ברחיצה ובסיכה בנעילת הסנדל בתשמיש המטה ,אסור באכילה ובשתייה ברחיצה בסיכה בנעילת הכנדל ובתשמיש המיטה ,9,9,4711,4711.0,3342,3340.0,0.08333333333333333,0.5,2070002386
ref-t.2.5.4.1.3-ref-t.2.5.4.1.11,ref-y.2.11.3.5.16.5-ref-y.2.11.3.5.16.14,407171,407236,ref-t.2.5.4.1.3,ref-t.2.5.4.1.11,2028722,2028784,ref-y.2.11.3.5.16.5,ref-y.2.11.3.5.16.14,אסור באכילה ובשתיה ברחיצה ובסיכה בנעילת הסנדל בתשמיש המטה ,אסור בהן כל שבעה ברחיצה בסיכה בנעילת הסנדל ובתשמיש המיטה ,9,10,5349,5349.0,3343,3340.0,0.20689655172413793,0.6428571428571428,2070002387
ref-t.2.5.4.3.20-ref-t.2.5.4.3.27,ref-y.1.5.9.5.1.9-ref-y.1.5.9.5.1.27,407645,407688,ref-t.2.5.4.3.20,ref-t.2.5.4.3.27,515449,515538,ref-y.1.5.9.5.1.9,ref-y.1.5.9.5.1.27,עלי קנים ועלי גפנים עלי תאנים ועלי חרובין ,עלי קנים אלא עלי גפנים עלי קנים אין להן ב יעוד ותני כן עלי קנים ועלי האוג ועלי חרובין ,8,19,1272,1271.0,3344,3344.0,0.5348837209302325,0.4444444444444444,2070002388
ref-t.2.5.4.4.4-ref-t.2.5.4.4.28,ref-y.2.5.8.5.1.40-ref-y.2.5.8.5.1.54,408153,408307,ref-t.2.5.4.4.4,ref-t.2.5.4.4.28,1486151,1486243,ref-y.2.5.8.5.1.40,ref-y.2.5.8.5.1.54,מאכילין אותו את הכל בקל נבילה ותרומ' מאכילין אותו מתרומה טבל ושביעית מאכילין אותו את הכל בקל נבילה ותרומ' מאכילין אותו מתרומה טבל ושביעית מאכילין אותו שביעית,מאכילין אותו את הכל בקל נבילה ותרומ' מאכילין אותו מתרומה טבל ושביעית מאכילין אותו את הכל בקל נבילה ותרומ' מאכילין אותו מתרומה טבל ושביעית מאכילין אותו שביעית,21,14,3968,3968.0,3345,3345.0,0.0,0.0,2070002389
ref-t.2.5.4.5.49-ref-t.2.5.4.5.56,ref-y.2.1.2.1.12.28-ref-y.2.1.2.1.12.41,408733,408790,ref-t.2.5.4.5.49,ref-t.2.5.4.5.56,923107,923189,ref-y.2.1.2.1.12.28,ref-y.2.1.2.1.12.41,טובלין כדרכן בלילי יום הכפורים הנדות והיולדות טובלות ,טובלין כדרכן ביום חוץ מנידה ויולרת שאינה טובלת אלא בלילה נידה שעבר זמנה טובלת ,8,14,2506,2506.0,3349,3347.0,0.5897435897435898,0.6666666666666667,2070002390
ref-t.2.5.4.5.38-ref-t.2.5.4.5.49,ref-y.2.5.8.1.4.68-ref-y.2.5.8.1.4.76,408668,408739,ref-t.2.5.4.5.38,ref-t.2.5.4.5.49,1478545,1478594,ref-y.2.5.8.1.4.68,ref-y.2.5.8.1.4.76,עובר כדרכו בים ובנהר אפי' עד צוארו ואינו חושש הזבין והזבות טובלין ,ועבר בים או בנהר אינו חושש ניטנפו רגליו מטבילן ,12,9,3948,3948.0,3347,3347.0,0.5757575757575758,0.7857142857142857,2070002391
ref-t.2.5.4.5.38-ref-t.2.5.4.5.49,ref-y.2.9.1.6.4.69-ref-y.2.9.1.6.4.77,408668,408739,ref-t.2.5.4.5.38,ref-t.2.5.4.5.49,1755977,1756026,ref-y.2.9.1.6.4.69,ref-y.2.9.1.6.4.77,עובר כדרכו בים ובנהר אפי' עד צוארו ואינו חושש הזבין והזבות טובלין ,ועבר בים או בנהר אינו חושש ניטנפו רגליו מטבילן ,12,9,4709,4709.0,3348,3347.0,0.5757575757575758,0.7857142857142857,2070002392
ref-t.2.5.4.5.108-ref-t.2.5.4.5.124,ref-y.4.6.1.6.2.39-ref-y.4.6.1.6.2.58,409073,409156,ref-t.2.5.4.5.108,ref-t.2.5.4.5.124,3342482,3342589,ref-y.4.6.1.6.2.39,ref-y.4.6.1.6.2.58,מכפרת על עבירות קלות על עשה ועל לא תעשה חוץ מלא תשא ואילו הן עבירות חמורות כריתות ,אילו הן קלות עשה ולא תעשה חמורות כריתות ומיתות בית דין כשם שהשעיר הנעשה בפני' מכפר על הזדונות ותולה על ,17,20,9599,9599.0,3350,3350.0,0.7281553398058253,0.6363636363636364,2070002393
ref-t.2.5.4.8.19-ref-t.2.5.4.8.22,ref-y.2.5.8.7.2.134-ref-y.2.5.8.7.2.137,409631,409654,ref-t.2.5.4.8.19,ref-t.2.5.4.8.22,1490001,1490024,ref-y.2.5.8.7.2.134,ref-y.2.5.8.7.2.137,ופקדתי בשבט פשעם וגו' ,ופקדתי בשבט פשעם וגו' ,4,4,3981,3981.0,3365,3351.0,0.0,0.0,2070002394
ref-t.2.5.4.6.5-ref-t.2.5.4.7.2,ref-y.2.5.8.7.2.142-ref-y.2.5.8.7.2.176,409329,409434,ref-t.2.5.4.6.5,ref-t.2.5.4.7.2,1490044,1490214,ref-y.2.5.8.7.2.142,ref-y.2.5.8.7.2.176,כפרה הן עבר על מצות עשה ועשה תשובה אין זז ממקומו עד שמוחלין לו שנ' שובו בנים שובבים ארפא משובתם עבר על ,יכופר העון הזה לכם עד תמותון הא ביצד עבר על מצות עשה ושב מיד אינו זז ממקומי ים הכיפורים פרק שמיני מה יומא עד עד שימחול לו עליו הכתוב אומר שובו בנים שובבים העובר על ,22,35,3982,3982.0,3351,3351.0,0.5914634146341463,0.6071428571428572,2070002395
ref-t.2.5.4.7.7-ref-t.2.5.4.8.65,ref-y.2.5.8.7.2.180-ref-y.2.5.8.7.2.264,409454,409890,ref-t.2.5.4.7.7,ref-t.2.5.4.8.65,1490229,1490727,ref-y.2.5.8.7.2.180,ref-y.2.5.8.7.2.264,כי ביו' חזה יכפר עליכם העובר על בריתות ומיתות בית דין במזיד התשובה ויום חכיפורים מכפרין מחצה והייסורין,ושב מיד התשובה תולה ויום הכיפורים מכפר עליו הכתוב אומר כי ביו' חזה יכפר עליכם העובר על בריתות ומיתות בית דין במזיד התשובה ויום חכיפורים מכפרין מחצה והייסורין,26,28,3983,3983.0,3356,3356.0,0.3503184713375796,0.19999999999999996,2070002396
ref-t.2.5.4.7.14-ref-t.2.5.4.7.19,ref-y.4.4.10.1.7.40-ref-y.4.4.10.1.7.47,409495,409524,ref-t.2.5.4.7.14,ref-t.2.5.4.7.19,3272443,3272483,ref-y.4.4.10.1.7.40,ref-y.4.4.10.1.7.47,כי ביום הזה יכפר עליכם וגו' ,כי ביום הזה יכפר עליכם לטהר אתכם וגומ' ,6,8,9397,9396.0,3358,3351.0,0.28205128205128205,0.5,2070002397
ref-t.2.5.4.6.7-ref-t.2.5.4.8.4,ref-y.4.4.10.1.7.68-ref-y.4.4.10.1.7.111,409337,409546,ref-t.2.5.4.6.7,ref-t.2.5.4.8.4,3272594,3272836,ref-y.4.4.10.1.7.68,ref-y.4.4.10.1.7.111,"העובר על מצות עשה ושב מיד אינו זז ממקומו עד שימחול לו הק""בה ועליו הוא אומר שובו בנים שובכים ארפא מושבותיכם העובר על מצות עשה ושב מיד אינו זז ממקומו עד שימחול לו הק""בה ועליו הוא אומר שובו בנים שובכים ארפא מושבותיכם העובר על מצות בלא תעשה התשובה תולה ויום הכיפורים מכפר ועליו הוא אומר כי ביום הזה יכפר עליכם וגו' העובר על הבריתות ומיתות","העובר על מצות עשה ושב מיד אינו זז ממקומו עד שימחול לו הק""בה ועליו הוא אומר שובו בנים שובכים ארפא מושבותיכם העובר על מצות עשה ושב מיד אינו זז ממקומו עד שימחול לו הק""בה ועליו הוא אומר שובו בנים שובכים ארפא מושבותיכם העובר על מצות בלא תעשה התשובה תולה ויום הכיפורים מכפר ועליו הוא אומר כי ביום הזה יכפר עליכם וגו' העובר על הבריתות ומיתות",20,23,9398,9398.0,3354,3354.0,0.0,0.0,2070002398
ref-t.2.5.4.8.11-ref-t.2.5.4.8.51,ref-y.4.4.10.1.7.126-ref-y.4.4.10.1.7.156,409579,409818,ref-t.2.5.4.8.11,ref-t.2.5.4.8.51,3272927,3273108,ref-y.4.4.10.1.7.126,ref-y.4.4.10.1.7.156,אבל מי שנתחלל בו שם שמים אין כח בתשובה לתלות ולא יום הכיפורים לכפר ולא הייסורים למרק אלא התשוכה ויום הכיפורים מכפרין שליש וייסורין שליש ומיתה ממרקת,ופקדתי בשבט פשעם וגו' אבל מי שנתחלל,41,31,9402,9401.0,3361,3361.0,0.8639455782312925,0.8947368421052632,2070002399
ref-t.2.5.4.8.31-ref-t.2.5.4.8.51,ref-y.4.6.1.6.6.54-ref-y.4.6.1.6.6.62,409692,409818,ref-t.2.5.4.8.31,ref-t.2.5.4.8.51,3343831,3343882,ref-y.4.6.1.6.6.54,ref-y.4.6.1.6.6.62,יום הביפורים מכפר בלא תשובה ומיתה ממרקת בלא תשובה,יום הביפורים מכפר בלא תשובה ומיתה ממרקת בלא תשובה,21,9,9601,9601.0,3370,3370.0,0.0,0.0,2070002400
ref-t.2.5.4.7.14-ref-t.2.5.4.7.19,ref-y.4.6.1.6.7.36-ref-y.4.6.1.6.7.41,409495,409524,ref-t.2.5.4.7.14,ref-t.2.5.4.7.19,3344158,3344187,ref-y.4.6.1.6.7.36,ref-y.4.6.1.6.7.41,כי ביום הזה יכפר עליכם וגו' ,כי ביום הזה יכפר עליכם וגו' ,6,6,9605,9605.0,3359,3351.0,0.0,0.0,2070002401
ref-t.2.5.4.6.5-ref-t.2.5.4.8.22,ref-y.4.6.1.6.7.45-ref-y.4.6.1.6.7.102,409329,409654,ref-t.2.5.4.6.5,ref-t.2.5.4.8.22,3344204,3344495,ref-y.4.6.1.6.7.45,ref-y.4.6.1.6.7.102,יכופר העון הזה לכם עד תמותון הא כיצד עבר על מצות עשה ועשה תשובה אינו זז משם עד שיימחל לו עליו הכתו' אומר שובו בנים שובבים וגו' עבר על מצות לא תעשה ושב מיד התשובה תולה ויום הכיפורים מכפר עליו הכתוב אומר כי ביום הזה יכפר עליכם עבר על כריתות,ופקדתי בשבט פשעם וגו' וכתוב אחר אומר אם יכופר העון הזה לכם עד תמותון הא כיצד עבר על מצות עשה ועשה תשובה אינו זז משם עד שיימחל לו עליו הכתו' אומר שובו בנים שובבים וגו' עבר על מצות לא תעשה ושב מיד התשובה תולה ויום הכיפורים מכפר עליו הכתוב אומר כי ביום הזה יכפר עליכם עבר על כריתות,42,58,9607,9606.0,3352,3352.0,0.14388489208633093,0.125,2070002402
ref-t.2.5.4.8.13-ref-t.2.5.4.8.39,ref-y.4.6.1.6.7.119-ref-y.4.6.1.6.7.141,409594,409741,ref-t.2.5.4.8.13,ref-t.2.5.4.8.39,3344602,3344727,ref-y.4.6.1.6.7.119,ref-y.4.6.1.6.7.141,בשבט פשעם ובנגעים עוונם אבל מי שנתחלל שם שמים על ידו אין בח לא לתשובה לתלות ולא ליו' הכיפורי' לכפר ולא לייסורין למרק,בשבט פשעם ובנגעים עוונם אבל מי שנתחלל שם שמים על ידו אין בח לא לתשובה לתלות ולא ליו' הכיפורי' לכפר ולא לייסורין למרק,27,23,9610,9609.0,3362,3362.0,0.0,0.0,2070002403
ref-t.2.5.4.8.50-ref-t.2.5.4.8.65,ref-y.4.6.1.6.7.147-ref-y.4.6.1.6.7.164,409806,409890,ref-t.2.5.4.8.50,ref-t.2.5.4.8.65,3344760,3344857,ref-y.4.6.1.6.7.147,ref-y.4.6.1.6.7.164,ומיתה ממרקת עם הייסורין ועל זה נאמ' אם יכופר העון הזה וגו' מלמד שיום מיתה ממרק ,ומיתה ממרקת עם הייסורין עליו הכתוב או' אם יכופר העון הזה לכם עד תמותון הא למדנו שהמיתה ממרקת ,16,18,9611,9611.0,3372,3351.0,0.3333333333333333,0.5909090909090908,2070002404
ref-t.2.5.4.9.40-ref-t.2.5.4.9.53,ref-y.4.6.1.6.6.54-ref-y.4.6.1.6.6.80,410087,410170,ref-t.2.5.4.9.40,ref-t.2.5.4.9.53,3343831,3343978,ref-y.4.6.1.6.6.54,ref-y.4.6.1.6.6.80,יום הביפורים מכפר בלא תשובה ומיתה ממרקת בלא תשובה ותני כן יום מיתה כתשובה מאן תניתה ר' הדא היא דתנינן תמן מיתה ויו' הכיפורים מכפרין עם התשובה,יום הביפורים מכפר בלא תשובה ומיתה ממרקת בלא תשובה ותני כן יום מיתה כתשובה מאן תניתה ר' הדא היא דתנינן תמן מיתה ויו' הכיפורים מכפרין עם התשובה,14,26,9603,9603.0,3373,3373.0,0.0,0.0,2070002405
ref-t.2.5.4.10.17-ref-t.2.5.4.10.22,ref-y.1.1.4.1.32.481-ref-y.1.1.4.1.32.486,410262,410287,ref-t.2.5.4.10.17,ref-t.2.5.4.10.22,94413,94439,ref-y.1.1.4.1.32.481,ref-y.1.1.4.1.32.486,שנ' כי לא תעזב נפשי לשאול ,שנ' כי לא תעזוב נפשי לשאול ,6,6,176,176.0,3375,3375.0,0.037037037037037035,0.0,2070002406
ref-t.2.5.4.13.37-ref-t.2.5.4.13.45,ref-y.1.2.1.1.55.71-ref-y.1.2.1.1.55.79,410861,410897,ref-t.2.5.4.13.37,ref-t.2.5.4.13.45,223452,223486,ref-y.1.2.1.1.55.71,ref-y.1.2.1.1.55.79,הן כל אלה יפעל אל פעמים ושלש עם גבר ,הן כל אלה יפעל אל פעמים שלש עם גבר ,9,9,456,456.0,3377,3376.0,0.027777777777777776,0.0,2070002407
ref-t.2.5.4.13.37-ref-t.2.5.4.13.45,ref-y.3.7.1.9.3.77-ref-y.3.7.1.9.3.85,410861,410897,ref-t.2.5.4.13.37,ref-t.2.5.4.13.45,2884619,2884654,ref-y.3.7.1.9.3.77,ref-y.3.7.1.9.3.85,הן כל אלה יפעל אל פעמים ושלש עם גבר ,הן כל אלה יפעל אל פעמיים שלש עם גבר ,9,9,8125,8125.0,3378,3376.0,0.05555555555555555,0.0,2070002408
