baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-d,baseOrder,grp-ref-m,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-m.3.3.11.10.20-ref-m.3.3.11.10.28,ref-sifre-d.238.5.2-ref-sifre-d.238.6.3,367477,367522,ref-m.3.3.11.10.20,ref-m.3.3.11.10.28,237628,237677,ref-sifre-d.238.5.2,ref-sifre-d.238.6.3,נערה בוגרת ומת אביה נערה שלא בגרה ומת אביה ,לאבי הנערה ולא לאבי בוגרת ונתנו לאבי הנערה ,9,8,627,627.0,325,324.0,0.7441860465116279,0.7777777777777778,1,בוגרת,1060000238,9,8
ref-m.3.3.11.10.12-ref-m.3.3.11.10.33,ref-sifre-d.245.2.1-ref-sifre-d.245.3.5,367434,367549,ref-m.3.3.11.10.12,ref-m.3.3.11.10.33,243638,243732,ref-sifre-d.245.2.1,ref-sifre-d.245.3.5,נערה שלא בגרה והיא יתומה בוגרת ומת אביה נערה בוגרת ומת אביה נערה שלא בגרה ומת אביה נערה שמת אביה ומשמת אביה ,לאבי הנערה כל שכיבה לאבי הנערה שיהיה שלו השוכב כל שכיבה לאבי הנערה ולא לאבי הבוגרות ,22,16,639,639.0,324,324.0,0.6481481481481481,0.8571428571428572,0,,1060000239,22,16
ref-m.3.4.7.1.57-ref-m.3.4.7.2.1,ref-sifre-d.71.6.53-ref-sifre-d.71.6.68,380249,380309,ref-m.3.4.7.1.57,ref-m.3.4.7.2.1,115716,115804,ref-sifre-d.71.6.53,ref-sifre-d.71.6.68,שאין קדושתו קדושת עולם ואל יטמא כהן שקדושתו קדושת עולם על ,קדושתו מרחם וקדושתו חלה עליו על בעל מום קבוע תאמר בקדשים שאין קדושתם מרחם ואין קדושה ,11,10,144,144.0,326,326.0,0.6588235294117647,0.75,2,קדושתו על,1060000240,11,16
ref-m.3.4.7.1.57-ref-m.3.4.7.2.1,ref-sifre-d.124.3.86-ref-sifre-d.124.3.100,380249,380309,ref-m.3.4.7.1.57,ref-m.3.4.7.2.1,161029,161119,ref-sifre-d.124.3.86,ref-sifre-d.124.3.100,שאין קדושתו קדושת עולם ואל יטמא כהן שקדושתו קדושת עולם על ,קדושתו מרחם וקדושתו חלה עליו בבעל מום קבוע תאמר בקדשים שאין קדושתם מרחם ואין קדושתם ,11,9,304,303.0,327,326.0,0.6666666666666666,0.75,1,קדושתו,1060000241,11,15
ref-m.3.4.7.4.88-ref-m.3.4.7.4.92,ref-sifre-d.218.8.1-ref-sifre-d.218.8.5,381404,381442,ref-m.3.4.7.4.88,ref-m.3.4.7.4.92,221047,221087,ref-sifre-d.218.8.1,ref-sifre-d.218.8.5,וכשבאתי והרציתי דברים לפני רבי יהושע ,וכשבאתי והרציתי הדברים לפני רבי יהודה ,6,6,534,534.0,328,328.0,0.0789473684210526,0.2857142857142857,4,וכשבאתי והרציתי לפני רבי,1060000242,6,6
ref-m.3.4.9.2.42-ref-m.3.4.9.2.52,ref-sifre-d.75.12.7-ref-sifre-d.75.12.19,383417,383474,ref-m.3.4.9.2.42,ref-m.3.4.9.2.52,121427,121492,ref-sifre-d.75.12.7,ref-sifre-d.75.12.19,טהור ליטהר מטומאת מת טמא שחזקת טמא טמא וחזקת טהור טהור ,"בטהרה ת""ל הטהור והטמא יאכלנו אין לי אלא טמא טהור מנין ת""ל טהור ",11,6,175,175.0,329,329.0,0.6190476190476191,0.8,3,טמא טהור טהור,1060000243,11,13
ref-m.3.4.9.5.4-ref-m.3.4.9.5.19,ref-sifre-d.310.7.16-ref-sifre-d.310.8.13,384132,384224,ref-m.3.4.9.5.4,ref-m.3.4.9.5.19,317178,317292,ref-sifre-d.310.7.16,ref-sifre-d.310.8.13,כדברי רבי נהוראי שנאמר ומורה לא יעלה על ראשו נאמר בשמשון ומורה ונאמר בשמואל ומורה מה ,דבר מאחריך לאמר ואומר לא יכנף עוד מוריך זקניך ויאמרו לך מה שהראיתי לזקנים בהר כענין שנאמר ואל משה אמר עלה ,16,21,931,931.0,330,330.0,0.6792452830188679,0.7619047619047619,2,לא מה,1060000244,16,21
ref-m.3.4.9.5.56-ref-m.3.5.1.1.29,ref-sifre-d.188.10.19-ref-sifre-d.188.11.9,384412,384563,ref-m.3.4.9.5.56,ref-m.3.5.1.1.29,200368,200499,ref-sifre-d.188.10.19,ref-sifre-d.188.11.9,מורה של בשר ודם המקנא לאשתו רבי אליעזר אומר מקנא לה על פי שנים ומשקה על פי עד אחד או על פי עצמו רבי יהושע אומר מקנא לה על פי שנים ומשקה על פי שנים ,אמרו ריש סוטה המקנא לאשתו רבי אליעזר אומר מקנא על פי שנים ומשקה לה על פי עד אחד רבי יהושע אומר מקנא על פי שנים ומשקה על פי שנים ,35,29,437,437.0,331,331.0,0.2448979591836734,0.6111111111111112,11,המקנא לאשתו רבי_אליעזר_אומר מקנא על_פי_שנים ומשקה על_פי_עד_אחד מקנא על_פי_שנים ומשקה על_פי_שנים,1060000245,35,29
ref-m.3.5.1.6.46-ref-m.3.5.1.7.6,ref-sifre-d.318.8.11-ref-sifre-d.318.8.20,385910,385955,ref-m.3.5.1.6.46,ref-m.3.5.1.7.6,328153,328201,ref-sifre-d.318.8.11,ref-sifre-d.318.8.20,תעשינה כזמתכנה במדה שאדם מודד בה מודדין לו ,"עשה עמי אמר להם הקב""ה במדה שמדדתם בי מדדתי לכם ",3,10,937,937.0,332,332.0,0.6382978723404256,0.9166666666666666,1,במדה,1060000246,8,10
ref-m.3.5.2.4.5-ref-m.3.5.2.4.16,ref-sifre-d.160.5.5-ref-sifre-d.160.5.15,388173,388236,ref-m.3.5.2.4.5,ref-m.3.5.2.4.16,185028,185080,ref-sifre-d.160.5.5,ref-sifre-d.160.5.15,הלוח ולא על הנייר ולא על הדפתרא אלא על המגילה שנאמר בספר ,לוח ולא על נייר אלא יכתבנו על המגילה שנאמר על ספר ,12,11,380,380.0,333,333.0,0.3157894736842105,0.5454545454545454,6,ולא על אלא על המגילה שנאמר,1060000247,12,11
ref-m.3.5.3.8.59-ref-m.3.5.3.8.64,ref-sifre-d.221.1.8-ref-sifre-d.221.1.17,390858,390892,ref-m.3.5.3.8.59,ref-m.3.5.3.8.64,222951,223004,ref-sifre-d.221.1.8,ref-sifre-d.221.1.17,האיש נתלה ואין האשה נתלית האיש ,האיש נתלה ואין האשה נתלית רבי אליעזר אומר אף האשה ,6,10,549,549.0,336,334.0,0.4,0.3333333333333333,5,האיש נתלה ואין האשה נתלית,1060000248,6,10
ref-m.3.5.3.8.34-ref-m.3.5.3.8.60,ref-sifre-d.221.9.1-ref-sifre-d.221.9.17,390732,390868,ref-m.3.5.3.8.34,ref-m.3.5.3.8.60,224038,224131,ref-sifre-d.221.9.1,ref-sifre-d.221.9.17,האיש נסקל ערום ואין האשה נסקלת ערומה רבי יהודה אומר אחד האיש נסקל ערום ואין האשה נסקלת ערומה רבי יהודה אומר אחד האיש ואחד האשה אלא שהאיש תולין,האיש נסקל ערום ואין האשה נסקלת ערומה רבי יהודה אומר אחד האיש נסקל ערום ואין האשה נסקלת ערומה רבי יהודה אומר אחד האיש ואחד האשה אלא שהאיש תולין,16,16,556,556.0,334,334.0,0.0,0.0,24,האיש נסקל ערום ואין האשה נסקלת ערומה רבי_יהודה_אומר אחד האיש נסקל ערום ואין האשה נסקלת ערומה רבי_יהודה_אומר אחד האיש ואחד האשה אלא שהאיש תולין,1060000249,28,28
ref-m.3.5.5.4.15-ref-m.3.5.5.4.21,ref-sifre-d.26.9.120-ref-sifre-d.26.9.128,392952,393002,ref-m.3.5.5.4.15,ref-m.3.5.5.4.21,30056,30098,ref-sifre-d.26.9.120,ref-sifre-d.26.9.128,ויאמרו לאמר שאין תלמוד לומר לאמר ומה תלמוד לומר ,"אומר בעת ההיא לאמר שאין ת""ל לאמר מה ת""ל ",9,9,23,23.0,337,337.0,0.5833333333333334,0.6666666666666667,3,לאמר שאין לאמר,1060000250,9,9
ref-m.3.5.6.3.4-ref-m.3.5.6.3.33,ref-sifre-d.188.11.15-ref-sifre-d.188.11.43,393881,394050,ref-m.3.5.6.3.4,ref-m.3.5.6.3.33,200515,200674,ref-sifre-d.188.11.15,ref-sifre-d.188.11.43,אם עדות ראשונה שאין אוסרתה איסור עולם אינה מתקיימת בפחות משנים עדות אחרונה שאוסרתה איסור עולם אינו דין שלא תתקיים בפחות משנים תלמוד לומר ועד אין בה כל עדות שיש בה ,אם עדות הראשון שאינה אוסרתה איסור עולם אין מתקיימת פחות משנים עדות שניה שאוסרתה איסור עולם אינו דין שלא תתקיים פחות משנים תלמוד לומר ועד אין בה כל שיש בה ,31,30,438,438.0,338,338.0,0.1165644171779141,0.05,22,אם עדות אוסרתה איסור עולם מתקיימת משנים עדות שאוסרתה איסור עולם אינו_דין_שלא תתקיים משנים תלמוד לומר ועד אין בה כל שיש בה,1060000251,31,30
ref-m.3.5.6.3.42-ref-m.3.5.6.3.60,ref-sifre-d.188.11.16-ref-sifre-d.188.11.34,394091,394202,ref-m.3.5.6.3.42,ref-m.3.5.6.3.60,200518,200629,ref-sifre-d.188.11.16,ref-sifre-d.188.11.34,עדות אחרונה שאוסרתה איסור עולם הרי היא מתקיימת בעד אחד עדות הראשונה שאין אוסרתה איסור עולם אינו דין שתתקיים ,עדות הראשון שאינה אוסרתה איסור עולם אין מתקיימת פחות משנים עדות שניה שאוסרתה איסור עולם אינו דין שלא תתקיים ,19,19,439,438.0,339,339.0,0.3611111111111111,0.5263157894736843,7,עדות איסור עולם מתקיימת עדות איסור עולם,1060000252,19,19
ref-m.3.5.7.3.15-ref-m.3.5.7.3.24,ref-sifre-d.62.4.15-ref-sifre-d.62.4.26,394846,394900,ref-m.3.5.7.3.15,ref-m.3.5.7.3.24,110152,110212,ref-sifre-d.62.4.15,ref-sifre-d.62.4.26,מה שמי האמור להלן בלשון הקדש אף שמי האמור כאן בלשון הקדש,מה שמי האמור להלן בלשון הקדש אף שמי האמור כאן בלשון הקדש,12,12,116,116.0,347,347.0,0.0,0.0,12,מה שמי האמור להלן בלשון הקדש אף שמי האמור כאן בלשון הקדש,1060000253,12,12
ref-m.3.5.7.4.11-ref-m.3.5.7.4.25,ref-sifre-d.62.4.15-ref-sifre-d.62.4.26,394962,395045,ref-m.3.5.7.4.11,ref-m.3.5.7.4.25,110152,110212,ref-sifre-d.62.4.15,ref-sifre-d.62.4.26,מה שמי האמור להלן בלשון הקדש אף שמי האמור כאן בלשון הקדש,מה שמי האמור להלן בלשון הקדש אף שמי האמור כאן בלשון הקדש,12,12,117,117.0,354,354.0,0.0,0.0,12,מה שמי האמור להלן בלשון הקדש אף שמי האמור כאן בלשון הקדש,1060000254,12,12
ref-m.3.5.7.3.14-ref-m.3.5.7.3.24,ref-sifre-d.230.3.6-ref-sifre-d.230.4.2,394839,394900,ref-m.3.5.7.3.14,ref-m.3.5.7.3.24,231456,231529,ref-sifre-d.230.3.6,ref-sifre-d.230.4.2,נאמר כאן קדש ונאמר להלן קדש מה להלן איסור הנאה אף כאן איסור הנאה פן תקדש,נאמר כאן קדש ונאמר להלן קדש מה להלן איסור הנאה אף כאן איסור הנאה פן תקדש,5,5,607,607.0,345,345.0,0.0,0.0,16,נאמר כאן קדש ונאמר להלן קדש מה להלן איסור הנאה אף כאן איסור הנאה פן תקדש,1060000255,16,16
ref-m.3.5.7.4.10-ref-m.3.5.7.4.20,ref-sifre-d.230.3.6-ref-sifre-d.230.4.2,394955,395016,ref-m.3.5.7.4.10,ref-m.3.5.7.4.20,231456,231529,ref-sifre-d.230.3.6,ref-sifre-d.230.4.2,נאמר כאן קדש ונאמר להלן קדש מה להלן איסור הנאה אף כאן איסור הנאה פן תקדש,נאמר כאן קדש ונאמר להלן קדש מה להלן איסור הנאה אף כאן איסור הנאה פן תקדש,5,5,608,608.0,352,352.0,0.0,0.0,16,נאמר כאן קדש ונאמר להלן קדש מה להלן איסור הנאה אף כאן איסור הנאה פן תקדש,1060000256,16,16
ref-m.3.5.7.3.14-ref-m.3.5.7.3.22,ref-sifre-d.289.9.18-ref-sifre-d.289.9.51,394839,394887,ref-m.3.5.7.3.14,ref-m.3.5.7.3.22,274954,275097,ref-sifre-d.289.9.18,ref-sifre-d.289.9.51,ואמרו מה ענייה האמורה להלן בלשון הקדש אף כאן ,נאמר כאן שם ונאמר להלן שם מה שם האמור להלן נחלה אף שם האמור כאן נחלה מה שם האמור לשם זרע אף שם האמור כאן זרע  מה שם האמור להלן זרע אף כאן ,9,17,833,833.0,344,344.0,0.7536231884057971,0.6363636363636364,4,מה להלן אף כאן,1060000257,9,33
ref-m.3.5.7.4.10-ref-m.3.5.7.4.18,ref-sifre-d.289.9.18-ref-sifre-d.289.9.51,394955,395003,ref-m.3.5.7.4.10,ref-m.3.5.7.4.18,274954,275097,ref-sifre-d.289.9.18,ref-sifre-d.289.9.51,ואמרו מה ענייה האמורה להלן בלשון הקדש אף כאן ,נאמר כאן שם ונאמר להלן שם מה שם האמור להלן נחלה אף שם האמור כאן נחלה מה שם האמור לשם זרע אף שם האמור כאן זרע  מה שם האמור להלן זרע אף כאן ,9,17,834,833.0,351,351.0,0.7536231884057971,0.6363636363636364,4,מה להלן אף כאן,1060000258,9,33
ref-m.3.5.7.3.9-ref-m.3.5.7.4.28,ref-sifre-d.291.5.38-ref-sifre-d.291.6.20,394810,395059,ref-m.3.5.7.3.9,ref-m.3.5.7.4.28,276432,276564,ref-sifre-d.291.5.38,ref-sifre-d.291.6.20,חליצתה כשרה וענתה ואמרה נאמר כאן ענייה ונאמר להלן ענייה מה ענייה האמורה להלן בלשון הקדש אף ענייה האמורה כאן בלשון הקדש,אומר חליצתה כשרה וענתה ואמרה נאמר כאן ענייה ונאמר להלן ענייה מה ענייה האמורה להלן בלשון הקדש אף ענייה האמורה כאן,6,5,846,846.0,342,342.0,0.135593220338983,0.0,20,חליצתה כשרה וענתה ואמרה נאמר כאן ענייה ונאמר להלן ענייה מה ענייה האמורה להלן בלשון הקדש אף ענייה האמורה כאן,1060000259,22,21
ref-m.3.5.7.3.1-ref-m.3.5.7.4.28,ref-sifre-d.300.2.52-ref-sifre-d.301.2.4,394765,395059,ref-m.3.5.7.3.1,ref-m.3.5.7.4.28,284148,284259,ref-sifre-d.300.2.52,ref-sifre-d.301.2.4,קורא וענית נאמר כאן ענייה ונאמר להלן ענייה מה להלן בלשון הקודש אף כאן בלשון הקודש וענית ואמרת,קורא וענית נאמר כאן ענייה ונאמר להלן ענייה מה להלן בלשון הקודש אף כאן בלשון הקודש וענית ואמרת,7,7,880,880.0,340,340.0,0.0,0.0,18,קורא וענית נאמר כאן ענייה ונאמר להלן ענייה מה להלן בלשון הקודש אף כאן בלשון הקודש וענית ואמרת,1060000260,18,18
ref-m.3.5.7.5.40-ref-m.3.5.7.5.50,ref-sifre-d.43.24.43-ref-sifre-d.43.25.16,395284,395336,ref-m.3.5.7.5.40,ref-m.3.5.7.5.50,82463,82537,ref-sifre-d.43.24.43,ref-sifre-d.43.25.16,מה אלון מורה האמור להלן שכם אף אלון מורה האמור כאן ,אפו נאמר כאן אף ונאמר להלן אף חרי מה חרי אף האמור להלן חרב אף חרי האמור ,1,5,73,73.0,362,356.0,0.6666666666666666,0.5555555555555556,5,מה האמור להלן אף האמור,1060000261,11,17
ref-m.3.5.7.5.11-ref-m.3.5.7.5.15,ref-sifre-d.55.2.13-ref-sifre-d.55.2.30,395128,395150,ref-m.3.5.7.5.11,ref-m.3.5.7.5.15,104083,104170,ref-sifre-d.55.2.13,ref-sifre-d.55.2.30,הר גריזים והקללה על הר עיבל והלא כבר נאמר ואלה יעמדו לברך את העם על הר גריזים ואלה,הר גריזים והקללה על הר עיבל והלא כבר נאמר ואלה יעמדו לברך את העם על הר גריזים ואלה,18,18,100,100.0,358,358.0,0.0,0.0,16,הר גריזים והקללה על הר עיבל והלא_כבר_נאמר ואלה יעמדו לברך את העם על הר גריזים ואלה,1060000262,18,18
ref-m.3.5.7.5.5-ref-m.3.5.7.5.26,ref-sifre-d.55.2.98-ref-sifre-d.56.1.7,395096,395217,ref-m.3.5.7.5.5,ref-m.3.5.7.5.26,104526,104603,ref-sifre-d.55.2.98,ref-sifre-d.56.1.7,הר גריזים ובשעת קללות אל הר עיבל הלא המה בעבר הירדן מעבר הירדן ואילך,אל הר גריזים ובשעת קללות אל הר עיבל הלא המה בעבר הירדן מעבר הירדן ואילך,14,15,104,104.0,356,356.0,0.0422535211267605,0.0,14,הר גריזים ובשעת קללות אל הר עיבל הלא המה בעבר הירדן מעבר הירדן ואילך,1060000263,14,15
ref-m.3.5.7.5.31-ref-m.3.5.7.5.51,ref-sifre-d.56.1.21-ref-sifre-d.56.1.39,395241,395340,ref-m.3.5.7.5.31,ref-m.3.5.7.5.51,104670,104760,ref-sifre-d.56.1.21,ref-sifre-d.56.1.39,ויעבר אברם בארץ עד מקום שכם עד אלון מורה מה אלון מורה האמור להלן שכם אף אלון מורה האמור כאן שכם ,ויעבר אברהם בארץ עד מקום שכם עד אלון מורה מה אלון האמור להלן שכם אף אלון האמור כאן שכם ,11,19,106,106.0,361,356.0,0.1145833333333333,0.0,18,ויעבר בארץ עד מקום שכם עד אלון מורה מה אלון האמור להלן שכם אף אלון האמור כאן שכם,1060000264,21,19
ref-m.3.5.7.5.11-ref-m.3.5.7.5.51,ref-sifre-d.56.1.57-ref-sifre-d.56.1.98,395128,395340,ref-m.3.5.7.5.11,ref-m.3.5.7.5.51,104853,105067,ref-sifre-d.56.1.57,ref-sifre-d.56.1.98,הר גריזים ואל הר עיבל שבשומרון שבצד שכם שבאצל אלוני מורה שנאמר הלא המה בעבר הירדן וגומר ולהלן הוא אומר ויעבר אברם בארץ עד מקום שכם עד אלון מורה מה אלון מורה האמור להלן שכם אף אלון מורה האמור כאן שכם ,אצל אלוני מורה אף אנו מודים שזה הוא הר גריזים והר עיבל שבין הכותים אנו למדנו מגזירה שוה שנא' הלא המה בעבר הירדן ולהלן הוא אומר ויעבר אברם בארץ וגו' מה אלון מורה האמור להלן שכם אף אלון מורה האמור כאן שכם ,31,32,107,107.0,360,356.0,0.4679802955665024,0.5757575757575757,22,הר גריזים עיבל הלא המה בעבר הירדן ויעבר אברם בארץ מה אלון מורה האמור להלן שכם אף אלון מורה האמור כאן שכם,1060000265,41,42
ref-m.3.5.7.5.40-ref-m.3.5.7.5.50,ref-sifre-d.107.18.15-ref-sifre-d.107.18.36,395284,395336,ref-m.3.5.7.5.40,ref-m.3.5.7.5.50,147601,147715,ref-sifre-d.107.18.15,ref-sifre-d.107.18.36,מה אלון מורה האמור להלן שכם אף אלון מורה האמור כאן ,מה שמחה האמורה כאן להלן שלמים אף שמחה האמורה להלן כאן שלמים אי מה שמחה האמורה להלן עולה ושלמים אף שמחה האמורה ,1,16,252,251.0,363,356.0,0.6545454545454545,0.5555555555555556,4,מה להלן אף כאן,1060000266,11,22
ref-m.3.5.7.5.40-ref-m.3.5.7.5.50,ref-sifre-d.109.2.9-ref-sifre-d.109.3.10,395284,395336,ref-m.3.5.7.5.40,ref-m.3.5.7.5.50,148151,148238,ref-sifre-d.109.2.9,ref-sifre-d.109.3.10,מה אלון מורה האמור להלן שכם אף אלון מורה האמור כאן ,מה קץ האמור להלן רגל אף קץ האמור כאן רגל אי מה קץ האמור להלן חג הסוכות אף קץ האמור ,1,12,253,253.0,364,356.0,0.6506024096385542,0.6,6,מה האמור להלן אף האמור כאן,1060000267,11,20
