baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.2.5.2.12.83-ref-t.2.5.2.12.102,ref-bible.0102.26.33.9-ref-bible.0102.26.34.4,399405,399504,ref-t.2.5.2.12.83,ref-t.2.5.2.12.102,158191,158278,ref-bible.0102.26.33.9,ref-bible.0102.26.34.4,לפרכת את ארון העדות והבדילה הפרכת לכם בין הקדש ובין קדש הקדשים ונתת את הכפרת על,לפרכת את ארון העדות והבדילה הפרכת לכם בין הקדש ובין קדש הקדשים ונתת את הכפרת על,16,16,122,122.0,212,212.0,0.0,0.0,16,לפרכת את ארון העדות והבדילה הפרכת לכם בין הקדש ובין קדש הקדשים ונתת את הכפרת על,2090000181,16,16
ref-t.2.5.2.15.46-ref-t.2.5.2.15.57,ref-bible.0205.8.8.3-ref-bible.205.8.8.13,400497,400560,ref-t.2.5.2.15.46,ref-t.2.5.2.15.57,666618,666676,ref-bible.0205.8.8.3,ref-bible.0205.8.8.13,ולא יראו החוצה יכול לא היו נראין מתוכה ת'ל ויראו ראשי הבדים ,ויראו ראשי הבדים מן הקדש על פני הדביר ולא יראו החוצה ,12,11,683,682.0,214,214.0,0.6666666666666666,0.6428571428571428,3,ויראו ראשי הבדים,2090000182,12,11
ref-t.2.5.2.15.46-ref-t.2.5.2.15.57,ref-bible.0313.5.9.3-ref-bible.313.5.9.13,400497,400560,ref-t.2.5.2.15.46,ref-t.2.5.2.15.57,1522497,1522556,ref-bible.0313.5.9.3,ref-bible.0313.5.9.13,ולא יראו החוצה יכול לא היו נראין מתוכה ת'ל ויראו ראשי הבדים ,ויראו ראשי הבדים מן הארון על פני הדביר ולא יראו החוצה ,12,11,1186,1185.0,215,214.0,0.6666666666666666,0.5384615384615384,3,ויראו ראשי הבדים,2090000183,12,11
ref-t.2.5.2.15.75-ref-t.2.5.2.15.81,ref-bible.0304.1.13.1-ref-bible.304.1.13.7,400671,400702,ref-t.2.5.2.15.75,ref-t.2.5.2.15.81,1334589,1334619,ref-bible.0304.1.13.1,ref-bible.0304.1.13.7,צרור המור דודי לי בין שדי ילין ,צרור המר דודי לי בין שדי ילין ,7,7,1037,1037.0,216,216.0,0.032258064516129,0.0,6,צרור דודי לי בין שדי ילין,2090000184,7,7
ref-t.2.5.2.16.42-ref-t.2.5.2.16.52,ref-bible.0312.2.13.8-ref-bible.312.2.15.4,400914,400970,ref-t.2.5.2.16.42,ref-t.2.5.2.16.52,1458724,1458791,ref-bible.0312.2.13.8,ref-bible.0312.2.15.4,ושתים אחת ושלש אחת וארבע אחת וחמש אחת ושש אחת ושבע ,השני ושמעא השלישי נתנאל הרביעי רדי החמישי אצם הששי דויד השבעי ,1,11,1110,1110.0,217,217.0,0.5806451612903226,0.6153846153846154,0,,2090000185,11,11
ref-t.2.5.2.16.42-ref-t.2.5.2.16.52,ref-bible.0312.12.10.4-ref-bible.312.12.12.4,400914,400970,ref-t.2.5.2.16.42,ref-t.2.5.2.16.52,1481937,1482005,ref-bible.0312.12.10.4,ref-bible.0312.12.12.4,ושתים אחת ושלש אחת וארבע אחת וחמש אחת ושש אחת ושבע ,השני אליאב השלשי משמנה הרביעי ירמיה החמשי עתי הששי אליאל השבעי ,1,11,1141,1141.0,218,217.0,0.5714285714285714,0.6153846153846154,0,,2090000186,11,11
ref-t.2.5.2.16.42-ref-t.2.5.2.16.52,ref-bible.0312.24.7.6-ref-bible.312.24.10.2,400914,400970,ref-t.2.5.2.16.42,ref-t.2.5.2.16.52,1503349,1503424,ref-bible.0312.24.7.6,ref-bible.0312.24.10.2,ושתים אחת ושלש אחת וארבע אחת וחמש אחת ושש אחת ושבע ,השני לחרם השלישי לשערים הרבעי למלכיה החמישי למימן הששי להקוץ השבעי ,1,11,1150,1150.0,219,217.0,0.6119402985074627,0.6153846153846154,0,,2090000187,11,11
ref-t.2.5.2.16.42-ref-t.2.5.2.16.52,ref-bible.0312.26.2.6-ref-bible.312.26.3.6,400914,400970,ref-t.2.5.2.16.42,ref-t.2.5.2.16.52,1506114,1506193,ref-bible.0312.26.2.6,ref-bible.0312.26.3.6,ושתים אחת ושלש אחת וארבע אחת וחמש אחת ושש אחת ושבע ,השני זבדיהו השלישי יתניאל הרביעי עילם החמישי יהוחנן הששי אליהועיני השביעי ,1,11,1169,1169.0,220,217.0,0.6216216216216216,0.6153846153846154,0,,2090000188,11,11
ref-t.2.5.2.16.42-ref-t.2.5.2.16.52,ref-bible.0312.26.4.7-ref-bible.312.26.5.4,400914,400970,ref-t.2.5.2.16.42,ref-t.2.5.2.16.52,1506230,1506303,ref-bible.0312.26.4.7,ref-bible.0312.26.5.4,ושתים אחת ושלש אחת וארבע אחת וחמש אחת ושש אחת ושבע ,השני יואח השלשי ושכר הרביעי ונתנאל החמישי עמיאל הששי יששכר השביעי ,1,11,1173,1173.0,221,217.0,0.5909090909090909,0.6153846153846154,0,,2090000189,11,11
ref-t.2.5.2.16.65-ref-t.2.5.2.16.75,ref-bible.0312.2.13.8-ref-bible.312.2.15.4,401024,401078,ref-t.2.5.2.16.65,ref-t.2.5.2.16.75,1458724,1458791,ref-bible.0312.2.13.8,ref-bible.0312.2.15.4,שתים ואחת שלש ואחת ארבע ואחת חמש ואחת שש ואחת שבע ,השני ושמעא השלישי נתנאל הרביעי רדי החמישי אצם הששי דויד השבעי ,1,11,1111,1110.0,222,222.0,0.5806451612903226,0.6153846153846154,0,,2090000190,11,11
ref-t.2.5.2.16.65-ref-t.2.5.2.16.75,ref-bible.0312.12.10.4-ref-bible.312.12.12.4,401024,401078,ref-t.2.5.2.16.65,ref-t.2.5.2.16.75,1481937,1482005,ref-bible.0312.12.10.4,ref-bible.0312.12.12.4,שתים ואחת שלש ואחת ארבע ואחת חמש ואחת שש ואחת שבע ,השני אליאב השלשי משמנה הרביעי ירמיה החמשי עתי הששי אליאל השבעי ,1,11,1142,1141.0,223,222.0,0.6031746031746031,0.6153846153846154,0,,2090000191,11,11
ref-t.2.5.2.16.65-ref-t.2.5.2.16.75,ref-bible.0312.24.7.6-ref-bible.312.24.10.2,401024,401078,ref-t.2.5.2.16.65,ref-t.2.5.2.16.75,1503349,1503424,ref-bible.0312.24.7.6,ref-bible.0312.24.10.2,שתים ואחת שלש ואחת ארבע ואחת חמש ואחת שש ואחת שבע ,השני לחרם השלישי לשערים הרבעי למלכיה החמישי למימן הששי להקוץ השבעי ,1,11,1151,1150.0,224,222.0,0.6119402985074627,0.6153846153846154,0,,2090000192,11,11
ref-t.2.5.2.16.65-ref-t.2.5.2.16.75,ref-bible.0312.26.2.6-ref-bible.312.26.3.6,401024,401078,ref-t.2.5.2.16.65,ref-t.2.5.2.16.75,1506114,1506193,ref-bible.0312.26.2.6,ref-bible.0312.26.3.6,שתים ואחת שלש ואחת ארבע ואחת חמש ואחת שש ואחת שבע ,השני זבדיהו השלישי יתניאל הרביעי עילם החמישי יהוחנן הששי אליהועיני השביעי ,1,11,1170,1169.0,225,222.0,0.6216216216216216,0.6153846153846154,0,,2090000193,11,11
ref-t.2.5.2.16.65-ref-t.2.5.2.16.75,ref-bible.0312.26.4.7-ref-bible.312.26.5.4,401024,401078,ref-t.2.5.2.16.65,ref-t.2.5.2.16.75,1506230,1506303,ref-bible.0312.26.4.7,ref-bible.0312.26.5.4,שתים ואחת שלש ואחת ארבע ואחת חמש ואחת שש ואחת שבע ,השני יואח השלשי ושכר הרביעי ונתנאל החמישי עמיאל הששי יששכר השביעי ,1,11,1174,1173.0,226,222.0,0.5454545454545454,0.6153846153846154,0,,2090000194,11,11
ref-t.2.5.3.18.40-ref-t.2.5.3.18.52,ref-bible.0205.8.52.8-ref-bible.205.8.52.14,406334,406412,ref-t.2.5.3.18.40,ref-t.2.5.3.18.52,670457,670492,ref-bible.0205.8.52.8,ref-bible.0205.8.52.14,תחנה ובקשה שעמך ישראל צריכין ליושע מלפניך וחותם בשומע תפלה כל העם קורין ,תחנת עמך ישראל לשמע אליהם בכל קראם ,13,7,685,685.0,227,227.0,0.6111111111111112,0.8888888888888888,1,ישראל,2090000195,13,7
ref-t.2.5.3.19.51-ref-t.2.5.3.19.56,ref-bible.0104.28.23.1-ref-bible.104.28.23.6,406697,406730,ref-t.2.5.3.19.51,ref-t.2.5.3.19.56,318909,318940,ref-bible.0104.28.23.1,ref-bible.0104.28.23.6,מלבד עולת הבקר אשר לעולת התמיד ,מלבד עלת הבקר אשר לעלת התמיד ,6,6,399,399.0,228,228.0,0.064516129032258,0.0,4,מלבד הבקר אשר התמיד,2090000196,6,6
ref-t.2.5.3.19.71-ref-t.2.5.3.19.76,ref-bible.0104.29.5.4-ref-bible.104.29.6.8,406805,406849,ref-t.2.5.3.19.71,ref-t.2.5.3.19.76,319713,319781,ref-bible.0104.29.5.4,ref-bible.0104.29.6.8,חטאת הכפורים ועולת התמיד ומנחתה ונסכיהם ,חטאת לכפר עליכם מלבד עלת החדש ומנחתה ועלת התמיד ומנחתה ונסכיהם ,6,11,401,401.0,230,229.0,0.4285714285714285,0.5,4,חטאת התמיד ומנחתה ונסכיהם,2090000197,6,11
ref-t.2.5.3.19.70-ref-t.2.5.3.19.76,ref-bible.0104.29.11.5-ref-bible.104.29.11.11,406800,406849,ref-t.2.5.3.19.70,ref-t.2.5.3.19.76,320099,320146,ref-bible.0104.29.11.5,ref-bible.0104.29.11.11,מלבד חטאת הכפורים ועולת התמיד ומנחתה ונסכיהם ,מלבד חטאת הכפרים ועלת התמיד ומנחתה ונסכיהם ,7,7,403,403.0,229,229.0,0.0444444444444444,0.0,5,מלבד חטאת התמיד ומנחתה ונסכיהם,2090000198,7,7
ref-t.2.5.4.5.101-ref-t.2.5.4.5.108,ref-bible.0102.29.36.6-ref-bible.102.29.37.3,409029,409078,ref-t.2.5.4.5.101,ref-t.2.5.4.5.108,165758,165826,ref-bible.0102.29.36.6,ref-bible.0102.29.37.3,מיתה ויום הכפורים מכפרין על התשובה תשובה מכפרת ,הכפרים וחטאת על המזבח בכפרך עליו ומשחת אתו לקדשו שבעת ימים תכפר ,8,12,133,133.0,231,231.0,0.6875,0.8,1,על,2090000199,8,12
ref-t.2.5.4.6.20-ref-t.2.5.4.6.24,ref-bible.0208.3.22.1-ref-bible.208.3.22.5,409399,409427,ref-t.2.5.4.6.20,ref-t.2.5.4.6.24,872183,872213,ref-bible.0208.3.22.1,ref-bible.0208.3.22.5,שובו בנים שובבים ארפא משובתם ,שובו בנים שובבים ארפה משובתיכם ,5,5,807,807.0,232,232.0,0.0967741935483871,0.3333333333333333,3,שובו בנים שובבים,2090000200,5,5
ref-t.2.5.4.10.18-ref-t.2.5.4.10.22,ref-bible.0301.16.10.1-ref-bible.301.16.10.5,410266,410287,ref-t.2.5.4.10.18,ref-t.2.5.4.10.22,1159790,1159811,ref-bible.0301.16.10.1,ref-bible.0301.16.10.5,כי לא תעזב נפשי לשאול ,כי לא תעזב נפשי לשאול ,5,5,940,940.0,233,233.0,0.0,0.0,5,כי לא תעזב נפשי לשאול,2090000201,5,5
ref-t.2.5.4.11.20-ref-t.2.5.4.11.25,ref-bible.0302.28.17.1-ref-bible.302.28.17.6,410401,410425,ref-t.2.5.4.11.20,ref-t.2.5.4.11.25,1287137,1287160,ref-bible.0302.28.17.1,ref-bible.0302.28.17.6,אדם עשוק בדם נפש עד בור ,אדם עשק בדם נפש עד בור ,6,6,1008,1008.0,234,234.0,0.0416666666666666,0.0,5,אדם בדם נפש עד בור,2090000202,6,6
ref-t.2.5.4.12.33-ref-t.2.5.4.13.4,ref-bible.0209.3.20.1-ref-bible.209.3.20.14,410621,410704,ref-t.2.5.4.12.33,ref-t.2.5.4.13.4,984326,984403,ref-bible.0209.3.20.1,ref-bible.0209.3.20.14,ובשוב צדיק מצדקתו ועשה עול ונתתי מכשול לפניו הוא ימות לפרסמו ר' יוסה אומ' חוטא ,ובשוב צדיק מצדקו ועשה עול ונתתי מכשול לפניו הוא ימות כי לא הזהרתו בחטאתו ,15,14,844,844.0,235,235.0,0.2658227848101265,0.4285714285714286,9,ובשוב צדיק ועשה עול ונתתי מכשול לפניו הוא ימות,2090000203,15,14
ref-t.2.5.4.13.15-ref-t.2.5.4.13.22,ref-bible.0102.34.7.4-ref-bible.102.34.7.10,410754,410793,ref-t.2.5.4.13.15,ref-t.2.5.4.13.22,175029,175063,ref-bible.0102.34.7.4,ref-bible.0102.34.7.10,נושא עון ופשע וחטאה ונקה עד כאן מנקה ,נשא עון ופשע וחטאה ונקה לא ינקה ,8,7,146,144.0,236,236.0,0.1891891891891892,0.2857142857142857,4,עון ופשע וחטאה ונקה,2090000204,8,7
ref-t.2.5.4.13.15-ref-t.2.5.4.13.22,ref-bible.0104.14.18.6-ref-bible.104.14.18.11,410754,410793,ref-t.2.5.4.13.15,ref-t.2.5.4.13.22,286187,286214,ref-bible.0104.14.18.6,ref-bible.0104.14.18.11,נושא עון ופשע וחטאה ונקה עד כאן מנקה ,נשא עון ופשע ונקה לא ינקה ,8,6,361,360.0,237,236.0,0.3513513513513513,0.4285714285714286,3,עון ופשע ונקה,2090000205,8,6
ref-t.2.5.4.13.37-ref-t.2.5.4.13.45,ref-bible.0303.33.29.1-ref-bible.303.33.29.9,410861,410897,ref-t.2.5.4.13.37,ref-t.2.5.4.13.45,1323702,1323737,ref-bible.0303.33.29.1,ref-bible.0303.33.29.9,הן כל אלה יפעל אל פעמים ושלש עם גבר ,הן כל אלה יפעל אל פעמים שלוש עם גבר ,9,9,1024,1024.0,238,238.0,0.0555555555555555,0.0,8,הן כל אלה יפעל אל פעמים עם גבר,2090000206,9,9
ref-t.2.5.4.14.133-ref-t.2.5.4.14.151,ref-bible.0101.32.18.7-ref-bible.101.32.19.1,411670,411757,ref-t.2.5.4.14.133,ref-t.2.5.4.14.151,64418,64479,ref-bible.0101.32.18.7,ref-bible.0101.32.19.1,ויעשו להם אלי זהב אלא כך אמ' המקום מי גרם להם שיעשו להם אלי זהב אני שהרביתי להם זהב ,עשו אחי ושאלך לאמר למי אתה ואנה תלך ולמי אלה לפניך ואמרת ,19,12,53,53.0,240,239.0,0.6666666666666666,0.7894736842105263,0,,2090000207,19,12
ref-t.2.5.4.14.118-ref-t.2.5.4.14.136,ref-bible.0102.32.31.6-ref-bible.102.32.31.15,411603,411688,ref-t.2.5.4.14.118,ref-t.2.5.4.14.136,172488,172535,ref-bible.0102.32.31.6,ref-bible.0102.32.31.15,אנא חטא העם הזה חטאה גדולה ר' עקיבא אומ' אין צריך אם כן למה נאמ' ויעשו להם אלי זהב ,אנא חטא העם הזה חטאה גדלה ויעשו להם אלהי זהב ,14,10,141,141.0,239,239.0,0.4819277108433735,0.25,8,אנא חטא העם הזה חטאה ויעשו להם זהב,2090000208,19,10
ref-t.2.5.4.14.144-ref-t.2.5.4.15.3,ref-bible.0210.2.10.12-ref-bible.210.2.11.1,411718,411777,ref-t.2.5.4.14.144,ref-t.2.5.4.15.3,1081551,1081580,ref-bible.0210.2.10.12,ref-bible.0210.2.11.1,שיעשו להם אלי זהב אני שהרביתי להם זהב דברים שהתודה עליהן ,הרביתי לה וזהב עשו לבעל לכן ,11,6,895,895.0,241,239.0,0.6842105263157895,0.9230769230769232,0,,2090000209,11,6
ref-t.2.6.2.3.95-ref-t.2.6.2.3.105,ref-bible.0206.20.13.34-ref-bible.206.20.14.16,416032,416085,ref-t.2.6.2.3.95,ref-t.2.6.2.3.105,764307,764413,ref-bible.0206.20.13.34,ref-bible.0206.20.14.16,אמ' איני אוכל זיתים באתי ואמרתי לאבא אמ' לי לך אמור ,ובכל ממשלתו ויבא ישעיהו הנביא אל המלך חזקיהו ויאמר אליו מה אמרו האנשים האלה ומאין יבאו אליך ויאמר ,11,11,764,764.0,242,242.0,0.673469387755102,0.8947368421052632,0,,2090000210,11,18
ref-t.2.6.2.3.95-ref-t.2.6.2.3.105,ref-bible.0207.39.2.35-ref-bible.207.39.3.16,416032,416085,ref-t.2.6.2.3.95,ref-t.2.6.2.3.105,828695,828801,ref-bible.0207.39.2.35,ref-bible.0207.39.3.16,אמ' איני אוכל זיתים באתי ואמרתי לאבא אמ' לי לך אמור ,ובכל ממשלתו ויבא ישעיהו הנביא אל המלך חזקיהו ויאמר אליו מה אמרו האנשים האלה ומאין יבאו אליך ויאמר ,11,11,789,789.0,243,242.0,0.673469387755102,0.8947368421052632,0,,2090000211,11,18
ref-t.2.6.3.3.35-ref-t.2.6.3.6.35,ref-bible.0209.47.3.1-ref-bible.209.47.5.16,420112,420417,ref-t.2.6.3.3.35,ref-t.2.6.3.6.35,1075632,1075830,ref-bible.0209.47.3.1,ref-bible.0209.47.5.16,בצאת האיש קדים וקו בידו וימד אלף ויעבירני במים מים ברכים מלמד שאדם עובר במים עד ברכיו דבר אחר מים ברכים שמתברכין והולכין וימד אלף ויעבירני במים מי מתנים מלמד שאדם עובר במים עד מתנים וימד אלף נחל אשר לא אוכל לעבור יכול לא יעברנו ברגל אבל יעברנו בסחוי ת'ל כי גאו המים מי שחו יכול לא יעבר ,בצאת האיש קדים וקו בידו וימד אלף באמה ויעברני במים מי אפסים וימד אלף ויעברני במים מים ברכים וימד אלף ויעברני מי מתנים וימד אלף נחל אשר לא אוכל לעבר כי גאו המים מי שחו נחל אשר לא יעבר ,58,39,886,886.0,244,244.0,0.465034965034965,0.4193548387096774,28,בצאת האיש קדים וקו בידו וימד אלף במים במים מים ברכים וימד אלף מי מתנים וימד אלף נחל אשר לא אוכל כי גאו המים מי שחו לא יעבר,2090000212,58,39
ref-t.2.6.3.6.47-ref-t.2.6.3.7.17,ref-bible.0207.33.21.16-ref-bible.207.33.22.2,420475,420578,ref-t.2.6.3.6.47,ref-t.2.6.3.7.17,820022,820053,ref-bible.0207.33.21.16,ref-bible.0207.33.22.2,מלהשיט יכול לא יעברנו בספינה גדולה אבל יעברנו בבורני גדולה ת'ל וצי אדיר לא יעברנו ואומ' ביום ההוא ,שיט וצי אדיר לא יעברנו כי יהוה ,18,7,786,786.0,245,245.0,0.7142857142857143,0.7692307692307692,4,וצי אדיר לא יעברנו,2090000213,18,7
ref-t.2.6.3.9.33-ref-t.2.6.3.9.54,ref-bible.0202.19.22.28-ref-bible.0202.19.23.10,420765,420897,ref-t.2.6.3.9.33,ref-t.2.6.3.9.54,510081,510149,ref-bible.0202.19.22.28,ref-bible.0202.19.23.10,בא אל ביתך ונדענו ויצא אליהם האיש בעל הבית ויאמר אלהם אל אחי אל,בא אל ביתך ונדענו ויצא אליהם האיש בעל הבית ויאמר אלהם אל אחי אל,14,14,599,599.0,246,246.0,0.0,0.0,14,בא אל ביתך ונדענו ויצא אליהם האיש בעל הבית ויאמר אלהם אל אחי אל,2090000214,14,14
ref-t.2.6.3.9.46-ref-t.2.6.3.9.54,ref-bible.0206.2.20.10-ref-bible.0206.2.21.14,420844,420897,ref-t.2.6.3.9.46,ref-t.2.6.3.9.54,716563,716638,ref-bible.0206.2.20.10,ref-bible.0206.2.21.14,אליו ויצא אל מוצא המים וישלך שם מלח ויאמר כה אמר יהוה רפאתי למים האלה,אליו ויצא אל מוצא המים וישלך שם מלח ויאמר כה אמר יהוה רפאתי למים האלה,15,15,745,744.0,250,250.0,0.0,0.0,12,אליו ויצא אל מוצא המים וישלך שם מלח ויאמר_כה_אמר_יהוה רפאתי למים האלה,2090000215,15,15
ref-t.2.6.3.9.33-ref-t.2.6.3.10.5,ref-bible.0209.47.8.1-ref-bible.0209.47.10.5,420765,421190,ref-t.2.6.3.9.33,ref-t.2.6.3.10.5,1075933,1076211,ref-bible.0209.47.8.1,ref-bible.0209.47.10.5,ויאמר אלי המים האלה יוצאים אל הגלילה הקדמונה וירדו על הערבה ובאו הימה אל הימה המוצאים ונרפאו ונרפו המים,ויאמר אלי המים האלה יוצאים אל הגלילה הקדמונה וירדו על הערבה ובאו הימה אל הימה המוצאים ונרפאו ונרפו המים,19,19,887,887.0,247,247.0,0.0,0.0,19,ויאמר אלי המים האלה יוצאים אל הגלילה הקדמונה וירדו על הערבה ובאו הימה אל הימה המוצאים ונרפאו ונרפו המים,2090000216,19,19
ref-t.2.6.3.11.47-ref-t.2.6.3.11.64,ref-bible.0102.40.36.1-ref-bible.0102.40.38.2,421575,421661,ref-t.2.6.3.11.47,ref-t.2.6.3.11.64,191360,191461,ref-bible.0102.40.36.1,ref-bible.0102.40.38.2,ובהעלות הענן מעל המשכן יסעו בני ישראל בכל מסעיהם ואם לא יעלה הענן ולא יסעו עד יום העלתו כי ענן,ובהעלות הענן מעל המשכן יסעו בני ישראל בכל מסעיהם ואם לא יעלה הענן ולא יסעו עד יום העלתו כי ענן,20,20,179,179.0,254,254.0,0.0,0.0,20,ובהעלות הענן מעל המשכן יסעו בני ישראל בכל מסעיהם ואם לא יעלה הענן ולא יסעו עד יום העלתו כי ענן,2090000217,20,20
ref-t.2.6.3.11.44-ref-t.2.6.3.11.52,ref-bible.0104.21.17.2-ref-bible.104.21.18.1,421558,421597,ref-t.2.6.3.11.44,ref-t.2.6.3.11.52,302939,302984,ref-bible.0104.21.17.2,ref-bible.0104.21.18.1,השורה את השירה עלי באר ענו לה עלי באר ,ישיר ישראל את השירה הזאת עלי באר ענו לה באר ,9,10,390,390.0,253,253.0,0.3863636363636363,0.2857142857142857,7,את השירה עלי באר ענו לה באר,2090000218,9,10
ref-t.2.6.3.11.71-ref-t.2.6.3.12.6,ref-bible.0104.21.18.1-ref-bible.104.21.20.2,421699,421762,ref-t.2.6.3.11.71,ref-t.2.6.3.12.6,302981,303084,ref-bible.0104.21.18.1,ref-bible.0104.21.20.2,באר חפרוה שרים וגו' וממתנה נחליאל ומנחליאל במות ומבמות הגיא ,באר חפרוה שרים כרוה נדיבי העם במחקק במשענתם וממדבר מתנה וממתנה נחליאל ומנחליאל במות ומבמות הגיא ,10,16,392,390.0,256,256.0,0.3958333333333333,0.4375,9,באר חפרוה שרים וממתנה נחליאל ומנחליאל במות ומבמות הגיא,2090000219,10,16
