baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-n,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-mek.2.2.3.38-ref-mek.2.2.3.68,ref-sifre-n.18.1.53-ref-sifre-n.18.1.71,95174,95342,ref-mek.2.2.3.38,ref-mek.2.2.3.68,29051,29161,ref-sifre-n.18.1.53,ref-sifre-n.18.1.71,מי שהתחיל בעבירה ממנו התחילה הפורענות כיוצא בו אתה אומר ואת האנשים אשר פתח הבית הכו בסנורים מי שהתחיל,מי שהתחיל בעבירה ממנו התחילה הפורענות כיוצא בו אתה אומר ואת האנשים אשר פתח הבית הכו בסנורים מי שהתחיל,16,16,77,77.0,253,253.0,0.0,0.0,16,מי שהתחיל בעבירה ממנו התחילה הפורענות כיוצא_בו_אתה_אומר ואת האנשים אשר פתח הבית הכו בסנורים מי שהתחיל,3050000177,16,16
ref-mek.2.2.3.58-ref-mek.2.2.3.72,ref-sifre-n.18.1.102-ref-sifre-n.18.1.130,95282,95367,ref-mek.2.2.3.58,ref-mek.2.2.3.72,29337,29510,ref-sifre-n.18.1.102,ref-sifre-n.18.1.130,מי שהתחיל בעבירה ממנו התחילה הפורענות אף כאן וצבתה בטנה ונפלה ירכה אבר שהתחיל בעבירה הוא התחיל בפורענות והלא דברים קל וחומר אם מדת פורענות ממועטת אבר שהתחיל בעבירה הוא התחיל בפורענות והלא דברים קל וחומר אם מדת פורענות ממועטת אבר שהתחיל בעבירה,מי שהתחיל בעבירה ממנו התחילה הפורענות אף כאן וצבתה בטנה ונפלה ירכה אבר שהתחיל בעבירה הוא התחיל בפורענות והלא דברים קל וחומר אם מדת פורענות ממועטת אבר שהתחיל בעבירה הוא התחיל בפורענות והלא דברים קל וחומר אם מדת פורענות ממועטת אבר שהתחיל בעבירה,30,30,84,84.0,255,255.0,0.0,0.0,30,מי שהתחיל בעבירה ממנו התחילה הפורענות אף כאן וצבתה_בטנה_ונפלה_ירכה אבר שהתחיל בעבירה הוא התחיל בפורענות והלא_דברים_קל_וחומר אם_מדת_פורענות ממועטת אבר שהתחיל בעבירה הוא התחיל בפורענות והלא_דברים_קל_וחומר אם_מדת_פורענות ממועטת אבר שהתחיל בעבירה,3050000178,30,30
ref-mek.2.3.1.33-ref-mek.2.3.1.37,ref-sifre-n.157.1.35-ref-sifre-n.157.1.39,102393,102421,ref-mek.2.3.1.33,ref-mek.2.3.1.37,276629,276657,ref-sifre-n.157.1.35,ref-sifre-n.157.1.39,וילכו זקני מואב וזקני מדין ,וילכו זקני מואב וזקני מדין ,5,5,852,852.0,257,257.0,0.0,0.0,5,וילכו זקני מואב וזקני מדין,3050000179,5,5
ref-mek.2.3.1.40-ref-mek.2.3.1.48,ref-sifre-n.157.5.51-ref-sifre-n.157.5.58,102436,102482,ref-mek.2.3.1.40,ref-mek.2.3.1.48,278668,278705,ref-sifre-n.157.5.51,ref-sifre-n.157.5.58,ואת בלעם בן בעור הקוסם הרגו בחרב מגיד שלא ,ואת בלעם בן בעור הרגו בחרב נתנו לו ,9,8,856,856.0,259,258.0,0.2857142857142857,0.4,6,ואת בלעם בן בעור הרגו בחרב,3050000180,9,8
ref-mek.2.3.1.40-ref-mek.2.3.1.46,ref-sifre-n.157.5.96-ref-sifre-n.157.5.102,102436,102472,ref-mek.2.3.1.40,ref-mek.2.3.1.46,278893,278929,ref-sifre-n.157.5.96,ref-sifre-n.157.5.102,ואת בלעם בן בעור הקוסם הרגו בחרב ,ואת בלעם בן בעור הקוסם הרגו בחרב ,7,7,857,857.0,258,258.0,0.0,0.0,7,ואת בלעם בן בעור הקוסם הרגו בחרב,3050000181,7,7
ref-mek.2.3.2.308-ref-mek.2.3.2.313,ref-sifre-n.42.2.94-ref-sifre-n.42.2.101,104212,104241,ref-mek.2.3.2.308,ref-mek.2.3.2.313,66977,67012,ref-sifre-n.42.2.94,ref-sifre-n.42.2.101,להם שנאמר קרוב ה' לכל קראיו ,לך כתוב אחד אומר קרוב ה' לכל קראיו ,6,6,216,216.0,260,260.0,0.3428571428571428,0.5,4,קרוב ה' לכל קראיו,3050000182,6,6
ref-mek.2.3.3.25-ref-mek.2.3.3.30,ref-sifre-n.119.2.178-ref-sifre-n.119.2.188,105841,105866,ref-mek.2.3.3.25,ref-mek.2.3.3.30,196331,196375,ref-sifre-n.119.2.178,ref-sifre-n.119.2.188,ה' נצב עליו עמוס ט ראיתי את ה' נצב על המזבח,ה' נצב עליו עמוס ט ראיתי את ה' נצב על המזבח,11,11,674,674.0,261,261.0,0.0,0.0,11,ה' נצב עליו עמוס ט ראיתי את ה' נצב על המזבח,3050000183,11,11
ref-mek.2.4.1.48-ref-mek.2.4.1.61,ref-sifre-n.105.1.524-ref-sifre-n.105.1.534,109166,109221,ref-mek.2.4.1.48,ref-mek.2.4.1.61,144621,144664,ref-sifre-n.105.1.524,ref-sifre-n.105.1.534,אל נא רפא נא לה יש שעה לקצר ויש שעה להאריך,אל נא רפא נא לה יש שעה לקצר ויש שעה להאריך,11,11,452,452.0,263,263.0,0.0,0.0,11,אל נא רפא נא לה יש שעה לקצר ויש שעה להאריך,3050000184,11,11
ref-mek.2.5.3.38-ref-mek.2.5.3.55,ref-sifre-n.41.1.16-ref-sifre-n.41.1.27,115198,115281,ref-mek.2.5.3.38,ref-mek.2.5.3.55,65466,65522,ref-sifre-n.41.1.16,ref-sifre-n.41.1.27,קומו אורי כי בא אורך וכבוד ה' עליך זרח מפני מה כי הנה החשך יכסה ארץ וערפל לאומים ,קומי אורי כי בא אורך כי הנה החשך יכסה ארץ וערפל לאומים ,16,12,212,212.0,266,265.0,0.3333333333333333,0.3571428571428571,10,אורי כי בא אורך הנה החשך יכסה ארץ וערפל לאומים,3050000185,16,12
ref-mek.2.5.3.24-ref-mek.2.5.3.41,ref-sifre-n.153.10.65-ref-sifre-n.153.10.73,115131,115213,ref-mek.2.5.3.24,ref-mek.2.5.3.41,271336,271381,ref-sifre-n.153.10.65,ref-sifre-n.153.10.73,איש את אחיו ולא קמו איש מתחתיו שלשת ימים וכן את מוצא לעתיד לבוא קומו אורי כי בא ,אישה יקימנו ואישה יפרנו את שבא לכלל הקם בא ,16,9,843,843.0,265,265.0,0.6875,0.8125,2,את בא,3050000186,16,9
ref-mek.2.6.2.266-ref-mek.2.6.2.270,ref-sifre-n.88.1.125-ref-sifre-n.88.1.129,121714,121742,ref-mek.2.6.2.266,ref-mek.2.6.2.270,122099,122127,ref-sifre-n.88.1.125,ref-sifre-n.88.1.129,ויכר יהודה ויאמר צדקה ממני ,ויכר יהודה ויאמר צדקה ממני ,5,5,412,412.0,267,267.0,0.0,0.0,5,ויכר יהודה ויאמר צדקה ממני,3050000187,5,5
ref-mek.2.6.3.307-ref-mek.2.6.3.324,ref-sifre-n.43.1.73-ref-sifre-n.43.1.84,124037,124131,ref-mek.2.6.3.307,ref-mek.2.6.3.324,72907,72969,ref-sifre-n.43.1.73,ref-sifre-n.43.1.84,נברך ישראל תלמוד לומר ואני אברכם אני אברך את עמי ישראל שנאמר,נברך ישראל תלמוד לומר ואני אברכם אני אברך את עמי ישראל שנאמר,12,12,250,250.0,268,268.0,0.0,0.0,12,נברך ישראל תלמוד לומר ואני אברכם אני אברך את עמי ישראל שנאמר,3050000188,12,12
ref-mek.2.7.4.186-ref-mek.2.7.4.192,ref-sifre-n.84.4.152-ref-sifre-n.84.4.158,129362,129399,ref-mek.2.7.4.186,ref-mek.2.7.4.192,114836,114873,ref-sifre-n.84.4.152,ref-sifre-n.84.4.158,וימירו את כבודם בתבנית שור אוכל עשב ,וימירו את כבודם בתבנית שור אוכל עשב ,7,7,384,384.0,270,270.0,0.0,0.0,7,וימירו את כבודם בתבנית שור אוכל עשב,3050000189,7,7
ref-mek.2.7.4.213-ref-mek.2.7.4.219,ref-sifre-n.84.4.152-ref-sifre-n.84.4.158,129489,129525,ref-mek.2.7.4.213,ref-mek.2.7.4.219,114836,114873,ref-sifre-n.84.4.152,ref-sifre-n.84.4.158,וימרו את כבודם בתבנית שור אוכל עשב ,וימירו את כבודם בתבנית שור אוכל עשב ,7,7,385,384.0,271,271.0,0.0277777777777777,0.0,6,את כבודם בתבנית שור אוכל עשב,3050000190,7,7
ref-mek.2.7.7.138-ref-mek.2.7.7.144,ref-sifre-n.103.1.326-ref-sifre-n.103.1.332,132614,132649,ref-mek.2.7.7.138,ref-mek.2.7.7.144,141423,141458,ref-sifre-n.103.1.326,ref-sifre-n.103.1.332,עלי עשור ועלי נבל עלי הגיון וכנור ,עלי עשור ועלי נבל עלי הגיון בכנור ,7,7,437,437.0,272,272.0,0.0294117647058823,0.0,6,עלי עשור ועלי נבל עלי הגיון,3050000191,7,7
ref-mek.2.7.7.217-ref-mek.2.7.7.223,ref-sifre-n.84.4.480-ref-sifre-n.84.4.486,133089,133129,ref-mek.2.7.7.217,ref-mek.2.7.7.223,116515,116555,ref-sifre-n.84.4.480,ref-sifre-n.84.4.486,שנאמר אתי מלבנון כלה אתי מלבנון תבואי ,ואומר אתי מלבנון כלה אתי מלבנון תבואי ,7,7,400,397.0,273,273.0,0.0789473684210526,0.3333333333333333,6,אתי מלבנון כלה אתי מלבנון תבואי,3050000192,7,7
ref-mek.2.7.7.217-ref-mek.2.7.7.225,ref-sifre-n.160.15.112-ref-sifre-n.160.15.123,133089,133140,ref-mek.2.7.7.217,ref-mek.2.7.7.225,293163,293227,ref-sifre-n.160.15.112,ref-sifre-n.160.15.123,שנאמר אתי מלבנון כלה אתי מלבנון תבואי תשורי מראש ,ואומר שיר השירים ד אתי מלבנון כלה אתי מלבנון תבואי תשורי מראש ,9,12,910,909.0,274,273.0,0.2580645161290322,0.4545454545454546,8,אתי מלבנון כלה אתי מלבנון תבואי תשורי מראש,3050000193,9,12
ref-mek.3.1.1.496-ref-mek.3.1.1.501,ref-sifre-n.106.1.227-ref-sifre-n.106.1.232,135903,135932,ref-mek.3.1.1.496,ref-mek.3.1.1.501,145791,145820,ref-sifre-n.106.1.227,ref-sifre-n.106.1.232,צדקת ה' עשה ומשפטיו עם ישראל ,צדקת ה' עשה ומשפטיו עם ישראל ,6,6,464,464.0,275,275.0,0.0,0.0,6,צדקת ה' עשה ומשפטיו עם ישראל,3050000194,6,6
ref-mek.3.1.1.534-ref-mek.3.1.1.546,ref-sifre-n.110.1.17-ref-sifre-n.110.1.29,136108,136181,ref-mek.3.1.1.534,ref-mek.3.1.1.546,156243,156315,ref-sifre-n.110.1.17,ref-sifre-n.110.1.29,נשתנית הודיה זו מכל הודיות שבתורה שבכל הודיות שבתורה נאמר הודו לה' כי ,שינה הכתוב ביאה זו מכל ביאות שבתורה שבכל ביאות שבתורה אומר והיה כי ,13,13,484,484.0,276,276.0,0.3714285714285714,0.5833333333333333,6,זו מכל שבתורה שבכל שבתורה כי,3050000195,13,13
ref-mek.3.1.1.667-ref-mek.3.1.1.678,ref-sifre-n.29.1.143-ref-sifre-n.29.1.155,136805,136870,ref-mek.3.1.1.667,ref-mek.3.1.1.678,48788,48854,ref-sifre-n.29.1.143,ref-sifre-n.29.1.155,לה' לה' אמרוה ולא לבשר ודם שכשם שנאמר להלן ותצאנה כל הנשים ,לא זכיתי מן הדין תלמוד לומר שמיני נאמר כאן שמיני ונאמר להלן שמיני ,12,11,144,144.0,277,277.0,0.696969696969697,0.8666666666666667,1,להלן,3050000196,12,11
ref-mek.3.1.1.855-ref-mek.3.1.1.859,ref-sifre-n.42.2.294-ref-sifre-n.42.2.299,137800,137824,ref-mek.3.1.1.855,ref-mek.3.1.1.859,67967,67993,ref-sifre-n.42.2.294,ref-sifre-n.42.2.299,ואומר ה' עזוז וגבור ה' ,שנאמר ה' עוז לעמו יתן ה' ,5,6,221,218.0,278,278.0,0.44,0.875,2,ה' ה',3050000197,5,6
ref-mek.3.1.1.855-ref-mek.3.1.1.859,ref-sifre-n.42.2.350-ref-sifre-n.42.2.355,137800,137824,ref-mek.3.1.1.855,ref-mek.3.1.1.859,68241,68267,ref-sifre-n.42.2.350,ref-sifre-n.42.2.355,ואומר ה' עזוז וגבור ה' ,שנאמר ה' עוז לעמו יתן ה' ,5,6,229,226.0,279,278.0,0.44,0.875,2,ה' ה',3050000198,5,6
ref-mek.3.1.1.1158-ref-mek.3.1.1.1168,ref-sifre-n.2.1.230-ref-sifre-n.2.1.247,139391,139458,ref-mek.3.1.1.1158,ref-mek.3.1.1.1168,6417,6513,ref-sifre-n.2.1.230,ref-sifre-n.2.1.247,עוללים אלו עוללים שבחוץ שנאמר להכרית עולל מחוץ ואומר עוללים שאלו ,מעל בחרם ואומר וימת שאול במעלו אשר מעל בה' ואומר בעוזיה צא מן המקדש כי מעלת ואומר ומעלה ,11,18,14,14.0,280,280.0,0.7159090909090909,0.9,1,ואומר,3050000199,11,18
ref-mek.3.2.1.474-ref-mek.3.2.1.482,ref-sifre-n.84.4.288-ref-sifre-n.84.4.295,142298,142349,ref-mek.3.2.1.474,ref-mek.3.2.1.482,115511,115553,ref-sifre-n.84.4.288,ref-sifre-n.84.4.295,מרכבות פרעה וחילו ירה בים וגו' וכן בסיסרא שבמה ,מרכבות פרעו וחילו ירה בים סיסרא שנגע מה ,9,8,389,388.0,281,281.0,0.3191489361702128,0.4,4,מרכבות וחילו ירה בים,3050000200,9,8
ref-mek.3.2.1.499-ref-mek.3.2.1.511,ref-sifre-n.84.4.299-ref-sifre-n.84.4.309,142436,142508,ref-mek.3.2.1.499,ref-mek.3.2.1.511,115570,115633,ref-sifre-n.84.4.299,ref-sifre-n.84.4.309,מן שמים נלחמו הככבים ממסלותם נלחמו עם סיסרא וכן אתה מוצא בשמשון במה ,מן שמים נלחמו הכוכבים ממסילותם נלחמו עם סיסרא סנחריב שנגע מה ,11,11,391,388.0,282,282.0,0.2941176470588235,0.4166666666666666,6,מן שמים נלחמו נלחמו עם סיסרא,3050000201,11,11
ref-mek.3.2.1.521-ref-mek.3.2.1.527,ref-sifre-n.115.1.720-ref-sifre-n.115.1.726,142558,142587,ref-mek.3.2.1.521,ref-mek.3.2.1.527,173751,173780,ref-sifre-n.115.1.720,ref-sifre-n.115.1.726,אותה קח לי כי היא ישרה בעיני ,אותה קח לי כי היא ישרה בעיני ,7,7,552,552.0,283,283.0,0.0,0.0,7,אותה קח לי כי היא ישרה בעיני,3050000202,7,7
ref-mek.3.2.1.658-ref-mek.3.2.1.663,ref-sifre-n.84.4.312-ref-sifre-n.84.4.317,143270,143300,ref-mek.3.2.1.658,ref-mek.3.2.1.663,115643,115673,ref-sifre-n.84.4.312,ref-sifre-n.84.4.317,ויצא מלאך ה' ויך במחנה אשור ,ויצא מלאך ה' ויך במחנה אשור ,6,6,392,392.0,284,284.0,0.0,0.0,6,ויצא מלאך ה' ויך במחנה אשור,3050000203,6,6
ref-mek.3.2.1.879-ref-mek.3.2.1.883,ref-sifre-n.84.2.16-ref-sifre-n.84.2.20,144408,144435,ref-mek.3.2.1.879,ref-mek.3.2.1.883,113401,113428,ref-sifre-n.84.2.16,ref-sifre-n.84.2.20,כיצד יתקיימו ב' כתובים הללו ,כיצד יתקיימו ב' כתובים הללו ,5,5,375,375.0,285,285.0,0.0,0.0,5,כיצד יתקיימו ב' כתובים הללו,3050000204,5,5
ref-mek.3.3.1.7-ref-mek.3.3.1.12,ref-sifre-n.42.2.293-ref-sifre-n.42.2.298,145565,145592,ref-mek.3.3.1.7,ref-mek.3.3.1.12,67962,67990,ref-sifre-n.42.2.293,ref-sifre-n.42.2.298,תורה שנאמר ה' עז לעמו יתן ,תורה שנאמר ה' עוז לעמו יתן ,6,6,218,218.0,287,286.0,0.037037037037037,0.0,5,תורה שנאמר ה' לעמו יתן,3050000205,6,6
ref-mek.3.3.1.7-ref-mek.3.3.1.12,ref-sifre-n.42.2.349-ref-sifre-n.42.2.354,145565,145592,ref-mek.3.3.1.7,ref-mek.3.3.1.12,68236,68264,ref-sifre-n.42.2.349,ref-sifre-n.42.2.354,תורה שנאמר ה' עז לעמו יתן ,תורה שנאמר ה' עוז לעמו יתן ,6,6,226,226.0,288,286.0,0.037037037037037,0.0,5,תורה שנאמר ה' לעמו יתן,3050000206,6,6
ref-mek.3.3.1.6-ref-mek.3.3.1.12,ref-sifre-n.42.2.422-ref-sifre-n.42.2.428,145561,145592,ref-mek.3.3.1.6,ref-mek.3.3.1.12,68628,68660,ref-sifre-n.42.2.422,ref-sifre-n.42.2.428,אלא תורה שנאמר ה' עז לעמו יתן ,אלא שלום שנאמר ה' עוז לעמו יתן ,7,7,236,234.0,286,286.0,0.1612903225806451,0.25,5,אלא שנאמר ה' לעמו יתן,3050000207,7,7
ref-mek.3.3.1.39-ref-mek.3.3.1.44,ref-sifre-n.42.2.294-ref-sifre-n.42.2.299,145721,145752,ref-mek.3.3.1.39,ref-mek.3.3.1.44,67967,67993,ref-sifre-n.42.2.294,ref-sifre-n.42.2.299,שנאמר ה' עוזי ומעוזי ואמר ה' ,שנאמר ה' עוז לעמו יתן ה' ,6,6,222,218.0,289,289.0,0.3103448275862069,0.5714285714285714,3,שנאמר ה' ה',3050000208,6,6
ref-mek.3.3.1.39-ref-mek.3.3.1.44,ref-sifre-n.42.2.350-ref-sifre-n.42.2.355,145721,145752,ref-mek.3.3.1.39,ref-mek.3.3.1.44,68241,68267,ref-sifre-n.42.2.350,ref-sifre-n.42.2.355,שנאמר ה' עוזי ומעוזי ואמר ה' ,שנאמר ה' עוז לעמו יתן ה' ,6,6,230,226.0,290,289.0,0.3103448275862069,0.5714285714285714,3,שנאמר ה' ה',3050000209,6,6
ref-mek.3.3.1.115-ref-mek.3.3.1.119,ref-sifre-n.40.1.28-ref-sifre-n.40.1.33,146122,146144,ref-mek.3.3.1.115,ref-mek.3.3.1.119,64350,64378,ref-sifre-n.40.1.28,ref-sifre-n.40.1.33,שמע ישראל ה' אלהינו ה' ,תשמע בקול ה' אלהיך יברכך ה' ,5,6,202,201.0,291,291.0,0.4285714285714285,0.875,2,ה' ה',3050000210,5,6
ref-mek.3.3.1.117-ref-mek.3.3.1.121,ref-sifre-n.105.1.350-ref-sifre-n.105.1.354,146132,146154,ref-mek.3.3.1.117,ref-mek.3.3.1.121,143782,143806,ref-sifre-n.105.1.350,ref-sifre-n.105.1.354,ה' אלהינו ה' אחד ורוח ,ה' יפקוד ה' אלהי הרוחות ,5,5,447,446.0,292,291.0,0.5,0.8571428571428572,2,ה' ה',3050000211,5,5
ref-mek.3.3.1.533-ref-mek.3.3.1.541,ref-sifre-n.105.1.223-ref-sifre-n.105.1.231,148370,148407,ref-mek.3.3.1.533,ref-mek.3.3.1.541,143177,143212,ref-sifre-n.105.1.223,ref-sifre-n.105.1.231,אלי למה עזבתני ואומר אל נא רפא נא לה ,אל ה' כענין שנאמר אל נא רפא נא לה ,9,9,442,440.0,293,293.0,0.3243243243243243,0.75,5,אל נא רפא נא לה,3050000212,9,9
ref-mek.3.3.1.536-ref-mek.3.3.1.541,ref-sifre-n.105.1.252-ref-sifre-n.105.1.257,148385,148407,ref-mek.3.3.1.536,ref-mek.3.3.1.541,143323,143345,ref-sifre-n.105.1.252,ref-sifre-n.105.1.257,ואומר אל נא רפא נא לה ,שנאמר אל נא רפא נא לה ,6,6,444,444.0,295,293.0,0.1363636363636363,0.5,5,אל נא רפא נא לה,3050000213,6,6
