baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-b,baseOrder,grp-ref-sifre-d,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-d.48.12.63-ref-sifre-d.48.12.68,ref-b.2.1.6.63a.18.29-ref-b.2.1.6.63a.18.34,95934,95972,ref-sifre-d.48.12.63,ref-sifre-d.48.12.68,570942,570977,ref-b.2.1.6.63a.18.29,ref-b.2.1.6.63a.18.34,אורך ימים בימינה ובשמאלה עושר וכבוד ,ארך ימים בימינה בשמאלה עשר וכבוד ,6,6,205,205.0,764,763.0,0.0833333333333333,0.2857142857142857,3,ימים בימינה וכבוד,6080000618,6,6
ref-sifre-d.48.12.62-ref-sifre-d.48.12.68,ref-b.4.3.2.25b.8.24-ref-b.4.3.2.25b.8.30,95926,95972,ref-sifre-d.48.12.62,ref-sifre-d.48.12.68,5597060,5597102,ref-b.4.3.2.25b.8.24,ref-b.4.3.2.25b.8.30,ואומר' אורך ימים בימינה ובשמאלה עושר וכבוד ,שנאמר ארך ימים בימינה בשמאלה עשר וכבוד ,7,7,2390,2390.0,763,763.0,0.1627906976744186,0.4444444444444444,3,ימים בימינה וכבוד,6080000619,7,7
ref-sifre-d.48.12.75-ref-sifre-d.48.12.82,ref-b.3.3.7.62a.9.6-ref-b.3.3.7.62a.9.13,96006,96045,ref-sifre-d.48.12.75,ref-sifre-d.48.12.82,3726437,3726476,ref-b.3.3.7.62a.9.6,ref-b.3.3.7.62a.9.13,אומר עשה דברים לשם פעולתם דבר בהם לשמן ,אומר עשה דברים לשם פעלם ודבר בהם לשמם ,8,8,1467,1465.0,765,765.0,0.1025641025641025,0.4,5,אומר עשה דברים לשם בהם,6080000620,8,8
ref-sifre-d.49.1.8-ref-sifre-d.49.1.13,ref-b.4.4.11.108a.14.24-ref-b.4.4.11.108a.15.7,96291,96315,ref-sifre-d.49.1.8,ref-sifre-d.49.1.13,6394815,6394849,ref-b.4.4.11.108a.14.24,ref-b.4.4.11.108a.15.7,ה' ה' אל רחום וחנון ארץ ,ה' וינחם ה' כי עשה את האדם בארץ ,6,8,3038,3038.0,766,766.0,0.625,0.7777777777777778,2,ה' ה',6080000621,6,8
ref-sifre-d.49.1.46-ref-sifre-d.49.1.51,ref-b.2.1.19.133b.6.5-ref-b.2.1.19.133b.6.16,96475,96502,ref-sifre-d.49.1.46,ref-sifre-d.49.1.51,832036,832089,ref-b.2.1.19.133b.6.5,ref-b.2.1.19.133b.6.16,רחום וחנון אף אתה הוי רחום ,הוי דומה לו מה הוא חנון ורחום אף אתה היה חנון ורחום ,6,10,263,263.0,767,767.0,0.5576923076923077,0.3333333333333333,2,אף אתה,6080000622,6,10
ref-sifre-d.49.1.60-ref-sifre-d.49.1.68,ref-b.2.8.1.17b.2.5-ref-b.2.8.1.17b.2.12,96544,96589,ref-sifre-d.49.1.60,ref-sifre-d.49.1.68,2295017,2295060,ref-b.2.8.1.17b.2.5,ref-b.2.8.1.17b.2.12,צדיק שנ' צדיק ה' בכל דרכיו וחסיד בכל מעשיו ,צדיק ה' בכל דרכיו וכתיב וחסיד בכל מעשיו ,9,8,768,768.0,768,768.0,0.3488372093023256,0.25,7,צדיק ה' בכל דרכיו וחסיד בכל מעשיו,6080000623,9,8
ref-sifre-d.49.1.85-ref-sifre-d.49.1.97,ref-b.2.5.3.38a.8.13-ref-b.2.5.3.38a.8.18,96667,96734,ref-sifre-d.49.1.85,ref-sifre-d.49.1.97,1787316,1787354,ref-b.2.5.3.38a.8.13,ref-b.2.5.3.38a.8.18,שנאמר כל הנקרא בשמי ולכבודי בראתיו,שנאמר כל הנקרא בשמי ולכבודי בראתיו,6,6,579,579.0,769,769.0,0.0,0.0,6,שנאמר כל הנקרא בשמי ולכבודי בראתיו,6080000624,6,6
ref-sifre-d.49.1.85-ref-sifre-d.49.1.101,ref-b.4.3.5.75b.3.15-ref-b.4.3.5.75b.3.24,96667,96757,ref-sifre-d.49.1.85,ref-sifre-d.49.1.101,5701383,5701444,ref-b.4.3.5.75b.3.15,ref-b.4.3.5.75b.3.24,שנאמר כל הנקרא בשמי ולכבודי בראתיו יצרתיו אף עשיתיו ואמר,שנאמר כל הנקרא בשמי ולכבודי בראתיו יצרתיו אף עשיתיו ואמר,10,10,2403,2403.0,770,770.0,0.0,0.0,10,שנאמר כל הנקרא בשמי ולכבודי בראתיו יצרתיו אף עשיתיו ואמר,6080000625,10,10
ref-sifre-d.49.2.3-ref-sifre-d.49.2.19,ref-b.3.5.1.14a.3.12-ref-b.3.5.1.14a.3.26,96787,96870,ref-sifre-d.49.2.3,ref-sifre-d.49.2.19,3956996,3957065,ref-b.3.5.1.14a.3.12,ref-b.3.5.1.14a.3.26,וכי היאך אפשר לו לאדם לעלות במרום ולהדבק בו והלא כבר נאמר כי ה' אלהיך אש אוכלה ,וכי אפשר לו לאדם להלך אחר שכינה והלא כבר נאמר כי ה' אלהיך אש אוכלה ,13,11,1584,1584.0,773,773.0,0.2658227848101265,0.4615384615384615,8,וכי אפשר לו לאדם והלא_כבר_נאמר כי_ה'_אלהיך אש אוכלה,6080000626,13,11
ref-sifre-d.49.2.52-ref-sifre-d.49.2.58,ref-b.2.1.9.89a.2.12-ref-b.2.1.9.89a.2.18,97060,97098,ref-sifre-d.49.2.52,ref-sifre-d.49.2.58,654783,654821,ref-b.2.1.9.89a.2.12,ref-b.2.1.9.89a.2.18,עלית למרום שבית שבי לקחת מתנות באדם ,עלית למרום שבית שבי לקחת מתנות באדם ,7,7,225,225.0,774,774.0,0.0,0.0,7,עלית למרום שבית שבי לקחת מתנות באדם,6080000627,7,7
ref-sifre-d.50.4.28-ref-sifre-d.50.4.39,ref-b.3.5.7.36a.9.19-ref-b.3.5.7.36a.9.30,98060,98133,ref-sifre-d.50.4.28,ref-sifre-d.50.4.39,4020277,4020347,ref-b.3.5.7.36a.9.19,ref-b.3.5.7.36a.9.30,ואנכי השמדתי את האמורי מפניכם אשר כגובה ארזים גבהו וחסון הוא כאלונים ,ואנכי השמדתי את האמרי מפניהם אשר כגבה ארזים גבהו וחסן הוא כאלונים ,12,12,1659,1659.0,776,775.0,0.0579710144927536,0.1818181818181817,8,ואנכי השמדתי את אשר ארזים גבהו הוא כאלונים,6080000628,12,12
ref-sifre-d.50.4.28-ref-sifre-d.50.4.36,ref-b.5.4.7.45b.7.16-ref-b.5.4.7.45b.7.24,98060,98113,ref-sifre-d.50.4.28,ref-sifre-d.50.4.36,8073011,8073064,ref-b.5.4.7.45b.7.16,ref-b.5.4.7.45b.7.24,ואנכי השמדתי את האמורי מפניכם אשר כגובה ארזים גבהו ,ואנכי השמדתי את האמורי מפניהם אשר כגובה ארזים גבהו ,9,9,3821,3821.0,775,775.0,0.0196078431372549,0.2222222222222222,8,ואנכי השמדתי את האמורי אשר כגובה ארזים גבהו,6080000629,9,9
ref-sifre-d.51.2.11-ref-sifre-d.51.2.19,ref-b.2.11.3.15a.8.4-ref-b.2.11.3.15a.8.12,98639,98684,ref-sifre-d.51.2.11,ref-sifre-d.51.2.19,2688335,2688389,ref-b.2.11.3.15a.8.4,ref-b.2.11.3.15a.8.12,נאמר כאן יהיה ונאמר להלן יהיה מה יהיה האמור ,נאמרה הוייה בראש ונאמרה הוייה בבגד מה הוייה האמורה ,9,9,960,960.0,777,777.0,0.4509803921568627,0.6666666666666667,1,מה,6080000630,9,9
ref-sifre-d.51.5.10-ref-sifre-d.51.5.26,ref-b.3.6.1.8a.5.14-ref-b.3.6.1.8a.5.25,99351,99442,ref-sifre-d.51.5.10,ref-sifre-d.51.5.26,4102622,4102680,ref-b.3.6.1.8a.5.14,ref-b.3.6.1.8a.5.25,וגבול ים והיה לכם הים הגדול וגבול זה יהיה לכם גבול ים,וגבול ים והיה לכם הים הגדול וגבול זה יהיה לכם גבול ים,12,12,1788,1787.0,778,778.0,0.0,0.0,12,וגבול ים והיה לכם הים הגדול וגבול זה יהיה לכם גבול ים,6080000631,12,12
ref-sifre-d.52.2.19-ref-sifre-d.52.2.51,ref-b.3.5.7.34a.3.23-ref-b.3.5.7.34a.4.24,100240,100408,ref-sifre-d.52.2.19,ref-sifre-d.52.2.51,4011223,4011515,ref-b.3.5.7.34a.3.23,ref-b.3.5.7.34a.4.24,ויהי כשמע כל מלכי האמרי אשר בעבר הירדן ימה וכל מלכי הכנעני אשר על הים את אשר הוביש ה' את מי הירדן מפני בני ישראל עד עברם וימס לבבם ולא היה בם עוד רוח מפני בני ישראל ואף רחב הזונה אמרה לשלוחי יהושע כי שמענו את אשר הוביש ה' את מי ים סוף וגו' וכתיב ונשמע וימס לבבנו ולא קמה עוד,ויהי כשמע כל מלכי האמרי אשר בעבר הירדן ימה וכל מלכי הכנעני אשר על הים את אשר הוביש ה' את מי הירדן מפני בני ישראל עד עברם וימס לבבם ולא היה בם עוד רוח מפני בני ישראל ואף רחב הזונה אמרה לשלוחי יהושע כי שמענו את אשר הוביש ה' את מי ים סוף וגו' וכתיב ונשמע וימס לבבנו ולא קמה עוד,61,61,1640,1640.0,780,780.0,0.0,0.0,61,ויהי כשמע כל מלכי האמרי אשר בעבר הירדן ימה וכל מלכי הכנעני אשר על הים את אשר הוביש ה' את מי הירדן מפני בני ישראל עד עברם וימס לבבם ולא היה בם עוד רוח מפני בני ישראל ואף רחב הזונה אמרה לשלוחי יהושע כי שמענו את אשר הוביש ה' את מי ים סוף וגו' וכתיב ונשמע וימס לבבנו ולא קמה עוד,6080000632,61,61
ref-sifre-d.52.2.31-ref-sifre-d.52.2.49,ref-b.5.1.14.116a.26.21-ref-b.5.1.14.116a.27.9,100307,100393,ref-sifre-d.52.2.31,ref-sifre-d.52.2.49,7124578,7124650,ref-b.5.1.14.116a.26.21,ref-b.5.1.14.116a.27.9,שמענו אשר הוביש ה' את מי הירדן לפני בני ישראל עד עוברם וימס לבבם ולא היה בם עוד רוח ,שמענו את אשר הוביש ה' את מי ים סוף מאי שנא התם דאמר ולא היה בם עוד רוח ,19,16,3452,3451.0,783,780.0,0.3928571428571428,0.5263157894736843,11,שמענו אשר הוביש ה' את מי ולא היה בם עוד רוח,6080000633,19,16
ref-sifre-d.52.3.61-ref-sifre-d.52.3.77,ref-b.2.1.5.56b.14.12-ref-b.2.1.5.56b.15.8,100883,100973,ref-sifre-d.52.3.61,ref-sifre-d.52.3.77,547029,547146,ref-b.2.1.5.56b.14.12,ref-b.2.1.5.56b.15.8,ירד גבריאל נעץ קנה בים והעלה שרטון ועליו נבנה כרך של רומי וביום שהעמיד ירבעם ב' עגלים ,ירד גבריאל ונעץ קנה בים ועלה בו שירטון ועליו נבנה כרך גדול של רומי במתניתא תנא אותו היום שהכניס ירבעם שני עגלי ,17,22,200,200.0,785,784.0,0.3153153153153153,0.5416666666666667,10,ירד גבריאל קנה בים ועליו נבנה כרך של רומי ירבעם,6080000634,17,22
ref-sifre-d.52.3.61-ref-sifre-d.52.3.70,ref-b.4.4.2.21b.15.10-ref-b.4.4.2.21b.15.19,100883,100935,ref-sifre-d.52.3.61,ref-sifre-d.52.3.70,6009119,6009174,ref-b.4.4.2.21b.15.10,ref-b.4.4.2.21b.15.19,ירד גבריאל נעץ קנה בים והעלה שרטון ועליו נבנה כרך ,ירד גבריאל ונעץ קנה בים והעלה שירטון ועליו נבנה כרך ,10,10,2579,2579.0,784,784.0,0.0384615384615384,0.1999999999999999,8,ירד גבריאל קנה בים והעלה ועליו נבנה כרך,6080000635,10,10
ref-sifre-d.52.4.105-ref-sifre-d.52.4.122,ref-b.3.5.7.36a.2.33-ref-b.3.5.7.36a.2.42,101532,101617,ref-sifre-d.52.4.105,ref-sifre-d.52.4.122,4019531,4019577,ref-b.3.5.7.36a.2.33,ref-b.3.5.7.36a.2.42,אימתי אשלח לפניך והמתי את כל העם אשר תבא בהם,אימתי אשלח לפניך והמתי את כל העם אשר תבא בהם,10,10,1657,1657.0,786,786.0,0.0,0.0,10,אימתי אשלח לפניך והמתי את כל העם אשר תבא בהם,6080000636,10,10
ref-sifre-d.53.1.154-ref-sifre-d.53.1.161,ref-b.5.2.6.66a.2.6-ref-b.5.2.6.66a.2.20,102529,102577,ref-sifre-d.53.1.154,ref-sifre-d.53.1.161,7342878,7342954,ref-b.5.2.6.66a.2.6,ref-b.5.2.6.66a.2.20,באחריתך ואומר טוב אחרית דבר מראשיתו ואומר כי ,"ממחרת יום טוב אתה אומר ממחרת יו""ט או אינו אלא ממחרת שבת בראשית אמרת וכי ",8,13,3574,3574.0,788,788.0,0.6111111111111112,0.7857142857142857,1,טוב,6080000637,8,13
ref-sifre-d.54.1.75-ref-sifre-d.54.1.80,ref-b.1.1.2.17a.4.11-ref-b.1.1.2.17a.4.16,103484,103516,ref-sifre-d.54.1.75,ref-sifre-d.54.1.80,86111,86144,ref-b.1.1.2.17a.4.11,ref-b.1.1.2.17a.4.16,נצור לשונך מרע ושפתיך מדבר מרמה ,נצור לשוני מרע ושפתותי מדבר מרמה ,6,6,63,63.0,791,789.0,0.1212121212121212,0.5,4,נצור מרע מדבר מרמה,6080000638,6,6
ref-sifre-d.54.1.73-ref-sifre-d.54.1.80,ref-b.4.8.1.19b.9.27-ref-b.4.8.1.19b.10.13,103474,103516,ref-sifre-d.54.1.73,ref-sifre-d.54.1.80,6574250,6574334,ref-b.4.8.1.19b.9.27,ref-b.4.8.1.19b.10.13,נצור לשונך מרע וגו' סור מרע ועשה טוב וגו' שמא יאמר נצרתי לשוני מרע ושפתי מדבר מרמה,נצור לשונך מרע וגו' סור מרע ועשה טוב וגו' שמא יאמר נצרתי לשוני מרע ושפתי מדבר מרמה,17,17,3205,3205.0,789,789.0,0.0,0.0,17,נצור לשונך מרע וגו' סור מרע ועשה טוב וגו' שמא יאמר נצרתי לשוני מרע ושפתי מדבר מרמה,6080000639,17,17
ref-sifre-d.54.4.14-ref-sifre-d.54.4.25,ref-b.3.3.3.25a.13.4-ref-b.3.3.3.25a.14.7,103868,103937,ref-sifre-d.54.4.14,ref-sifre-d.54.4.25,3658941,3659084,ref-b.3.3.3.25a.13.4,ref-b.3.3.3.25a.14.7,כולה תורה כולה משמע עבודה זרה דתניא חמורה עבודה זרה שכל הכופר בה כאילו מודה בתורה כולה ולישבע יתהון דמקיימיתון עבודה זרה ותורה כולה,תורה כולה תורה כולה משמע עבודה זרה דתניא חמורה עבודה זרה שכל הכופר בה כאילו מודה בתורה כולה ולישבע יתהון דמקיימיתון עבודה זרה ותורה כולה,24,25,1448,1448.0,792,792.0,0.0367647058823529,0.0,24,כולה תורה כולה משמע עבודה זרה דתניא חמורה עבודה זרה שכל הכופר בה כאילו מודה בתורה כולה ולישבע יתהון דמקיימיתון עבודה זרה ותורה כולה,6080000640,24,25
ref-sifre-d.55.2.1-ref-sifre-d.55.2.91,ref-b.3.5.7.37b.10.3-ref-b.3.5.7.38a.2.10,104023,104492,ref-sifre-d.55.2.1,ref-sifre-d.55.2.91,4027125,4027765,ref-b.3.5.7.37b.10.3,ref-b.3.5.7.38a.2.10,ונתת את הברכה על הר גרזים ואת הקללה וגו' מה תלמוד לומר אם ללמד שתהא ברכה על הר גרזים וקללה על הר עיבל הרי כבר נאמר אלה יעמדו לברך את העם על הר גרזים וכתיב ואלה יעמדו על הקללה בהר עיבל אלא להקדים ברכה לקללה יכול יהיו כל הברכות קודמות לקללות תלמוד לומר ברכה וקללה ברכה אחת קודמת לקללה ואין כל הברכות קודמות לקללות ולהקיש ברכה לקללה לומר לך מה קללה בלוים אף ברכה בלוים ומה קללה בקול רם אף ברכה בקול רם ומה קללה בלשון הקודש אף ברכה בלשון הקודש ומה קללה בכלל ופרט אף ברכה בכלל ופרט ומה קללה אלו ואלו עונין ואומרים אמן אף ברכה אלו ואלו עונין ואומרים אמן תנו רבנן כה תברכו בלשון הקודש אתה אומר בלשון הקודש,ונתת את הברכה על הר גרזים ואת הקללה וגו' מה תלמוד לומר אם ללמד שתהא ברכה על הר גרזים וקללה על הר עיבל הרי כבר נאמר אלה יעמדו לברך את העם על הר גרזים וכתיב ואלה יעמדו על הקללה בהר עיבל אלא להקדים ברכה לקללה יכול יהיו כל הברכות קודמות לקללות תלמוד לומר ברכה וקללה ברכה אחת קודמת לקללה ואין כל הברכות קודמות לקללות ולהקיש ברכה לקללה לומר לך מה קללה בלוים אף ברכה בלוים ומה קללה בקול רם אף ברכה בקול רם ומה קללה בלשון הקודש אף ברכה בלשון הקודש ומה קללה בכלל ופרט אף ברכה בכלל ופרט ומה קללה אלו ואלו עונין ואומרים אמן אף ברכה אלו ואלו עונין ואומרים אמן תנו רבנן כה תברכו בלשון הקודש אתה אומר בלשון הקודש,114,114,1666,1666.0,794,794.0,0.0,0.0,114,ונתת את הברכה על הר גרזים ואת הקללה וגו' מה_תלמוד_לומר_אם ללמד שתהא ברכה על הר גרזים וקללה על הר עיבל הרי_כבר_נאמר אלה יעמדו לברך את העם על הר גרזים וכתיב ואלה יעמדו על הקללה בהר עיבל אלא להקדים ברכה לקללה יכול יהיו כל הברכות קודמות לקללות תלמוד לומר ברכה וקללה ברכה אחת קודמת לקללה ואין כל הברכות קודמות לקללות ולהקיש ברכה לקללה לומר_לך_מה קללה בלוים אף ברכה בלוים ומה קללה בקול רם אף ברכה בקול רם ומה קללה בלשון_הקודש_אף ברכה בלשון הקודש ומה קללה בכלל ופרט אף ברכה בכלל ופרט ומה קללה אלו ואלו עונין ואומרים אמן אף ברכה אלו ואלו עונין ואומרים אמן תנו רבנן כה תברכו בלשון הקודש אתה אומר בלשון הקודש,6080000641,114,114
ref-sifre-d.55.2.98-ref-sifre-d.56.1.17,ref-b.3.5.7.33b.4.12-ref-b.3.5.7.33b.5.7,104526,104653,ref-sifre-d.55.2.98,ref-sifre-d.56.1.17,4009489,4009623,ref-b.3.5.7.33b.4.12,ref-b.3.5.7.33b.5.7,הלא המה בעבר הירדן מעבר לירדן ואילך דברי רבי יהודה אחרי דרך מבוא השמש מקום שחמה זורחת בארץ הכנעני היושב בערבה אלו הר גריזים,הלא המה בעבר הירדן מעבר לירדן ואילך דברי רבי יהודה אחרי דרך מבוא השמש מקום שחמה זורחת בארץ הכנעני היושב בערבה אלו הר גריזים,22,22,1623,1621.0,799,799.0,0.0,0.0,22,הלא המה בעבר הירדן מעבר לירדן ואילך דברי_רבי_יהודה אחרי דרך מבוא השמש מקום שחמה זורחת בארץ הכנעני היושב בערבה אלו הר גריזים,6080000642,22,22
ref-sifre-d.56.1.1-ref-sifre-d.56.1.15,ref-b.3.5.7.33b.7.4-ref-b.3.5.7.33b.8.5,104563,104642,ref-sifre-d.56.1.1,ref-sifre-d.56.1.15,4010008,4010124,ref-b.3.5.7.33b.7.4,ref-b.3.5.7.33b.8.5,הלא המה בעבר הירדן מעבר הירדן ואילך דברי ר' יהודה אחרי דרך מבוא השמש מקום ,הלא המה בעבר הירדן סמוך לירדן דאי מעבר הירדן ואילך הלא כתיב והיה בעברכם את הירדן אחרי דרך מבוא השמש מקום ,13,21,1636,1636.0,801,799.0,0.3714285714285714,0.375,12,הלא המה בעבר הירדן מעבר הירדן ואילך אחרי דרך מבוא השמש מקום,6080000643,13,21
ref-sifre-d.55.2.97-ref-sifre-d.55.2.105,ref-b.3.5.7.37b.10.5-ref-b.3.5.7.37b.10.43,104520,104562,ref-sifre-d.55.2.97,ref-sifre-d.55.2.105,4027134,4027319,ref-b.3.5.7.37b.10.5,ref-b.3.5.7.37b.10.43,הברכה על הר גרזים ואת הקללה וגו' מה תלמוד לומר אם ללמד שתהא ברכה על הר גרזים וקללה על הר עיבל הרי כבר נאמר אלה יעמדו לברך את העם על הר גרזים וכתיב ואלה,הברכה על הר גרזים ואת הקללה וגו' מה תלמוד לומר אם ללמד שתהא ברכה על הר גרזים וקללה על הר עיבל הרי כבר נאמר אלה יעמדו לברך את העם על הר גרזים וכתיב ואלה,29,29,1668,1668.0,797,797.0,0.0,0.0,29,הברכה על הר גרזים ואת הקללה וגו' מה_תלמוד_לומר_אם ללמד שתהא ברכה על הר גרזים וקללה על הר עיבל הרי_כבר_נאמר אלה יעמדו לברך את העם על הר גרזים וכתיב ואלה,6080000644,29,29
ref-sifre-d.56.1.18-ref-sifre-d.56.1.70,ref-b.3.5.7.33b.5.6-ref-b.3.5.7.33b.6.27,104654,104922,ref-sifre-d.56.1.18,ref-sifre-d.56.1.70,4009614,4009938,ref-b.3.5.7.33b.5.6,ref-b.3.5.7.33b.6.27,ולהלן הוא אומר ויעבר אברם בארץ עד מקום שכם עד אלון מורה מה אלון מורה האמור להלן שכם אף,הר גריזים והר עיבל שיושבין בהם כותיים מול הגלגל סמוך לגלגל אצל אלוני מרה,17,14,1625,1625.0,803,803.0,0.7558139534883721,0.9,0,,6080000645,17,14
ref-sifre-d.56.1.26-ref-sifre-d.56.1.37,ref-b.4.2.5.61a.2.4-ref-b.4.2.5.61a.3.10,104697,104752,ref-sifre-d.56.1.26,ref-sifre-d.56.1.37,5298206,5298276,ref-b.4.2.5.61a.2.4,ref-b.4.2.5.61a.3.10,נאמר נשך בלוה ונאמר נשך במלוה מה נשך האמור בלוה במלוה מנין נאמר נשך בלוה ונאמר נשך במלוה מה,בלוה במלוה מנין נאמר נשך בלוה ונאמר נשך במלוה מה נשך האמור בלוה,19,13,2265,2265.0,805,805.0,0.5164835164835165,0.0,10,בלוה במלוה מנין נאמר נשך בלוה ונאמר נשך במלוה מה,6080000646,19,13
