,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-b,grp-ref-sifre-n,dam-lev,jac,id
529,719,ref-b.2.1.23.152b.7.38-ref-b.2.1.23.152b.7.44,ref-sifre-n.40.1.193-ref-sifre-n.40.1.199,910262,910298,126542,126548,ref-b.2.1.23.152b.7.38,ref-b.2.1.23.152b.7.44,65208,65244,9459,9465,ref-sifre-n.40.1.193,ref-sifre-n.40.1.199,ואת נפש אויביך יקלענה בתוך כף הקלע ,ואת נפש אויביך יקלענה בתוך כף הקלע ,6,6,172.0,719.0,0.0,0.0,3070000530
530,720,ref-b.2.1.23.152b.6.41-ref-b.2.1.23.152b.6.46,ref-sifre-n.40.1.194-ref-sifre-n.40.1.199,910015,910046,126503,126508,ref-b.2.1.23.152b.6.41,ref-b.2.1.23.152b.6.46,65213,65244,9460,9465,ref-sifre-n.40.1.194,ref-sifre-n.40.1.199,נפש אויביך יקלענה בתוך כף הקלע ,נפש אויביך יקלענה בתוך כף הקלע ,5,5,168.0,719.0,0.0,0.0,3070000531
531,721,ref-b.3.7.4.82b.5.59-ref-b.3.7.4.82b.5.65,ref-sifre-n.40.1.221-ref-sifre-n.40.1.227,4681517,4681552,645579,645585,ref-b.3.7.4.82b.5.59,ref-b.3.7.4.82b.5.65,65359,65394,9451,9457,ref-sifre-n.40.1.221,ref-sifre-n.40.1.227,וקוי ה' יחליפו כח יעלו אבר כנשרים ,וקוי ה' יחליפו כח יעלו אבר כנשרים ,6,6,1593.0,721.0,0.0,0.0,3070000532
532,722,ref-b.4.4.11.92b.1.47-ref-b.4.4.11.92b.1.53,ref-sifre-n.40.1.221-ref-sifre-n.40.1.227,6295937,6295973,877885,877891,ref-b.4.4.11.92b.1.47,ref-b.4.4.11.92b.1.53,65359,65394,9451,9457,ref-sifre-n.40.1.221,ref-sifre-n.40.1.227,וקווי ה' יחליפו כח יעלו אבר כנשרים ,וקוי ה' יחליפו כח יעלו אבר כנשרים ,6,6,1965.0,721.0,0.02857142857142857,0.0,3070000533
533,723,ref-b.4.4.11.99a.1.25-ref-b.4.4.11.99a.1.31,ref-sifre-n.41.1.21-ref-sifre-n.41.1.27,6336794,6336829,884540,884545,ref-b.4.4.11.99a.1.25,ref-b.4.4.11.99a.1.31,65487,65522,9474,9479,ref-sifre-n.41.1.21,ref-sifre-n.41.1.27,כי הנה החשך יכסה ארץ וערפל לאומים ,כי הנה החשך יכסה ארץ וערפל לאומים ,5,5,1979.0,723.0,0.0,0.0,3070000534
534,724,ref-b.4.4.11.92a.7.5-ref-b.4.4.11.92a.8.1,ref-sifre-n.41.1.33-ref-sifre-n.41.1.38,6293400,6293448,877515,877522,ref-b.4.4.11.92a.7.5,ref-b.4.4.11.92a.8.1,65553,65580,9485,9490,ref-sifre-n.41.1.33,ref-sifre-n.41.1.38,שניתנה בין שתי אותיות שנאמר כי אל דעות ה' ואר ,אתנו סלה ואומר אל ה' ויאר ,7,5,1962.0,724.0,0.6086956521739131,0.7272727272727273,3070000535
535,725,ref-b.2.4.10.119a.14.17-ref-b.2.4.10.119a.14.27,ref-sifre-n.41.1.35-ref-sifre-n.41.1.39,1673851,1673902,230201,230210,ref-b.2.4.10.119a.14.17,ref-b.2.4.10.119a.14.27,65562,65584,9514,9518,ref-sifre-n.41.1.35,ref-sifre-n.41.1.39,אמר ישי ברכנוכם מבית ה' אמר שמואל אל ה' ויאר לנו ,ואומר אל ה' ויאר לנו ,9,4,318.0,724.0,0.6122448979591837,0.4444444444444444,3070000536
536,726,ref-b.2.10.1.16b.8.10-ref-b.2.10.1.16b.8.20,ref-sifre-n.41.1.42-ref-sifre-n.41.1.51,2570027,2570075,356451,356459,ref-b.2.10.1.16b.8.10,ref-b.2.10.1.16b.8.20,65593,65640,9520,9529,ref-sifre-n.41.1.42,ref-sifre-n.41.1.51,אורה זו תורה וכן הוא אומר כי נר מצוה ותורה אור ,יאר זה מאור התורה שנאמר כי נר מצוה ותורה אור ,8,9,670.0,726.0,0.3191489361702128,0.4285714285714286,3070000537
537,727,ref-b.1.1.1.7a.29.15-ref-b.1.1.1.7a.29.27,ref-sifre-n.41.1.57-ref-sifre-n.41.1.64,29559,29617,4327,4334,ref-b.1.1.1.7a.29.15,ref-b.1.1.1.7a.29.27,65674,65713,9533,9538,ref-sifre-n.41.1.57,ref-sifre-n.41.1.64,וחנתי את אשר אחון אף על פי שאינו הגון ורחמתי את אשר ארחם ,וחנותי את אשר אחון ורחמתי את אשר ארחם ,7,5,9.0,727.0,0.3684210526315789,0.4,3070000538
538,728,ref-b.2.10.1.7a.12.20-ref-b.2.10.1.7a.12.27,ref-sifre-n.41.1.87-ref-sifre-n.41.1.94,2519388,2519429,348727,348734,ref-b.2.10.1.7a.12.20,ref-b.2.10.1.7a.12.27,65820,65862,9557,9564,ref-sifre-n.41.1.87,ref-sifre-n.41.1.94,שנאמר ותהי אסתר נשאת חן בעיני כל רואיה ,ואומר ותהי אסתר נושאת חן בעיני כל רואיה ,7,7,648.0,728.0,0.1,0.2222222222222222,3070000539
539,729,ref-b.1.1.4.29b.17.25-ref-b.1.1.4.29b.17.32,ref-sifre-n.41.1.92-ref-sifre-n.41.1.102,158641,158692,22122,22129,ref-b.1.1.4.29b.17.25,ref-b.1.1.4.29b.17.32,65847,65913,9562,9571,ref-sifre-n.41.1.92,ref-sifre-n.41.1.102,ותתנני לחן לחסד ולרחמים בעיניך ובעיני כל רואי ,בעיני כל רואיה ואומר ויתן האלהים את דניאל לחן ולחסד ולרחמים ,7,9,26.0,728.0,0.7166666666666667,0.7142857142857143,3070000540
540,730,ref-b.1.1.9.60b.6.105-ref-b.1.1.9.60b.6.111,ref-sifre-n.41.1.92-ref-sifre-n.41.1.102,331432,331476,46589,46595,ref-b.1.1.9.60b.6.105,ref-b.1.1.9.60b.6.111,65847,65913,9562,9571,ref-sifre-n.41.1.92,ref-sifre-n.41.1.102,לחן ולחסד ולרחמים בעיניך ובעיני כל רואי ,בעיני כל רואיה ואומר ויתן האלהים את דניאל לחן ולחסד ולרחמים ,6,9,71.0,728.0,0.7166666666666667,0.5833333333333333,3070000541
541,731,ref-b.2.3.5.54a.6.14-ref-b.2.3.5.54a.7.8,ref-sifre-n.41.1.129-ref-sifre-n.41.1.137,1109512,1109564,152025,153070,ref-b.2.3.5.54a.6.14,ref-b.2.3.5.54a.7.8,66065,66107,9562,9601,ref-sifre-n.41.1.129,ref-sifre-n.41.1.137,כי לוית חן הם חש בראשו יעסוק בתורה שנאמר כי לוית חן לוייה יעסוק בתורה שנאמר כי לוית חן הם חש בראשו יעסוק בתורה,לראשך לוית חן ואומר כי לוית חן הם לוית חן ואומר כי לוית חן הם לראשך,110,67,197.0,731.0,0.5818181818181818,0.7,3070000542
542,733,ref-b.3.5.9.46b.14.10-ref-b.3.5.9.46b.14.20,ref-sifre-n.41.1.130-ref-sifre-n.41.1.139,4064245,4064306,561718,561726,ref-b.3.5.9.46b.14.10,ref-b.3.5.9.46b.14.20,66072,66126,9567,9576,ref-sifre-n.41.1.130,ref-sifre-n.41.1.139,לויה יעסוק בתורה שנאמר כי לוית חן הם לראשך וענקים לגרגרתיך ,לוית חן ואומר כי לוית חן הם לראשך וענקים לגרגרותיך ,8,9,1477.0,731.0,0.2542372881355932,0.4,3070000543
543,734,ref-b.4.4.4.38a.4.13-ref-b.4.4.4.38a.4.19,ref-sifre-n.42.2.143-ref-sifre-n.42.2.147,6076047,6076079,845286,845291,ref-b.4.4.4.38a.4.13,ref-b.4.4.4.38a.4.19,67224,67247,9742,9746,ref-sifre-n.42.2.143,ref-sifre-n.42.2.147,מר מאי דכתיב וישקד ה' על הרעה ,אמר וישקוד ה' על הרעה ,5,4,1831.0,734.0,0.4,0.4285714285714286,3070000544
544,735,ref-b.2.8.1.18a.5.7-ref-b.2.8.1.18a.5.23,ref-sifre-n.42.2.148-ref-sifre-n.42.2.168,2297759,2297842,316863,316876,ref-b.2.8.1.18a.5.7,ref-b.2.8.1.18a.5.23,67248,67356,9774,9790,ref-sifre-n.42.2.148,ref-sifre-n.42.2.168,כתוב אחד אומר כבסי מרעה לבך וכתיב כי אם תכבסי בנתר ותרבי לך בורית נכתם עונך לפני ,כתוב אחד אומר כבסי מרעה לבך ירושלים למען תושעי וכתוב אחד אומר אם תכבסי בנתר ותרבי לך בורית נכתם עונך לפני ,13,16,590.0,735.0,0.2641509433962264,0.1578947368421053,3070000545
545,736,ref-b.2.12.2.15a.13.32-ref-b.2.12.2.15a.13.39,ref-sifre-n.42.2.161-ref-sifre-n.42.2.168,2811576,2811618,390590,390597,ref-b.2.12.2.15a.13.32,ref-b.2.12.2.15a.13.39,67314,67356,9783,9790,ref-sifre-n.42.2.161,ref-sifre-n.42.2.168,תכבסי בנתר ותרבי לך בורית נכתם עונך לפני ,תכבסי בנתר ותרבי לך בורית נכתם עונך לפני ,7,7,734.0,735.0,0.0,0.0,3070000546
546,737,ref-b.3.1.12.105a.16.21-ref-b.3.1.12.105a.16.28,ref-sifre-n.42.2.161-ref-sifre-n.42.2.168,3193127,3193169,440242,440249,ref-b.3.1.12.105a.16.21,ref-b.3.1.12.105a.16.28,67314,67356,9756,9763,ref-sifre-n.42.2.161,ref-sifre-n.42.2.168,תכבסי בנתר ותרבי לך בורית נכתם עונך לפני ,תכבסי בנתר ותרבי לך בורית נכתם עונך לפני ,7,7,865.0,735.0,0.0,0.0,3070000547
547,738,ref-b.2.1.5.55a.16.6-ref-b.2.1.5.55a.16.11,ref-sifre-n.42.2.283-ref-sifre-n.42.2.288,539408,539443,74765,75295,ref-b.2.1.5.55a.16.6,ref-b.2.1.5.55a.16.11,67910,67945,9847,9883,ref-sifre-n.42.2.283,ref-sifre-n.42.2.288,שנאמר למרבה המשרה ולשלום אין קץ שנאמר למרבה המשרה ולשלום אין קץ,שנאמר למרבה המשרה ולשלום אין קץ שנאמר למרבה המשרה ולשלום אין קץ,63,63,103.0,738.0,0.0,0.0,3070000548
548,740,ref-b.2.10.2.18a.7.22-ref-b.2.10.2.18a.7.28,ref-sifre-n.42.2.292-ref-sifre-n.42.2.303,2576937,2576970,357496,357501,ref-b.2.10.2.18a.7.22,ref-b.2.10.2.18a.7.28,67957,68012,9886,9896,ref-sifre-n.42.2.292,ref-sifre-n.42.2.303,שלום שנאמר ה' יברך את עמו בשלום ,שלום תורה שנאמר ה' עוז לעמו יתן ה' יברך את עמו בשלום ,5,10,673.0,740.0,0.39622641509433965,0.33333333333333337,3070000549
549,741,ref-b.1.1.1.6a.18.13-ref-b.1.1.1.6a.18.17,ref-sifre-n.42.2.294-ref-sifre-n.42.2.298,21756,21778,3172,3176,ref-b.1.1.1.6a.18.13,ref-b.1.1.1.6a.18.17,67967,67990,9888,9892,ref-sifre-n.42.2.294,ref-sifre-n.42.2.298,שנאמר ה' עז לעמו יתן ,שנאמר ה' עוז לעמו יתן ,4,4,3.0,740.0,0.045454545454545456,0.0,3070000550
550,742,ref-b.4.5.3.23b.10.9-ref-b.4.5.3.23b.10.15,ref-sifre-n.42.2.294-ref-sifre-n.42.2.302,6495171,6495208,908556,908562,ref-b.4.5.3.23b.10.9,ref-b.4.5.3.23b.10.15,67967,68005,9861,9868,ref-sifre-n.42.2.294,ref-sifre-n.42.2.302,ויאמר לקוצרים ה' עמכם ואומר ה' עמך ,שנאמר ה' עוז לעמו יתן ה' יברך את עמו ,6,7,2057.0,740.0,0.7027027027027027,0.9090909090909091,3070000551
551,743,ref-b.5.1.14.116a.25.25-ref-b.5.1.14.116a.25.38,ref-sifre-n.42.2.294-ref-sifre-n.42.2.303,7124408,7124475,999679,999691,ref-b.5.1.14.116a.25.25,ref-b.5.1.14.116a.25.38,67967,68012,9863,9871,ref-sifre-n.42.2.294,ref-sifre-n.42.2.303,שנאמר ה' עוז לעמו יתן מיד פתחו כולם ואמרו ה' יברך את עמו בשלום ,שנאמר ה' עוז לעמו יתן ה' יברך את עמו בשלום ,12,8,2256.0,740.0,0.31746031746031744,0.33333333333333337,3070000552
552,744,ref-b.1.1.9.64a.14.32-ref-b.1.1.9.64a.14.40,ref-sifre-n.42.2.295-ref-sifre-n.42.2.303,355925,355962,50131,50138,ref-b.1.1.9.64a.14.32,ref-b.1.1.9.64a.14.40,67974,68012,9889,9896,ref-sifre-n.42.2.295,ref-sifre-n.42.2.303,ה' עז לעמו יתן ה' יברך את עמו בשלום ,ה' עוז לעמו יתן ה' יברך את עמו בשלום ,7,7,76.0,740.0,0.02702702702702703,0.0,3070000553
553,745,ref-b.2.1.5.55a.16.6-ref-b.2.1.5.55a.16.11,ref-sifre-n.42.2.339-ref-sifre-n.42.2.344,539408,539443,74765,75295,ref-b.2.1.5.55a.16.6,ref-b.2.1.5.55a.16.11,68184,68219,9893,9930,ref-sifre-n.42.2.339,ref-sifre-n.42.2.344,שנאמר למרבה המשרה ולשלום אין קץ שנאמר למרבה המשרה ולשלום אין קץ,שנאמר למרבה המשרה ולשלום אין קץ שנאמר למרבה המשרה ולשלום אין קץ,63,63,103.0,745.0,0.0,0.0,3070000554
554,747,ref-b.2.10.2.18a.7.22-ref-b.2.10.2.18a.7.28,ref-sifre-n.42.2.348-ref-sifre-n.42.2.359,2576937,2576970,357496,357501,ref-b.2.10.2.18a.7.22,ref-b.2.10.2.18a.7.28,68231,68286,9933,9943,ref-sifre-n.42.2.348,ref-sifre-n.42.2.359,שלום שנאמר ה' יברך את עמו בשלום ,שלום תורה שנאמר ה' עוז לעמו יתן ה' יברך את עמו בשלום ,5,10,673.0,747.0,0.39622641509433965,0.33333333333333337,3070000555
555,748,ref-b.1.1.1.6a.18.13-ref-b.1.1.1.6a.18.17,ref-sifre-n.42.2.350-ref-sifre-n.42.2.354,21756,21778,3172,3176,ref-b.1.1.1.6a.18.13,ref-b.1.1.1.6a.18.17,68241,68264,9935,9939,ref-sifre-n.42.2.350,ref-sifre-n.42.2.354,שנאמר ה' עז לעמו יתן ,שנאמר ה' עוז לעמו יתן ,4,4,3.0,747.0,0.045454545454545456,0.0,3070000556
556,749,ref-b.4.5.3.23b.10.9-ref-b.4.5.3.23b.10.15,ref-sifre-n.42.2.350-ref-sifre-n.42.2.358,6495171,6495208,908556,908562,ref-b.4.5.3.23b.10.9,ref-b.4.5.3.23b.10.15,68241,68279,9908,9915,ref-sifre-n.42.2.350,ref-sifre-n.42.2.358,ויאמר לקוצרים ה' עמכם ואומר ה' עמך ,שנאמר ה' עוז לעמו יתן ה' יברך את עמו ,6,7,2057.0,747.0,0.7027027027027027,0.9090909090909091,3070000557
557,750,ref-b.5.1.14.116a.25.25-ref-b.5.1.14.116a.25.38,ref-sifre-n.42.2.350-ref-sifre-n.42.2.359,7124408,7124475,999679,999691,ref-b.5.1.14.116a.25.25,ref-b.5.1.14.116a.25.38,68241,68286,9909,9917,ref-sifre-n.42.2.350,ref-sifre-n.42.2.359,שנאמר ה' עוז לעמו יתן מיד פתחו כולם ואמרו ה' יברך את עמו בשלום ,שנאמר ה' עוז לעמו יתן ה' יברך את עמו בשלום ,12,8,2256.0,747.0,0.31746031746031744,0.33333333333333337,3070000558
558,751,ref-b.1.1.9.64a.14.32-ref-b.1.1.9.64a.14.40,ref-sifre-n.42.2.351-ref-sifre-n.42.2.359,355925,355962,50131,50138,ref-b.1.1.9.64a.14.32,ref-b.1.1.9.64a.14.40,68248,68286,9936,9943,ref-sifre-n.42.2.351,ref-sifre-n.42.2.359,ה' עז לעמו יתן ה' יברך את עמו בשלום ,ה' עוז לעמו יתן ה' יברך את עמו בשלום ,7,7,76.0,747.0,0.02702702702702703,0.0,3070000559
559,752,ref-b.5.3.12.141a.14.12-ref-b.5.3.12.141a.14.27,ref-sifre-n.42.2.380-ref-sifre-n.42.2.387,7920587,7920670,1113559,1113570,ref-b.5.3.12.141a.14.12,ref-b.5.3.12.141a.14.27,68402,68448,9938,9945,ref-sifre-n.42.2.380,ref-sifre-n.42.2.387,"גדול שלום שבין איש לאשתו שהרי אמרה תורה שמו של הקב""ה שנכתב בקדושה ימחה על המים ","גדול השלום ששם שנכתב בקדושה נמחה ע""י המים ",11,7,2611.0,752.0,0.5569620253164557,0.6666666666666667,3070000560
560,753,ref-b.2.6.5.53b.1.31-ref-b.2.6.5.53b.1.38,ref-sifre-n.42.2.382-ref-sifre-n.42.2.389,2110421,2110464,291573,291580,ref-b.2.6.5.53b.1.31,ref-b.2.6.5.53b.1.38,68414,68458,9966,9973,ref-sifre-n.42.2.382,ref-sifre-n.42.2.389,שמי שנכתב בקדושה ימחה על המים לעשות שלום ,"ששם שנכתב בקדושה נמחה ע""י המים מפני שלום ",7,7,509.0,752.0,0.24390243902439024,0.5454545454545454,3070000561
561,754,ref-b.5.1.14.116a.25.27-ref-b.5.1.14.116a.25.38,ref-sifre-n.42.2.421-ref-sifre-n.42.2.428,7124418,7124475,999655,999691,ref-b.5.1.14.116a.25.27,ref-b.5.1.14.116a.25.38,68623,68660,9969,9983,ref-sifre-n.42.2.421,ref-sifre-n.42.2.428,עוז לעמו יתן מיד פתחו כולם ואמרו ה' יברך את עמו בשלום רא אומר שנאמר ה' עוז לעמו יתן מיד פתחו כולם ואמרו ה' יברך את עמו,ברכה אלא שלום שנאמר ה' עוז לעמו ברכה אלא שלום שנאמר ה' עוז לעמו יתן,118,67,2256.0,754.0,0.652542372881356,0.6,3070000562
562,756,ref-b.1.1.1.6a.18.11-ref-b.1.1.1.6a.18.17,ref-sifre-n.42.2.422-ref-sifre-n.42.2.428,21745,21778,3170,3176,ref-b.1.1.1.6a.18.11,ref-b.1.1.1.6a.18.17,68628,68660,10003,10009,ref-sifre-n.42.2.422,ref-sifre-n.42.2.428,אלו תפילין שנאמר ה' עז לעמו יתן ,אלא שלום שנאמר ה' עוז לעמו יתן ,6,6,3.0,754.0,0.21875,0.25,3070000563
563,757,ref-b.1.1.9.64a.10.15-ref-b.1.1.9.64a.10.20,ref-sifre-n.42.2.540-ref-sifre-n.42.2.547,355355,355388,49705,50046,ref-b.1.1.9.64a.10.15,ref-b.1.1.9.64a.10.20,69267,69313,10081,10121,ref-sifre-n.42.2.540,ref-sifre-n.42.2.547,בשלום שנאמר ואתה תבוא אל אבתיך בשלום אלא לך בשלום שנאמר ואתה תבוא אל אבתיך,שלום שנאמר ואתה תבוא אל אבותיך בשלום ואתה תבוא אל אבותיך בשלום ואומר,74,68,73.0,757.0,0.40540540540540543,0.25,3070000564
564,758,ref-b.2.11.3.29a.3.11-ref-b.2.11.3.29a.3.16,ref-sifre-n.42.2.540-ref-sifre-n.42.2.547,2753373,2753406,379694,382228,ref-b.2.11.3.29a.3.11,ref-b.2.11.3.29a.3.16,69267,69313,10081,10121,ref-sifre-n.42.2.540,ref-sifre-n.42.2.547,בשלום שנאמר ואתה תבא אל אבותיך בשלום אלא לך בשלום שנאמר ואתה תבא אל אבותיך,שלום שנאמר ואתה תבוא אל אבותיך בשלום ואתה תבוא אל אבותיך בשלום ואומר,74,68,721.0,757.0,0.3918918918918919,0.25,3070000565
565,761,ref-b.2.11.3.28b.16.6-ref-b.2.11.3.28b.16.10,ref-sifre-n.42.2.547-ref-sifre-n.42.2.551,2751610,2751644,381977,381981,ref-b.2.11.3.28b.16.6,ref-b.2.11.3.28b.16.10,69307,69342,10121,10125,ref-sifre-n.42.2.547,ref-sifre-n.42.2.551,ואמר בשלום תמות ובמשרפות אבותיך ,ואומר בשלום תמות ובמשרפות אבותיך ,4,4,720.0,757.0,0.030303030303030304,0.0,3070000566
566,762,ref-b.4.8.1.11a.11.10-ref-b.4.8.1.11a.11.14,ref-sifre-n.42.2.547-ref-sifre-n.42.2.551,6541060,6541095,915572,915576,ref-b.4.8.1.11a.11.10,ref-b.4.8.1.11a.11.14,69307,69342,10094,10098,ref-sifre-n.42.2.547,ref-sifre-n.42.2.551,שנאמר בשלום תמות ובמשרפות אבותיך ,ואומר בשלום תמות ובמשרפות אבותיך ,4,4,2069.0,757.0,0.09090909090909091,0.33333333333333337,3070000567
567,763,ref-b.1.1.5.34b.17.15-ref-b.1.1.5.34b.17.23,ref-sifre-n.42.2.558-ref-sifre-n.42.2.565,188683,188732,26405,26413,ref-b.1.1.5.34b.17.15,ref-b.1.1.5.34b.17.23,69378,69424,10129,10136,ref-sifre-n.42.2.558,ref-sifre-n.42.2.565,דאמר קרא בורא ניב שפתים שלום שלום לרחוק ולקרוב ,שנאמר בורא ניב שפתים שלום שלום לרחוק ולקרוב ,8,7,43.0,763.0,0.1276595744680851,0.33333333333333337,3070000568
568,764,ref-b.1.1.9.55b.10.4-ref-b.1.1.9.55b.10.10,ref-sifre-n.42.2.559-ref-sifre-n.42.2.565,292568,292607,40665,40671,ref-b.1.1.9.55b.10.4,ref-b.1.1.9.55b.10.10,69385,69424,10130,10136,ref-sifre-n.42.2.559,ref-sifre-n.42.2.565,בורא ניב שפתים שלום שלום לרחוק ולקרוב ,בורא ניב שפתים שלום שלום לרחוק ולקרוב ,6,6,58.0,763.0,0.0,0.0,3070000569
569,765,ref-b.2.1.23.152b.6.7-ref-b.2.1.23.152b.6.14,ref-sifre-n.42.2.570-ref-sifre-n.42.2.577,909843,909883,126473,126480,ref-b.2.1.23.152b.6.7,ref-b.2.1.23.152b.6.14,69449,69492,10139,10146,ref-sifre-n.42.2.570,ref-sifre-n.42.2.577,של צדיקים אומר יבא שלום ינוחו על משכבותם ,של צדיקים שנאמר יבוא שלום ינוחו על משכבותם ,7,7,164.0,765.0,0.09302325581395349,0.2222222222222222,3070000570
570,766,ref-b.3.2.12.104a.6.30-ref-b.3.2.12.104a.6.40,ref-sifre-n.42.2.570-ref-sifre-n.42.2.577,3575646,3575703,492003,492010,ref-b.3.2.12.104a.6.30,ref-b.3.2.12.104a.6.40,69449,69492,10111,10118,ref-sifre-n.42.2.570,ref-sifre-n.42.2.577,שלום במנוחתי יצתה בת קול ואמרה יבא שלום ינוחו על משכבותם ,של צדיקים שנאמר יבוא שלום ינוחו על משכבותם ,7,7,914.0,765.0,0.38596491228070173,0.6153846153846154,3070000571
571,767,ref-b.4.2.3.34a.6.14-ref-b.4.2.3.34a.7.9,ref-sifre-n.42.2.570-ref-sifre-n.42.2.587,5206136,5206225,721201,721215,ref-b.4.2.3.34a.6.14,ref-b.4.2.3.34a.7.9,69449,69546,10111,10128,ref-sifre-n.42.2.570,ref-sifre-n.42.2.587,"שילם ממש אלא כיון שאמר הריני משלם אע""פ שלא שילם תנן שילם ולא רצה לישבע שילם אין לא שילם ",של צדיקים שנאמר יבוא שלום ינוחו על משכבותם גדול השלום שלא ניתן בחלקם של רשעים שנאמר אין שלום ,14,17,1663.0,765.0,0.6559139784946236,0.9047619047619048,3070000572
