baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-sifre-n,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifre-n.26.1.407-ref-sifre-n.26.1.423,ref-y.1.9.2.1.11.70-ref-y.1.9.2.1.11.87,45337,45423,ref-sifre-n.26.1.407,ref-sifre-n.26.1.423,779725,779810,ref-y.1.9.2.1.11.70,ref-y.1.9.2.1.11.87,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן ,נאמר כאן חלה ונאמר להלן חלת להם שמן מה חלה שנאמר להלן עשויה בשמן אף חלה שנאמר כאן ,1,1,208,203.0,427,399.0,0.4878048780487805,0.5714285714285714,8,נאמר כאן ונאמר להלן מה להלן אף כאן,5070000349,17,18
ref-sifre-n.26.1.407-ref-sifre-n.26.1.416,ref-y.1.11.2.3.5.3-ref-y.1.11.2.3.5.12,45337,45384,ref-sifre-n.26.1.407,ref-sifre-n.26.1.416,873523,873573,ref-y.1.11.2.3.5.3,ref-y.1.11.2.3.5.12,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן ,נאמ' כאן שמחה ונאמר להלן שמחה מה שמחה שנאמר להלן ,1,3,272,268.0,405,399.0,0.2653061224489796,0.625,5,כאן ונאמר להלן מה להלן,5070000350,10,10
ref-sifre-n.26.1.407-ref-sifre-n.26.1.421,ref-y.2.1.7.2.13.11-ref-y.2.1.7.2.13.26,45337,45412,ref-sifre-n.26.1.407,ref-sifre-n.26.1.421,997256,997333,ref-y.2.1.7.2.13.11,ref-y.2.1.7.2.13.26,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו ,מאמו נאמ' כאן דודתו ונאמ' להלן או דודו או בן דודו יגאלנו מה דודו שנאמר להלן ,6,16,312,312.0,426,399.0,0.631578947368421,0.8,4,כאן להלן מה להלן,5070000351,15,16
ref-sifre-n.26.1.407-ref-sifre-n.26.1.423,ref-y.2.3.5.1.1.35-ref-y.2.3.5.1.1.55,45337,45423,ref-sifre-n.26.1.407,ref-sifre-n.26.1.423,1290200,1290313,ref-y.2.3.5.1.1.35,ref-y.2.3.5.1.1.55,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן ,נאמר כאן בין הערבים ונאמר להלן בין הערבים מה בין הערבים שנאמר להלן משש שעות ולמעלן אף כין הערכים שנאמר כאן ,1,1,345,337.0,428,399.0,0.5607476635514018,0.6153846153846154,8,נאמר כאן ונאמר להלן מה להלן אף כאן,5070000352,17,19
ref-sifre-n.26.1.415-ref-sifre-n.26.1.432,ref-y.2.3.7.7.7.34-ref-y.2.3.7.7.7.45,45373,45474,ref-sifre-n.26.1.415,ref-sifre-n.26.1.432,1338976,1339039,ref-y.2.3.7.7.7.34,ref-y.2.3.7.7.7.45,האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן מטמא בנגעם ובזיבתם לא יטמא להם במותם במותם אין ,אמרי בטמא טומאת זיבה וטומאת צרעת אנן קיימין אבל בטמא מת אינו ,18,12,380,380.0,441,399.0,0.6595744680851063,0.8125,0,,5070000353,18,12
ref-sifre-n.26.1.414-ref-sifre-n.26.1.428,ref-y.2.3.7.7.7.103-ref-y.2.3.7.7.7.108,45369,45452,ref-sifre-n.26.1.414,ref-sifre-n.26.1.428,1339342,1339375,ref-y.2.3.7.7.7.103,ref-y.2.3.7.7.7.108,אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן מטמא בנגעם ובזיבתם לא יטמא ,אין תימר בטמא טומאת זיבה וטומאת ,15,6,382,381.0,440,399.0,0.7435897435897436,0.8181818181818181,0,,5070000354,15,6
ref-sifre-n.26.1.407-ref-sifre-n.26.1.416,ref-y.2.5.2.4.3.22-ref-y.2.5.2.4.3.33,45337,45384,ref-sifre-n.26.1.407,ref-sifre-n.26.1.416,1416081,1416145,ref-y.2.5.2.4.3.22,ref-y.2.5.2.4.3.33,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן ,נאמר כאן עריכה ונאמר להלן וערך הכהן אותם מה עריכה שנאמר להלן ,1,1,425,419.0,406,399.0,0.4098360655737705,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,5070000355,10,12
ref-sifre-n.26.1.407-ref-sifre-n.26.1.423,ref-y.2.5.8.1.2.162-ref-y.2.5.8.1.2.180,45337,45423,ref-sifre-n.26.1.407,ref-sifre-n.26.1.423,1477978,1478084,ref-y.2.5.8.1.2.162,ref-y.2.5.8.1.2.180,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן ,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי שנאמר להלן עינוי רעבון אף עינוי שנאמר כאן ,1,1,455,447.0,429,399.0,0.5392156862745098,0.6666666666666667,8,נאמר כאן ונאמר להלן מה להלן אף כאן,5070000356,17,17
ref-sifre-n.26.1.407-ref-sifre-n.26.1.416,ref-y.2.4.1.1.1.117-ref-y.2.4.1.1.1.126,45337,45384,ref-sifre-n.26.1.407,ref-sifre-n.26.1.416,1493692,1493742,ref-y.2.4.1.1.1.117,ref-y.2.4.1.1.1.126,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,1,1,488,484.0,407,399.0,0.3061224489795918,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,5070000357,10,10
ref-sifre-n.26.1.407-ref-sifre-n.26.1.416,ref-y.2.4.6.4.4.5-ref-y.2.4.6.4.4.14,45337,45384,ref-sifre-n.26.1.407,ref-sifre-n.26.1.416,1561422,1561476,ref-y.2.4.6.4.4.5,ref-y.2.4.6.4.4.14,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן ,נאמר כאן אזכרה ונאמר להלן אזכרה מה אזכרה האמורה להלן ,1,4,555,551.0,408,399.0,0.2452830188679245,0.3333333333333333,6,נאמר כאן ונאמר להלן מה להלן,5070000358,10,10
ref-sifre-n.26.1.407-ref-sifre-n.26.1.423,ref-y.2.6.2.7.1.6-ref-y.2.6.2.7.1.29,45337,45423,ref-sifre-n.26.1.407,ref-sifre-n.26.1.423,1595673,1595797,ref-y.2.6.2.7.1.6,ref-y.2.6.2.7.1.29,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן ,נאמר כאן תשבו ונאמר להלן ופתח אוהר' מועד ישבו יומם ולילה מה ישיבה שנאמר להלן עשה בה את הלילות כימים אף ישיבה שנאמר כאן ,1,3,593,587.0,430,399.0,0.5294117647058824,0.75,8,נאמר כאן ונאמר להלן מה להלן אף כאן,5070000359,17,22
ref-sifre-n.26.1.407-ref-sifre-n.26.1.416,ref-y.2.8.1.1.12.202-ref-y.2.8.1.1.12.211,45337,45384,ref-sifre-n.26.1.407,ref-sifre-n.26.1.416,1641869,1641919,ref-y.2.8.1.1.12.202,ref-y.2.8.1.1.12.211,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,1,1,640,636.0,409,399.0,0.3061224489795918,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,5070000360,10,10
ref-sifre-n.26.1.407-ref-sifre-n.26.1.416,ref-y.2.8.1.1.12.263-ref-y.2.8.1.1.12.272,45337,45384,ref-sifre-n.26.1.407,ref-sifre-n.26.1.416,1642172,1642222,ref-y.2.8.1.1.12.263,ref-y.2.8.1.1.12.272,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמ' להלן ,1,1,661,657.0,410,399.0,0.3265306122448979,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,5070000361,10,10
ref-sifre-n.26.1.407-ref-sifre-n.26.1.423,ref-y.2.10.1.1.3.68-ref-y.2.10.1.1.3.89,45337,45423,ref-sifre-n.26.1.407,ref-sifre-n.26.1.423,1836010,1836122,ref-y.2.10.1.1.3.68,ref-y.2.10.1.1.3.89,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן ,נאמר כאן פרזות ונאמר להלן לבד מערי הפרזי הרבה מאות מה פרזי שנאמ' להלן מימות יהושע בן נון אף פרזות שנאמר כאן ,1,1,720,715.0,431,399.0,0.5092592592592593,0.7222222222222222,8,נאמר כאן ונאמר להלן מה להלן אף כאן,5070000362,17,19
ref-sifre-n.26.1.407-ref-sifre-n.26.1.416,ref-y.2.12.1.2.2.113-ref-y.2.12.1.2.2.122,45337,45384,ref-sifre-n.26.1.407,ref-sifre-n.26.1.416,1928666,1928717,ref-y.2.12.1.2.2.113,ref-y.2.12.1.2.2.122,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן ,1,1,769,767.0,411,399.0,0.2,0.3333333333333333,6,נאמר כאן ונאמר להלן מה להלן,5070000363,10,10
ref-sifre-n.26.1.407-ref-sifre-n.26.1.416,ref-y.2.12.1.3.1.51-ref-y.2.12.1.3.1.78,45337,45384,ref-sifre-n.26.1.407,ref-sifre-n.26.1.416,1930736,1930868,ref-y.2.12.1.3.1.51,ref-y.2.12.1.3.1.78,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה","נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה",1,1,803,803.0,412,412.0,0.0,0.0,28,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה",5070000364,28,28
ref-sifre-n.26.1.407-ref-sifre-n.26.1.423,ref-y.2.12.1.3.1.92-ref-y.2.12.1.3.1.111,45337,45423,ref-sifre-n.26.1.407,ref-sifre-n.26.1.423,1930932,1931033,ref-y.2.12.1.3.1.92,ref-y.2.12.1.3.1.111,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן ,נאמר כאן מסת ונאמר להלן ותרב משאת בנימן מה משאת שנאמר להלן אחת עיקר והשאר טפילה אף מסת שנאמר כאן ,1,1,859,859.0,432,412.0,0.4845360824742268,0.7222222222222222,8,נאמר כאן ונאמר להלן מה להלן אף כאן,5070000365,17,20
ref-sifre-n.26.1.407-ref-sifre-n.26.1.416,ref-y.3.1.1.1.23.4-ref-y.3.1.1.1.23.17,45337,45384,ref-sifre-n.26.1.407,ref-sifre-n.26.1.416,2056186,2056257,ref-y.3.1.1.1.23.4,ref-y.3.1.1.1.23.17,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן ,נאמר כאן אחוה ונאמר להלן שני' עשר עבדיך אחים אנחנו מה אחים שנאמר להלן ,1,1,909,909.0,414,414.0,0.4428571428571428,0.6666666666666667,6,נאמר כאן ונאמר להלן מה להלן,5070000366,10,14
ref-sifre-n.26.1.407-ref-sifre-n.26.1.423,ref-y.3.1.1.1.23.35-ref-y.3.1.1.1.23.55,45337,45423,ref-sifre-n.26.1.407,ref-sifre-n.26.1.423,2056345,2056456,ref-y.3.1.1.1.23.35,ref-y.3.1.1.1.23.55,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן ,נאמ' כאן ישיבה ונאמר להלן ישיבה וירשתה וישבת בה מה ישיבה שנאמר להלן ישיבה שיש עמה ירושה אף ישיבה שנאמר כאן ,1,2,939,939.0,433,414.0,0.5514018691588785,0.7647058823529411,7,כאן ונאמר להלן מה להלן אף כאן,5070000367,17,21
ref-sifre-n.26.1.407-ref-sifre-n.26.1.416,ref-y.3.1.12.6.7.63-ref-y.3.1.12.6.7.74,45337,45384,ref-sifre-n.26.1.407,ref-sifre-n.26.1.416,2206411,2206472,ref-y.3.1.12.6.7.63,ref-y.3.1.12.6.7.74,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן ,נאמר כאן קרייה ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן ,1,1,989,987.0,415,399.0,0.4,0.375,6,נאמר כאן ונאמר להלן מה להלן,5070000368,10,12
ref-sifre-n.26.1.407-ref-sifre-n.26.1.423,ref-y.3.5.7.3.3.36-ref-y.3.5.7.3.3.54,45337,45423,ref-sifre-n.26.1.407,ref-sifre-n.26.1.423,2318253,2318351,ref-y.3.5.7.3.3.36,ref-y.3.5.7.3.3.54,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן ,נאמר כאן אלוני מורה ונאמר להלן אלוני מורה מה אלוני מורה האמור להלן שכם אף אילוני מורה האמור כאן ,1,1,1101,1093.0,434,399.0,0.4375,0.5454545454545454,10,נאמר כאן ונאמר להלן מה האמור להלן אף האמור כאן,5070000369,17,19
ref-sifre-n.26.1.407-ref-sifre-n.26.1.416,ref-y.3.5.8.1.1.42-ref-y.3.5.8.1.1.54,45337,45384,ref-sifre-n.26.1.407,ref-sifre-n.26.1.416,2327493,2327563,ref-y.3.5.8.1.1.42,ref-y.3.5.8.1.1.54,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן ,נאמר כאן נגישה ונאמר להלן ונגשו הכחנים בני לוי מה נגישה שנאמר להלן ,1,2,1131,1128.0,416,399.0,0.4776119402985074,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,5070000370,10,13
ref-sifre-n.26.1.407-ref-sifre-n.26.1.416,ref-y.3.5.8.1.1.82-ref-y.3.5.8.1.1.94,45337,45384,ref-sifre-n.26.1.407,ref-sifre-n.26.1.416,2327701,2327768,ref-y.3.5.8.1.1.82,ref-y.3.5.8.1.1.94,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן ,נאמר כאן נגישה ונאמר להלן ונגש משה אל הערפל מה נגישה שנאמר להלן ,1,4,1156,1151.0,417,399.0,0.421875,0.6363636363636364,6,נאמר כאן ונאמר להלן מה להלן,5070000371,10,13
ref-sifre-n.26.1.408-ref-sifre-n.26.1.422,ref-y.3.7.1.2.31.2-ref-y.3.7.1.2.31.11,45342,45419,ref-sifre-n.26.1.408,ref-sifre-n.26.1.422,2847488,2847536,ref-y.3.7.1.2.31.2,ref-y.3.7.1.2.31.11,כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור ,מה אזנו שנאמר להלן ימנית אף כאן ימנית ואם אמור ,15,10,1466,1466.0,438,399.0,0.5616438356164384,0.5833333333333333,3,מה להלן אף,5070000372,15,10
ref-sifre-n.26.1.407-ref-sifre-n.26.1.416,ref-y.3.7.1.7.18.128-ref-y.3.7.1.7.18.137,45337,45384,ref-sifre-n.26.1.407,ref-sifre-n.26.1.416,2879134,2879185,ref-y.3.7.1.7.18.128,ref-y.3.7.1.7.18.137,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן ,נאמר כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן ,1,1,1479,1477.0,418,399.0,0.26,0.4285714285714286,6,נאמר כאן ונאמר להלן מה להלן,5070000373,10,10
ref-sifre-n.26.1.407-ref-sifre-n.26.1.416,ref-y.4.1.4.4.5.133-ref-y.4.1.4.4.5.144,45337,45384,ref-sifre-n.26.1.407,ref-sifre-n.26.1.416,2983586,2983647,ref-y.4.1.4.4.5.133,ref-y.4.1.4.4.5.144,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן ,נאמר כאן השור יסקל ונאמר להלן השור יסקל מה שור שנאמר להלן ,1,1,1527,1523.0,419,399.0,0.3793103448275862,0.5,6,נאמר כאן ונאמר להלן מה להלן,5070000374,10,12
ref-sifre-n.26.1.407-ref-sifre-n.26.1.416,ref-y.4.4.1.3.2.4-ref-y.4.4.1.3.2.16,45337,45384,ref-sifre-n.26.1.407,ref-sifre-n.26.1.416,3154598,3154667,ref-y.4.4.1.3.2.4,ref-y.4.4.1.3.2.16,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן ,נאמר כאן זדון ונאמר להלן זדון בזדון דברו הנביא מה זדון שנאמר להלן ,1,1,1600,1600.0,420,420.0,0.4242424242424242,0.5555555555555556,6,נאמר כאן ונאמר להלן מה להלן,5070000375,10,13
ref-sifre-n.26.1.407-ref-sifre-n.26.1.416,ref-y.4.4.1.3.2.32-ref-y.4.4.1.3.2.45,45337,45384,ref-sifre-n.26.1.407,ref-sifre-n.26.1.416,3154751,3154821,ref-y.4.4.1.3.2.32,ref-y.4.4.1.3.2.45,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן ,נאמר כאג דיבר ונאמר להלן אשר ידבר הנביא בשם יי' מה דיבר שנאמר להלן ,1,1,1627,1627.0,421,420.0,0.4925373134328358,0.75,5,נאמר ונאמר להלן מה להלן,5070000376,10,14
ref-sifre-n.26.1.407-ref-sifre-n.26.1.416,ref-y.4.4.1.3.8.127-ref-y.4.4.1.3.8.144,45337,45384,ref-sifre-n.26.1.407,ref-sifre-n.26.1.416,3157857,3157950,ref-y.4.4.1.3.8.127,ref-y.4.4.1.3.8.144,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן ,נאמר כאן בני ישראל ונאמר להלן בני ישראל ויבואו בני ישראל לשבר וגו' מה בני ישראל שנאמר להלן ,1,11,1649,1647.0,422,399.0,0.5934065934065934,0.6,6,נאמר כאן ונאמר להלן מה להלן,5070000377,10,18
ref-sifre-n.26.1.403-ref-sifre-n.26.1.411,ref-y.4.4.3.9.4.44-ref-y.4.4.3.9.4.54,45314,45361,ref-sifre-n.26.1.403,ref-sifre-n.26.1.411,3187593,3187651,ref-y.4.4.3.9.4.44,ref-y.4.4.3.9.4.54,"מופנה להקיש ולדון ג""ש נאמר כאן אמו ונאמר להלן ",מופנה להקיש ולדון ממנו גזירה שוה נאמר כאן שני ונאמר להלן ,9,6,1689,1687.0,399,399.0,0.2631578947368421,0.4615384615384615,7,מופנה להקיש ולדון נאמר כאן ונאמר להלן,5070000378,9,11
ref-sifre-n.26.1.405-ref-sifre-n.26.1.423,ref-y.4.4.6.1.1.27-ref-y.4.4.6.1.1.49,45326,45423,ref-sifre-n.26.1.405,ref-sifre-n.26.1.423,3210999,3211117,ref-y.4.4.6.1.1.27,ref-y.4.4.6.1.1.49,"ולדון ג""ש נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן ",שנידונו בו נאמ' כאן בשעריך ונאמ' להלן כי ימצא בקרבך בא' שעריך מה שעריך האמור להלן שער שנמצא בו אף שעריך האמור כאן ,3,4,1706,1706.0,401,399.0,0.543859649122807,0.8,8,כאן להלן מה האמור להלן אף האמור כאן,5070000379,19,23
ref-sifre-n.26.1.407-ref-sifre-n.26.1.423,ref-y.4.4.7.1.1.26-ref-y.4.4.7.1.1.45,45337,45423,ref-sifre-n.26.1.407,ref-sifre-n.26.1.423,3223732,3223837,ref-y.4.4.7.1.1.26,ref-y.4.4.7.1.1.45,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן מטמא בנגעם ובזיבתם אף אמו האמור כאן ,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה האמורה להלן חרב אף נקימה האמורה כאן ,1,1,1748,1740.0,435,399.0,0.5196078431372549,0.6666666666666667,8,נאמר כאן ונאמר להלן מה להלן אף כאן,5070000380,17,20
ref-sifre-n.26.1.407-ref-sifre-n.26.1.416,ref-y.4.4.7.3.1.37-ref-y.4.4.7.3.1.51,45337,45384,ref-sifre-n.26.1.407,ref-sifre-n.26.1.416,3226750,3226829,ref-y.4.4.7.3.1.37,ref-y.4.4.7.3.1.51,נאמר כאן אמו ונאמר להלן אמו מה אמו האמור להלן ,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה שנאמר להלן ,1,3,1770,1767.0,423,399.0,0.5064935064935064,0.6666666666666667,6,נאמר כאן ונאמר להלן מה להלן,5070000381,10,15
ref-sifre-n.26.1.407-ref-sifre-n.26.1.416,ref-y.4.4.7.5.3.11-ref-y.4.4.7.5.3.28,45337,45384,ref-sifre-n.26.1.407,ref-sifre-n.26.1.416,3229053,3229139,ref-y.4.4.7.5.3.11,ref-y.4.4.7.5.3.28,מאמו מה טעמא נאמר כאן דודתו ונאמר להלן או דודו או בן דודו יגאלנו מה דודו שנאמר להלן,מאמו מה טעמא נאמר כאן דודתו ונאמר להלן או דודו או בן דודו יגאלנו מה דודו שנאמר להלן,4,4,1793,1793.0,424,424.0,0.0,0.0,18,מאמו מה טעמא נאמר כאן דודתו ונאמר להלן או דודו או בן דודו יגאלנו מה דודו שנאמר להלן,5070000382,18,18
