,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-b,grp-ref-sifre-d,dam-lev,jac,id
477,597,ref-b.2.9.1.6a.7.3-ref-b.2.9.1.6a.7.32,ref-sifre-d.42.5.1-ref-sifre-d.42.5.47,2377564,2377732,325940,328196,ref-b.2.9.1.6a.7.3,ref-b.2.9.1.6a.7.32,73702,73981,12452,12540,ref-sifre-d.42.5.1,ref-sifre-d.42.5.47,יורה במרחשון ומלקוש בניסן אתה אומר יורה במרחשון או אינו אלא בחדש כסליו תלמוד לומר בעתו יורה ומלקוש בעתו אף יורה וירדו גשמים אינו סימן ברכה תניא אידך יורה במרחשון ומלקוש בניסן דברי רבי מאיר וחכמים אומרים יורה יורה במרחשון ומלקוש בניסן אתה אומר יורה במרחשון או אינו אלא בחדש כסליו תלמוד לומר בעתו יורה ומלקוש מה מלקוש בעתו אף יורה בעתו כיון שיצא ניסן,"יורה במרחשון ומלקוש בניסן אתה אומר יורה במרחשון ומלקוש בניסן או יורה בתשרי ומלקוש באייר ת""ל בעתו יורה במרחשון ומלקוש בניסן וכן הוא אומר והורדתי הגשם בעתו אי ת""ל ומלקוש מה מלקוש לברכה אף יורה לברכה או מה יורה במרחשון ומלקוש בניסן אתה אומר יורה במרחשון ומלקוש בניסן או יורה בתשרי ומלקוש באייר ת""ל בעתו יורה במרחשון ומלקוש בניסן וכן הוא אומר והורדתי הגשם בעתו אי ת""ל ומלקוש מה מלקוש לברכה אף יורה לברכה או מה מלקוש",2257,89,819.0,594.0,0.48418491484184917,0.6666666666666667,3080000478
478,604,ref-b.1.1.6.35b.7.8-ref-b.1.1.6.35b.8.4,ref-sifre-d.42.8.37-ref-sifre-d.42.8.88,193908,194282,26892,27160,ref-b.1.1.6.35b.7.8,ref-b.1.1.6.35b.8.4,74660,74940,12610,12695,ref-sifre-d.42.8.37,ref-sifre-d.42.8.88,חורש בשעת חרישה וזורע בשעת זריעה וקוצר בשעת קצירה ודש בשעת דישה וזורה בשעת הרוח תורה מה תהא עליה אלא בזמן שישראל עושין רצונו של מקום מלאכתן נעשית על ידי אחרים שנאמר ועמדו זרים ורעו צאנכם וגו' ובזמן שאין ישראל עושין רצונו של מקום מלאכתן נעשית על ידי עצמן שנאמר ואספת דגנך ולא עוד אלא שמלאכת אחרים נעשית על ידן שנאמר ועבדת את אויבך חורש בשעת חרישה וזורע בשעת זריעה וקוצר בשעת קצירה ודש בשעת דישה וזורה בשעת הרוח תורה מה תהא עליה אלא בזמן שישראל עושין רצונו של מקום מלאכתן נעשית על ידי אחרים שנאמר ועמדו זרים ורעו צאנכם וגו' ובזמן שאין ישראל עושין רצונו של מקום מלאכתן נעשית על ידי עצמן שנאמר ואספת דגנך,"קוצר בשעת קציר וחורש בשעת חריש דש בשעת שרב זורה בשעת הרוח אימתי למד תורה אלא כשישראל עושים רצונו של מקום מלאכתם על ידי אחרים נעשית שנאמר ועמדו זרים ורעו צאנכם וכשאין עושים רצונו של מקום מלאכתם ע""י עצמם נעשית ולא עוד אלא שמלאכת אחרים נעשית על ידם שנא' ועבדת את אויביך שרב זורה בשעת הרוח אימתי למד תורה אלא כשישראל עושים רצונו של מקום מלאכתם על ידי אחרים נעשית שנאמר ועמדו זרים ורעו צאנכם וכשאין עושים רצונו של מקום מלאכתם ע""י עצמם נעשית ולא עוד",269,86,117.0,604.0,0.41,0.4347826086956522,3080000479
479,606,ref-b.02.04.10.119a.6.7-ref-b.02.04.10.119a.6.19,ref-sifre-d.42.9.18-ref-sifre-d.42.9.25,1672410,1672484,229966,229977,ref-b.2.4.10.119a.6.7,ref-b.2.4.10.119a.6.19,75045,75082,12712,12718,ref-sifre-d.42.9.18,ref-sifre-d.42.9.25,כסף וזהב שבעולם יוסף לקטו והביאו למצרים שנאמר וילקט יוסף את כל הכסף ,כסף וזהב שנ' וילקט יוסף את כל הכסף ,11,6,473.0,606.0,0.5,0.5,3080000480
480,607,ref-b.03.05.01.4b.11.8-ref-b.03.05.01.4b.11.12,ref-sifre-d.43.7.37-ref-sifre-d.43.7.42,3912206,3912241,539553,539557,ref-b.3.5.1.4b.11.8,ref-b.3.5.1.4b.11.12,76416,76455,12895,12900,ref-sifre-d.43.7.37,ref-sifre-d.43.7.42,שנאמר ורם לבבך ושכחת את ה' אלהיך ,אומר אחריו ורם לבבך ושכחת את ה' אלהיך ,4,5,1544.0,607.0,0.21052631578947367,0.33333333333333337,3080000481
481,608,ref-b.04.04.11.108a.7.23-ref-b.04.04.11.108a.8.6,ref-sifre-d.43.8.12-ref-sifre-d.43.8.37,6393315,6393538,893518,893554,ref-b.4.4.11.108a.7.23,ref-b.4.4.11.108a.8.6,76645,76791,12926,12951,ref-sifre-d.43.8.12,ref-sifre-d.43.8.37,שורו עבר ולא יגעיל תפלט פרתו ולא תשכל וכתיב ישלחו כצאן עויליהם וילדיהם ירקדון וכתיב ישאו בתוף וכנור וישמחו לקול עוגב וכתיב יבלו ימיהם בטוב ושנותם בנעימים וכתיב וברגע שאול יחתו והיא גרמה שאמרו לאל סור ממנו ,שורו עיבר ולא יגעיל תפלט פרתו ולא תשכל ישאו בתוף וכנור וישמחו לקול עוגב יבלו ימיהם בטוב ושנותם בנעימים היא גרמה להם ויאמרו לאל סור ממנו ,36,25,3036.0,608.0,0.3804878048780488,0.36363636363636365,3080000482
482,609,ref-b.02.09.01.9b.10.13-ref-b.02.09.01.9b.10.21,ref-sifre-d.43.8.48-ref-sifre-d.43.8.55,2394950,2394992,330722,330728,ref-b.2.9.1.9b.10.13,ref-b.2.9.1.9b.10.21,76837,76876,12994,12999,ref-sifre-d.43.8.48,ref-sifre-d.43.8.55,ואד יעלה מן הארץ והשקה את כל פני האדמה ,ואד יעלה מן הארץ והשקה את פני האדמה ,6,5,855.0,609.0,0.07692307692307693,0.11111111111111116,3080000483
483,610,ref-b.02.05.08.76a.6.33-ref-b.02.05.08.76a.6.37,ref-sifre-d.43.8.101-ref-sifre-d.43.8.105,1908387,1908411,263550,263554,ref-b.2.5.8.76a.6.33,ref-b.2.5.8.76a.6.37,77116,77141,13040,13044,ref-sifre-d.43.8.101,ref-sifre-d.43.8.105,נבקעו כל מעינות תהום רבה ,נבקעו כל מעיינות תהום רבה ,4,4,613.0,610.0,0.038461538461538464,0.0,3080000484
484,611,ref-b.04.04.11.108a.9.29-ref-b.04.04.11.108a.9.36,ref-sifre-d.43.8.101-ref-sifre-d.43.8.108,6393932,6393977,893627,893634,ref-b.4.4.11.108a.9.29,ref-b.4.4.11.108a.9.36,77116,77163,13007,13014,ref-sifre-d.43.8.101,ref-sifre-d.43.8.108,נבקעו כל מעינות תהום רבה וארבות השמים נפתחו ,נבקעו כל מעיינות תהום רבה וארובות השמים נפתחו ,7,7,3037.0,610.0,0.043478260869565216,0.0,3080000485
485,612,ref-b.04.08.01.19a.1.10-ref-b.04.08.01.19a.1.15,ref-sifre-d.43.9.43-ref-sifre-d.43.9.50,6570635,6570662,920021,920026,ref-b.4.8.1.19a.1.10,ref-b.4.8.1.19a.1.15,77401,77437,13055,13062,ref-sifre-d.43.9.43,ref-sifre-d.43.9.50,היו שנאמר הבה נבנה לנו עיר ,היא גרמה להם שאמרו הבה נבנה לנו עיר ,5,7,3203.0,612.0,0.3333333333333333,0.5,3080000486
486,613,ref-b.04.04.11.109a.11.2-ref-b.04.04.11.109a.11.22,ref-sifre-d.43.10.4-ref-sifre-d.43.10.20,6401669,6401771,894923,894941,ref-b.4.4.11.109a.11.2,ref-b.4.4.11.109a.11.22,77531,77611,13077,13093,ref-sifre-d.43.10.4,ref-sifre-d.43.10.20,"אנשי סדום לא נתגאו אלא בשביל טובה שהשפיע להם הקב""ה ומה כתיב בהם ארץ ממנה יצא לחם ותחתיה נהפך כמו אש ",באנשי סדום שלא מרדו אלא מתוך שביעה שנא' בהם ארץ ממנה יצא לחם תחתיה נהפך כמו אש ,18,16,3042.0,613.0,0.36,0.5,3080000487
487,614,ref-b.04.04.11.109a.12.22-ref-b.04.04.11.109a.12.36,ref-sifre-d.43.10.40-ref-sifre-d.43.10.61,6401990,6402068,894985,894999,ref-b.4.4.11.109a.12.22,ref-b.4.4.11.109a.12.36,77721,77829,13112,13130,ref-sifre-d.43.10.40,ref-sifre-d.43.10.61,ונשכח תורת רגל מארצנו שנאמר פרץ נחל מעם גר הנשכחים מני רגל דלו מאנוש נעו ,לשכח תורת הרגל מביניכם אני משכח אתכם מן העולם מה נאמר בהם פרץ נחל מעם גר הנשכחים מני רגל דלו מאנוש נעו ,14,18,3043.0,614.0,0.3592233009708738,0.42105263157894735,3080000488
488,615,ref-b.04.04.11.108b.2.5-ref-b.04.04.11.108b.2.11,ref-sifre-d.43.10.62-ref-sifre-d.43.10.68,6396229,6396267,894020,894026,ref-b.4.4.11.108b.2.5,ref-b.4.4.11.108b.2.11,77830,77868,13131,13137,ref-sifre-d.43.10.62,ref-sifre-d.43.10.68,לפיד בוז לעשתות שאנן נכון למועדי רגל ,לפיד בוז לעשתות שאנן נכון למועדי רגל ,6,6,3039.0,615.0,0.0,0.0,3080000489
489,616,ref-b.02.06.05.52b.8.3-ref-b.02.06.05.52b.8.12,ref-sifre-d.43.10.69-ref-sifre-d.43.10.78,2106256,2106319,290914,290923,ref-b.2.6.5.52b.8.3,ref-b.2.6.5.52b.8.12,77869,77933,13171,13180,ref-sifre-d.43.10.69,ref-sifre-d.43.10.78,ישליו אהלים לשודדים ובטוחות למרגיזי אל לאשר הביא אלוה בידו ,ישליו אוהלים לשודדים ובטוחות למרגיזי אל לאשר הביא אלוה בידו ,9,9,680.0,616.0,0.016666666666666666,0.0,3080000490
490,617,ref-b.02.08.04.32b.1.3-ref-b.02.08.04.32b.1.7,ref-sifre-d.43.10.82-ref-sifre-d.43.10.86,2350269,2350288,324378,324382,ref-b.2.8.4.32b.1.3,ref-b.2.8.4.32b.1.7,77948,77967,13182,13186,ref-sifre-d.43.10.82,ref-sifre-d.43.10.86,חי אני נאם ה' אלהים ,חי אני נאם ה' אלהים ,4,4,803.0,617.0,0.0,0.0,3080000491
491,618,ref-b.04.04.11.105a.5.17-ref-b.04.04.11.105a.5.21,ref-sifre-d.43.10.82-ref-sifre-d.43.10.86,6374526,6374545,890426,890430,ref-b.4.4.11.105a.5.17,ref-b.4.4.11.105a.5.21,77948,77967,13149,13153,ref-sifre-d.43.10.82,ref-sifre-d.43.10.86,חי אני נאם ה' אלהים ,חי אני נאם ה' אלהים ,4,4,3018.0,617.0,0.0,0.0,3080000492
492,619,ref-b.4.4.11.104b.9.21-ref-b.4.4.11.104b.9.34,ref-sifre-d.43.10.95-ref-sifre-d.43.10.115,6372235,6372301,889671,890059,ref-b.4.4.11.104b.9.21,ref-b.4.4.11.104b.9.34,78010,78119,13150,13181,ref-sifre-d.43.10.95,ref-sifre-d.43.10.115,הנה זה היה עון סדום אחותך גאון שבעת לחם ויד עני ואביון לא החזיקה הנה זה היה עון סדום אחותך גאון שבעת לחם ויד עני ואביון לא,היא ובנותייך הנה זה היה עון סדום אחותך גאון שבעת לחם ושלות השקט היה לה ולבנותיה ויד עני ואביון לא החזיקה שבעת לחם ושלות השקט היה לה ולבנותיה ויד עני ואביון לא,389,32,3013.0,619.0,0.4620253164556962,0.2666666666666667,3080000493
493,621,ref-b.03.04.04.23a.16.12-ref-b.03.04.04.23a.17.20,ref-sifre-d.43.11.5-ref-sifre-d.43.11.16,3815151,3815246,526074,526094,ref-b.3.4.4.23a.16.12,ref-b.3.4.4.23a.17.20,78192,78245,13191,13200,ref-sifre-d.43.11.5,ref-sifre-d.43.11.16,ישרה בעיני וירא וירא אתה שכם בן חמור את כל ככר הירדן כי בעד אשה זונה עד ככר לחם כי כלה משקה ,וישא לוט את עיניו וירא את כל ככר הירדן כי כלה משקה ,20,9,1479.0,621.0,0.5869565217391305,0.5,3080000494
494,622,ref-b.04.10.03.10b.11.18-ref-b.04.10.03.10b.11.39,ref-sifre-d.43.11.5-ref-sifre-d.43.11.16,6790395,6790491,952165,952185,ref-b.4.10.3.10b.11.18,ref-b.4.10.3.10b.11.39,78192,78245,13191,13200,ref-sifre-d.43.11.5,ref-sifre-d.43.11.16,ישרה בעיני וירא וירא אותה שכם בן חמור את כל ככר הירדן כי בעד אשה זונה עד ככר לחם כי כלה משקה ,וישא לוט את עיניו וירא את כל ככר הירדן כי כלה משקה ,20,9,3271.0,621.0,0.5913978494623656,0.5,3080000495
495,623,ref-b.4.5.3.24a.33.1-ref-b.4.5.3.24a.33.41,ref-sifre-d.43.12.1-ref-sifre-d.43.12.38,6499615,6499830,908896,909308,ref-b.4.5.3.24a.33.1,ref-b.4.5.3.24a.33.41,78431,78617,13219,13258,ref-sifre-d.43.12.1,ref-sifre-d.43.12.38,"וכבר היה ר""ג ורבי אלעזר בן עזריה ורבי יהושע ורבי עקיבא מהלכין בדרך ושמעו קול המונה של רומי מפלטה ברחוק מאה ועשרים מיל והתחילו בוכין ורבי עקיבא משחק אמרו לו מפני מה אתה משחק אמר להם ואתם מפני מה אתם בוכים אמרו לו וכבר היה ר""ג ורבי אלעזר בן עזריה ורבי יהושע ורבי עקיבא מהלכין בדרך ושמעו קול המונה של רומי מפלטה ברחוק מאה ועשרים מיל והתחילו בוכין ורבי עקיבא משחק אמרו לו","וכבר היה רבן גמליאל ור' יהושע ור' אלעזר בן עזריה ור' עקיבא וכבר היה רבן גמליאל ור' יהושע ור' אלעזר בן עזריה ור' עקיבא נכנסים לרומי שמעו קול המייה של מפטילון עד ק""כ מיל התחילו הם בוכים ור' עקיבא מצחק",413,40,3169.0,623.0,0.6130790190735694,0.6,3080000496
496,625,ref-b.04.04.11.101a.11.18-ref-b.04.04.11.101a.11.27,ref-sifre-d.43.12.23-ref-sifre-d.43.12.39,6351323,6351371,886701,886708,ref-b.4.4.11.101a.11.18,ref-b.4.4.11.101a.11.27,78542,78621,13247,13259,ref-sifre-d.43.12.23,ref-sifre-d.43.12.39,התחילו הן בוכין ורבי עקיבא משחק אמרו לו למה אתה ,התחילו הם בוכים ור' עקיבא מצחק אמר להם ר' עקיבא אתם למה בכיתם אמרו לו ואתה למה ,7,12,2986.0,623.0,0.5063291139240507,0.5384615384615384,3080000497
497,626,ref-b.4.5.3.24b.2.23-ref-b.4.5.3.24b.2.40,ref-sifre-d.43.12.23-ref-sifre-d.43.12.46,6500158,6500242,908977,909372,ref-b.4.5.3.24b.2.23,ref-b.4.5.3.24b.2.40,78542,78654,13235,13265,ref-sifre-d.43.12.23,ref-sifre-d.43.12.46,"התחילו הן בוכין ור""ע מצחק אמרו לו מפני מה אתה מצחק אמר להם מפני מה אתם בוכים אמרו לו התחילו הן בוכין ור""ע מצחק אמרו לו מפני מה אתה מצחק אמר להם",התחילו הם בוכים ור' עקיבא מצחק אמר להם ר' עקיבא אתם למה בכיתם אמרו לו ואתה למה אתה מצחק אמר להם ואתם אתם למה בכיתם אמרו לו ואתה למה אתה מצחק,396,31,3172.0,623.0,0.5524475524475524,0.46153846153846156,3080000498
498,628,ref-b.04.05.03.24a.33.55-ref-b.04.05.03.24b.1.1,ref-sifre-d.43.12.61-ref-sifre-d.43.12.67,6499917,6499947,909321,909326,ref-b.4.5.3.24a.33.55,ref-b.4.5.3.24b.1.1,78745,78781,13279,13285,ref-sifre-d.43.12.61,ref-sifre-d.43.12.67,בית הדום רגלי אלהינו שרוף באש ,ובית הדום של אלהינו יהיה לשריפת אש ,5,6,3171.0,628.0,0.4,0.6666666666666667,3080000499
499,629,ref-b.04.05.03.24b.1.13-ref-b.04.05.03.24b.2.44,ref-sifre-d.43.12.82-ref-sifre-d.43.13.49,6500002,6500257,909338,909375,ref-b.4.5.3.24b.1.13,ref-b.4.5.3.24b.2.44,78851,79122,13298,13343,ref-sifre-d.43.12.82,ref-sifre-d.43.13.49,"לעושי רצונו על אחת כמה וכמה שוב פעם אחת היו עולין לירושלים כיון שהגיעו להר הצופים קרעו בגדיהם כיון שהגיעו להר הבית ראו שועל שיצא מבית קדשי הקדשים התחילו הן בוכין ור""ע מצחק אמרו לו מפני מה אתה מצחק אמר להם מפני מה אתם בוכים אמרו לו מקום שכתוב בו ",לעושי רצונו שוב פעם היו עולים לירושלם הגיעו לצופים וקרעו בגדיהם הגיעו להר הבית וראו שועל אחד יוצא מבית קדשי הקדשים התחילו הם בוכים ור' עקיבא מצחק אמרו לו עקיבא לעולם אתה מתמיה שאתה מצחק ואנו בוכים אמר להם ואתם למה בוכים אמרו לו ולמה לא נבכה על מקום שכתוב בו ,37,45,3172.0,629.0,0.4108527131782946,0.4358974358974359,3080000500
500,630,ref-b.01.01.02.16b.21.16-ref-b.01.01.02.16b.21.20,ref-sifre-d.43.13.62-ref-sifre-d.43.13.67,84598,84626,11828,11832,ref-b.1.1.2.16b.21.16,ref-b.1.1.2.16b.21.20,79185,79213,13389,13394,ref-sifre-d.43.13.62,ref-sifre-d.43.13.67,ידוה לבנו ואל יחשכו עינינו ,דוה לבנו על אלה חשכו עינינו ,4,5,60.0,630.0,0.21428571428571427,0.16666666666666663,3080000501
501,631,ref-b.01.01.02.17a.2.20-ref-b.01.01.02.17a.2.24,ref-sifre-d.43.13.62-ref-sifre-d.43.13.67,85503,85531,11974,11978,ref-b.1.1.2.17a.2.20,ref-b.1.1.2.17a.2.24,79185,79213,13389,13394,ref-sifre-d.43.13.62,ref-sifre-d.43.13.67,ידוה לבנו ואל יחשכו עינינו ,דוה לבנו על אלה חשכו עינינו ,4,5,62.0,630.0,0.21428571428571427,0.16666666666666663,3080000502
502,632,ref-b.04.05.03.24b.2.49-ref-b.04.05.03.24b.3.23,ref-sifre-d.43.13.72-ref-sifre-d.43.13.100,6500282,6500424,909378,909402,ref-b.4.5.3.24b.2.49,ref-b.4.5.3.24b.3.23,79231,79373,13365,13389,ref-sifre-d.43.13.72,ref-sifre-d.43.13.100,שועלים הלכו בו ולא נבכה אמר להן לכך אני מצחק דכתיב ואעידה לי עדים נאמנים את אוריה הכהן ואת זכריה בן יברכיהו וכי מה ענין אוריה אצל זכריה ,שועלים הלכו בו אמר להם אף אני לכך צחקתי שכן הוא אומר ואעידה לי עדים נאמנים את אוריה הכהן ואת זכריהו בן ברכיהו וכי מה ענין אוריה אצל זכריה ,24,24,3175.0,632.0,0.21739130434782608,0.41666666666666663,3080000503
503,633,ref-b.02.04.06.68a.14.13-ref-b.02.04.06.68a.14.24,ref-sifre-d.43.13.102-ref-sifre-d.43.13.114,1496011,1496085,205321,205332,ref-b.2.4.6.68a.14.13,ref-b.2.4.6.68a.14.24,79377,79455,13425,13437,ref-sifre-d.43.13.102,ref-sifre-d.43.13.114,שנאמר עוד ישבו זקנים וזקנות ברחבות ירושלים ואיש משענתו בידו מרב ימים ,אמר זכריה עוד ישבו זקנים וזקנות ברחובות ירושלם ואיש משענתו בידו מרוב ימים ,11,12,406.0,633.0,0.14864864864864866,0.3571428571428571,3080000504
504,634,ref-b.4.5.3.24b.3.38-ref-b.4.5.3.24b.4.16,ref-sifre-d.43.13.103-ref-sifre-d.43.13.122,6500506,6500606,909034,909433,ref-b.4.5.3.24b.3.38,ref-b.4.5.3.24b.4.16,79381,79495,13380,13411,ref-sifre-d.43.13.103,ref-sifre-d.43.13.122,אוריה באוריה כתיב לכן בגללכם ציון שדה תחרש וגו' בזכריה כתיב עוד ישבו זקנים וזקנות ברחובות ירושלם אוריה באוריה כתיב לכן בגללכם ציון שדה תחרש וגו' בזכריה כתיב עוד ישבו זקנים וזקנות ברחובות ירושלם,זכריה עוד ישבו זקנים וזקנות ברחובות ירושלם ואיש משענתו בידו מרוב ימים זכריה עוד ישבו זקנים וזקנות ציון שדה תחרש משענתו בידו מרוב ימים ומה אמר אוריה לכן בגללכם ציון שדה תחרש,400,32,3176.0,633.0,0.6994818652849741,0.4,3080000505
