baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-n,baseOrder,grp-ref-m,dam-lev,jac,lcs_len_char,lcs_str_char,lcc_distance,id
ref-m.3.4.4.2.14-ref-m.3.4.4.3.8,ref-sifre-n.38.1.100-ref-sifre-n.38.1.116,373335,373413,ref-m.3.4.4.2.14,ref-m.3.4.4.3.8,61214,61305,ref-sifre-n.38.1.100,ref-sifre-n.38.1.116,ואמר אמן אינו_יכול_להפר האשה שנדרה בנזיר והיתה שותה ביין ומיטמאה למתים ,אמרת אלא בקדשים הבאים בנדר ונדבה או אמר_הריני_נזיר על מנת שאהיה שותה יין ומטמא למתים ,11,15,207,207.0,166,166.0,0.5529411764705883,0.75,46,אמר אאי הא נדר בנזיר היה שותה יין ומטמא למתים ,0.45882352941176474,1050000124
ref-m.3.4.5.5.22-ref-m.3.4.5.5.33,ref-sifre-n.22.1.244-ref-sifre-n.22.1.258,376306,376374,ref-m.3.4.5.5.22,ref-m.3.4.5.5.33,33784,33860,ref-sifre-n.22.1.244,ref-sifre-n.22.1.258,נזיר להזיר יכול אפילו יזיר את אחרים תלמוד לומר נזיר אה עצמו מזיר ואינו מזיר,נזיר להזיר יכול אפילו יזיר את אחרים תלמוד לומר נזיר אה עצמו מזיר ואינו מזיר,15,15,145,145.0,167,167.0,0.0,0.0,75,נזיר להזיר יכול אפילו יזיר את אחרים תלמוד לומר נזיר אה עצמו מזיר ואינו מזיר,0.0,1050000125
ref-m.3.4.5.7.40-ref-m.3.4.5.7.50,ref-sifre-n.22.1.244-ref-sifre-n.22.1.258,376781,376841,ref-m.3.4.5.7.40,ref-m.3.4.5.7.50,33784,33860,ref-sifre-n.22.1.244,ref-sifre-n.22.1.258,נזיר להזיר יכול אפילו יזיר את אחרים תלמוד לומר נזיר אה עצמו מזיר ואינו מזיר,נזיר להזיר יכול אפילו יזיר את אחרים תלמוד לומר נזיר אה עצמו מזיר ואינו מזיר,15,15,146,146.0,169,169.0,0.0,0.0,75,נזיר להזיר יכול אפילו יזיר את אחרים תלמוד לומר נזיר אה עצמו מזיר ואינו מזיר,0.0,1050000126
ref-m.3.4.6.2.28-ref-m.3.4.6.2.56,ref-sifre-n.24.1.73-ref-sifre-n.24.1.99,377230,377393,ref-m.3.4.6.2.28,ref-m.3.4.6.2.56,38445,38602,ref-sifre-n.24.1.73,ref-sifre-n.24.1.99,"הן החרצנים ואלו הן הזגים החרצנים אלו החיצונים והזגים אלו הפנימים דברי ר""י ר' יוחנן יוסי אומר שלא תטעה כזוגים של בהמה החיצונים זג והפנימי עינבל","אלו הן החרצנים ואלו הן הזגים החרצנים אלו החיצונים והזגים אלו הפנימים דברי ר""י ר' יוחנן יוסי אומר שלא תטעה כזוגים של בהמה החיצונים זג והפנימי עינבל",26,27,151,151.0,171,171.0,0.0273972602739726,0.0,142,"הן החרצנים ואלו הן הזגים החרצנים אלו החיצונים והזגים אלו הפנימים דברי ר""י ר' יוחנן יוסי אומר שלא תטעה כזוגים של בהמה החיצונים זג והפנימי עינבל",0.0273972602739726,1050000127
ref-m.3.4.6.4.47-ref-m.3.4.6.4.61,ref-sifre-n.26.1.158-ref-sifre-n.26.1.188,377792,377860,ref-m.3.4.6.4.47,ref-m.3.4.6.4.61,44078,44231,ref-sifre-n.26.1.158,ref-sifre-n.26.1.188,יטמא לאביו_ולאמו_לא יטמא אבל מטמא הוא למת מצוה או לאביו_ולאמו_לא יטמא אבל מטמא הוא לשאר מתים אמרת קל_וחומר_ומה כהן הדיוט שמטמא הוא לקרובים אין מטמא,יטמא לאביו_ולאמו_לא יטמא אבל מטמא הוא למת מצוה או לאביו_ולאמו_לא יטמא אבל מטמא הוא לשאר מתים אמרת קל_וחומר_ומה כהן הדיוט שמטמא הוא לקרובים אין מטמא,25,25,171,171.0,173,173.0,0.0,0.0,147,יטמא לאביו_ולאמו_לא יטמא אבל מטמא הוא למת מצוה או לאביו_ולאמו_לא יטמא אבל מטמא הוא לשאר מתים אמרת קל_וחומר_ומה כהן הדיוט שמטמא הוא לקרובים אין מטמא,0.0,1050000128
ref-m.3.4.6.5.33-ref-m.3.4.6.5.39,ref-sifre-n.25.1.519-ref-sifre-n.25.1.555,378087,378130,ref-m.3.4.6.5.33,ref-m.3.4.6.5.39,42187,42392,ref-sifre-n.25.1.519,ref-sifre-n.25.1.555,שלא הותר מכללו_לפיכך_עשה_בו_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן_תאמר בתגלחת שהותרה מכללה לפיכך_לא_נעשה_בה_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן הרי טומאה תוכיח שהותרה מכללה,שלא הותר מכללו_לפיכך_עשה_בו_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן_תאמר בתגלחת שהותרה מכללה לפיכך_לא_נעשה_בה_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן הרי טומאה תוכיח שהותרה מכללה,12,12,162,162.0,175,175.0,0.0,0.0,198,שלא הותר מכללו_לפיכך_עשה_בו_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן_תאמר בתגלחת שהותרה מכללה לפיכך_לא_נעשה_בה_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן הרי טומאה תוכיח שהותרה מכללה,0.0,1050000129
ref-m.3.4.6.5.33-ref-m.3.4.6.5.39,ref-sifre-n.30.1.559-ref-sifre-n.30.1.614,378087,378130,ref-m.3.4.6.5.33,ref-m.3.4.6.5.39,52003,52312,ref-sifre-n.30.1.559,ref-sifre-n.30.1.614,שלא הותר מכללו_לפיכך_עשה_בו_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן_תאמר_בטומאה שהותרה מכללה לפיכך_לא_נעשה_בה_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן והרי תגלחת תוכיח שהותרה מכללה ועשה_בה_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן היא תוכיח לטומאה שאף_על_פי שהותרה מכללה,שלא הותר מכללו_לפיכך_עשה_בו_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן_תאמר_בטומאה שהותרה מכללה לפיכך_לא_נעשה_בה_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן והרי תגלחת תוכיח שהותרה מכללה ועשה_בה_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן היא תוכיח לטומאה שאף_על_פי שהותרה מכללה,18,18,188,188.0,176,176.0,0.0,0.0,297,שלא הותר מכללו_לפיכך_עשה_בו_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן_תאמר_בטומאה שהותרה מכללה לפיכך_לא_נעשה_בה_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן והרי תגלחת תוכיח שהותרה מכללה ועשה_בה_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן היא תוכיח לטומאה שאף_על_פי שהותרה מכללה,0.0,1050000130
ref-m.3.4.6.5.33-ref-m.3.4.6.5.39,ref-sifre-n.31.3.49-ref-sifre-n.31.3.104,378087,378130,ref-m.3.4.6.5.33,ref-m.3.4.6.5.39,55745,56054,ref-sifre-n.31.3.49,ref-sifre-n.31.3.104,שלא הותר מכללו_לפיכך_עשה_בו_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן_תאמר_בטומאה שהותרה מכללה לפיכך_לא_נעשה_בה_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן והרי תגלחת תוכיח שהותרה מכללה ועשה_בה_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן היא תוכיח לטומאה שאף_על_פי שהותרה מכללה,שלא הותר מכללו_לפיכך_עשה_בו_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן_תאמר_בטומאה שהותרה מכללה לפיכך_לא_נעשה_בה_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן והרי תגלחת תוכיח שהותרה מכללה ועשה_בה_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן היא תוכיח לטומאה שאף_על_פי שהותרה מכללה,18,18,196,196.0,178,178.0,0.0,0.0,297,שלא הותר מכללו_לפיכך_עשה_בו_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן_תאמר_בטומאה שהותרה מכללה לפיכך_לא_נעשה_בה_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן והרי תגלחת תוכיח שהותרה מכללה ועשה_בה_ימים_שלאחר_נזירות_כימים_שבתוך_נזירות_עד_הבאת_קרבן היא תוכיח לטומאה שאף_על_פי שהותרה מכללה,0.0,1050000131
ref-m.3.4.6.9.7-ref-m.3.4.6.9.25,ref-sifre-n.36.1.2-ref-sifre-n.36.1.43,379099,379192,ref-m.3.4.6.9.7,ref-m.3.4.6.9.25,59614,59817,ref-sifre-n.36.1.2,ref-sifre-n.36.1.43,הכהן נוטל את הזרוע בשלה מן האיל וחלת מצה אחת מן הסל ורקיק מצה אחת ונותן על כפי הנזיר ,הכהן את הזרוע הבשלה אין בשלה אלא שלמה ר' שמעון_בן_יוחאי_אומר אין בשלה אלא שנתבשלה עם האיל וחלת מצת אחת אם נפרסה או נחסרה פסולה ורקיק מצת אחת מן הסל היה שאם נפרס או נחסר פסול ונתן על כפי הנזיר ,19,39,201,201.0,181,181.0,0.6145833333333334,0.5,76,הכהן את הזרוע בשלה מן האיל וחלת מצ אחת  הסל ורקיק מצ אחת ונותן על כפי הנזיר ,0.6041666666666667,1050000132
ref-m.3.4.7.1.1-ref-m.3.4.7.1.8,ref-sifre-n.26.1.86-ref-sifre-n.26.1.93,379953,380003,ref-m.3.4.7.1.1,ref-m.3.4.7.1.8,43700,43742,ref-sifre-n.26.1.86,ref-sifre-n.26.1.93,כהן גדול ונזיר אינן מיטמאין בקרוביהן אבל מיטמאין ,וכהן גדול בל יטמא לקרובים ונזיר בל יטמא ,8,8,165,165.0,182,182.0,0.5306122448979592,0.8181818181818181,29,כהן גדול  יטמא קרובי בל יטמא ,0.40816326530612246,1050000133
ref-m.3.4.7.1.40-ref-m.3.4.7.2.4,ref-sifre-n.26.1.113-ref-sifre-n.26.1.192,380163,380327,ref-m.3.4.7.1.40,ref-m.3.4.7.2.4,43840,44253,ref-sifre-n.26.1.113,ref-sifre-n.26.1.192,"עולם הרי הוא מטמא למת מצוה נזיר שקדושתו קדושת שעה אינו דין שיטמא למת מצוה לא_אם_אמרת בכ""ג שאינו מביא קרבן על טומאתו לפיכך מטמא למת מצוה תאמר בנזיר שמביא קרבן","שקדושתו קדושת עולם הרי הוא מטמא למת מצוה נזיר שקדושתו קדושת שעה אינו דין שיטמא למת מצוה לא_אם_אמרת בכ""ג שאינו מביא קרבן על טומאתו לפיכך מטמא למת מצוה תאמר בנזיר שמביא קרבן על טומאתו שלא יטמא למת מצוה תלמוד לומר לאביו_ולאמו_לא יטמא לאביו_ולאמו_לא יטמא אבל מטמא הוא למת מצוה או לאביו_ולאמו_לא יטמא אבל מטמא הוא לשאר מתים אמרת קל_וחומר_ומה כהן הדיוט שמטמא הוא לקרובים אין מטמא לשאר מתים נזיר שאין",30,70,166,166.0,183,183.0,0.6005089058524173,0.34285714285714286,157,"עולם הרי הוא מטמא למת מצוה נזיר שקדושתו קדושת שעה אינו דין שיטמא למת מצוה לא_אם_אמרת בכ""ג שאינו מביא קרבן על טומאתו לפיכך מטמא למת מצוה תאמר בנזיר שמביא קרבן",0.6005089058524173,1050000134
ref-m.3.4.7.3.42-ref-m.3.4.7.3.48,ref-sifre-n.30.1.495-ref-sifre-n.30.1.510,380929,380965,ref-m.3.4.7.3.42,ref-m.3.4.7.3.48,51677,51758,ref-sifre-n.30.1.495,ref-sifre-n.30.1.510,ימי חלוטו של מצורע וימי ספרו כיוצא בהם אבל ימי הזב והזבה וימי הסגרו של מצורע,ימי חלוטו של מצורע וימי ספרו כיוצא בהם אבל ימי הזב והזבה וימי הסגרו של מצורע,16,16,186,186.0,185,185.0,0.0,0.0,76,ימי חלוטו של מצורע וימי ספרו כיוצא בהם אבל ימי הזב והזבה וימי הסגרו של מצורע,0.0,1050000135
ref-m.3.4.7.3.42-ref-m.3.4.7.3.48,ref-sifre-n.31.2.75-ref-sifre-n.31.2.90,380929,380965,ref-m.3.4.7.3.42,ref-m.3.4.7.3.48,55419,55500,ref-sifre-n.31.2.75,ref-sifre-n.31.2.90,ימי חלוטו של מצורע וימי ספרו כיוצא בהם אבל ימי הזב והזבה וימי הסגרו של מצורע,ימי חלוטו של מצורע וימי ספרו כיוצא בהם אבל ימי הזב והזבה וימי הסגרו של מצורע,16,16,194,194.0,187,187.0,0.0,0.0,76,ימי חלוטו של מצורע וימי ספרו כיוצא בהם אבל ימי הזב והזבה וימי הסגרו של מצורע,0.0,1050000136
ref-m.3.4.7.4.13-ref-m.3.4.7.4.29,ref-sifre-n.8.1.31-ref-sifre-n.8.1.46,381043,381130,ref-m.3.4.7.4.13,ref-m.3.4.7.4.29,17658,17736,ref-sifre-n.8.1.31,ref-sifre-n.8.1.46,עליה חייבין עליה על ביאת מקדש וכל טומאה מן המת שאין הנזיר מגלח עליה אין חייבין עליה ,עליה מקל_וחומר_ומה נדה שחיבים על ביאתה כרת בעלה נאמן עליה סוטה שאין חיבים על ,17,14,67,66.0,189,189.0,0.6547619047619048,0.8333333333333334,42,עליה חיבי על ביאתה ת ה מ עליה אין חיבי על ,0.5,1050000137
ref-m.3.4.9.1.25-ref-m.3.4.9.1.30,ref-sifre-n.22.1.277-ref-sifre-n.22.1.283,383062,383093,ref-m.3.4.9.1.25,ref-m.3.4.9.1.30,33954,33987,ref-sifre-n.22.1.277,ref-sifre-n.22.1.283,מיפר נדרי אשתו ואינו מיפר נדרי ,מפר נדרי בתו והאיש מפר נדרי אשתו ,6,7,149,149.0,191,190.0,0.36363636363636365,0.5,25,מפר נדרי תו ואי מפר נדרי ,0.24242424242424243,1050000138
ref-m.3.4.9.1.24-ref-m.3.4.9.1.30,ref-sifre-n.155.1.159-ref-sifre-n.155.1.175,383056,383093,ref-m.3.4.9.1.24,ref-m.3.4.9.1.30,273715,273789,ref-sifre-n.155.1.159,ref-sifre-n.155.1.175,שהוא מיפר נדרי אשתו ואינו מיפר נדרי ,"נדר שאין מתחלל ע""י אחרים אלא בו הוא מפר אין_לי_אלא בעל שאינו מפר אלא נדר ",7,15,652,652.0,190,190.0,0.6986301369863014,0.8333333333333334,26,שא מי רי או ואינו מפר נדר ,0.6438356164383562,1050000139
ref-m.3.4.9.4.6-ref-m.3.4.9.4.13,ref-sifre-n.126.1.45-ref-sifre-n.126.1.53,383784,383830,ref-m.3.4.9.4.6,ref-m.3.4.9.4.13,218829,218878,ref-sifre-n.126.1.45,ref-sifre-n.126.1.53,עד שלא נזקק לטומאה משנזקק לטומאה ספיקו טמא ,עד שלא נזקק לטומאה הרי הוא מטמא משנזקק לטומאה ,8,9,460,460.0,192,192.0,0.391304347826087,0.2857142857142857,33,עד שלא נזקק לטומאה משנזקק לטומאה ,0.28260869565217395,1050000140
ref-m.3.5.1.3.32-ref-m.3.5.1.3.46,ref-sifre-n.8.1.17-ref-sifre-n.8.1.31,384956,385034,ref-m.3.5.1.3.32,ref-m.3.5.1.3.46,17585,17662,ref-sifre-n.8.1.17,ref-sifre-n.8.1.31,ומוסרין לו שני תלמידי חכמים שמא יבוא עליה בדרך רבי_יהודה_אומר בעלה נאמן עליה ,מוסרים לו שני תלמידי חכמים בדרך שלא יבא עליה ורבי יוסי אומר בעלה נאמן עליה ,13,15,66,66.0,193,193.0,0.24675324675324675,0.5333333333333333,63,מוסרי לו שני תלמידי חכמים שא יבא עליה רבייואומר בעלה נאמן עליה ,0.18181818181818177,1050000141
ref-m.3.5.1.4.15-ref-m.3.5.1.4.42,ref-sifre-n.12.1.146-ref-sifre-n.12.1.171,385121,385277,ref-m.3.5.1.4.15,ref-m.3.5.1.4.42,23991,24129,ref-sifre-n.12.1.146,ref-sifre-n.12.1.171,ואומרים לה בתי הרבה יין עושה הרבה שחוק עושה הרבה ילדות עושה הרבה שכנים הרעים עושים עשי לשמו הגדול שנכתב בקדושה שלא ימחה על המים ואומרים לפניה דברים ,אומר לה הרבה יין עושה הרבה שחוק עושה הרבה ילדות עושה הרבה קדמוך ונשטפו אל תגרמי לשם הגדול הנכתב בקדושה שימחה על המים אומר לפניה דברי ,28,26,99,99.0,194,194.0,0.24324324324324326,0.6071428571428572,115,אומר לה הרבה יין עושה הרבה שחוק עושה הרבה ילדות עושה הרבה  וש י לש הגדול נכתב בקדושה שימחה על המים אומר לפניה דברי ,0.22297297297297303,1050000142
ref-m.3.5.1.4.40-ref-m.3.5.1.4.50,ref-sifre-n.12.1.184-ref-sifre-n.12.1.194,385257,385321,ref-m.3.5.1.4.40,ref-m.3.5.1.4.50,24207,24267,ref-sifre-n.12.1.184,ref-sifre-n.12.1.194,ואומרים לפניה דברים שאינה כדאי לשומען היא וכל משפחת בית אביה ,ואמר לפניה דברים שאינן כדאי לשמען היא וכל משפחת בית אביה ,11,11,100,100.0,196,194.0,0.08196721311475409,0.33333333333333337,56,ואמר לפניה דברים שאינ כדאי לשמען היא וכל משפחת בית אביה ,0.08196721311475408,1050000143
ref-m.3.5.1.4.32-ref-m.3.5.1.4.41,ref-sifre-n.42.2.380-ref-sifre-n.42.2.388,385210,385271,ref-m.3.5.1.4.32,ref-m.3.5.1.4.41,68402,68453,ref-sifre-n.42.2.380,ref-sifre-n.42.2.388,לשמו הגדול שנכתב בקדושה שלא ימחה על המים ואומרים לפניה ,"גדול השלום ששם שנכתב בקדושה נמחה ע""י המים מפני ",10,9,223,223.0,195,194.0,0.4909090909090909,0.5384615384615384,34,גדול שנכתב בקדושה מחה ע המים מפני ,0.38181818181818183,1050000144
ref-m.3.5.1.5.46-ref-m.3.5.1.6.15,ref-sifre-n.11.1.57-ref-sifre-n.11.1.91,385567,385735,ref-m.3.5.1.5.46,ref-m.3.5.1.6.15,22296,22479,ref-sifre-n.11.1.57,ref-sifre-n.11.1.91,מגלהו ואם היה שערה נאה לא היה הי סותרו היתה מכוסה לבנים מכסה שחורים היו שחורים נאה לה מפשיטן ומלבישים אותה כעורים היו עליה כלי זהב קטלאות ונזמים וטבעות מסלקים הימנה כדי,נאה לא היה מגלהו ואם היה שערה נאה לא היה הי סותרו היתה מכוסה לבנים מכסה שחורים היו שחורים נאה לה מפשיטן ומלבישים אותה כעורים היו עליה כלי זהב קטלאות ונזמים וטבעות מסלקים הימנה כדי,32,35,86,86.0,197,197.0,0.061452513966480445,0.0,168,מגלהו ואם היה שערה נאה לא היה הי סותרו היתה מכוסה לבנים מכסה שחורים היו שחורים נאה לה מפשיטן ומלבישים אותה כעורים היו עליה כלי זהב קטלאות ונזמים וטבעות מסלקים הימנה כדי,0.06145251396648044,1050000145
