baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-bible,baseOrder,grp-ref-y,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-y.1.2.1.1.26.35-ref-y.1.2.1.1.26.52,ref-bible.0103.20.9.2-ref-bible.0103.20.9.14,211164,211255,ref-y.1.2.1.1.26.35,ref-y.1.2.1.1.26.52,233404,233461,ref-bible.0103.20.9.2,ref-bible.0103.20.9.14,איש איש אשר יקלל את אביו ואת אמו מות יומת אביו ואמו קלל,איש איש אשר יקלל את אביו ואת אמו מות יומת אביו ואמו קלל,13,13,770,770.0,269,269.0,0.0,0.0,13,איש איש אשר יקלל את אביו ואת אמו מות יומת אביו ואמו קלל,7090000240,13,13
ref-y.1.2.1.1.26.41-ref-y.1.2.1.1.26.47,ref-bible.0103.24.15.6-ref-bible.103.24.15.12,211197,211229,ref-y.1.2.1.1.26.41,ref-y.1.2.1.1.26.47,242573,242605,ref-bible.0103.24.15.6,ref-bible.0103.24.15.12,איש איש כי יקלל אלהיו ונשא חטאו ,איש איש כי יקלל אלהיו ונשא חטאו ,1,1,840,839.0,271,268.0,0.0,0.0,7,איש איש כי יקלל אלהיו ונשא חטאו,7090000241,7,7
ref-y.1.2.1.1.30.10-ref-y.1.2.1.1.30.16,ref-bible.0302.5.6.2-ref-bible.302.5.6.8,212392,212427,ref-y.1.2.1.1.30.10,ref-y.1.2.1.1.30.16,1260482,1260513,ref-bible.0302.5.6.2,ref-bible.0302.5.6.8,חיים פן תפלס נעו מעגלותיה ולא תדע ,חיים פן תפלס נעו מעגלתיה לא תדע ,7,7,2690,2690.0,272,272.0,0.0588235294117647,0.1428571428571429,5,חיים פן תפלס נעו תדע,7090000242,7,7
ref-y.1.2.1.1.30.35-ref-y.1.2.1.1.30.43,ref-bible.0302.4.22.1-ref-bible.0302.4.23.8,212517,212560,ref-y.1.2.1.1.30.35,ref-y.1.2.1.1.30.43,1260095,1260168,ref-bible.0302.4.22.1,ref-bible.0302.4.23.8,מכל משמר נצר לבך כי ממנו תוצאות חיים,כי חיים הם למצאיהם ולכל בשרו מרפא מכל משמר נצר לבך כי ממנו תוצאות חיים,8,15,2687,2687.0,273,273.0,0.4857142857142857,0.4166666666666666,8,מכל משמר נצר לבך כי ממנו תוצאות חיים,7090000243,8,15
ref-y.1.2.1.1.30.100-ref-y.1.2.1.1.30.104,ref-bible.0105.4.40.11-ref-bible.105.4.40.17,212848,212875,ref-y.1.2.1.1.30.100,ref-y.1.2.1.1.30.104,349315,349354,ref-bible.0105.4.40.11,ref-bible.0105.4.40.17,ייטב לך ולמען יאריכון ימיך ,ייטב לך ולבניך אחריך ולמען תאריך ימים ,5,7,1138,1138.0,277,275.0,0.4736842105263157,0.6666666666666667,3,ייטב לך ולמען,7090000244,5,7
ref-y.1.2.1.1.30.99-ref-y.1.2.1.1.30.104,ref-bible.0105.5.16.10-ref-bible.105.5.16.15,212843,212875,ref-y.1.2.1.1.30.99,ref-y.1.2.1.1.30.104,351148,351179,ref-bible.0105.5.16.10,ref-bible.0105.5.16.15,למען ייטב לך ולמען יאריכון ימיך ,למען יאריכן ימיך ולמען ייטב לך ,1,1,1145,1145.0,275,275.0,0.46875,0.0,3,למען ייטב לך,7090000245,6,6
ref-y.1.2.1.1.30.99-ref-y.1.2.1.1.30.104,ref-bible.0105.22.7.9-ref-bible.105.22.7.13,212843,212875,ref-y.1.2.1.1.30.99,ref-y.1.2.1.1.30.104,383397,383422,ref-bible.0105.22.7.9,ref-bible.0105.22.7.13,למען ייטב לך ולמען יאריכון ימיך ,למען ייטב לך והארכת ימים ,1,5,1295,1294.0,276,275.0,0.3125,0.625,3,למען ייטב לך,7090000246,6,5
ref-y.1.2.1.1.30.145-ref-y.1.2.1.1.30.150,ref-bible.0302.30.17.1-ref-bible.302.30.17.6,213068,213096,ref-y.1.2.1.1.30.145,ref-y.1.2.1.1.30.150,1289446,1289476,ref-bible.0302.30.17.1,ref-bible.0302.30.17.6,עין תלעג לאב ותבוז לקחת אם ,עין תלעג לאב ותבוז ליקהת אם ,6,6,2767,2767.0,278,278.0,0.0714285714285714,0.2857142857142857,5,עין תלעג לאב ותבוז אם,7090000247,6,6
ref-y.1.2.1.1.32.4-ref-y.1.2.1.1.32.10,ref-bible.0302.21.21.1-ref-bible.302.21.21.7,213776,213813,ref-y.1.2.1.1.32.4,ref-y.1.2.1.1.32.10,1278745,1278781,ref-bible.0302.21.21.1,ref-bible.0302.21.21.7,רודף צדקה וחסד ימצא חיים צדקה וכבוד ,רדף צדקה וחסד ימצא חיים צדקה וכבוד ,7,7,2746,2746.0,279,279.0,0.0277777777777777,0.0,6,צדקה וחסד ימצא חיים צדקה וכבוד,7090000248,7,7
ref-y.1.2.1.1.33.7-ref-y.1.2.1.1.33.13,ref-bible.0301.34.15.1-ref-bible.301.34.15.7,214249,214283,ref-y.1.2.1.1.33.7,ref-y.1.2.1.1.33.13,1173032,1173066,ref-bible.0301.34.15.1,ref-bible.0301.34.15.7,סור מרע ועשה טוב בקש שלום ורדפהו ,סור מרע ועשה טוב בקש שלום ורדפהו ,7,7,2499,2499.0,280,280.0,0.0,0.0,7,סור מרע ועשה טוב בקש שלום ורדפהו,7090000249,7,7
ref-y.1.2.1.1.35.48-ref-y.1.2.1.1.35.56,ref-bible.0203.20.20.6-ref-bible.203.20.21.5,215042,215083,ref-y.1.2.1.1.35.48,ref-y.1.2.1.1.35.56,562631,562668,ref-bible.0203.20.20.6,ref-bible.0203.20.21.5,שלחת לי מילה דאנא מנטר לה ואנא שלחית לך ,לשלח לי למטרה והנה אשלח את הנער לך ,9,8,1616,1616.0,281,281.0,0.55,0.8,2,לי לך,7090000250,9,8
ref-y.1.2.1.1.35.80-ref-y.1.2.1.1.35.94,ref-bible.0105.32.47.6-ref-bible.105.32.47.13,215192,215262,ref-y.1.2.1.1.35.80,ref-y.1.2.1.1.35.94,407751,407791,ref-bible.0105.32.47.6,ref-bible.0105.32.47.13,מכם זה תלמוד תורה כי הוא חייכם זה כיבוד אב ואם ובדבר הזה תאריכו ימים ,מכם כי הוא חייכם ובדבר הזה תאריכו ימים ,15,8,1410,1410.0,282,282.0,0.4347826086956521,0.3333333333333333,8,מכם כי הוא חייכם ובדבר הזה תאריכו ימים,7090000251,15,8
ref-y.1.2.1.1.37.30-ref-y.1.2.1.1.37.35,ref-bible.0104.15.31.8-ref-bible.104.15.31.13,215482,215511,ref-y.1.2.1.1.37.30,ref-y.1.2.1.1.37.35,290030,290059,ref-bible.0104.15.31.8,ref-bible.0104.15.31.13,הכרת תכרת הנפש ההיא עונה בה ,הכרת תכרת הנפש ההוא עונה בה ,1,6,986,986.0,283,283.0,0.0357142857142857,0.0,5,הכרת תכרת הנפש עונה בה,7090000252,6,6
ref-y.1.2.1.1.37.50-ref-y.1.2.1.1.37.65,ref-bible.0101.39.9.16-ref-bible.0101.39.9.22,215583,215675,ref-y.1.2.1.1.37.50,ref-y.1.2.1.1.37.65,78812,78857,ref-bible.0101.39.9.16,ref-bible.0101.39.9.22,ואיך אעשה הרעה הגדלה הזאת וחטאתי לאלהים,ואיך אעשה הרעה הגדלה הזאת וחטאתי לאלהים,7,7,168,168.0,285,285.0,0.0,0.0,7,ואיך אעשה הרעה הגדלה הזאת וחטאתי לאלהים,7090000253,7,7
ref-y.1.2.1.1.37.47-ref-y.1.2.1.1.37.56,ref-bible.0102.32.31.6-ref-bible.102.32.31.15,215570,215618,ref-y.1.2.1.1.37.47,ref-y.1.2.1.1.37.56,172488,172535,ref-bible.0102.32.31.6,ref-bible.0102.32.31.15,אנא חטא העם הזה חטאה גדולה ויעשו להם אלהי זהב ,אנא חטא העם הזה חטאה גדלה ויעשו להם אלהי זהב ,5,10,483,483.0,284,284.0,0.0217391304347826,0.0,9,אנא חטא העם הזה חטאה ויעשו להם אלהי זהב,7090000254,10,10
ref-y.1.2.1.1.37.70-ref-y.1.2.1.1.37.77,ref-bible.0101.4.13.1-ref-bible.101.4.14.1,215702,215742,ref-y.1.2.1.1.37.70,ref-y.1.2.1.1.37.77,6510,6547,ref-bible.0101.4.13.1,ref-bible.0101.4.14.1,ויאמר קין אל ה' גדול עוני מנשוא כשהוא ,ויאמר קין אל יהוה גדול עוני מנשא הן ,8,8,40,40.0,287,287.0,0.2105263157894736,0.3333333333333333,5,ויאמר קין אל גדול עוני,7090000255,8,8
ref-y.1.2.1.1.37.92-ref-y.1.2.1.1.37.99,ref-bible.0301.12.4.1-ref-bible.301.12.4.8,215812,215851,ref-y.1.2.1.1.37.92,ref-y.1.2.1.1.37.99,1158240,1158280,ref-bible.0301.12.4.1,ref-bible.0301.12.4.8,יכרת ה' כל שפתי חלקות לשון מדברת גדולות ,יכרת יהוה כל שפתי חלקות לשון מדברת גדלות ,8,8,2466,2466.0,288,288.0,0.0975609756097561,0.125,6,יכרת כל שפתי חלקות לשון מדברת,7090000256,8,8
ref-y.1.2.1.1.38.2-ref-y.1.2.1.1.38.8,ref-bible.0101.37.2.24-ref-bible.101.37.2.30,215857,215888,ref-y.1.2.1.1.38.2,ref-y.1.2.1.1.38.8,73532,73563,ref-bible.0101.37.2.24,ref-bible.0101.37.2.30,ויבא יוסף את דבתם רעה אל אביהם ,ויבא יוסף את דבתם רעה אל אביהם ,7,7,160,160.0,289,289.0,0.0,0.0,7,ויבא יוסף את דבתם רעה אל אביהם,7090000257,7,7
ref-y.1.2.1.1.38.55-ref-y.1.2.1.1.38.61,ref-bible.0302.16.11.1-ref-bible.302.16.11.7,216122,216155,ref-y.1.2.1.1.38.55,ref-y.1.2.1.1.38.61,1272775,1272812,ref-bible.0302.16.11.1,ref-bible.0302.16.11.7,פלס ומאזני משפט לה מעשהו כל אבני ,פלס ומאזני משפט ליהוה מעשהו כל אבני ,7,7,2728,2728.0,290,290.0,0.0833333333333333,0.0,6,פלס ומאזני משפט מעשהו כל אבני,7090000258,7,7
ref-y.1.2.1.1.38.78-ref-y.1.2.1.1.38.86,ref-bible.0101.37.31.5-ref-bible.101.37.31.11,216226,216283,ref-y.1.2.1.1.38.78,ref-y.1.2.1.1.38.86,75623,75663,ref-bible.0101.37.31.5,ref-bible.0101.37.31.11,שוחטין ואובלין וישחטו שעיר עזים ויטבלו את הכתונת בדם ,וישחטו שעיר עזים ויטבלו את הכתנת בדם ,9,7,162,162.0,291,291.0,0.3018867924528302,0.2222222222222222,6,וישחטו שעיר עזים ויטבלו את בדם,7090000259,9,7
ref-y.1.2.1.1.38.109-ref-y.1.2.1.1.38.115,ref-bible.0101.39.7.5-ref-bible.101.39.7.11,216406,216438,ref-y.1.2.1.1.38.109,ref-y.1.2.1.1.38.115,78611,78643,ref-bible.0101.39.7.5,ref-bible.0101.39.7.11,ותשא אשת אדניו את עיניה אל יוסף ,ותשא אשת אדניו את עיניה אל יוסף ,7,7,167,167.0,292,292.0,0.0,0.0,7,ותשא אשת אדניו את עיניה אל יוסף,7090000260,7,7
ref-y.1.2.1.1.39.19-ref-y.1.2.1.1.39.27,ref-bible.0301.12.5.1-ref-bible.301.12.5.9,216532,216580,ref-y.1.2.1.1.39.19,ref-y.1.2.1.1.39.27,1158281,1158327,ref-bible.0301.12.5.1,ref-bible.0301.12.5.9,אשר אמרו ללשונינו נגביר שפתינו אתנו מי אדון לנו ,אשר אמרו ללשננו נגביר שפתינו אתנו מי אדון לנו ,9,9,2467,2467.0,293,293.0,0.0416666666666666,0.0,8,אשר אמרו נגביר שפתינו אתנו מי אדון לנו,7090000261,9,9
ref-y.1.2.1.1.39.39-ref-y.1.2.1.1.39.44,ref-bible.0301.73.9.1-ref-bible.301.73.9.6,216643,216676,ref-y.1.2.1.1.39.39,ref-y.1.2.1.1.39.44,1201427,1201460,ref-bible.0301.73.9.1,ref-bible.0301.73.9.6,שתו בשמים פיהם ולשונם תחלך בארץ ,שתו בשמים פיהם ולשונם תהלך בארץ ,6,6,2575,2575.0,294,294.0,0.03125,0.2857142857142857,5,שתו בשמים פיהם ולשונם בארץ,7090000262,6,6
ref-y.1.2.1.1.39.48-ref-y.1.2.1.1.39.56,ref-bible.0301.50.22.1-ref-bible.301.50.22.9,216690,216730,ref-y.1.2.1.1.39.48,ref-y.1.2.1.1.39.56,1185889,1185930,ref-bible.0301.50.22.1,ref-bible.0301.50.22.9,בינו נא זאת שכחי אלוה פן יטרף ואין מציל ,בינו נא זאת שכחי אלוה פן אטרף ואין מציל ,9,9,2530,2530.0,295,295.0,0.025,0.0,8,בינו נא זאת שכחי אלוה פן ואין מציל,7090000263,9,9
ref-y.1.2.1.1.39.62-ref-y.1.2.1.1.39.67,ref-bible.0301.50.20.1-ref-bible.301.50.20.6,216752,216780,ref-y.1.2.1.1.39.62,ref-y.1.2.1.1.39.67,1185794,1185822,ref-bible.0301.50.20.1,ref-bible.0301.50.20.6,תשב באחיך תדבר בבן אמך תתן ,תשב באחיך תדבר בבן אמך תתן ,6,6,2529,2529.0,296,296.0,0.0,0.0,6,תשב באחיך תדבר בבן אמך תתן,7090000264,6,6
ref-y.1.2.1.1.39.72-ref-y.1.2.1.1.39.82,ref-bible.0301.50.16.1-ref-bible.301.50.16.11,216798,216850,ref-y.1.2.1.1.39.72,ref-y.1.2.1.1.39.82,1185635,1185686,ref-bible.0301.50.16.1,ref-bible.0301.50.16.11,ולרשע אמ' אלהי' מה לך לספר חוקי ותשא בריתי עלי פיך ,ולרשע אמר אלהים מה לך לספר חקי ותשא בריתי עלי פיך ,11,11,2528,2528.0,297,297.0,0.0588235294117647,0.3333333333333333,8,ולרשע מה לך לספר ותשא בריתי עלי פיך,7090000265,11,11
ref-y.1.2.1.1.40.58-ref-y.1.2.1.1.40.85,ref-bible.0101.18.11.8-ref-bible.0101.18.13.14,217132,217273,ref-y.1.2.1.1.40.58,ref-y.1.2.1.1.40.85,28624,28764,ref-bible.0101.18.11.8,ref-bible.0101.18.13.14,בקרבה לאמר אחרי בלתי היתה לי עדנה ואדני זקן ויאמר יהוה אל אברהם למה זה צחקה שרה לאמר האף אמנם אלד ואני זקנתי,לשרה ארח כנשים ותצחק שרה בקרבה לאמר אחרי בלתי היתה לי עדנה ואדני זקן ויאמר יהוה אל אברהם למה זה צחקה שרה לאמר האף אמנם אלד ואני זקנתי,23,28,87,87.0,298,298.0,0.18796992481203,0.1363636363636363,21,בקרבה לאמר אחרי בלתי היתה לי עדנה ואדני זקן ויאמר_יהוה_אל אברהם למה זה צחקה שרה לאמר האף אמנם אלד ואני זקנתי,7090000266,23,28
ref-y.1.2.1.1.40.118-ref-y.1.2.1.1.40.132,ref-bible.0101.50.16.1-ref-bible.101.50.17.6,217437,217506,ref-y.1.2.1.1.40.118,ref-y.1.2.1.1.40.132,104904,104973,ref-bible.0101.50.16.1,ref-bible.0101.50.17.6,ויצוו את יוסף לאמר אביך צוה לפני מותו לאמר כה תאמרו ליוסף אנא שא נא ,ויצוו אל יוסף לאמר אביך צוה לפני מותו לאמר כה תאמרו ליוסף אנא שא נא ,15,15,207,207.0,301,301.0,0.0147058823529411,0.0999999999999999,14,ויצוו יוסף לאמר אביך צוה לפני מותו לאמר כה תאמרו ליוסף אנא שא נא,7090000267,15,15
ref-y.1.2.1.1.42.17-ref-y.1.2.1.1.42.22,ref-bible.0205.1.14.7-ref-bible.205.1.14.12,217610,217643,ref-y.1.2.1.1.42.17,ref-y.1.2.1.1.42.22,645430,645463,ref-bible.0205.1.14.7,ref-bible.0205.1.14.12,ואני אבוא אחריך ומלאתי את דבריך ,ואני אבוא אחריך ומלאתי את דבריך ,6,6,1756,1756.0,302,302.0,0.0,0.0,6,ואני אבוא אחריך ומלאתי את דבריך,7090000268,6,6
ref-y.1.2.1.1.45.25-ref-y.1.2.1.1.45.29,ref-bible.0301.57.5.1-ref-bible.301.57.5.5,218297,218326,ref-y.1.2.1.1.45.25,ref-y.1.2.1.1.45.29,1189830,1189856,ref-bible.0301.57.5.1,ref-bible.0301.57.5.5,נפשי בתוך לבאים אשכבה לוהטים ,נפשי בתוך לבאם אשכבה להטים ,5,5,2543,2543.0,303,303.0,0.0689655172413793,0.0,3,נפשי בתוך אשכבה,7090000269,5,5
ref-y.1.2.1.1.45.58-ref-y.1.2.1.1.45.63,ref-bible.0203.23.11.1-ref-bible.203.23.11.6,218486,218523,ref-y.1.2.1.1.45.58,ref-y.1.2.1.1.45.63,568830,568866,ref-bible.0203.23.11.1,ref-bible.0203.23.11.6,היסגרוני בעלי קעילה בידו הירד שאול ,היסגרני בעלי קעילה בידו הירד שאול ,6,6,1626,1626.0,304,304.0,0.0285714285714285,0.0,5,בעלי קעילה בידו הירד שאול,7090000270,6,6
ref-y.1.2.1.1.45.68-ref-y.1.2.1.1.45.76,ref-bible.0301.54.2.1-ref-bible.301.54.2.6,218545,218598,ref-y.1.2.1.1.45.68,ref-y.1.2.1.1.45.76,1187665,1187701,ref-bible.0301.54.2.1,ref-bible.0301.54.2.6,הזיפים בבוא הזיפי' ויאמרו לשאול באותה שעה אמ' דוד ,בבוא הזיפים ויאמרו לשאול הלא דוד ,9,6,2533,2533.0,305,305.0,0.38,0.5,4,בבוא ויאמרו לשאול דוד,7090000271,9,6
ref-y.1.2.1.1.45.114-ref-y.1.2.1.1.45.125,ref-bible.0205.18.12.18-ref-bible.205.18.13.10,218808,218879,ref-y.1.2.1.1.45.114,ref-y.1.2.1.1.45.125,697274,697348,ref-bible.0205.18.12.18,ref-bible.0205.18.13.10,שעובדיהו אמר לאליהו הלא הוגד לאדוני אשר עשיתי בהרוג איזבל את נביאי ,ועבדך ירא את יהוה מנערי הלא הגד לאדני את אשר עשיתי בהרג איזבל את נביאי ,12,15,1864,1864.0,306,306.0,0.3380281690140845,0.3571428571428571,6,הלא אשר עשיתי איזבל את נביאי,7090000272,12,15
ref-y.1.2.1.1.46.47-ref-y.1.2.1.1.46.57,ref-bible.0204.2.14.5-ref-bible.0204.2.14.12,219323,219389,ref-y.1.2.1.1.46.47,ref-y.1.2.1.1.46.57,589807,589855,ref-bible.0204.2.14.5,ref-bible.0204.2.14.12,נא הנערים וישחקו לפנינו ויאמר יואב יקמו,יקומו נא הנערים וישחקו לפנינו ויאמר יואב יקמו,7,8,1671,1671.0,307,307.0,0.1333333333333333,0.0,7,נא הנערים וישחקו לפנינו ויאמר יואב יקמו,7090000273,7,8
ref-y.1.2.1.1.46.68-ref-y.1.2.1.1.46.75,ref-bible.0204.3.12.2-ref-bible.204.3.12.10,219441,219480,ref-y.1.2.1.1.46.68,ref-y.1.2.1.1.46.75,592274,592317,ref-bible.0204.3.12.2,ref-bible.0204.3.12.10,אבנר מלאבים אל דוד תחתיו לאמר למי ארץ ,אבנר מלאכים אל דוד תחתו תחתיו לאמר למי ארץ ,8,9,1674,1673.0,309,309.0,0.1395348837209302,0.2222222222222222,7,אבנר אל דוד תחתיו לאמר למי ארץ,7090000274,8,9
ref-y.1.2.1.1.46.90-ref-y.1.2.1.1.46.97,ref-bible.0203.24.12.1-ref-bible.203.24.12.8,219550,219585,ref-y.1.2.1.1.46.90,ref-y.1.2.1.1.46.97,571353,571388,ref-bible.0203.24.12.1,ref-bible.0203.24.12.8,ואבי ראה גם ראה את כנף מעילך בידי ,ואבי ראה גם ראה את כנף מעילך בידי ,8,8,1636,1636.0,310,310.0,0.0,0.0,8,ואבי ראה גם ראה את כנף מעילך בידי,7090000275,8,8
ref-y.1.2.1.1.47.1-ref-y.1.2.1.1.47.6,ref-bible.0301.120.4.1-ref-bible.301.120.4.6,219801,219831,ref-y.1.2.1.1.47.1,ref-y.1.2.1.1.47.6,1242295,1242324,ref-bible.0301.120.4.1,ref-bible.0301.120.4.6,חצי גיבוד שנונים עם גחלי רתמים ,חצי גבור שנונים עם גחלי רתמים ,6,6,2642,2642.0,311,311.0,0.064516129032258,0.2857142857142857,5,חצי שנונים עם גחלי רתמים,7090000276,6,6
ref-y.1.2.1.1.49.20-ref-y.1.2.1.1.49.46,ref-bible.0207.3.9.10-ref-bible.0207.3.11.8,220523,220648,ref-y.1.2.1.1.49.20,ref-y.1.2.1.1.49.46,781252,781350,ref-bible.0207.3.9.10,ref-bible.0207.3.11.8,להם רעה אמרו צדיק כי טוב כי פרי מעלליהם יאכלו,אוי לנפשם כי גמלו להם רעה אמרו צדיק כי טוב כי פרי מעלליהם יאכלו אוי לרשע רע כי גמול ידיו יעשה,10,21,1996,1996.0,312,312.0,0.5161290322580645,0.3846153846153846,8,להם רעה אמרו צדיק כי_טוב_כי פרי מעלליהם יאכלו,7090000277,10,21
ref-y.1.2.1.1.50.59-ref-y.1.2.1.1.50.64,ref-bible.0311.6.15.14-ref-bible.311.6.15.19,221051,221085,ref-y.1.2.1.1.50.59,ref-y.1.2.1.1.50.64,1440698,1440730,ref-bible.0311.6.15.14,ref-bible.0311.6.15.19,ועד מיעלי שמשא הוה משתדר להצלותיה ,ועד מעלי שמשא הוא משתדר להצלותה ,6,6,2998,2998.0,315,315.0,0.088235294117647,0.0,3,ועד שמשא משתדר,7090000278,6,6
ref-y.1.2.1.1.51.24-ref-y.1.2.1.1.51.35,ref-bible.0209.18.26.1-ref-bible.209.18.26.7,221315,221377,ref-y.1.2.1.1.51.24,ref-y.1.2.1.1.51.35,1012294,1012333,ref-bible.0209.18.26.1,ref-bible.0209.18.26.7,ובשוב צדיק מצדקתו ועשה עול רבי שמעון בן לקיש אמר ובתוהא על ,בשוב צדיק מצדקתו ועשה עול ומת עליהם ,12,7,2250,2250.0,316,316.0,0.4745762711864407,0.6,4,צדיק מצדקתו ועשה עול,7090000279,12,7
ref-y.1.2.1.1.53.30-ref-y.1.2.1.1.53.37,ref-bible.0102.15.26.14-ref-bible.102.15.26.23,222338,222377,ref-y.1.2.1.1.53.30,ref-y.1.2.1.1.53.37,136660,136707,ref-bible.0102.15.26.14,ref-bible.0102.15.26.23,כל המחלה אשר שמתי במצרי' לא אשים עליך ,כל חקיו כל המחלה אשר שמתי במצרים לא אשים עליך ,8,3,279,279.0,317,317.0,0.1956521739130435,0.3333333333333333,7,כל המחלה אשר שמתי לא אשים עליך,7090000280,8,10
ref-y.1.2.1.1.54.34-ref-y.1.2.1.1.54.41,ref-bible.0301.62.13.1-ref-bible.301.62.13.8,222955,222992,ref-y.1.2.1.1.54.34,ref-y.1.2.1.1.54.41,1193026,1193065,ref-bible.0301.62.13.1,ref-bible.0301.62.13.8,ולך ה' חסד כי אתה תשלם לאיש במעשהו ,ולך אדני חסד כי אתה תשלם לאיש כמעשהו ,8,8,2555,2555.0,318,318.0,0.1351351351351351,0.25,6,ולך חסד כי אתה תשלם לאיש,7090000281,8,8
ref-y.1.2.1.1.55.31-ref-y.1.2.1.1.55.36,ref-bible.0203.2.9.1-ref-bible.203.2.9.7,223230,223266,ref-y.1.2.1.1.55.31,ref-y.1.2.1.1.55.36,519618,519659,ref-bible.0203.2.9.1,ref-bible.0203.2.9.7,רגלי חסידיו ישמור ורשעים בחשך ידמו ,רגלי חסידו חסידיו ישמר ורשעים בחשך ידמו ,6,7,1564,1564.0,323,319.0,0.175,0.0,5,רגלי חסידיו ורשעים בחשך ידמו,7090000282,6,7
ref-y.1.2.1.1.55.21-ref-y.1.2.1.1.55.43,ref-bible.0302.3.33.6-ref-bible.302.3.35.6,223179,223304,ref-y.1.2.1.1.55.21,ref-y.1.2.1.1.55.43,1259206,1259297,ref-bible.0302.3.33.6,ref-bible.0302.3.35.6,צדיקי' ישלם טוב אם ללצים הוא יליץ ולענוים יתן חן רגלי חסידיו ישמור ורשעים בחשך ידמו כבוד חכמים ינחלו וכסי לים מרים קלון ,צדיקים יברך אם ללצים הוא יליץ ולעניים ולענוים יתן חן כבוד חכמים ינחלו וכסילים מרים קלון ,17,16,2682,2682.0,322,319.0,0.375,0.5416666666666667,12,אם ללצים הוא יליץ ולענוים יתן חן כבוד חכמים ינחלו מרים קלון,7090000283,23,16
