baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-mek.2.3.2.51-ref-mek.2.3.2.61,ref-y.2.8.2.4.2.110-ref-y.2.8.2.4.2.122,102833,102900,ref-mek.2.3.2.51,ref-mek.2.3.2.61,1662249,1662323,ref-y.2.8.2.4.2.110,ref-y.2.8.2.4.2.122,מה שהלכו ישראל בשלשת ימים הלכו האקטורים ביום ומחצה ומה שהלכו ,מה שחמה מהלכת לשלשה חדשים הלבנה מהלכת לשבעה ימים ומחצה מה שחמה מהלכת ,11,13,574,574.0,368,367.0,0.5362318840579711,0.8571428571428572,3,מה ימים ומחצה,3070000287,11,13
ref-mek.2.3.2.52-ref-mek.2.3.2.61,ref-y.2.8.2.4.2.126-ref-y.2.8.2.4.2.139,102836,102900,ref-mek.2.3.2.52,ref-mek.2.3.2.61,1662343,1662418,ref-y.2.8.2.4.2.126,ref-y.2.8.2.4.2.139,שהלכו ישראל בשלשת ימים הלכו האקטורים ביום ומחצה ומה שהלכו ,מהלכת לחמשה עשר יום מה שחמה הולכת לשנים עשר חדש הלבנה מהלכת לשלשים יום ,10,12,575,575.0,369,367.0,0.7183098591549296,0.9333333333333332,0,,3070000288,10,12
ref-mek.2.3.2.150-ref-mek.2.3.2.158,ref-y.1.1.4.1.7.23-ref-y.1.1.4.1.7.43,103394,103440,ref-mek.2.3.2.150,ref-mek.2.3.2.158,83249,83371,ref-y.1.1.4.1.7.23,ref-y.1.1.4.1.7.43,ואין עמידה אלא תפילה כמה דתימר ויעמוד פינחס ויפלל תפילת המנחה מיצחק אבינו ויצא יצחק לשוח בשדה ואין שיחה אלא תפילה,ואין עמידה אלא תפילה כמה דתימר ויעמוד פינחס ויפלל תפילת המנחה מיצחק אבינו ויצא יצחק לשוח בשדה ואין שיחה אלא תפילה,21,21,83,83.0,370,370.0,0.0,0.0,21,ואין עמידה אלא תפילה כמה דתימר ויעמוד פינחס ויפלל תפילת המנחה מיצחק אבינו ויצא יצחק לשוח בשדה ואין שיחה אלא תפילה,3070000289,21,21
ref-mek.2.3.2.175-ref-mek.2.3.2.215,ref-y.1.1.4.1.7.45-ref-y.1.1.4.1.7.80,103537,103740,ref-mek.2.3.2.175,ref-mek.2.3.2.215,83376,83567,ref-y.1.1.4.1.7.45,ref-y.1.1.4.1.7.80,תפילה לעני כי יעטוף ולפני ה' ישפוף שיחו תפילת הערם מיעקב אבינו ופגע במקום וילן שם ואין פגיעה אלא תפילה כמה דתומר יפגעו נא בה' צבאות ואומר אל תשא בעדם רינה ותפילה ואל תפגע בי,דתימר תפילה לעני כי יעטוף ולפני ה' ישפוף שיחו תפילת הערם מיעקב אבינו ופגע במקום וילן שם ואין פגיעה אלא תפילה כמה דתומר יפגעו נא בה' צבאות ואומר אל תשא בעדם רינה ותפילה ואל תפגע בי,35,36,85,85.0,373,373.0,0.0335195530726257,0.0,35,תפילה לעני כי יעטוף ולפני ה' ישפוף שיחו תפילת הערם מיעקב אבינו ופגע במקום וילן שם ואין פגיעה אלא תפילה כמה דתומר יפגעו נא בה' צבאות ואומר אל תשא בעדם רינה ותפילה ואל תפגע בי,3070000290,35,36
ref-mek.2.3.2.175-ref-mek.2.3.2.180,ref-y.1.1.4.4.8.24-ref-y.1.1.4.4.8.31,103537,103566,ref-mek.2.3.2.175,ref-mek.2.3.2.180,102669,102708,ref-y.1.1.4.4.8.24,ref-y.1.1.4.4.8.31,תפלה לעני כי יעטוף ולפני ה' ,תפילה לעני בי יעטוף ואחר כך ולפני ה' ,6,8,92,92.0,372,372.0,0.2702702702702703,0.2857142857142857,4,לעני יעטוף ולפני ה',3070000291,6,8
ref-mek.2.3.2.293-ref-mek.2.3.2.299,ref-y.1.2.8.8.13.101-ref-y.1.2.8.8.13.107,104135,104168,ref-mek.2.3.2.293,ref-mek.2.3.2.299,294005,294038,ref-y.1.2.8.8.13.101,ref-y.1.2.8.8.13.107,הגבר אשר יבטח ביי והיה ה' מבטחו ,הגבר אשר יבטה בה' והיה ה' מבטחו ,7,7,180,180.0,375,375.0,0.09375,0.1999999999999999,5,הגבר אשר והיה ה' מבטחו,3070000292,7,7
ref-mek.2.3.2.332-ref-mek.2.3.2.340,ref-y.1.1.1.5.2.164-ref-y.1.1.1.5.2.169,104335,104387,ref-mek.2.3.2.332,ref-mek.2.3.2.340,22008,22037,ref-y.1.1.1.5.2.164,ref-y.1.1.1.5.2.169,וכתיב אלה ברכב ואלה בסוסים ואנחנו בשם ה' אלהינו ,אני ה' אלהיכם וכת' וה' אלהים ,9,6,39,39.0,379,376.0,0.6041666666666666,0.9166666666666666,1,ה',3070000293,9,6
ref-mek.2.3.2.328-ref-mek.2.3.2.340,ref-y.1.1.2.1.19.67-ref-y.1.1.2.1.19.72,104315,104387,ref-mek.2.3.2.328,ref-mek.2.3.2.340,36493,36523,ref-y.1.1.2.1.19.67,ref-y.1.1.2.1.19.72,אני ה' אלהיכם וכתיב וה' אלהים,אני ה' אלהיכם וכתיב וה' אלהים,6,6,58,58.0,377,377.0,0.0,0.0,6,אני ה' אלהיכם וכתיב וה' אלהים,3070000294,6,6
ref-mek.2.3.2.326-ref-mek.2.3.2.342,ref-y.1.1.9.1.8.72-ref-y.1.1.9.1.8.79,104306,104397,ref-mek.2.3.2.326,ref-mek.2.3.2.342,172002,172036,ref-y.1.1.9.1.8.72,ref-y.1.1.9.1.8.79,דכתיב אל אלהים ה' אל אלהים ה' הוא,דכתיב אל אלהים ה' אל אלהים ה' הוא,8,8,128,128.0,376,376.0,0.0,0.0,8,דכתיב אל אלהים ה' אל אלהים ה' הוא,3070000295,8,8
ref-mek.2.3.2.359-ref-mek.2.3.2.363,ref-y.1.1.1.5.2.30-ref-y.1.1.1.5.2.50,104490,104512,ref-mek.2.3.2.359,ref-mek.2.3.2.363,21351,21436,ref-y.1.1.1.5.2.30,ref-y.1.1.1.5.2.50,ה' אלהיך שמע יש' ה' אלהינו לא יהיה לך אלהי' אחרי' על פני ה' אחד לא תשא את שם ה' אלהיך,ה' אלהיך שמע יש' ה' אלהינו לא יהיה לך אלהי' אחרי' על פני ה' אחד לא תשא את שם ה' אלהיך,21,21,31,31.0,381,381.0,0.0,0.0,21,ה' אלהיך שמע יש' ה' אלהינו לא יהיה לך אלהי' אחרי' על פני ה' אחד לא תשא את שם ה' אלהיך,3070000296,21,21
ref-mek.2.3.3.193-ref-mek.2.3.3.199,ref-y.2.9.3.1.1.17-ref-y.2.9.3.1.1.27,106775,106806,ref-mek.2.3.3.193,ref-mek.2.3.3.199,1780816,1780869,ref-y.2.9.3.1.1.17,ref-y.2.9.3.1.1.27,ויאמר אל תירא כי רבים אשר אתנו ,ויאמר אלי אל תירא דניאל כי מן היום הראשון אשר נתתה ,7,11,603,603.0,383,383.0,0.4901960784313725,0.6363636363636364,5,ויאמר אל תירא כי אשר,3070000297,7,11
ref-mek.2.3.3.242-ref-mek.2.3.3.285,ref-y.3.5.8.3.1.8-ref-y.3.5.8.3.1.47,107027,107272,ref-mek.2.3.3.242,ref-mek.2.3.3.285,2328846,2329076,ref-y.3.5.8.3.1.8,ref-y.3.5.8.3.1.47,מנוגה נגדו עברו ברד וגחלי אש עבים כנגד תורמיות שלהם ברד כנגד בלסטראות שלהם גחלי כנגד טרמנסנה שלהם אש כנגד הנפש שלהם ירעם מן השמים כנגד אגפת תריסין ושפעת עקלנסין שלהם ועליון יתן קולו כנגד צחצוח חרבות שלהם וישלח חציו ויפיצם כנגד חצים שלהם ,מנוגה נגדו עביו עברו בנגד טומיות שלהן עברו כנגד הכיתים שלהן ברד כנגד בליצטירא שלהן וגחלי כנגד טרמנטן שלהן אש כנגד הנפט שלהן וירעם משמים כנגד הלפידים שלהן ועליון יתן קולו בנגד קול הקרנות שלהן וישלח חציו כנגד החיצים שלהן ,44,40,852,852.0,384,384.0,0.3544303797468354,0.6052631578947368,16,מנוגה נגדו עברו כנגד ברד כנגד כנגד אש כנגד כנגד ועליון יתן קולו וישלח חציו כנגד,3070000298,44,40
ref-mek.2.3.3.288-ref-mek.2.3.3.297,ref-y.3.5.8.3.1.39-ref-y.3.5.8.3.1.47,107289,107335,ref-mek.2.3.3.288,ref-mek.2.3.3.297,2329024,2329076,ref-y.3.5.8.3.1.39,ref-y.3.5.8.3.1.47,כנגד צוחה שלהם דבר אחר ישלח חציו שהיו חצים של ,בנגד קול הקרנות שלהן וישלח חציו כנגד החיצים שלהן ,10,9,853,852.0,387,387.0,0.4897959183673469,0.6923076923076923,1,חציו,3070000299,10,9
ref-mek.2.3.3.274-ref-mek.2.3.3.304,ref-y.3.5.8.3.1.63-ref-y.3.5.8.3.1.74,107207,107380,ref-mek.2.3.3.274,ref-mek.2.3.3.304,2329157,2329235,ref-y.3.5.8.3.1.63,ref-y.3.5.8.3.1.74,והיו החיצים מפזרין אותן והברקים מכניסין אותן ברקים כנגד החרבות שלהן ויהמם,והיו החיצים מפזרין אותן והברקים מכניסין אותן ברקים כנגד החרבות שלהן ויהמם,12,12,854,854.0,385,385.0,0.0,0.0,12,והיו החיצים מפזרין אותן והברקים מכניסין אותן ברקים כנגד החרבות שלהן ויהמם,3070000300,12,12
ref-mek.2.3.3.319-ref-mek.2.3.3.326,ref-y.3.5.8.3.1.82-ref-y.3.5.8.3.1.94,107453,107495,ref-mek.2.3.3.319,ref-mek.2.3.3.326,2329277,2329342,ref-y.3.5.8.3.1.82,ref-y.3.5.8.3.1.94,אין הממה אלא מגפה שנאמר והמם מהומה גדולה ,אין לשון הזה ויהמם אלא לשון מגיפה כמה דאת אמר והמם מהומה גדולה ,8,11,856,856.0,388,388.0,0.4126984126984127,0.4,5,אין אלא והמם מהומה גדולה,3070000301,8,11
ref-mek.2.3.3.327-ref-mek.2.3.3.377,ref-y.2.6.5.1.4.6-ref-y.2.6.5.1.4.53,107496,107787,ref-mek.2.3.3.327,ref-mek.2.3.3.377,1621603,1621868,ref-y.2.6.5.1.4.6,ref-y.2.6.5.1.4.53,בשלשה מקומות הוזהרו ישראל שלא לשוב ארץ מצרים שנאמר כי אשר ראיתם את מצרים היום לא תוסיפו לראותם עוד עד עולם וי' אמר לכם לא תוסיפון לשוב בדרך הזה עוד והשיבך י' מצרים באניות ובשלשתן חזרו ובשלשתן נפלו אחת בימי סנחריב מלך אשור שנאמר הוי היורדים מצרים לעזרה,בשלשה מקומות הוזהרו ישראל שלא לשוב ארץ מצרים שנאמר כי אשר ראיתם את מצרים היום לא תוסיפו לראותם עוד עד עולם וי' אמר לכם לא תוסיפון לשוב בדרך הזה עוד והשיבך י' מצרים באניות ובשלשתן חזרו ובשלשתן נפלו אחת בימי סנחריב מלך אשור שנאמר הוי היורדים מצרים לעזרה,48,48,551,551.0,389,389.0,0.0,0.0,48,בשלשה מקומות הוזהרו ישראל שלא לשוב ארץ מצרים שנאמר כי אשר ראיתם את מצרים היום לא תוסיפו לראותם עוד עד עולם וי' אמר לכם לא תוסיפון לשוב בדרך הזה עוד והשיבך י' מצרים באניות ובשלשתן חזרו ובשלשתן נפלו אחת בימי סנחריב מלך אשור שנאמר הוי היורדים מצרים לעזרה,3070000302,48,48
ref-mek.2.3.3.328-ref-mek.2.3.3.346,ref-y.2.9.2.5.1.41-ref-y.2.9.2.5.1.52,107499,107606,ref-mek.2.3.3.328,ref-mek.2.3.3.346,1772753,1772808,ref-y.2.9.2.5.1.41,ref-y.2.9.2.5.1.52,אשר ראיתם את מצרים בשלשה מקומות הזהיר המקום לישראל שלא לחזור למצרים שנאמר כי אשר ראיתם את מצרים היום ,נחזור למצרים אמר להן משה ב את אשר ראיתם את מצרי' היום ,19,12,600,599.0,390,389.0,0.594059405940594,0.6666666666666667,5,למצרים אשר ראיתם את היום,3070000303,19,12
ref-mek.2.3.3.379-ref-mek.2.3.3.392,ref-y.2.6.5.1.4.65-ref-y.2.6.5.1.4.77,107795,107863,ref-mek.2.3.3.379,ref-mek.2.3.3.392,1621928,1621992,ref-y.2.6.5.1.4.65,ref-y.2.6.5.1.4.77,בימי יוחנן בן קרח שנאמר והיתה חרב אשר אתם יראים ממנה שם תשיג אתכם ,בימי יוחנן בן קרה והיתה החרב אשר אתם יריאים ממנה שם תשיג אתכם ,14,13,554,554.0,392,392.0,0.1363636363636363,0.1999999999999999,10,בימי יוחנן בן והיתה אשר אתם ממנה שם תשיג אתכם,3070000304,14,13
ref-mek.2.3.3.433-ref-mek.2.3.3.447,ref-y.2.4.5.1.9.5-ref-y.2.4.5.1.9.15,108075,108164,ref-mek.2.3.3.433,ref-mek.2.3.3.447,1537319,1537384,ref-y.2.4.5.1.9.5,ref-y.2.4.5.1.9.15,ואחת אומרת לשוב למצרים ואחת אומרת לעשות מלחמה כנגדו ואחת אומרת נצווח כנגדן זאת שאמרה ,אחת אומרת לעינתי ואחת אומרת לימתי ואחת אומרת לזיבתי זו שאמרה ,15,11,501,501.0,394,393.0,0.4470588235294118,0.8,6,אומרת ואחת אומרת ואחת אומרת שאמרה,3070000305,15,11
ref-mek.2.3.3.460-ref-mek.2.3.3.468,ref-y.2.6.5.1.4.11-ref-y.2.6.5.1.4.19,108223,108266,ref-mek.2.3.3.460,ref-mek.2.3.3.468,1621635,1621678,ref-y.2.6.5.1.4.11,ref-y.2.6.5.1.4.19,נשוב למצרים נאמר להם כי אשר ראיתם את מצרים ,לשוב ארץ מצרים שנאמר כי אשר ראיתם את מצרים ,9,9,553,551.0,395,393.0,0.2325581395348837,0.5,5,כי אשר ראיתם את מצרים,3070000306,9,9
ref-mek.2.3.3.424-ref-mek.2.3.3.486,ref-y.2.9.2.5.1.5-ref-y.2.9.2.5.1.74,108034,108359,ref-mek.2.3.3.424,ref-mek.2.3.3.486,1772558,1772921,ref-y.2.9.2.5.1.5,ref-y.2.9.2.5.1.74,נעשו עוד על הים אחת אומרת ליפול אל הים ואחת אומרת לשוב למצרים ואחת אומרת לעשות מלחמה כנגדו ואחת אומרת נצווח כנגדן זאת שאמרה ליפול אל הים נאמר להם התיצבו וראו את ישועת ה' זו שאמרה נשוב למצרים נאמר להם כי אשר ראיתם את מצרים זו שאמרה נעשה מלחמה כנגדו נאמר להם ה' ילחם לכם זו שאמרה נצווח כנגדן נאמר להם ואתם תחרישון ,נעשו אבותינו על הים אחת אומרת נפול לים ואחת אומרת נחזור למצרים ואחת אומרת נעשה עמהן מלחמה ואחת אומרת נצווח כנגרן זו שאמרה נפול לים אמר להן משה התייצבו וראו את ישועת יי' וגו' וזו שאמרה נחזור למצרים אמר להן משה ב את אשר ראיתם את מצרי' היום הזה וגו' וזו שאמרה נעשה עמהן מלחמה אמר להן משה יי' ילחם לכם וזו שאמרה נצווח כנגדן אמר להן משה ואת' תחרישון ,61,70,599,599.0,393,393.0,0.3014492753623188,0.475,30,נעשו על הים אחת אומרת ואחת אומרת למצרים ואחת אומרת מלחמה ואחת אומרת נצווח שאמרה וראו את ישועת שאמרה למצרים אשר ראיתם את שאמרה נעשה מלחמה שאמרה נצווח כנגדן תחרישון,3070000307,61,70
ref-mek.2.4.1.630-ref-mek.2.4.1.636,ref-y.3.1.1.1.10.1-ref-y.3.1.1.1.10.12,112138,112172,ref-mek.2.4.1.630,ref-mek.2.4.1.636,2050790,2050841,ref-y.3.1.1.1.10.1,ref-y.3.1.1.1.10.12,ואומר ואשה אל אחותה לא תקח לצרור ,אמרה תורה ואשה אל אחותה לא תקח אין לי אלא היא צרתה ,7,10,717,717.0,396,396.0,0.4509803921568627,0.4444444444444444,5,ואשה אל אחותה לא תקח,3070000308,7,10
ref-mek.2.4.1.631-ref-mek.2.4.1.636,ref-y.3.1.11.1.4.82-ref-y.3.1.11.1.4.87,112145,112172,ref-mek.2.4.1.631,ref-mek.2.4.1.636,2184358,2184385,ref-y.3.1.11.1.4.82,ref-y.3.1.11.1.4.87,ואשה אל אחותה לא תקח לצרור ,ואשה אל אחותה לא תקח לצרור ,6,6,759,759.0,397,396.0,0.0,0.0,6,ואשה אל אחותה לא תקח לצרור,3070000309,6,6
ref-mek.2.5.3.24-ref-mek.2.5.3.41,ref-y.3.3.10.7.1.81-ref-y.3.3.10.7.1.89,115131,115213,ref-mek.2.5.3.24,ref-mek.2.5.3.41,2596403,2596450,ref-y.3.3.10.7.1.81,ref-y.3.3.10.7.1.89,איש את אחיו ולא קמו איש מתחתיו שלשת ימים וכן את מוצא לעתיד לבוא קומו אורי כי בא ,אישה יקימנו ואישה יפירינו את שבא לכלל הקם בא ,16,9,956,956.0,398,398.0,0.675,0.8125,2,את בא,3070000310,16,9
ref-mek.2.5.3.192-ref-mek.2.5.3.206,ref-y.1.1.2.8.9.30-ref-y.1.1.2.8.9.49,116005,116077,ref-mek.2.5.3.192,ref-mek.2.5.3.206,58594,58675,ref-y.1.1.2.8.9.30,ref-y.1.1.2.8.9.49,ולא קבל עליו הראהו המטה ולא קבל עליו משל למה הדבר דומה למלך שהיו לו ,ולא קביל עילוי סב לך ע' ולא קביל עילוי סב לך פ' סב לך צ' עד דמטא מאה ולא קביל ,12,20,73,73.0,399,399.0,0.5897435897435898,0.8,2,ולא ולא,3070000311,12,20
ref-mek.2.5.3.205-ref-mek.2.5.3.213,ref-y.4.8.1.10.1.47-ref-y.4.8.1.10.1.52,116069,116112,ref-mek.2.5.3.205,ref-mek.2.5.3.213,3429310,3429341,ref-y.4.8.1.10.1.47,ref-y.4.8.1.10.1.52,שהיו לו שתי גנות זו לפנים מזו מכר הפנימי ,היו שתים זו לפנים מזו הפנימית ,9,6,1509,1509.0,400,399.0,0.3414634146341463,0.75,3,זו לפנים מזו,3070000312,9,6
ref-mek.2.5.4.34-ref-mek.2.5.4.44,ref-y.3.4.4.1.3.30-ref-y.3.4.4.1.3.43,117013,117071,ref-mek.2.5.4.34,ref-mek.2.5.4.44,2748124,2748191,ref-y.3.4.4.1.3.30,ref-y.3.4.4.1.3.43,מנשמת אלוה יאבדו ומרוח אפו יכלו מנשמת אלוה יאבדו זה דור ,שהנשמה תלויה בו נדר נדר מה נדר שנאמר להלן דבר שהנשמה תלויה בו אף ,11,12,982,982.0,401,401.0,0.6923076923076923,0.8181818181818181,0,,3070000313,11,12
ref-mek.2.6.1.82-ref-mek.2.6.1.95,ref-y.2.9.3.4.5.19-ref-y.2.9.3.4.5.31,119150,119214,ref-mek.2.6.1.82,ref-mek.2.6.1.95,1785737,1785795,ref-y.2.9.3.4.5.19,ref-y.2.9.3.4.5.31,משל למה הדבר דומה למלך בשר ודם שהיו לו שני בנים אחד גדול ואחד ,משל למה הדבר דומה למלך שהיו לו שתי בנות אחת ח צופה ואחת ,9,10,608,608.0,402,402.0,0.2903225806451613,0.8461538461538461,3,משל_למה_הדבר_דומה שהיו לו,3070000314,9,10
ref-mek.2.6.1.104-ref-mek.2.6.1.110,ref-y.1.1.1.1.35.204-ref-y.1.1.1.1.35.215,119259,119300,ref-mek.2.6.1.104,ref-mek.2.6.1.110,14631,14686,ref-y.1.1.1.1.35.204,ref-y.1.1.1.1.35.215,הנץ החמה ואמר לגדול העמידני בשלש שעות ,הנץ החמה ור' יהושע או' עד שלש שעות שכן דרך מלכים לעמוד ,7,12,24,24.0,403,403.0,0.6181818181818182,0.7333333333333334,3,הנץ החמה שעות,3070000315,7,12
ref-mek.2.6.1.206-ref-mek.2.6.1.211,ref-y.2.1.6.2.12.49-ref-y.2.1.6.2.12.55,119789,119829,ref-mek.2.6.1.206,ref-mek.2.6.1.211,973632,973671,ref-y.2.1.6.2.12.49,ref-y.2.1.6.2.12.55,לדניאל ארגונא והמניכא דדהבא על צואריה ,ודניאל לוסר והמניכא די דהבא על צואריה ,6,7,300,300.0,404,404.0,0.2105263157894736,0.5555555555555556,3,והמניכא על צואריה,3070000316,6,7
ref-mek.2.6.2.193-ref-mek.2.6.2.204,ref-y..6.7.1.134-ref-y..6.7.1.147,121337,121401,ref-mek.2.6.2.193,ref-mek.2.6.2.204,142934,143013,ref-y..6.7.1.134,ref-y..6.7.1.147,השותה מים לצמאו כיצד הוא מברך אמר להם בורא נפשות רבות וחסרונן ,השותה מים לצמאו אומר שהכל נהיה בדברו רבי יהודה אומר בורא נפשות רבו' וחסרונן ,12,10,111,111.0,405,405.0,0.3947368421052631,0.4615384615384615,6,השותה מים לצמאו בורא נפשות וחסרונן,3070000317,12,10
ref-mek.2.6.2.265-ref-mek.2.6.2.270,ref-y.3.5.9.6.2.61-ref-y.3.5.9.6.2.68,121708,121742,ref-mek.2.6.2.265,ref-mek.2.6.2.270,2350341,2350380,ref-y.3.5.9.6.2.61,ref-y.3.5.9.6.2.68,שאמר ויכר יהודה ויאמר צדקה ממני ,אמרה תמר ב ויכר יהודה ויאמר צדקה ממני ,6,8,868,868.0,406,406.0,0.2105263157894736,0.2857142857142857,5,ויכר יהודה ויאמר צדקה ממני,3070000318,6,8
ref-mek.2.6.3.286-ref-mek.2.6.3.294,ref-y.2.9.4.2.8.62-ref-y.2.9.4.2.8.73,123898,123953,ref-mek.2.6.3.286,ref-mek.2.6.3.294,1805892,1805962,ref-y.2.9.4.2.8.62,ref-y.2.9.4.2.8.73,פליטיהם אותי והיו אל ההרים כיוני הגיאיות כולם הומיות אמר ליה הומות,פליטיהם אותי והיו אל ההרים כיוני הגיאיות כולם הומיות אמר ליה הומות,12,12,610,610.0,407,407.0,0.0,0.0,12,פליטיהם אותי והיו אל ההרים כיוני הגיאיות כולם הומיות אמר ליה הומות,3070000319,12,12
