baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifra,baseOrder,grp-ref-mek,dam-lev,jac,lcc_len_char,lcs_str_cahr,id
ref-mek.2.2.1.295-ref-mek.2.2.1.303,ref-sifra.14.1-01.2.30-ref-sifra.14.1-01.2.38,93991,94038,ref-mek.2.2.1.295,ref-mek.2.2.1.303,646187,646237,ref-sifra.14.1-01.2.30,ref-sifra.14.1-01.2.38,הכסף ואת הזהב שנאמר וילקט יוסף את כל הכסף ,אותם בכספים כענין שנאמר וילקט יוסף את כל הכסף ,9,9,823,823.0,180,180.0,0.32608695652173914,0.4,33,את ב שנאמר וילקט יוסף את כל הכסף ,3040000133
ref-mek.2.2.5.44-ref-mek.2.2.5.49,ref-sifra.6.1-01.3.13-ref-sifra.6.1-01.3.18,99345,99380,ref-mek.2.2.5.44,ref-mek.2.2.5.49,311695,311730,ref-sifra.6.1-01.3.13,ref-sifra.6.1-01.3.18,וישכם אברהם בבקר ויחבוש את חמורו ,וישכם אברהם בבקר ויחבוש את חמורו ,6,6,301,301.0,181,181.0,0.0,0.0,33,וישכם אברהם בבקר ויחבוש את חמורו ,3040000134
ref-mek.2.2.7.69-ref-mek.2.2.7.73,ref-sifra.10.8-00.1.10-ref-sifra.10.8-00.1.15,102051,102075,ref-mek.2.2.7.69,ref-mek.2.2.7.73,471689,471718,ref-sifra.10.8-00.1.10,ref-sifra.10.8-00.1.15,אלהים ואומר ה' אלהי אתה ,ואמרת אלהם אני ה' אלהיכם אני ,5,6,397,396.0,182,182.0,0.5172413793103449,0.75,17,אלהם א ה' אלהי א ,3040000135
ref-mek.2.3.3.447-ref-mek.2.3.3.463,ref-sifra.5.2-00.1.7-ref-sifra.5.2-00.1.16,108158,108244,ref-mek.2.3.3.447,ref-mek.2.3.3.463,260372,260426,ref-sifra.5.2-00.1.7,ref-sifra.5.2-00.1.16,שאמרה ליפול אל הים נאמר להם התיצבו וראו את ישועת ה' זו שאמרה נשוב למצרים נאמר להם ,לאמר אליהם לאמר להם לבנים לאלעזר ולאיתמר או לאמר להם ,17,10,267,267.0,183,183.0,0.573170731707317,0.9444444444444444,38,אמר אלים אמר להם ב אעז אמר ו לאמר להם ,3040000136
ref-mek.2.5.4.22-ref-mek.2.5.4.28,ref-sifra.10.8-00.2.3-ref-sifra.10.8-00.2.7,116944,116986,ref-mek.2.5.4.22,ref-mek.2.5.4.28,471805,471838,ref-sifra.10.8-00.2.3,ref-sifra.10.8-00.2.7,נפרע המקום מאנשי דור המבול ומאנשי סדום ,שפרעתי מדור המבול ומאנשי סדום ,7,5,400,400.0,184,184.0,0.3076923076923077,0.625,27,פרעי דור המבול ומאנשי סדום ,3040000137
ref-mek.2.6.3.25-ref-mek.2.6.3.41,ref-sifra.4.1-02.8.20-ref-sifra.4.1-02.8.34,122500,122592,ref-mek.2.6.3.25,ref-mek.2.6.3.41,168413,168493,ref-sifra.4.1-02.8.20,ref-sifra.4.1-02.8.34,יחדו ושניהם השכימו בבקר בקרו של יעקב מנין שנאמר וישכם יעקב בבקר בקרו של משה מנין שנאמר ,שנאמר בו בבקר בבקר לדבר שלא נאמר בו אליו הבקר' אחד נאמר בעצים בבקר בבקר ,17,15,174,174.0,185,185.0,0.6781609195402298,0.75,38,שנמו בבקר בקר לב שנאמר ו י בקר  מ י ר ,3040000138
ref-mek.2.6.3.122-ref-mek.2.6.3.135,ref-sifra.4.1-02.8.2-ref-sifra.4.1-02.8.10,123030,123099,ref-mek.2.6.3.122,ref-mek.2.6.3.135,168313,168361,ref-sifra.4.1-02.8.2,ref-sifra.4.1-02.8.10,ובקר רנה יצא לאור בקר שנאמר ה' צדיק בקרבה לא יעשה עולה בבקר בבקר ,עליה הכהן עצים בבקר בבקר נאמר כאן בבקר בבקר ,14,9,173,173.0,186,186.0,0.6153846153846154,0.8666666666666667,28, ה צ ר בקר נאמר א בבקר בבקר ,3040000139
ref-mek.2.6.4.120-ref-mek.2.6.4.126,ref-sifra.14.1-03.4.30-ref-sifra.14.1-03.4.38,125219,125254,ref-mek.2.6.4.120,ref-mek.2.6.4.126,651973,652022,ref-sifra.14.1-03.4.30,ref-sifra.14.1-03.4.38,שעשה להם נסים במצרים הוא עושה להם ,שעשיתי לכם נסים במצרים אני הוא שעתיד לעשות לכם ,7,9,826,826.0,187,187.0,0.3829787234042553,0.8,29,שעש לם נסים במצרים הוא עש לם ,3040000140
ref-mek.2.7.4.186-ref-mek.2.7.4.195,ref-sifra.5.1.4.17-ref-sifra.5.1.4.25,129362,129414,ref-mek.2.7.4.186,ref-mek.2.7.4.195,237512,237557,ref-sifra.5.1.4.17,ref-sifra.5.1.4.25,וימירו את כבודם בתבנית שור אוכל עשב שומע אני כשור ,וימירו את כבודם בתבנית שור אוכל עשב יבא שור ,10,9,241,241.0,188,188.0,0.16,0.36363636363636365,42,וימירו את כבודם בתבנית שור אוכל עשב י שור ,3040000141
ref-mek.2.7.4.213-ref-mek.2.7.4.220,ref-sifra.5.1.4.17-ref-sifra.5.1.4.25,129489,129531,ref-mek.2.7.4.213,ref-mek.2.7.4.220,237512,237557,ref-sifra.5.1.4.17,ref-sifra.5.1.4.25,וימרו את כבודם בתבנית שור אוכל עשב בשור ,וימירו את כבודם בתבנית שור אוכל עשב יבא שור ,8,9,242,241.0,189,189.0,0.09090909090909091,0.2222222222222222,40,וימרו את כבודם בתבנית שור אוכל עשב בשור ,3040000142
ref-mek.2.7.5.155-ref-mek.2.7.5.169,ref-sifra.12.14-00.5.19-ref-sifra.12.14-00.5.28,130467,130541,ref-mek.2.7.5.155,ref-mek.2.7.5.169,608325,608375,ref-sifra.12.14-00.5.19,ref-sifra.12.14-00.5.28,מות יומת אבל לא היו יודעין באיזה מיתה יומת שנאמר,מות יומת אבל לא היו יודעין באיזה מיתה יומת שנאמר,14,10,766,766.0,190,190.0,0.0,0.0,48,מות יומת אבל לא היו יודעין באיזה מיתה יומת שנאמר,3040000143
ref-mek.2.7.7.105-ref-mek.2.7.7.121,ref-sifra.10.8-13.12.61-ref-sifra.10.8-13.12.80,132438,132521,ref-mek.2.7.7.105,ref-mek.2.7.7.121,479354,479454,ref-sifra.10.8-13.12.61,ref-sifra.10.8-13.12.80,ויבא גוי צדיק שומר אמונים וכן_הוא_אומר זה השער לה' כהנים לוים וישראל לא_נאמר_אלא צדיקים יבואו בו,ויבא גוי צדיק שומר אמונים וכן_הוא_אומר זה השער לה' כהנים לוים וישראל לא_נאמר_אלא צדיקים יבואו בו,15,16,420,420.0,192,192.0,0.0,0.0,96,ויבא גוי צדיק שומר אמונים וכן_הוא_אומר זה השער לה' כהנים לוים וישראל לא_נאמר_אלא צדיקים יבואו בו,3040000144
ref-mek.3.1.1.526-ref-mek.3.1.1.532,ref-sifra.5.1.31.108-ref-sifra.5.1.31.114,136073,136102,ref-mek.3.1.1.526,ref-mek.3.1.1.532,247979,248011,ref-sifra.5.1.31.108,ref-sifra.5.1.31.114,הודו לה' כי טוב כי לעולם חסדו ,והודות לה' כי טוב כי לעולם חסדו ,7,7,252,252.0,194,194.0,0.0625,0.2857142857142857,30,הודו לה' כי טוב כי לעולם חסדו ,3040000145
ref-mek.3.1.1.544-ref-mek.3.1.1.550,ref-sifra.5.1.31.108-ref-sifra.5.1.31.114,136170,136199,ref-mek.3.1.1.544,ref-mek.3.1.1.550,247979,248011,ref-sifra.5.1.31.108,ref-sifra.5.1.31.114,הודו לה' כי טוב כי לעולם חסדו ,והודות לה' כי טוב כי לעולם חסדו ,7,7,253,252.0,195,195.0,0.0625,0.2857142857142857,30,הודו לה' כי טוב כי לעולם חסדו ,3040000146
ref-mek.3.1.1.674-ref-mek.3.1.1.683,ref-sifra.4.29.18.74-ref-sifra.4.29.18.82,136841,136894,ref-mek.3.1.1.674,ref-mek.3.1.1.683,230821,230864,ref-sifra.4.29.18.74,ref-sifra.4.29.18.82,אשה לה' כמה שנאמר להלן כמה שנאמר להלן אשה,אשה לה' כמה שנאמר להלן כמה שנאמר להלן אשה,10,8,229,229.0,197,197.0,0.0,0.0,41,אשה לה' כמה שנאמר להלן כמה שנאמר להלן אשה,3040000147
ref-mek.3.1.1.667-ref-mek.3.1.1.678,ref-sifra.11.2-05.6.4-ref-sifra.11.2-05.6.18,136805,136870,ref-mek.3.1.1.667,ref-mek.3.1.1.678,497897,497961,ref-sifra.11.2-05.6.4,ref-sifra.11.2-05.6.18,לה' לה' אמרוה ולא לבשר ודם שכשם שנאמר להלן ותצאנה כל הנשים ,לה' אל_פתח_אהל_מועד איל אשם נאמר כאן איל אשם ונאמר להלן איל אשם ,12,12,463,461.0,196,196.0,0.609375,0.8,34,לה' לאמו אל ם כשם נאמר להלן אל שם ,3040000148
ref-mek.3.1.1.806-ref-mek.3.1.1.823,ref-sifra.11.2-00.9.10-ref-sifra.11.2-00.9.26,137540,137636,ref-mek.3.1.1.806,ref-mek.3.1.1.823,491779,491861,ref-sifra.11.2-00.9.10,ref-sifra.11.2-00.9.26,גבור והוא חלש שהוא עשיר והוא עני שהוא חכם והוא טפש שהוא רחמני והוא אכזרי שהוא נאמן ואין ,גבור הוא והוא אינו גבור איש פלוני חכם הוא והוא אינו חכם איש פלוני עשיר הוא והוא ,18,17,455,455.0,199,199.0,0.5795454545454546,0.5833333333333333,47,גבור הוא הוא יוו ישו חכם הוא הוא יו כי שהוא וא ,3040000149
ref-mek.3.1.1.1047-ref-mek.3.1.1.1053,ref-sifra.11.2-05.6.3-ref-sifra.11.2-05.6.13,138815,138848,ref-mek.3.1.1.1047,ref-mek.3.1.1.1053,497892,497937,ref-sifra.11.2-05.6.3,ref-sifra.11.2-05.6.13,לה' ידמה לה' בבני אלים ואומר אל ,אשמו לה' אל_פתח_אהל_מועד איל אשם נאמר כאן איל ,7,8,461,461.0,200,200.0,0.6521739130434783,0.8,19,לה' לה י אם אמר אל ,3040000150
ref-mek.3.2.1.715-ref-mek.3.2.1.725,ref-sifra.11.4-10.8.66-ref-sifra.11.4-10.8.87,143572,143629,ref-mek.3.2.1.715,ref-mek.3.2.1.725,514861,514977,ref-sifra.11.4-10.8.66,ref-sifra.11.4-10.8.87,שנאמר ואתה אמרת בלבבך ואומר אעלה על במתי עב מהו אומר ,שנאמרה סתם וכל מיתה שנאמרה סתם אינה אלא חנק רבי אומר נאמרה מיתה בידי שמים ונאמרה מיתה בידי אדם מה מיתה האמורה ,11,22,534,526.0,201,201.0,0.6454545454545455,0.85,40,שנאמר ותה אמרת לב אומר אה  במי ב מה אמר ,3040000151
ref-mek.3.2.1.868-ref-mek.3.2.1.883,ref-sifra.12.10-12.5.6-ref-sifra.12.10-12.5.25,144356,144435,ref-mek.3.2.1.868,ref-mek.3.2.1.883,580079,580180,ref-sifra.12.10-12.5.6,ref-sifra.12.10-12.5.25,אומר ששת ימים תאכל מצות וכתוב אחד אומר שבעת ימים מצות תאכלו הא כיצד יתקיימו שני כתובים הללו,כתוב אחד אומר ששת ימים תאכל מצות וכתוב אחד אומר שבעת ימים מצות תאכלו הא כיצד יתקיימו שני כתובים הללו,14,20,718,718.0,202,202.0,0.09,0.0,91,אומר ששת ימים תאכל מצות וכתוב אחד אומר שבעת ימים מצות תאכלו הא כיצד יתקיימו שני כתובים הללו,3040000152
ref-mek.3.3.1.114-ref-mek.3.3.1.119,ref-sifra.10.8-00.1.10-ref-sifra.10.8-00.1.16,146117,146144,ref-mek.3.3.1.114,ref-mek.3.3.1.119,471689,471721,ref-sifra.10.8-00.1.10,ref-sifra.10.8-00.1.16,אומר שמע ישראל ה' אלהינו ה' ,ואמרת אלהם אני ה' אלהיכם אני ה' ,6,7,399,396.0,204,204.0,0.5,0.8888888888888888,19,ומר אל ה' אלהינ ה' ,3040000153
ref-mek.3.3.1.114-ref-mek.3.3.1.120,ref-sifra.14.2-06.4.77-ref-sifra.14.2-06.4.83,146117,146148,ref-mek.3.3.1.114,ref-mek.3.3.1.120,660563,660594,ref-sifra.14.2-06.4.77,ref-sifra.14.2-06.4.83,אומר שמע ישראל ה' אלהינו ה' אחד ,אמור שמע ישראל ה' אלקינו ה' אחד ,7,7,830,830.0,205,204.0,0.0625,0.2857142857142857,30,אמר שמע ישראל ה' אלינו ה' אחד ,3040000154
ref-mek.3.3.1.161-ref-mek.3.3.1.186,ref-sifra.13.6-00.3.15-ref-sifra.13.6-00.3.29,146365,146492,ref-mek.3.3.1.161,ref-mek.3.3.1.186,638634,638704,ref-sifra.13.6-00.3.15,ref-sifra.13.6-00.3.29,אשר בך אתפאר ויהי לי לישועה ישועה אתה לכל_באי_העולם אבל לי ביותר דבר אחר ויהי לי לישועה היה לי לשעבר ויהיה לי לעתיד לבוא ,אשר יהיו לך מאת הגוים יהיו לך מה_תלמוד_לומר_מנין_אתה_אומר ישראל שבא ,24,10,805,805.0,206,206.0,0.7272727272727273,0.9523809523809523,37,אשר יהיו  את הום ייו  הללויה ישרל בא ,3040000155
ref-mek.3.3.1.383-ref-mek.3.3.1.396,ref-sifra.11.4-12.17.1-ref-sifra.11.4-12.17.11,147544,147622,ref-mek.3.3.1.383,ref-mek.3.3.1.396,527675,527731,ref-sifra.11.4-12.17.1,ref-sifra.11.4-12.17.11,ואומר לכם אתם תירשו את אדמתם אתם נאים יורשים אותם שאתם,ואומר לכם אתם תירשו את אדמתם אתם נאים יורשים אותם שאתם,13,11,617,616.0,207,207.0,0.0,0.0,54,ואומר לכם אתם תירשו את אדמתם אתם נאים יורשים אותם שאתם,3040000156
ref-mek.3.3.1.531-ref-mek.3.3.1.543,ref-sifra.12.3-03.10.7-ref-sifra.12.3-03.10.23,148359,148417,ref-mek.3.3.1.531,ref-mek.3.3.1.543,544944,545029,ref-sifra.12.3-03.10.7,ref-sifra.12.3-03.10.23,שנאמר אלי אלי למה עזבתני ואומר אל נא רפא נא לה ואומר אל ,אל המזבח ואם נאמר אל המזבח למה נאמר אל הפרוכת שאילו נאמר אל הפרוכת ולא נאמר אל ,13,17,636,635.0,209,209.0,0.5949367088607594,0.8333333333333334,38,נאמר אל  למה נאמר אל פא נא לה ואמר אל ,3040000157
ref-mek.3.3.1.649-ref-mek.3.3.1.656,ref-sifra.10.8-13.13.54-ref-sifra.10.8-13.13.63,148981,149021,ref-mek.3.3.1.649,ref-mek.3.3.1.656,479963,480010,ref-sifra.10.8-13.13.54,ref-sifra.10.8-13.13.63,ויחללו את שם קדשי ואומר וקדשתי את שמי ,תחללו את שם קדשי ונקדשתי אם מקדישים אתם את שמי ,8,10,422,422.0,210,210.0,0.3829787234042553,0.7272727272727273,31,חללו את שם קדשי וא קדשי את שמי ,3040000158
ref-mek.3.3.1.685-ref-mek.3.3.1.692,ref-sifra.13.3-04.8.36-ref-sifra.13.3-04.8.44,149174,149214,ref-mek.3.3.1.685,ref-mek.3.3.1.692,627367,627410,ref-sifra.13.3-04.8.36,ref-sifra.13.3-04.8.44,עמך תושב ככל אבותי אתם עמדי אתם עמדי ד,אנכי עמך תושב ככל אבותי אתם עמדי אתם עמדי ד,8,8,792,792.0,211,211.0,0.11627906976744186,0.125,38,עמך תושב ככל אבותי אתם עמדי אתם עמדי ד,3040000159
ref-mek.3.4.1.230-ref-mek.3.4.1.235,ref-sifra.10.8-00.5.7-ref-sifra.10.8-00.5.12,150453,150483,ref-mek.3.4.1.230,ref-mek.3.4.1.235,472637,472667,ref-sifra.10.8-00.5.7,ref-sifra.10.8-00.5.12,מי פעל ועשה קורא הדורות מראש ,מי פעל ועשה קורא הדורות מראש ,6,6,401,401.0,213,213.0,0.0,0.0,29,מי פעל ועשה קורא הדורות מראש ,3040000160
ref-mek.3.5.2.133-ref-mek.3.5.2.143,ref-sifra.3.3-00.5.2-ref-sifra.3.3-00.5.14,155244,155291,ref-mek.3.5.2.133,ref-mek.3.5.2.143,98077,98147,ref-sifra.3.3-00.5.2,ref-sifra.3.3-00.5.14,נאמר כאן מטר ונאמר להלן מטר מה להלן מטר אף כאן ,נאמרה כאן לקיחה' ונאמרה להלן לקיחה' מה לקיחה' אמורה להלן בכלי אף כאן ,11,13,101,98.0,216,214.0,0.43478260869565216,0.4444444444444444,39,נאמר כאן  ונאמר להלן מ מה להלן  אף כאן ,3040000161
ref-mek.3.5.2.132-ref-mek.3.5.2.153,ref-sifra.11.2-05.6.10-ref-sifra.11.2-05.6.26,155239,155335,ref-mek.3.5.2.132,ref-mek.3.5.2.153,497921,497999,ref-sifra.11.2-05.6.10,ref-sifra.11.2-05.6.26,אשם נאמר כאן איל אשם ונאמר להלן איל אשם מה איל האמור להלן בכסף שקלים אף כאן,אשם נאמר כאן איל אשם ונאמר להלן איל אשם מה איל האמור להלן בכסף שקלים אף כאן,12,17,466,466.0,214,214.0,0.0,0.0,75,אשם נאמר כאן איל אשם ונאמר להלן איל אשם מה איל האמור להלן בכסף שקלים אף כאן,3040000162
ref-mek.3.5.2.133-ref-mek.3.5.2.143,ref-sifra.11.4-11.1.31-ref-sifra.11.4-11.1.43,155244,155291,ref-mek.3.5.2.133,ref-mek.3.5.2.143,518626,518693,ref-sifra.11.4-11.1.31,ref-sifra.11.4-11.1.43,נאמר כאן מטר ונאמר להלן מטר מה להלן מטר אף כאן ,נאמר כאן הריגה ונאמר להלן הריגה מה הריגה האמורה להלן סקילה אף כאן ,11,13,578,572.0,217,214.0,0.3939393939393939,0.4444444444444444,41,נאמר כאן ר ונאמר להלן מר מה להלן  אף כאן ,3040000163
ref-mek.3.5.2.133-ref-mek.3.5.2.146,ref-sifra.12.4-00.2.6-ref-sifra.12.4-00.2.20,155244,155301,ref-mek.3.5.2.133,ref-mek.3.5.2.146,546531,546604,ref-sifra.12.4-00.2.6,ref-sifra.12.4-00.2.20,נאמר כאן מטר ונאמר להלן מטר מה להלן מטר אף כאן מטר או מה ,נאמר כאן חילול ונאמר להלן חילול מה חילול שנאמר להלן זמן אף כאן זמן ומה ,14,15,656,646.0,218,214.0,0.4225352112676056,0.4444444444444444,45,נאמר כאן  ונאמר להלן  מה להלן מ אף כאן מ ומה ,3040000164
ref-mek.3.5.2.193-ref-mek.3.5.2.199,ref-sifra.10.1-01.5.73-ref-sifra.10.1-01.5.80,155538,155572,ref-mek.3.5.2.193,ref-mek.3.5.2.199,428984,429020,ref-sifra.10.1-01.5.73,ref-sifra.10.1-01.5.80,שנאמר ימינך ה' ימינך ה' שני פעמים ,שנאמר בהם לפני ה' ה' בד ארבעה פעמים ,7,8,341,340.0,219,219.0,0.5,0.6666666666666667,21,שנאמר נ ה' ה'  פעמים ,3040000165
ref-mek.3.9.1.133-ref-mek.3.9.1.142,ref-sifra.3.7-11.5.19-ref-sifra.3.7-11.5.28,169058,169110,ref-mek.3.9.1.133,ref-mek.3.9.1.142,122672,122729,ref-sifra.3.7-11.5.19,ref-sifra.3.7-11.5.28,ואומר נטיתי ידי על יהודה ואומר ונטיתי ידי על אדום ,נאמרו דמים למטן ונאמרו דמים למעלן מה דמים אמורין למטן ,10,10,142,142.0,220,220.0,0.7592592592592593,1.0,24,אמר די ל ואמרו די על דם ,3040000166
ref-mek.3.9.1.185-ref-mek.3.9.1.195,ref-sifra.11.4-11.11.26-ref-sifra.11.4-11.11.37,169334,169395,ref-mek.3.9.1.185,ref-mek.3.9.1.195,522014,522077,ref-sifra.11.4-11.11.26,ref-sifra.11.4-11.11.37,והעולם מתחילתו לא נבנה אלא בחסד שנאמר אמרתי עולם חסד יבנה ,והעולם מתחלתו לא נברא אלא בחסד שנאמר כי אמרתי עולם חסד יבנה ,11,12,596,596.0,221,221.0,0.1,0.2727272727272727,55,והעולם מתחלתו לא נב אלא בחסד שנאמר אמרתי עולם חסד יבנה ,3040000167
