baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-y,baseOrder,grp-ref-sifra,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-sifra.3.4-00.15.15-ref-sifra.3.4-00.15.26,ref-y.1.11.1.3.1.45-ref-y.1.11.1.3.1.57,105036,105097,ref-sifra.3.4-00.15.15,ref-sifra.3.4-00.15.26,854707,854772,ref-y.1.11.1.3.1.45,ref-y.1.11.1.3.1.57,וכולם פטורין שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,הכל נאמר כאן ארצך ונאמר כאן ארץ חיטה ושעורה מה ארץ שנאמר להלן ,3,7,636,635.0,560,560.0,0.5806451612903226,0.6153846153846154,4,כאן ונאמר מה להלן,4070000445,12,13
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.1.11.2.3.5.3-ref-y.1.11.2.3.5.12,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,873523,873573,ref-y.1.11.2.3.5.3,ref-y.1.11.2.3.5.12,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמ' כאן שמחה ונאמר להלן שמחה מה שמחה שנאמר להלן ,1,1,666,664.0,564,560.0,0.3469387755102041,0.5,5,כאן ונאמר להלן מה להלן,4070000446,10,10
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.2.3.5.1.1.35-ref-y.2.3.5.1.1.47,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,1290200,1290271,ref-y.2.3.5.1.1.35,ref-y.2.3.5.1.1.47,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן בין הערבים ונאמר להלן בין הערבים מה בין הערבים שנאמר להלן ,1,13,926,924.0,565,560.0,0.4626865671641791,0.2857142857142857,5,כאן ונאמר להלן מה להלן,4070000447,10,13
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.2.5.2.4.3.22-ref-y.2.5.2.4.3.33,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,1416081,1416145,ref-y.2.5.2.4.3.22,ref-y.2.5.2.4.3.33,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן עריכה ונאמר להלן וערך הכהן אותם מה עריכה שנאמר להלן ,1,1,1223,1220.0,566,560.0,0.4426229508196721,0.4444444444444444,5,כאן ונאמר להלן מה להלן,4070000448,10,12
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.2.5.8.1.2.162-ref-y.2.5.8.1.2.174,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,1477978,1478052,ref-y.2.5.8.1.2.162,ref-y.2.5.8.1.2.174,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי שנאמר להלן ,1,1,1517,1510.0,567,560.0,0.5352112676056338,0.5,5,כאן ונאמר להלן מה להלן,4070000449,10,13
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.2.4.1.1.1.117-ref-y.2.4.1.1.1.126,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,1493692,1493742,ref-y.2.4.1.1.1.117,ref-y.2.4.1.1.1.126,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,1,1,1585,1580.0,568,560.0,0.3265306122448979,0.2857142857142857,5,כאן ונאמר להלן מה להלן,4070000450,10,10
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.2.4.6.4.4.5-ref-y.2.4.6.4.4.14,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,1561422,1561476,ref-y.2.4.6.4.4.5,ref-y.2.4.6.4.4.14,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן אזכרה ונאמר להלן אזכרה מה אזכרה האמורה להלן ,1,1,1665,1660.0,569,560.0,0.3396226415094339,0.4285714285714286,5,כאן ונאמר להלן מה להלן,4070000451,10,10
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.2.6.2.7.1.6-ref-y.2.6.2.7.1.20,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,1595673,1595752,ref-y.2.6.2.7.1.6,ref-y.2.6.2.7.1.20,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן תשבו ונאמר להלן ופתח אוהר' מועד ישבו יומם ולילה מה ישיבה שנאמר להלן ,1,15,1750,1749.0,570,560.0,0.5454545454545454,0.5833333333333333,5,כאן ונאמר להלן מה להלן,4070000452,10,15
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.2.8.1.1.12.202-ref-y.2.8.1.1.12.211,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,1641869,1641919,ref-y.2.8.1.1.12.202,ref-y.2.8.1.1.12.211,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,1,1,1831,1827.0,571,560.0,0.3265306122448979,0.2857142857142857,5,כאן ונאמר להלן מה להלן,4070000453,10,10
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.2.8.1.1.12.263-ref-y.2.8.1.1.12.272,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,1642172,1642222,ref-y.2.8.1.1.12.263,ref-y.2.8.1.1.12.272,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמ' להלן ,1,1,1858,1853.0,572,560.0,0.3469387755102041,0.5,5,כאן ונאמר להלן מה להלן,4070000454,10,10
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.2.10.1.1.3.68-ref-y.2.10.1.1.3.81,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,1836010,1836083,ref-y.2.10.1.1.3.68,ref-y.2.10.1.1.3.81,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן פרזות ונאמר להלן לבד מערי הפרזי הרבה מאות מה פרזי שנאמ' להלן ,1,4,1972,1964.0,573,560.0,0.5142857142857142,0.6923076923076923,5,כאן ונאמר להלן מה להלן,4070000455,10,14
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.30,ref-y.2.12.1.2.2.113-ref-y.2.12.1.2.2.125,105050,105112,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.30,1928666,1928730,ref-y.2.12.1.2.2.113,ref-y.2.12.1.2.2.125,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן בית דין אף כאן ,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן שלמים אף כאן ,5,1,2102,2082.0,589,560.0,0.3492063492063492,0.6,6,כאן ונאמר להלן מה להלן כאן,4070000456,14,13
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.30,ref-y.2.12.1.3.1.51-ref-y.2.12.1.3.1.78,105050,105112,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.30,1930736,1930868,ref-y.2.12.1.3.1.51,ref-y.2.12.1.3.1.78,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה","נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה",1,1,2124,2124.0,590,590.0,0.0,0.0,28,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה",4070000457,28,28
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.2.12.1.3.1.92-ref-y.2.12.1.3.1.103,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,1930932,1930993,ref-y.2.12.1.3.1.92,ref-y.2.12.1.3.1.103,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן מסת ונאמר להלן ותרב משאת בנימן מה משאת שנאמר להלן ,1,12,2202,2202.0,574,574.0,0.4406779661016949,0.5,5,כאן ונאמר להלן מה להלן,4070000458,10,12
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.3.1.1.1.23.4-ref-y.3.1.1.1.23.17,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,2056186,2056257,ref-y.3.1.1.1.23.4,ref-y.3.1.1.1.23.17,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן אחוה ונאמר להלן שני' עשר עבדיך אחים אנחנו מה אחים שנאמר להלן ,1,1,2330,2330.0,575,575.0,0.5285714285714286,0.5833333333333333,5,כאן ונאמר להלן מה להלן,4070000459,10,14
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.3.1.1.1.23.35-ref-y.3.1.1.1.23.47,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,2056345,2056416,ref-y.3.1.1.1.23.35,ref-y.3.1.1.1.23.47,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמ' כאן ישיבה ונאמר להלן ישיבה וירשתה וישבת בה מה ישיבה שנאמר להלן ,1,1,2360,2360.0,576,575.0,0.5147058823529411,0.6,5,כאן ונאמר להלן מה להלן,4070000460,10,13
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.30,ref-y.3.1.12.6.7.63-ref-y.3.1.12.6.7.77,105050,105112,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.30,2206411,2206483,ref-y.3.1.12.6.7.63,ref-y.3.1.12.6.7.77,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן בית דין אף כאן ,נאמר כאן קרייה ונאמר להלן ויקרא בהם שמי מה קרייה שנאמר להלן שבח אף כאן ,5,1,2598,2577.0,592,560.0,0.4366197183098591,0.5833333333333333,6,כאן ונאמר להלן מה להלן כאן,4070000461,14,15
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.3.5.7.3.3.36-ref-y.3.5.7.3.3.48,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,2318253,2318321,ref-y.3.5.7.3.3.36,ref-y.3.5.7.3.3.48,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן אלוני מורה ונאמר להלן אלוני מורה מה אלוני מורה האמור להלן ,1,3,2759,2758.0,577,560.0,0.4328358208955223,0.4285714285714286,5,כאן ונאמר להלן מה להלן,4070000462,10,13
ref-sifra.3.4-00.15.15-ref-sifra.3.4-00.15.26,ref-y.3.5.8.1.1.37-ref-y.3.5.8.1.1.54,105036,105097,ref-sifra.3.4-00.15.15,ref-sifra.3.4-00.15.26,2327470,2327563,ref-y.3.5.8.1.1.37,ref-y.3.5.8.1.1.54,וכולם פטורין שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,בכל לשון אמר רבי חגיי נאמר כאן נגישה ונאמר להלן ונגשו הכחנים בני לוי מה נגישה שנאמר להלן ,3,6,2830,2825.0,561,560.0,0.5393258426966292,0.6428571428571428,5,כאן ונאמר להלן מה להלן,4070000463,12,18
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.3.5.8.1.1.82-ref-y.3.5.8.1.1.94,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,2327701,2327768,ref-y.3.5.8.1.1.82,ref-y.3.5.8.1.1.94,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן נגישה ונאמר להלן ונגש משה אל הערפל מה נגישה שנאמר להלן ,1,1,2857,2854.0,578,560.0,0.453125,0.5454545454545454,5,כאן ונאמר להלן מה להלן,4070000464,10,13
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.30,ref-y.3.7.1.7.18.128-ref-y.3.7.1.7.18.140,105050,105112,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.30,2879134,2879199,ref-y.3.7.1.7.18.128,ref-y.3.7.1.7.18.140,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן בית דין אף כאן ,נאמר כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן כגרים אף כאן ,5,1,3314,3293.0,593,560.0,0.3015873015873015,0.6363636363636364,6,כאן ונאמר להלן מה להלן כאן,4070000465,14,13
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.4.1.4.4.5.133-ref-y.4.1.4.4.5.144,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,2983586,2983647,ref-y.4.1.4.4.5.133,ref-y.4.1.4.4.5.144,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן השור יסקל ונאמר להלן השור יסקל מה שור שנאמר להלן ,1,1,3402,3392.0,579,560.0,0.3620689655172414,0.375,5,כאן ונאמר להלן מה להלן,4070000466,10,12
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.4.4.1.3.2.4-ref-y.4.4.1.3.2.16,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,3154598,3154667,ref-y.4.4.1.3.2.4,ref-y.4.4.1.3.2.16,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן זדון ונאמר להלן זדון בזדון דברו הנביא מה זדון שנאמר להלן ,1,1,3505,3505.0,580,580.0,0.4848484848484848,0.4444444444444444,5,כאן ונאמר להלן מה להלן,4070000467,10,13
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.4.4.1.3.2.32-ref-y.4.4.1.3.2.45,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,3154751,3154821,ref-y.4.4.1.3.2.32,ref-y.4.4.1.3.2.45,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאג דיבר ונאמר להלן אשר ידבר הנביא בשם יי' מה דיבר שנאמר להלן ,1,1,3533,3533.0,581,580.0,0.5074626865671642,0.6666666666666667,4,ונאמר להלן מה להלן,4070000468,10,14
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.30,ref-y.4.4.1.3.8.127-ref-y.4.4.1.3.8.147,105050,105112,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.30,3157857,3157962,ref-y.4.4.1.3.8.127,ref-y.4.4.1.3.8.147,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן בית דין אף כאן ,נאמר כאן בני ישראל ונאמר להלן בני ישראל ויבואו בני ישראל לשבר וגו' מה בני ישראל שנאמר להלן עשר' אף כאן ,5,2,3576,3555.0,594,560.0,0.6116504854368932,0.6153846153846154,6,כאן ונאמר להלן מה להלן כאן,4070000469,14,21
ref-sifra.3.4-00.15.23-ref-sifra.3.4-00.15.31,ref-y.4.4.3.9.19.14-ref-y.4.4.3.9.19.22,105081,105120,ref-sifra.3.4-00.15.23,ref-sifra.3.4-00.15.31,3190490,3190532,ref-y.4.4.3.9.19.14,ref-y.4.4.3.9.19.22,מה קהל אמור להלן בית דין אף כאן בית דין ,מה אגדה שנאמר להלן בית דין אף כאן בית דין ,4,4,3620,3618.0,598,560.0,0.1666666666666666,0.4444444444444444,6,מה להלן בית_דין_אף כאן בית דין,4070000470,10,10
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.4.4.6.1.1.29-ref-y.4.4.6.1.1.42,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,3211011,3211083,ref-y.4.4.6.1.1.29,ref-y.4.4.6.1.1.42,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמ' כאן בשעריך ונאמ' להלן כי ימצא בקרבך בא' שעריך מה שעריך האמור להלן ,1,14,3637,3636.0,582,560.0,0.5211267605633803,0.75,4,כאן להלן מה להלן,4070000471,10,14
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.4.4.7.1.1.26-ref-y.4.4.7.1.1.40,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,3223732,3223812,ref-y.4.4.7.1.1.26,ref-y.4.4.7.1.1.40,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה האמורה להלן ,1,1,3684,3681.0,583,560.0,0.5,0.6666666666666667,5,כאן ונאמר להלן מה להלן,4070000472,10,15
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.4.4.7.3.1.37-ref-y.4.4.7.3.1.51,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,3226750,3226829,ref-y.4.4.7.3.1.37,ref-y.4.4.7.3.1.51,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה שנאמר להלן ,1,1,3726,3722.0,584,560.0,0.5194805194805194,0.5833333333333333,5,כאן ונאמר להלן מה להלן,4070000473,10,15
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.4.4.7.5.3.14-ref-y.4.4.7.5.3.28,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,3229067,3229139,ref-y.4.4.7.5.3.14,ref-y.4.4.7.5.3.28,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן דודתו ונאמר להלן או דודו או בן דודו יגאלנו מה דודו שנאמר להלן ,1,1,3769,3764.0,585,560.0,0.5211267605633803,0.4444444444444444,5,כאן ונאמר להלן מה להלן,4070000474,10,15
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.30,ref-y.4.5.2.1.2.56-ref-y.4.5.2.1.2.70,105050,105112,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.30,3323464,3323537,ref-y.4.5.2.1.2.56,ref-y.4.5.2.1.2.70,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן בית דין אף כאן ,נאמר כאן נשילה ונאמר להלן כי ישל זיתיך מה נשילה שנאמר להלן נשירה אף כאן ,5,1,3999,3979.0,595,560.0,0.4305555555555556,0.5454545454545454,6,כאן ונאמר להלן מה להלן כאן,4070000475,14,15
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.26,ref-y.4.6.1.2.4.39-ref-y.4.6.1.2.4.51,105050,105097,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.26,3336498,3336564,ref-y.4.6.1.2.4.39,ref-y.4.6.1.2.4.51,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן ,נאמר כאן בהמה טמאה ונאב' להלן בחמה טמאה מה בהמה טמאה האמורה להלן ,1,1,4050,4043.0,586,560.0,0.4461538461538462,0.7,4,כאן להלן מה להלן,4070000476,10,13
ref-sifra.3.4-00.15.23-ref-sifra.3.4-00.15.31,ref-y.4.6.4.1.21.12-ref-y.4.6.4.1.21.20,105081,105120,ref-sifra.3.4-00.15.23,ref-sifra.3.4-00.15.31,3371177,3371219,ref-y.4.6.4.1.21.12,ref-y.4.6.4.1.21.20,מה קהל אמור להלן בית דין אף כאן בית דין ,מה הגדה שנאמר להלן בית דין אף כאן בית דין ,4,4,4246,4244.0,599,560.0,0.1666666666666666,0.4444444444444444,6,מה להלן בית_דין_אף כאן בית דין,4070000477,10,10
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.30,ref-y.4.10.1.8.1.34-ref-y.4.10.1.8.1.47,105050,105112,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.30,3516455,3516524,ref-y.4.10.1.8.1.34,ref-y.4.10.1.8.1.47,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן בית דין אף כאן ,נאמר כאן מעיני ונאמר להלן מעיני מה מעיני שנאמר להלן בית דין אף כאן ,5,8,4349,4349.0,596,596.0,0.3283582089552239,0.4444444444444444,5,כאן ונאמר להלן בית_דין_אף כאן,4070000478,14,14
ref-sifra.3.4-00.15.17-ref-sifra.3.4-00.15.31,ref-y.4.10.1.8.1.72-ref-y.4.10.1.8.1.88,105050,105120,ref-sifra.3.4-00.15.17,ref-sifra.3.4-00.15.31,3516644,3516735,ref-y.4.10.1.8.1.72,ref-y.4.10.1.8.1.88,שנאמר כאן קהל ונאמר להלן קהל מה קהל אמור להלן בית דין אף כאן בית דין ,נאמר כאן מעיני ונאמר להלן מעיני מה מעיני שנאמר להלן בית דין אף מעיני שנאמר כאן בית דין ,1,12,4354,4354.0,597,596.0,0.3908045977011494,0.2727272727272727,7,כאן ונאמר להלן בית_דין_אף כאן בית דין,4070000479,16,18
ref-sifra.3.4-00.16.16-ref-sifra.3.4-00.16.29,ref-y.1.1.1.1.35.93-ref-y.1.1.1.1.35.105,105196,105258,ref-sifra.3.4-00.16.16,ref-sifra.3.4-00.16.29,14071,14133,ref-y.1.1.1.1.35.93,ref-y.1.1.1.1.35.105,שנאמר כאן קהל ולהלן נאמר קהל מה קהל אמור להלן בית דין אף כאן ,נאמר כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן חצות אף כאן ,5,1,27,4.0,606,600.0,0.4754098360655737,0.6363636363636364,4,נאמר מה להלן כאן,4070000480,14,13
ref-sifra.3.4-00.16.16-ref-sifra.3.4-00.16.29,ref-y.1.7.2.4.9.110-ref-y.1.7.2.4.9.128,105196,105258,ref-sifra.3.4-00.16.16,ref-sifra.3.4-00.16.29,665158,665252,ref-y.1.7.2.4.9.110,ref-y.1.7.2.4.9.128,שנאמר כאן קהל ולהלן נאמר קהל מה קהל אמור להלן בית דין אף כאן ,נאמר כאן נפשו ונאמר להלן נפשו דכתיב ואליו הוא נושא את נפשו מה נפשו האמורה להלן שכרו אף כאן ,5,1,412,391.0,607,600.0,0.5934065934065934,0.8,4,נאמר מה להלן כאן,4070000481,14,19
ref-sifra.3.4-00.16.14-ref-sifra.3.4-00.16.25,ref-y.1.11.1.3.1.45-ref-y.1.11.1.3.1.57,105182,105243,ref-sifra.3.4-00.16.14,ref-sifra.3.4-00.16.25,854707,854772,ref-y.1.11.1.3.1.45,ref-y.1.11.1.3.1.57,וכולן פטורים שנאמר כאן קהל ולהלן נאמר קהל מה קהל אמור להלן ,הכל נאמר כאן ארצך ונאמר כאן ארץ חיטה ושעורה מה ארץ שנאמר להלן ,3,7,637,635.0,600,600.0,0.5806451612903226,0.7142857142857143,3,נאמר מה להלן,4070000482,12,13
