,index,baseOrig,compOrig,baseCharStart,baseCharEnd,baseWdStart,baseWdEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compWdStart,compWdEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,grp-ref-y,grp-ref-sifre-d,dam-lev,jac,id
164,197,ref-y.4.4.1.3.8.127-ref-y.4.4.1.3.8.147,ref-sifre-d.36.2.56-ref-sifre-d.36.2.70,3157857,3157962,474652,474668,ref-y.4.4.1.3.8.127,ref-y.4.4.1.3.8.147,51347,51414,8636,8649,ref-sifre-d.36.2.56,ref-sifre-d.36.2.70,נאמר כאן בני ישראל ונאמר להלן בני ישראל ויבואו בני ישראל לשבר וגו' מה בני ישראל שנאמר להלן עשר' אף כאן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן על גבי אבנים אף כאן ,16,13,2381.0,157.0,0.5825242718446602,0.6666666666666667,4080000165
165,198,ref-y.4.6.4.1.6.11-ref-y.4.6.4.1.6.27,ref-sifre-d.36.2.56-ref-sifre-d.36.2.70,3368298,3368369,507438,507448,ref-y.4.6.4.1.6.11,ref-y.4.6.4.1.6.27,51347,51414,8636,8649,ref-sifre-d.36.2.56,ref-sifre-d.36.2.70,נאמר כאן שני ונאמר להלן על פי שנים עדים מה להלן על פי שנים עדים אף כאן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן על גבי אבנים אף כאן ,10,13,2818.0,157.0,0.39436619718309857,0.4545454545454546,4080000166
166,199,ref-y.4.5.2.1.2.56-ref-y.4.5.2.1.2.75,ref-sifre-d.36.2.56-ref-sifre-d.36.2.74,3323464,3323564,500689,500706,ref-y.4.5.2.1.2.56,ref-y.4.5.2.1.2.75,51347,51432,8636,8652,ref-sifre-d.36.2.56,ref-sifre-d.36.2.74,נאמר כאן נשילה ונאמר להלן כי ישל זיתיך מה נשילה שנאמר להלן נשירה אף כאן נשירה מה טעמון דרבנין נאמר ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן על גבי אבנים אף כאן על גבי אבנים אמרת ,17,16,2724.0,157.0,0.5252525252525253,0.6875,4080000167
167,200,ref-y.2.12.1.2.1.62-ref-y.2.12.1.2.1.78,ref-sifre-d.36.2.82-ref-sifre-d.36.2.100,1927949,1928044,288130,288145,ref-y.2.12.1.2.1.62,ref-y.2.12.1.2.1.78,51470,51577,8660,8676,ref-sifre-d.36.2.82,ref-sifre-d.36.2.100,ללמד דבר שהוא נוהג לדורו' מדב' שהוא נוהג לדורו' ואל תבא לי קרבן נשיאי' שאינו נוהג,אלמוד דבר שהוא נוהג לדורות מדבר שהוא נוהג לדורות ואין דנים דבר שהוא נוהג לדורות מדבר שהוא,16,17,1212.0,200.0,0.4044943820224719,0.6923076923076923,4080000168
168,202,ref-y.1.1.7.3.5.65-ref-y.1.1.7.3.5.78,ref-sifre-d.36.2.98-ref-sifre-d.36.2.110,152027,152097,23865,23875,ref-y.1.1.7.3.5.65,ref-y.1.1.7.3.5.78,51563,51626,8674,8686,ref-sifre-d.36.2.98,ref-sifre-d.36.2.110,אינון אלא נאמר כאן בני ישראל ונאמר להלן בני ישראל מה בני ישראל שנאמר ,שהוא נוהג אלא לשעה נאמר כאן כתב ונאמר להלן כתב מה כתב האמור ,10,12,106.0,200.0,0.5942028985507246,0.5833333333333333,4080000169
169,203,ref-y.4.4.1.3.8.125-ref-y.4.4.1.3.8.144,ref-sifre-d.36.2.98-ref-sifre-d.36.2.111,3157847,3157950,474650,474665,ref-y.4.4.1.3.8.125,ref-y.4.4.1.3.8.144,51563,51631,8674,8687,ref-sifre-d.36.2.98,ref-sifre-d.36.2.111,אינון אלא נאמר כאן בני ישראל ונאמר להלן בני ישראל ויבואו בני ישראל לשבר וגו' מה בני ישראל שנאמר להלן ,שהוא נוהג אלא לשעה נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,15,13,2381.0,200.0,0.6435643564356436,0.6666666666666667,4080000170
170,204,ref-y.1.1.1.1.35.93-ref-y.1.1.1.1.35.102,ref-sifre-d.36.2.102-ref-sifre-d.36.2.111,14071,14121,2226,2235,ref-y.1.1.1.1.35.93,ref-y.1.1.1.1.35.102,51584,51631,8678,8687,ref-sifre-d.36.2.102,ref-sifre-d.36.2.111,נאמר כאן לילה ונאמר להלן לילה מה לילה שנאמר להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,9,9,1.0,200.0,0.30612244897959184,0.4285714285714286,4080000171
171,205,ref-y.1.4.8.1.2.5-ref-y.1.4.8.1.2.17,ref-sifre-d.36.2.102-ref-sifre-d.36.2.111,427265,427323,65727,65739,ref-y.1.4.8.1.2.5,ref-y.1.4.8.1.2.17,51584,51631,8678,8687,ref-sifre-d.36.2.102,ref-sifre-d.36.2.111,נאמר כאן פן תקדש ונאמר להלן פן תוקדש בו מה פן האמור להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,12,9,244.0,200.0,0.3157894736842105,0.4285714285714286,4080000172
172,206,ref-y.1.7.2.4.9.110-ref-y.1.7.2.4.9.125,ref-sifre-d.36.2.102-ref-sifre-d.36.2.111,665158,665240,100672,100686,ref-y.1.7.2.4.9.110,ref-y.1.7.2.4.9.125,51584,51631,8678,8687,ref-sifre-d.36.2.102,ref-sifre-d.36.2.111,נאמר כאן נפשו ונאמר להלן נפשו דכתיב ואליו הוא נושא את נפשו מה נפשו האמורה להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,14,9,379.0,200.0,0.4936708860759494,0.6,4080000173
173,207,ref-y.1.11.1.3.1.46-ref-y.1.11.1.3.1.68,ref-sifre-d.36.2.102-ref-sifre-d.36.2.111,854712,854839,128288,128308,ref-y.1.11.1.3.1.46,ref-y.1.11.1.3.1.68,51584,51631,8678,8687,ref-sifre-d.36.2.102,ref-sifre-d.36.2.111,נאמר כאן ארצך ונאמר כאן ארץ חיטה ושעורה מה ארץ שנאמר להלן בשבעת המינין הכתוב מדבר אף ארץ שנאמר כאן בשבעת המינין הכתוב ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,20,9,551.0,200.0,0.6949152542372882,0.7333333333333334,4080000174
174,208,ref-y.1.11.2.3.5.3-ref-y.1.11.2.3.5.12,ref-sifre-d.36.2.102-ref-sifre-d.36.2.111,873523,873573,130993,131002,ref-y.1.11.2.3.5.3,ref-y.1.11.2.3.5.12,51584,51631,8678,8687,ref-sifre-d.36.2.102,ref-sifre-d.36.2.111,נאמ' כאן שמחה ונאמר להלן שמחה מה שמחה שנאמר להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,9,9,585.0,200.0,0.32653061224489793,0.625,4080000175
175,209,ref-y.2.5.2.4.3.22-ref-y.2.5.2.4.3.46,ref-sifre-d.36.2.102-ref-sifre-d.36.2.111,1416081,1416212,210478,210496,ref-y.2.5.2.4.3.22,ref-y.2.5.2.4.3.46,51584,51631,8678,8687,ref-sifre-d.36.2.102,ref-sifre-d.36.2.111,נאמר כאן עריכה ונאמר להלן וערך הכהן אותם מה עריכה שנאמר להלן בתמיד של שחר הכתוב מדבר אף עריכה שנאמר כאן בתמיד של שחר הכתוב ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,18,9,779.0,200.0,0.6910569105691057,0.7333333333333334,4080000176
176,210,ref-y.2.4.1.1.1.117-ref-y.2.4.1.1.1.126,ref-sifre-d.36.2.102-ref-sifre-d.36.2.111,1493692,1493742,222458,222467,ref-y.2.4.1.1.1.117,ref-y.2.4.1.1.1.126,51584,51631,8678,8687,ref-sifre-d.36.2.102,ref-sifre-d.36.2.111,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,9,9,846.0,200.0,0.30612244897959184,0.4285714285714286,4080000177
177,211,ref-y.2.4.6.4.4.5-ref-y.2.4.6.4.4.14,ref-sifre-d.36.2.102-ref-sifre-d.36.2.111,1561422,1561476,232775,232784,ref-y.2.4.6.4.4.5,ref-y.2.4.6.4.4.14,51584,51631,8678,8687,ref-sifre-d.36.2.102,ref-sifre-d.36.2.111,נאמר כאן אזכרה ונאמר להלן אזכרה מה אזכרה האמורה להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,9,9,891.0,200.0,0.24528301886792453,0.33333333333333337,4080000178
178,212,ref-y.2.8.1.1.12.202-ref-y.2.8.1.1.12.211,ref-sifre-d.36.2.102-ref-sifre-d.36.2.111,1641869,1641919,244676,244685,ref-y.2.8.1.1.12.202,ref-y.2.8.1.1.12.211,51584,51631,8678,8687,ref-sifre-d.36.2.102,ref-sifre-d.36.2.111,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמר להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,9,9,991.0,200.0,0.30612244897959184,0.4285714285714286,4080000179
179,213,ref-y.2.8.1.1.12.263-ref-y.2.8.1.1.12.272,ref-sifre-d.36.2.102-ref-sifre-d.36.2.111,1642172,1642222,244727,244736,ref-y.2.8.1.1.12.263,ref-y.2.8.1.1.12.272,51584,51631,8678,8687,ref-sifre-d.36.2.102,ref-sifre-d.36.2.111,נאמר כאן חדשי ונאמר להלן חדשי מה חדשי שנאמ' להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,9,9,1017.0,200.0,0.32653061224489793,0.4285714285714286,4080000180
180,214,ref-y.2.12.1.2.2.113-ref-y.2.12.1.2.2.122,ref-sifre-d.36.2.102-ref-sifre-d.36.2.111,1928666,1928717,288237,288246,ref-y.2.12.1.2.2.113,ref-y.2.12.1.2.2.122,51584,51631,8678,8687,ref-sifre-d.36.2.102,ref-sifre-d.36.2.111,נאמר כאן שמחה ונאמר להלן שמחה מה שמחה האמורה להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,9,9,1215.0,200.0,0.26,0.33333333333333337,4080000181
181,215,ref-y.2.12.1.3.1.51-ref-y.2.12.1.3.1.111,ref-sifre-d.36.2.102-ref-sifre-d.36.2.118,1930736,1931033,288522,288578,ref-y.2.12.1.3.1.51,ref-y.2.12.1.3.1.111,51584,51665,8678,8694,ref-sifre-d.36.2.102,ref-sifre-d.36.2.118,"נאמ' כאן מסת ונאמ' להלן כי לא תוכל שאתו מה שאתו האמו' להלן מעש' אף כאן מעשר א""ר לעז' נאמר כאן שמחה ונאמר שמחה מה שמחה האמורה נאמר כאן מסת ונאמר להלן ותרב משאת בנימן מה משאת שנאמר להלן אחת עיקר והשאר טפילה אף מסת שנאמר כאן",נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן על הספר ובדיו אף כתב האמור כאן,57,17,1257.0,200.0,0.7285067873303167,0.8076923076923077,4080000182
182,217,ref-y.3.1.1.1.23.4-ref-y.3.1.1.1.23.55,ref-sifre-d.36.2.102-ref-sifre-d.36.2.118,2056186,2056456,307668,307715,ref-y.3.1.1.1.23.4,ref-y.3.1.1.1.23.55,51584,51665,8678,8694,ref-sifre-d.36.2.102,ref-sifre-d.36.2.118,נאמר כאן אחוה ונאמר להלן שני' עשר עבדיך אחים אנחנו מה אחים שנאמר להלן הכתוב מדבר אמר רבי יונתן נאמ' כאן ישיבה ונאמר להלן ישיבה וירשתה וישבת בה מה ישיבה שנאמר להלן ישיבה שיש עמה ירושה אף ישיבה,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן על הספר ובדיו אף כתב האמור כאן,48,17,1407.0,200.0,0.7172774869109948,0.8076923076923077,4080000183
183,218,ref-y.3.5.8.1.1.42-ref-y.3.5.8.1.1.54,ref-sifre-d.36.2.102-ref-sifre-d.36.2.111,2327493,2327563,348416,348428,ref-y.3.5.8.1.1.42,ref-y.3.5.8.1.1.54,51584,51631,8678,8687,ref-sifre-d.36.2.102,ref-sifre-d.36.2.111,נאמר כאן נגישה ונאמר להלן ונגשו הכחנים בני לוי מה נגישה שנאמר להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,12,9,1764.0,200.0,0.4626865671641791,0.5555555555555556,4080000184
184,219,ref-y.3.5.8.1.1.82-ref-y.3.5.8.1.1.94,ref-sifre-d.36.2.102-ref-sifre-d.36.2.111,2327701,2327768,348445,348457,ref-y.3.5.8.1.1.82,ref-y.3.5.8.1.1.94,51584,51631,8678,8687,ref-sifre-d.36.2.102,ref-sifre-d.36.2.111,נאמר כאן נגישה ונאמר להלן ונגש משה אל הערפל מה נגישה שנאמר להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,12,9,1799.0,200.0,0.453125,0.6363636363636364,4080000185
185,220,ref-y.3.7.1.7.18.128-ref-y.3.7.1.7.18.137,ref-sifre-d.36.2.102-ref-sifre-d.36.2.111,2879134,2879185,431636,431645,ref-y.3.7.1.7.18.128,ref-y.3.7.1.7.18.137,51584,51631,8678,8687,ref-sifre-d.36.2.102,ref-sifre-d.36.2.111,נאמר כאן קרחה ונאמר להלן קרחה מה קדחה האמורה להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,9,9,2120.0,200.0,0.26,0.4285714285714286,4080000186
186,221,ref-y.4.1.4.4.5.133-ref-y.4.1.4.4.5.146,ref-sifre-d.36.2.102-ref-sifre-d.36.2.111,2983586,2983661,447692,447705,ref-y.4.1.4.4.5.133,ref-y.4.1.4.4.5.146,51584,51631,8678,8687,ref-sifre-d.36.2.102,ref-sifre-d.36.2.111,נאמר כאן השור יסקל ונאמר להלן השור יסקל מה שור שנאמר להלן במועד הכתוב ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,13,9,2220.0,200.0,0.5142857142857142,0.6,4080000187
187,222,ref-y.4.4.1.3.2.4-ref-y.4.4.1.3.2.27,ref-sifre-d.36.2.102-ref-sifre-d.36.2.111,3154598,3154731,474171,474192,ref-y.4.4.1.3.2.4,ref-y.4.4.1.3.2.27,51584,51631,8678,8687,ref-sifre-d.36.2.102,ref-sifre-d.36.2.111,נאמר כאן זדון ונאמר להלן זדון בזדון דברו הנביא מה זדון שנאמר להלן בנביא השקר הכתוב מדבר אף זדון שנאמר כאן בנביא השקר הכתוב ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,21,9,2326.0,200.0,0.7073170731707317,0.6666666666666667,4080000188
188,223,ref-y.4.4.1.3.2.32-ref-y.4.4.1.3.2.45,ref-sifre-d.36.2.102-ref-sifre-d.36.2.111,3154751,3154821,474195,474208,ref-y.4.4.1.3.2.32,ref-y.4.4.1.3.2.45,51584,51631,8678,8687,ref-sifre-d.36.2.102,ref-sifre-d.36.2.111,נאמר כאג דיבר ונאמר להלן אשר ידבר הנביא בשם יי' מה דיבר שנאמר להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,13,9,2351.0,200.0,0.4626865671641791,0.75,4080000189
189,224,ref-y.4.4.7.5.3.14-ref-y.4.4.7.5.3.28,ref-sifre-d.36.2.102-ref-sifre-d.36.2.111,3229067,3229139,485975,485989,ref-y.4.4.7.5.3.14,ref-y.4.4.7.5.3.28,51584,51631,8678,8687,ref-sifre-d.36.2.102,ref-sifre-d.36.2.111,נאמר כאן דודתו ונאמר להלן או דודו או בן דודו יגאלנו מה דודו שנאמר להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,14,9,2564.0,200.0,0.49295774647887325,0.5555555555555556,4080000190
190,225,ref-y.4.5.2.1.2.56-ref-y.4.5.2.1.2.67,ref-sifre-d.36.2.102-ref-sifre-d.36.2.111,3323464,3323524,500689,500700,ref-y.4.5.2.1.2.56,ref-y.4.5.2.1.2.67,51584,51631,8678,8687,ref-sifre-d.36.2.102,ref-sifre-d.36.2.111,נאמר כאן נשילה ונאמר להלן כי ישל זיתיך מה נשילה שנאמר להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן ,11,9,2724.0,200.0,0.3898305084745763,0.5,4080000191
191,226,ref-y.4.4.7.3.1.37-ref-y.4.4.7.3.1.51,ref-sifre-d.36.2.102-ref-sifre-d.36.2.112,3226750,3226829,485629,485643,ref-y.4.4.7.3.1.37,ref-y.4.4.7.3.1.51,51584,51634,8678,8688,ref-sifre-d.36.2.102,ref-sifre-d.36.2.112,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה שנאמר להלן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן על ,14,10,2539.0,200.0,0.5584415584415584,0.6923076923076923,4080000192
192,227,ref-y.1.9.2.1.11.70-ref-y.1.9.2.1.11.87,ref-sifre-d.36.2.102-ref-sifre-d.36.2.118,779725,779810,117346,117363,ref-y.1.9.2.1.11.70,ref-y.1.9.2.1.11.87,51584,51665,8678,8694,ref-sifre-d.36.2.102,ref-sifre-d.36.2.118,נאמר כאן חלה ונאמר להלן חלת להם שמן מה חלה שנאמר להלן עשויה בשמן אף חלה שנאמר כאן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן על הספר ובדיו אף כתב האמור כאן ,17,16,481.0,200.0,0.4268292682926829,0.6666666666666667,4080000193
193,228,ref-y.2.3.5.1.1.35-ref-y.2.3.5.1.1.55,ref-sifre-d.36.2.102-ref-sifre-d.36.2.118,1290200,1290313,191425,191443,ref-y.2.3.5.1.1.35,ref-y.2.3.5.1.1.55,51584,51665,8678,8694,ref-sifre-d.36.2.102,ref-sifre-d.36.2.118,נאמר כאן בין הערבים ונאמר להלן בין הערבים מה בין הערבים שנאמר להלן משש שעות ולמעלן אף כין הערכים שנאמר כאן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן על הספר ובדיו אף כתב האמור כאן ,18,16,706.0,200.0,0.4953271028037383,0.6666666666666667,4080000194
194,229,ref-y.2.5.8.1.2.162-ref-y.2.5.8.1.2.180,ref-sifre-d.36.2.102-ref-sifre-d.36.2.118,1477978,1478084,220139,220155,ref-y.2.5.8.1.2.162,ref-y.2.5.8.1.2.180,51584,51665,8678,8694,ref-sifre-d.36.2.102,ref-sifre-d.36.2.118,נאמר כאן תענו את נפשותיכם ונאמר להלן ויענך וירעיבך מה עינוי שנאמר להלן עינוי רעבון אף עינוי שנאמר כאן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן על הספר ובדיו אף כתב האמור כאן ,16,16,814.0,200.0,0.5196078431372549,0.7058823529411764,4080000195
195,230,ref-y.2.6.2.7.1.6-ref-y.2.6.2.7.1.29,ref-sifre-d.36.2.102-ref-sifre-d.36.2.118,1595673,1595797,237661,237681,ref-y.2.6.2.7.1.6,ref-y.2.6.2.7.1.29,51584,51665,8678,8694,ref-sifre-d.36.2.102,ref-sifre-d.36.2.118,נאמר כאן תשבו ונאמר להלן ופתח אוהר' מועד ישבו יומם ולילה מה ישיבה שנאמר להלן עשה בה את הלילות כימים אף ישיבה שנאמר כאן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן על הספר ובדיו אף כתב האמור כאן ,20,16,943.0,200.0,0.5210084033613446,0.75,4080000196
196,231,ref-y.2.10.1.1.3.68-ref-y.2.10.1.1.3.89,ref-sifre-d.36.2.102-ref-sifre-d.36.2.118,1836010,1836122,274157,274175,ref-y.2.10.1.1.3.68,ref-y.2.10.1.1.3.89,51584,51665,8678,8694,ref-sifre-d.36.2.102,ref-sifre-d.36.2.118,נאמר כאן פרזות ונאמר להלן לבד מערי הפרזי הרבה מאות מה פרזי שנאמ' להלן מימות יהושע בן נון אף פרזות שנאמר כאן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן על הספר ובדיו אף כתב האמור כאן ,18,16,1106.0,200.0,0.5185185185185185,0.625,4080000197
197,235,ref-y.3.5.7.3.3.36-ref-y.3.5.7.3.3.54,ref-sifre-d.36.2.102-ref-sifre-d.36.2.118,2318253,2318351,346996,347014,ref-y.3.5.7.3.3.36,ref-y.3.5.7.3.3.54,51584,51665,8678,8694,ref-sifre-d.36.2.102,ref-sifre-d.36.2.118,נאמר כאן אלוני מורה ונאמר להלן אלוני מורה מה אלוני מורה האמור להלן שכם אף אילוני מורה האמור כאן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן על הספר ובדיו אף כתב האמור כאן ,18,16,1720.0,200.0,0.5,0.5454545454545454,4080000198
198,236,ref-y.4.4.6.1.1.29-ref-y.4.4.6.1.1.49,ref-sifre-d.36.2.102-ref-sifre-d.36.2.118,3211011,3211117,483022,483042,ref-y.4.4.6.1.1.29,ref-y.4.4.6.1.1.49,51584,51665,8678,8694,ref-sifre-d.36.2.102,ref-sifre-d.36.2.118,נאמ' כאן בשעריך ונאמ' להלן כי ימצא בקרבך בא' שעריך מה שעריך האמור להלן שער שנמצא בו אף שעריך האמור כאן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן על הספר ובדיו אף כתב האמור כאן ,20,16,2456.0,200.0,0.47572815533980584,0.7647058823529411,4080000199
199,237,ref-y.4.4.7.1.1.26-ref-y.4.4.7.1.1.45,ref-sifre-d.36.2.102-ref-sifre-d.36.2.118,3223732,3223837,485174,485193,ref-y.4.4.7.1.1.26,ref-y.4.4.7.1.1.45,51584,51665,8678,8694,ref-sifre-d.36.2.102,ref-sifre-d.36.2.118,נאמר כאן נקימה ונאמר להלן והבאתי עליכם חרב נקמת נקם ברית מה נקימה האמורה להלן חרב אף נקימה האמורה כאן ,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן על הספר ובדיו אף כתב האמור כאן ,19,16,2508.0,200.0,0.5196078431372549,0.6666666666666667,4080000200
200,238,ref-y.4.6.1.2.4.37-ref-y.4.6.1.2.4.58,ref-sifre-d.36.2.102-ref-sifre-d.36.2.118,3336486,3336604,502692,502710,ref-y.4.6.1.2.4.37,ref-y.4.6.1.2.4.58,51584,51665,8678,8694,ref-sifre-d.36.2.102,ref-sifre-d.36.2.118,הכתוב מדבר נאמר כאן בהמה טמאה ונאב' להלן בחמה טמאה מה בהמה טמאה האמורה להלן בטומאת הקודש אף בהמה,נאמר כאן כתב ונאמר להלן כתב מה כתב האמור להלן על הספר ובדיו אף כתב האמור כאן,19,17,2765.0,200.0,0.6458333333333334,0.7647058823529411,4080000201
