baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifra,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.4.2.5.16.11-ref-t.4.2.5.16.21,ref-sifra.11.4-12.18.1-ref-sifra.11.4-12.18.17,808099,808148,ref-t.4.2.5.16.11,ref-t.4.2.5.16.21,527793,527874,ref-sifra.11.4-12.18.1,ref-sifra.11.4-12.18.17,אותה עתיד אני ליתנה לכם ירושת עולם שמא תאמרו אין לך ליתן לנו,ואני אתננה לכם לרשת אותה עתיד אני ליתנה לכם ירושת עולם שמא תאמרו אין לך ליתן לנו,13,17,3020,3020.0,934,934.0,0.25,0.0909090909090909,13,אותה עתיד אני ליתנה לכם ירושת עולם שמא תאמרו אין לך ליתן לנו,2040000702,13,17
ref-t.4.2.5.17.13-ref-t.4.2.5.17.23,ref-sifra.10.7-00.5.9-ref-sifra.10.7-00.5.16,808243,808295,ref-t.4.2.5.17.13,ref-t.4.2.5.17.23,465366,465406,ref-sifra.10.7-00.5.9,ref-sifra.10.7-00.5.16,תנם לי ואני נותנם לך כדרך שאתה נותנם לו מותר ואם ,ואני נתתיו ואם נתנם במתנה אחת כפר לכם ,11,8,2784,2783.0,939,937.0,0.6530612244897959,0.75,2,ואני ואם,2040000703,11,8
ref-t.4.2.5.17.11-ref-t.4.2.5.17.21,ref-sifra.11.4-12.18.1-ref-sifra.11.4-12.18.17,808236,808285,ref-t.4.2.5.17.11,ref-t.4.2.5.17.21,527793,527874,ref-sifra.11.4-12.18.1,ref-sifra.11.4-12.18.17,אותה עתיד אני ליתנה לכם ירושת עולם שמא תאמרו אין לך ליתן לנו,ואני אתננה לכם לרשת אותה עתיד אני ליתנה לכם ירושת עולם שמא תאמרו אין לך ליתן לנו,13,17,3021,3021.0,937,937.0,0.25,0.0909090909090909,13,אותה עתיד אני ליתנה לכם ירושת עולם שמא תאמרו אין לך ליתן לנו,2040000704,13,17
ref-t.4.2.8.11.6-ref-t.4.2.8.11.18,ref-sifra.12.12-15.3.8-ref-sifra.12.12-15.3.22,821109,821172,ref-t.4.2.8.11.6,ref-t.4.2.8.11.18,594898,594972,ref-sifra.12.12-15.3.8,ref-sifra.12.12-15.3.22,עובר משום בל תחסום וגוי הדש בפרתו של ישראל אינו עובר משום בל ,עובר עליו משום בל תאחר תלמוד לומר אלה תעשו לה' במועדיכם אינו עובר משום בל ,13,13,3309,3309.0,940,940.0,0.4729729729729729,0.75,7,עובר משום בל אינו עובר משום בל,2040000705,13,13
ref-t.4.2.8.25.44-ref-t.4.2.8.25.54,ref-sifra.5.3-00.3.22-ref-sifra.5.3-00.3.42,824858,824921,ref-t.4.2.8.25.44,ref-t.4.2.8.25.54,268304,268423,ref-sifra.5.3-00.3.22,ref-sifra.5.3-00.3.42,נחלים נחלים נחלים נחלים לגזירה שוה מה ימים ונחלים האמורים לענין היתר עשה את כל המים כימים וכנחלים אף ימים ונחלים,נחלים נחלים נחלים נחלים לגזירה שוה מה ימים ונחלים האמורים לענין היתר עשה את כל המים כימים וכנחלים אף ימים ונחלים,17,17,1350,1350.0,941,941.0,0.0,0.0,17,נחלים נחלים נחלים נחלים לגזירה_שוה_מה ימים ונחלים האמורים לענין היתר עשה את_כל_המים כימים וכנחלים אף ימים ונחלים,2040000706,17,17
ref-t.4.2.9.16.4-ref-t.4.2.9.16.39,ref-sifra.14.2-04.3.67-ref-sifra.14.2-04.3.96,829863,830077,ref-t.4.2.9.16.4,ref-t.4.2.9.16.39,655640,655823,ref-sifra.14.2-04.3.67,ref-sifra.14.2-04.3.96,זרעכם זורעה ואינה מצמחת ואם זורעה ואינה מצמחת מה אויבים באים ואוכלים אלא זורעה שנה ראשונה ואינה מצמחת ובשניה מצמחת ואויבים באים ואוכלים אותה דבר אחר זורעה ואינה,וזרעתם לריק זרעכם זורעה ואינה מצמחת ואם זורעה ואינה מצמחת מה אויבים באים ואוכלים אלא זורעה שנה ראשונה ואינה מצמחת ובשניה מצמחת ואויבים באים ואוכלים אותה דבר אחר זורעה ואינה,28,30,3502,3502.0,944,944.0,0.0697674418604651,0.125,28,זרעכם זורעה ואינה מצמחת ואם זורעה ואינה מצמחת מה אויבים באים ואוכלים אלא זורעה שנה ראשונה ואינה מצמחת ובשניה מצמחת ואויבים באים ואוכלים אותה דבר אחר זורעה ואינה,2040000707,28,30
ref-t.4.2.9.16.4-ref-t.4.2.9.16.28,ref-sifra.14.2-04.3.99-ref-sifra.14.2-04.3.111,829863,830011,ref-t.4.2.9.16.4,ref-t.4.2.9.16.28,655835,655911,ref-sifra.14.2-04.3.99,ref-sifra.14.2-04.3.111,זרעה שנה ראשונה ולא צימחה כופין אותו לזורעה שנייה זרעה שנייה ולא צימחה אין כופין אותו לזורעה שלישית המוכר זרעוני גנה לחבירו זרעים שאין נאכלין ,זורעה ואינה מצמחת מה אויבים באים ואוכלים אלא זורעה שנה ראשונה ואינה מצמחת ,25,13,3506,3505.0,943,943.0,0.6971830985915493,0.736842105263158,2,שנה ראשונה,2040000708,25,13
ref-t.4.2.9.16.23-ref-t.4.2.9.16.30,ref-sifra.14.5-12.9.15-ref-sifra.14.5-12.9.23,829974,830021,ref-t.4.2.9.16.23,ref-t.4.2.9.16.30,682817,682870,ref-sifra.14.5-12.9.15,ref-sifra.14.5-12.9.23,זרעוני גנה לחבירו זרעים שאין נאכלין זרען ולא ,זרעוני גינה שאינם נאכלים תלמוד לומר מזרע הארץ ולא ,8,9,3636,3634.0,946,943.0,0.54,0.7692307692307692,2,זרעוני ולא,2040000709,8,9
ref-t.4.2.9.31.15-ref-t.4.2.9.31.26,ref-sifra.13.1-00.6.66-ref-sifra.13.1-00.6.84,832213,832274,ref-t.4.2.9.31.15,ref-t.4.2.9.31.26,613381,613474,ref-sifra.13.1-00.6.66,ref-sifra.13.1-00.6.84,שבוע תלמוד לומר שש שנים תזרע שדך ושש שנים תזמר כרמך שני זרעים עולות ממנין שני שבוע ואין שנת,שבוע תלמוד לומר שש שנים תזרע שדך ושש שנים תזמר כרמך שני זרעים עולות ממנין שני שבוע ואין שנת,19,19,3376,3376.0,947,947.0,0.0,0.0,19,שבוע תלמוד לומר שש שנים תזרע שדך ושש שנים תזמר כרמך שני זרעים עולות ממנין שני שבוע ואין שנת,2040000710,19,19
ref-t.4.2.10.2.1-ref-t.4.2.10.2.15,ref-sifra.11.2-00.12.11-ref-sifra.11.2-00.12.19,833134,833211,ref-t.4.2.10.2.1,ref-t.4.2.10.2.15,492341,492387,ref-sifra.11.2-00.12.11,ref-sifra.11.2-00.12.19,שכר שעות ביום גובה כל היום בלילה גובה כל הלילה שכר שעות בלילה וכמה גובה ,שכר יום שהוא גובה כל הלילה שכר הלילה שגובה ,15,9,2853,2853.0,949,949.0,0.4583333333333333,0.4444444444444444,5,שכר גובה כל הלילה שכר,2040000711,15,9
ref-t.4.2.10.2.20-ref-t.4.2.10.2.41,ref-sifra.11.2-00.12.11-ref-sifra.11.2-00.12.19,833231,833333,ref-t.4.2.10.2.20,ref-t.4.2.10.2.41,492341,492387,ref-sifra.11.2-00.12.11,ref-sifra.11.2-00.12.19,גובה כל הלילה וכל היום שכר שבת שכר חודש שכר שנה שכר שבוע יצא ביום גובה כל היום יצא בלילה גובה כל ,שכר יום שהוא גובה כל הלילה שכר הלילה שגובה ,22,9,2854,2853.0,950,950.0,0.6804123711340206,0.6153846153846154,4,גובה כל הלילה שכר,2040000712,22,9
ref-t.4.2.10.3.4-ref-t.4.2.10.3.11,ref-sifra.12.7-00.5.7-ref-sifra.12.7-00.5.15,833405,833442,ref-t.4.2.10.3.4,ref-t.4.2.10.3.11,560974,561018,ref-sifra.12.7-00.5.7,ref-sifra.12.7-00.5.15,עובר משום חמשה לוין משום בל תעשק ובל ,עובר משום חמשה דברים משום בל תקדיש ומשום בל ,8,9,3189,3188.0,951,951.0,0.2954545454545454,0.6,5,עובר משום חמשה משום בל,2040000713,8,9
ref-t.4.2.10.5.1-ref-t.4.2.10.5.8,ref-sifra.11.2-00.11.3-ref-sifra.11.2-00.11.10,833652,833695,ref-t.4.2.10.5.1,ref-t.4.2.10.5.8,492218,492264,ref-sifra.11.2-00.11.3,ref-sifra.11.2-00.11.10,המחהו אצל חנוני ואצל שולחני הן עוברין עליו ,המחהו אצל החנוני ואצל השולחני יהא עובר עליו ,8,8,2852,2852.0,952,952.0,0.1363636363636363,0.375,4,המחהו אצל ואצל עליו,2040000714,8,8
ref-t.4.2.11.17.46-ref-t.4.2.11.17.53,ref-sifra.13.1-00.4.4-ref-sifra.13.1-00.4.10,839465,839515,ref-t.4.2.11.17.46,ref-t.4.2.11.17.53,612674,612721,ref-sifra.13.1-00.4.4,ref-sifra.13.1-00.4.10,לחפור עמהן בורות שיחין ומערות ולתקן את המקוואות ,מלחפור בורות שיחין ומערות ומלתקן את המקואות ,8,7,3372,3371.0,953,953.0,0.1666666666666666,0.5,4,בורות שיחין ומערות את,2040000715,8,7
ref-t.4.2.11.33.6-ref-t.4.2.11.34.4,ref-sifra.11.2-04.14.4-ref-sifra.11.2-04.15.9,842671,842796,ref-t.4.2.11.33.6,ref-t.4.2.11.34.4,495740,495886,ref-sifra.11.2-04.14.4,ref-sifra.11.2-04.15.9,בהמתך על בהמת אחרים בהמת אחרים על בהמתך על בהמתך בהמתך על בהמת אחרים בהמת אחרים על בהמתך בהמת אחרים על בהמת אחרים מנין תלמוד לומר את חקותי תשמרו אין לי אלא בהמה על בהמה בהמה על חיה,בהמתך על בהמתך בהמתך על בהמת אחרים בהמת אחרים על בהמתך בהמת אחרים על בהמת אחרים מנין תלמוד לומר את חקותי תשמרו אין לי אלא בהמה על בהמה בהמה על חיה,33,26,2860,2860.0,954,954.0,0.1888888888888888,0.0,26,בהמתך על בהמתך בהמתך על בהמת אחרים בהמת אחרים על בהמתך בהמת אחרים על בהמת אחרים מנין_תלמוד_לומר_את חקותי תשמרו אין_לי_אלא בהמה על בהמה בהמה על חיה,2040000716,33,26
ref-t.4.3.3.1.37-ref-t.4.3.3.2.2,ref-sifra.13.4-06.9.36-ref-sifra.13.4-06.9.52,849755,849789,ref-t.4.3.3.1.37,ref-t.4.3.3.2.2,633852,633927,ref-sifra.13.4-06.9.36,ref-sifra.13.4-06.9.52,מכור בשדה מכור בעיר המוכר העיר ,שדה מגרש עיר ולא עיר מגרש כדי שלא יחריבו את ערי ישראל לא ימכר לא ימכר מכר ,6,17,3466,3464.0,957,957.0,0.7432432432432432,0.6363636363636364,0,,2040000717,6,17
ref-t.4.3.4.12.18-ref-t.4.3.4.12.40,ref-sifra.14.4-10.3.45-ref-sifra.14.4-10.3.58,853477,853585,ref-t.4.3.4.12.18,ref-t.4.3.4.12.40,676151,676241,ref-sifra.14.4-10.3.45,ref-sifra.14.4-10.3.58,המקדיש בחולת המחוז ואחד המקדיש בפרדיסות סבסטי נותן בזרע חומר שעורים בחמשים שקל כסף,המקדיש בחולת המחוז ואחד המקדיש בפרדיסות סבסטי נותן בזרע חומר שעורים בחמשים שקל כסף,14,14,3581,3581.0,961,961.0,0.0,0.0,14,המקדיש בחולת המחוז ואחד המקדיש בפרדיסות סבסטי נותן בזרע חומר שעורים בחמשים שקל כסף,2040000718,14,14
ref-t.4.3.4.12.18-ref-t.4.3.4.12.23,ref-sifra.14.4-10.4.65-ref-sifra.14.4-10.4.70,853477,853508,ref-t.4.3.4.12.18,ref-t.4.3.4.12.23,676577,676608,ref-sifra.14.4-10.4.65,ref-sifra.14.4-10.4.70,זרע חומר שעורים בחמשים שקל כסף ,זרע חומר שעורים בחמשים שקל כסף ,6,6,3589,3589.0,958,958.0,0.0,0.0,6,זרע חומר שעורים בחמשים שקל כסף,2040000719,6,6
ref-t.4.3.4.12.18-ref-t.4.3.4.12.23,ref-sifra.14.4-11.5.17-ref-sifra.14.4-11.5.22,853477,853508,ref-t.4.3.4.12.18,ref-t.4.3.4.12.23,679935,679966,ref-sifra.14.4-11.5.17,ref-sifra.14.4-11.5.22,זרע חומר שעורים בחמשים שקל כסף ,בזרע חומר שעורים חמשים שקל כסף ,6,6,3618,3612.0,959,958.0,0.064516129032258,0.0,4,חומר שעורים שקל כסף,2040000720,6,6
ref-t.4.3.4.12.18-ref-t.4.3.4.12.23,ref-sifra.14.4-11.5.28-ref-sifra.14.4-11.5.33,853477,853508,ref-t.4.3.4.12.18,ref-t.4.3.4.12.23,679992,680023,ref-sifra.14.4-11.5.28,ref-sifra.14.4-11.5.33,זרע חומר שעורים בחמשים שקל כסף ,בזרע חומר שעורים חמשים שקל כסף ,6,6,3620,3619.0,960,958.0,0.064516129032258,0.0,4,חומר שעורים שקל כסף,2040000721,6,6
ref-t.4.3.5.3.50-ref-t.4.3.5.3.60,ref-sifra.11.3-08.9.20-ref-sifra.11.3-08.9.33,855618,855682,ref-t.4.3.5.3.50,ref-t.4.3.5.3.60,507565,507636,ref-sifra.11.3-08.9.20,ref-sifra.11.3-08.9.33,ושלא להכריע נותן לו גירומין אחד מעשרה בלח ואחד בעשרים ליבש ,לו עין בעין נותן לו גרומים אחד מעשרה נותן לו בלח ואחד מעשרים ביבש ,11,14,2916,2916.0,963,963.0,0.3333333333333333,0.4545454545454546,6,נותן לו אחד מעשרה בלח ואחד,2040000722,11,14
ref-t.4.3.5.6.15-ref-t.4.3.5.6.21,ref-sifra.3.12-22.7.23-ref-sifra.3.12-22.7.32,856118,856157,ref-t.4.3.5.6.15,ref-t.4.3.5.6.21,155523,155575,ref-sifra.3.12-22.7.23,ref-sifra.3.12-22.7.32,בפול עלי גפנים בפוילון חלב חמור בקטף ,"חלב חמור בקטבס""א קטף קימוס במור חול בפול עלי גפנים ",7,10,633,633.0,964,964.0,0.7647058823529411,0.4545454545454546,3,בפול עלי גפנים,2040000723,7,10
ref-t.4.3.7.18.30-ref-t.4.3.7.18.41,ref-sifra.12.1-00.6.41-ref-sifra.12.1-00.7.14,865996,866058,ref-t.4.3.7.18.30,ref-t.4.3.7.18.41,530428,530574,ref-sifra.12.1-00.6.41,ref-sifra.12.1-00.7.14,הבנים ועל בן הבת בין הבנות דבריו קיימין על הבת בין הבנים ,בני קיימא אף בנו ובתו בני קיימא יצאו בנו ובתו הנפלים שאינם בני קיימא ומה תלמוד לומר לבנו' ומה תלמוד לומר לבתו' לפי שיש בבן מה שאין בבת ,12,24,3035,3031.0,967,965.0,0.7481481481481481,0.8888888888888888,0,,2040000724,12,24
ref-t.4.3.7.18.25-ref-t.4.3.7.18.34,ref-sifra.12.4-00.3.16-ref-sifra.12.4-00.3.33,865977,866019,ref-t.4.3.7.18.25,ref-t.4.3.7.18.34,548006,548106,ref-sifra.12.4-00.3.16,ref-sifra.12.4-00.3.33,אמ' על בת הבן בין הבנים ועל בן הבת בין ,נאמר לבנים ואם נאמר לבנים למה נאמר לאבות לפי שיש באבות מה שאין בבנים ובבנים מה שאין באבות ,10,18,3132,3131.0,965,965.0,0.7333333333333333,0.8461538461538461,0,,2040000725,10,18
ref-t.4.3.7.18.25-ref-t.4.3.7.18.40,ref-sifra.14.2-06.3.70-ref-sifra.14.2-06.3.84,865977,866051,ref-t.4.3.7.18.25,ref-t.4.3.7.18.40,660064,660144,ref-sifra.14.2-06.3.70,ref-sifra.14.2-06.3.84,אמ' על בת הבן בין הבנים ועל בן הבת בין הבנות דבריו קיימין על הבת בין ,אבות אוכלים בשר בנים ובנות בנים אוכלים בשר אבות מנין שנאמר לכן אבות יאכלו בנים ,16,15,3511,3508.0,966,965.0,0.6708860759493671,0.8823529411764706,0,,2040000726,16,15
ref-t.4.3.8.6.24-ref-t.4.3.8.6.38,ref-sifra.4.11-17.5.24-ref-sifra.4.11-17.5.37,867004,867073,ref-t.4.3.8.6.24,ref-t.4.3.8.6.38,221195,221269,ref-sifra.4.11-17.5.24,ref-sifra.4.11-17.5.37,הן אין נותנין לו כלום והוא נותן להן שתות בחלקו מת הוא נוטל מה שנתן ,ניטלו מהם וניתנו לכהנים יכול כשם שנתחייבו ניטלו מהם כך אם זכו ינתנו להם ,15,14,1229,1228.0,968,968.0,0.75,0.9411764705882352,0,,2040000727,15,14
ref-t.4.3.8.14.56-ref-t.4.3.8.15.8,ref-sifra.13.3-05.2.25-ref-sifra.13.3-05.2.34,868237,868287,ref-t.4.3.8.14.56,ref-t.4.3.8.15.8,628170,628231,ref-sifra.13.3-05.2.25,ref-sifra.13.3-05.2.34,עצמו אין מוכרין ברחוק ליקח בקרוב ברע ליקח ביפה ,עצמו ומצא שלא ימכור ברחוק ויגאל בקרוב ברעה ויגאל ביפה ,9,10,3423,3422.0,969,969.0,0.3703703703703703,0.5833333333333333,4,עצמו ברחוק בקרוב ביפה,2040000728,9,10
ref-t.4.3.9.2.35-ref-t.4.3.9.2.43,ref-sifra.11.4-11.10.11-ref-sifra.11.4-11.10.31,869610,869643,ref-t.4.3.9.2.35,ref-t.4.3.9.2.43,521578,521660,ref-sifra.11.4-11.10.11,ref-sifra.11.4-11.10.31,בית אבי אבא הן או משל בית אבי אמה ,בת אביו או בת אמו אין לי אלא בת אביו ולא בת אמו בת אמו ולא בת אביו אחותו מן האב ,9,19,2993,2993.0,970,970.0,0.65,0.5,1,או,2040000729,9,19
ref-t.4.3.9.2.35-ref-t.4.3.9.2.43,ref-sifra.11.4-11.12.16-ref-sifra.11.4-11.12.35,869610,869643,ref-t.4.3.9.2.35,ref-t.4.3.9.2.43,522158,522234,ref-sifra.11.4-11.12.16,ref-sifra.11.4-11.12.35,בית אבי אבא הן או משל בית אבי אמה ,בת אביך או בת אמך אין לי אלא בת אביו ולא בת אמו בת אמו ולא בת אביו מן האב ,9,18,2996,2995.0,971,970.0,0.6486486486486487,0.5555555555555556,1,או,2040000730,9,18
ref-t.4.3.9.2.68-ref-t.4.3.9.2.75,ref-sifra.11.4-11.10.11-ref-sifra.11.4-11.10.31,869772,869802,ref-t.4.3.9.2.68,ref-t.4.3.9.2.75,521578,521660,ref-sifra.11.4-11.10.11,ref-sifra.11.4-11.10.31,בית אבי אבא או משל בית אבי אמה ,בת אביו או בת אמו אין לי אלא בת אביו ולא בת אמו בת אמו ולא בת אביו אחותו מן האב ,8,19,2994,2993.0,972,972.0,0.6625,0.625,1,או,2040000731,8,19
ref-t.4.3.9.2.68-ref-t.4.3.9.2.75,ref-sifra.11.4-11.12.16-ref-sifra.11.4-11.12.35,869772,869802,ref-t.4.3.9.2.68,ref-t.4.3.9.2.75,522158,522234,ref-sifra.11.4-11.12.16,ref-sifra.11.4-11.12.35,בית אבי אבא או משל בית אבי אמה ,בת אביך או בת אמך אין לי אלא בת אביו ולא בת אמו בת אמו ולא בת אביו מן האב ,8,18,2997,2995.0,973,972.0,0.6621621621621622,0.6666666666666667,1,או,2040000732,8,18
ref-t.4.3.10.3.37-ref-t.4.3.10.3.45,ref-sifra.14.2-06.3.65-ref-sifra.14.2-06.3.83,872710,872750,ref-t.4.3.10.3.37,ref-t.4.3.10.3.45,660039,660139,ref-sifra.14.2-06.3.65,ref-sifra.14.2-06.3.83,לנו מה שאכלו בניך אלא מה שאכלו אכלו מן ,בנותיכם תאכלו אין לי אלא אבות אוכלים בשר בנים ובנות בנים אוכלים בשר אבות מנין שנאמר לכן אבות יאכלו ,9,17,3509,3508.0,974,974.0,0.7373737373737373,0.9375,0,,2040000733,9,17
ref-t.4.3.10.12.16-ref-t.4.3.10.12.29,ref-sifra.13.6-00.4.106-ref-sifra.13.6-00.4.114,874835,874917,ref-t.4.3.10.12.16,ref-t.4.3.10.12.29,639710,639764,ref-sifra.13.6-00.4.106,ref-sifra.13.6-00.4.114,שיקנה בכסף ובשטר ובחזקה ר' אליעזר או' נכסים שיש להן אחריות נקנין בכסף ובשטר ,נקנית בכסף ובשטר ובחזקה אף עבדים נקנים בכסף ובשטר ,12,9,3489,3489.0,975,975.0,0.4605263157894737,0.7857142857142857,5,בכסף ובשטר ובחזקה בכסף ובשטר,2040000734,12,9
