baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-sifre-n,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.3.3.7.3.19-ref-t.3.3.7.3.59,ref-sifre-n.155.1.131-ref-sifre-n.155.1.152,602486,602672,ref-t.3.3.7.3.19,ref-t.3.3.7.3.59,273589,273690,ref-sifre-n.155.1.131,ref-sifre-n.155.1.152,אמר קונם פירות העולם עלי הרי זה יפר קונם פירות מדינה זו עלי יביא לה מן מדינה אחרת,אמר קונם פירות העולם עלי הרי זה יפר קונם פירות מדינה זו עלי יביא לה מן מדינה אחרת,18,18,951,951.0,205,205.0,0.0,0.0,18,אמר קונם פירות העולם עלי הרי זה יפר קונם פירות מדינה זו עלי יביא לה מן מדינה אחרת,2050000147,18,18
ref-t.3.3.7.4.27-ref-t.3.3.7.4.38,ref-sifre-n.22.1.275-ref-sifre-n.22.1.283,602950,603008,ref-t.3.3.7.4.27,ref-t.3.3.7.4.38,33941,33987,ref-sifre-n.22.1.275,ref-sifre-n.22.1.283,בנדרים האב מפר נדרי בתו והאיש מפר נדרי אשתו,בנדרים האב מפר נדרי בתו והאיש מפר נדרי אשתו,9,9,165,165.0,213,213.0,0.0,0.0,9,בנדרים האב מפר נדרי בתו והאיש מפר נדרי אשתו,2050000148,9,9
ref-t.3.3.7.4.15-ref-t.3.3.7.4.46,ref-sifre-n.153.3.162-ref-sifre-n.153.3.174,602892,603046,ref-t.3.3.7.4.15,ref-t.3.3.7.4.46,265279,265345,ref-sifre-n.153.3.162,ref-sifre-n.153.3.174,נדרי עצמו עד שלא ידור מקום שמפר נדרי אשתו משנדרה אינו דין שיפר,נדרי עצמו עד שלא ידור מקום שמפר נדרי אשתו משנדרה אינו דין שיפר,5,5,913,913.0,208,208.0,0.0,0.0,13,נדרי עצמו עד שלא ידור מקום שמפר נדרי אשתו משנדרה אינו דין שיפר,2050000149,13,13
ref-t.3.3.7.4.37-ref-t.3.3.7.4.46,ref-sifre-n.153.5.25-ref-sifre-n.153.5.34,603000,603046,ref-t.3.3.7.4.37,ref-t.3.3.7.4.46,267147,267198,ref-sifre-n.153.5.25,ref-sifre-n.153.5.34,נדרה בתו וקיים לה וסבור אשתו נדרה הרי זה יפר ,נדרה בתו ואמר סבור הייתי שאשתי הרי זה יחזור ויפר ,10,10,922,922.0,217,208.0,0.4897959183673469,0.4545454545454546,4,נדרה בתו הרי זה,2050000150,10,10
ref-t.3.3.7.4.15-ref-t.3.3.7.4.46,ref-sifre-n.153.10.22-ref-sifre-n.153.10.40,602892,603046,ref-t.3.3.7.4.15,ref-t.3.3.7.4.46,271125,271221,ref-sifre-n.153.10.22,ref-sifre-n.153.10.40,הרי זה מיפר נדרי עצמו עד שלא ידור מקום שמיפר נדרי אשתו משנדרה אינו דין שיפר,נדרי עצמו משנדר הרי זה מיפר נדרי עצמו עד שלא ידור מקום שמיפר נדרי אשתו משנדרה אינו דין שיפר,11,14,935,935.0,209,209.0,0.1758241758241758,0.0,16,הרי זה מיפר נדרי עצמו עד שלא ידור מקום שמיפר נדרי אשתו משנדרה אינו דין שיפר,2050000151,16,19
ref-t.3.3.7.4.16-ref-t.3.3.7.4.29,ref-sifre-n.154.3.12-ref-sifre-n.154.3.24,602897,602963,ref-t.3.3.7.4.16,ref-t.3.3.7.4.29,272584,272643,ref-sifre-n.154.3.12,ref-sifre-n.154.3.24,אשתו והפר לה וסבור אשתו נדרה הרי זה יקיים ואם רצה להפר יפר מיפר ,אישה הפרם וה' יסלח לה אם הבעל מיפר מופר ואם לאו אינו מופר ,14,13,942,941.0,210,208.0,0.65625,0.8666666666666667,2,לה מיפר,2050000152,14,13
ref-t.3.3.7.4.17-ref-t.3.3.7.4.29,ref-sifre-n.154.3.64-ref-sifre-n.154.3.76,602902,602963,ref-t.3.3.7.4.17,ref-t.3.3.7.4.29,272841,272900,ref-sifre-n.154.3.64,ref-sifre-n.154.3.76,"והפר לה שומע אני יהיה מופר ת""ל אישה הפרם אם הפר הבעל מופר","והפר לה שומע אני יהיה מופר ת""ל אישה הפרם אם הפר הבעל מופר",13,13,946,946.0,211,211.0,0.0,0.0,10,"והפר לה שומע_אני_יהיה_מופר ת""ל אישה הפרם אם הפר הבעל מופר",2050000153,13,13
ref-t.3.3.7.4.39-ref-t.3.3.7.4.56,ref-sifre-n.155.1.383-ref-sifre-n.155.1.392,603009,603103,ref-t.3.3.7.4.39,ref-t.3.3.7.4.56,274811,274872,ref-sifre-n.155.1.383,ref-sifre-n.155.1.392,וקיים לה וסבור אשתו נדרה הרי זה יפר ואם רצה להקים מקים נדרה מן התאנים וענבים הפר לתאנים ,יקימנו ואישה יפרנו נדרה מן התאנים ומן הענבים קיים בתאנים ,18,10,960,958.0,218,208.0,0.5795454545454546,0.6875,3,נדרה מן התאנים,2050000154,18,10
ref-t.3.3.7.4.39-ref-t.3.3.7.4.59,ref-sifre-n.155.1.401-ref-sifre-n.155.1.422,603009,603121,ref-t.3.3.7.4.39,ref-t.3.3.7.4.59,274914,275042,ref-sifre-n.155.1.401,ref-sifre-n.155.1.422,לענבים דברי ר' ישמעאל ר' עקיבא אומר קיים לתאנים ולא קיים לענבים שנאמר אישה יקימנו ואישה יפרנו נדרה מן התאנים ומן הענבים,לענבים דברי ר' ישמעאל ר' עקיבא אומר קיים לתאנים ולא קיים לענבים שנאמר אישה יקימנו ואישה יפרנו נדרה מן התאנים ומן הענבים,22,22,964,964.0,219,219.0,0.0,0.0,17,לענבים דברי_ר'_ישמעאל_ר'_עקיבא_אומר קיים לתאנים ולא קיים לענבים שנאמר אישה יקימנו ואישה יפרנו נדרה מן התאנים ומן הענבים,2050000155,22,22
ref-t.3.3.7.4.68-ref-t.3.3.7.4.74,ref-sifre-n.155.1.388-ref-sifre-n.155.1.396,603171,603218,ref-t.3.3.7.4.68,ref-t.3.3.7.4.74,274839,274895,ref-sifre-n.155.1.388,ref-sifre-n.155.1.396,לתאנים אסורה לוכל בענבים ותאנים היפר לתאנים ,התאנים ומן הענבים קיים בתאנים כולו קיים היפר לתאנים ,7,9,961,958.0,221,221.0,0.4423076923076923,0.625,2,היפר לתאנים,2050000156,7,9
ref-t.3.3.7.4.111-ref-t.3.3.7.5.2,ref-sifre-n.153.10.65-ref-sifre-n.153.10.72,603415,603461,ref-t.3.3.7.4.111,ref-t.3.3.7.5.2,271336,271378,ref-sifre-n.153.10.65,ref-sifre-n.153.10.72,אישה יקימנו לזו ואישה יפירנו לזו חומר בהקם ,אישה יקימנו ואישה יפרנו את שבא לכלל הקם ,8,8,938,932.0,225,222.0,0.3720930232558139,0.5555555555555556,3,אישה יקימנו ואישה,2050000157,8,8
ref-t.3.3.7.4.112-ref-t.3.3.7.5.5,ref-sifre-n.154.3.8-ref-sifre-n.154.3.20,603420,603480,ref-t.3.3.7.4.112,ref-t.3.3.7.5.5,272559,272624,ref-sifre-n.154.3.8,ref-sifre-n.154.3.20,יקימנו לזו ואישה יפירנו לזו חומר בהקם שאין בהפר ובהפר ,יקום להוציא את אפוטרופוס אישה הפרם וה' יסלח לה אם הבעל מיפר מופר ,10,13,941,941.0,226,222.0,0.6461538461538462,0.8235294117647058,0,,2050000158,10,13
ref-t.3.3.7.4.111-ref-t.3.3.7.4.115,ref-sifre-n.155.1.38-ref-sifre-n.155.1.41,603415,603445,ref-t.3.3.7.4.111,ref-t.3.3.7.4.115,273155,273179,ref-sifre-n.155.1.38,ref-sifre-n.155.1.41,אישה יקימנו לזו ואישה יפירנו ,אישה יקימנו ואישה יפרנו ,5,4,948,948.0,222,222.0,0.1724137931034483,0.25,3,אישה יקימנו ואישה,2050000159,5,4
ref-t.3.3.7.4.111-ref-t.3.3.7.4.115,ref-sifre-n.155.1.382-ref-sifre-n.155.1.385,603415,603445,ref-t.3.3.7.4.111,ref-t.3.3.7.4.115,274806,274830,ref-sifre-n.155.1.382,ref-sifre-n.155.1.385,אישה יקימנו לזו ואישה יפירנו ,אישה יקימנו ואישה יפרנו ,5,4,959,958.0,223,222.0,0.1724137931034483,0.25,3,אישה יקימנו ואישה,2050000160,5,4
ref-t.3.3.7.4.111-ref-t.3.3.7.4.115,ref-sifre-n.155.1.414-ref-sifre-n.155.1.417,603415,603445,ref-t.3.3.7.4.111,ref-t.3.3.7.4.115,274989,275013,ref-sifre-n.155.1.414,ref-sifre-n.155.1.417,אישה יקימנו לזו ואישה יפירנו ,אישה יקימנו ואישה יפרנו ,5,4,968,964.0,224,222.0,0.1724137931034483,0.25,3,אישה יקימנו ואישה,2050000161,5,4
ref-t.3.3.7.5.21-ref-t.3.3.7.5.33,ref-sifre-n.155.1.391-ref-sifre-n.155.1.400,603570,603645,ref-t.3.3.7.5.21,ref-t.3.3.7.5.33,274860,274913,ref-sifre-n.155.1.391,ref-sifre-n.155.1.400,קיים בתאנים כולו קיים היפר לתאנים אין מופר עד שיפר,קיים בתאנים כולו קיים היפר לתאנים אין מופר עד שיפר,10,10,962,962.0,227,227.0,0.0,0.0,10,קיים בתאנים כולו קיים היפר לתאנים אין מופר עד שיפר,2050000162,10,10
ref-t.3.3.7.7.5-ref-t.3.3.7.8.8,ref-sifre-n.153.6.312-ref-sifre-n.153.6.318,604010,604098,ref-t.3.3.7.7.5,ref-t.3.3.7.8.8,269057,269089,ref-sifre-n.153.6.312,ref-sifre-n.153.6.318,שנהנית לאבא ר' נתן אומ' יפר וחכמים אומ' לא יפר נטולה היא מן היהודים אם משמשתך אני אם ,ואם הניא אביה אם היפר אביה מופר ,18,7,926,926.0,229,229.0,0.8,0.6,1,אם,2050000163,18,7
ref-t.3.4.1.5.39-ref-t.3.4.1.5.55,ref-sifre-n.25.1.284-ref-sifre-n.25.1.291,605627,605704,ref-t.3.4.1.5.39,ref-t.3.4.1.5.55,40992,41026,ref-sifre-n.25.1.284,ref-sifre-n.25.1.291,שאין לו שער ובין שיש לו שער,בין שאין לו שער ובין שיש לו שער,7,8,180,180.0,230,230.0,0.1290322580645161,0.1999999999999999,7,שאין לו שער ובין שיש לו שער,2050000164,7,8
ref-t.3.4.1.5.39-ref-t.3.4.1.5.55,ref-sifre-n.26.1.443-ref-sifre-n.26.1.451,605627,605704,ref-t.3.4.1.5.39,ref-t.3.4.1.5.55,45524,45561,ref-sifre-n.26.1.443,ref-sifre-n.26.1.451,ראשו בין שיש לו שער בין שאיז לו שער,ראשו בין שיש לו שער בין שאיז לו שער,9,9,208,208.0,231,231.0,0.0,0.0,9,ראשו בין שיש לו שער בין שאיז לו שער,2050000165,9,9
ref-t.3.4.2.3.9-ref-t.3.4.2.3.15,ref-sifre-n.22.1.74-ref-sifre-n.22.1.81,606434,606477,ref-t.3.4.2.3.9,ref-t.3.4.2.3.15,32893,32938,ref-sifre-n.22.1.74,ref-sifre-n.22.1.81,אסורין ביין שאסור לשתות יין ולטמא למתים ,אסור שלשים יום ואסור לשתות יין ולטמא למתים ,7,8,148,148.0,234,234.0,0.2093023255813953,0.5555555555555556,4,לשתות יין ולטמא למתים,2050000166,7,8
ref-t.3.4.2.6.17-ref-t.3.4.2.7.2,ref-sifre-n.38.1.21-ref-sifre-n.38.1.31,606738,606812,ref-t.3.4.2.6.17,ref-t.3.4.2.7.2,60855,60904,ref-sifre-n.38.1.21,ref-sifre-n.38.1.31,על נזרו ולא נזרו על קרבנו קרבנו לה' על נזרו ולא נזרו על קרבנו קרבנו לה' על,קרבנו לה' על נזרו ולא נזרו על קרבנו קרבנו לה' על נזרו ולא נזרו על קרבנו קרבנו לה' על,17,19,252,252.0,235,235.0,0.119047619047619,0.0,17,על נזרו ולא נזרו על קרבנו קרבנו לה' על נזרו ולא נזרו על קרבנו קרבנו לה' על,2050000167,17,19
ref-t.3.4.2.10.40-ref-t.3.4.2.10.68,ref-sifre-n.25.1.88-ref-sifre-n.25.1.97,607534,607668,ref-t.3.4.2.10.40,ref-t.3.4.2.10.68,40051,40100,ref-sifre-n.25.1.88,ref-sifre-n.25.1.97,סתם שמגלח יום שלשים ואחד ואם גלח יום שלשים יצא,סתם שמגלח יום שלשים ואחד ואם גלח יום שלשים יצא,10,10,173,173.0,238,238.0,0.0,0.0,10,סתם שמגלח יום שלשים ואחד ואם גלח יום שלשים יצא,2050000168,10,10
ref-t.3.4.2.10.38-ref-t.3.4.2.10.68,ref-sifre-n.25.1.115-ref-sifre-n.25.1.121,607524,607668,ref-t.3.4.2.10.38,ref-t.3.4.2.10.68,40186,40216,ref-sifre-n.25.1.115,ref-sifre-n.25.1.121,שלשים יום שאם גילח ביום שלשים לא יצא על מה נחלקו על שנדר סתם שבית שמיי אומ' אם גילח ביום שלשים לא יצא ובית הלל או' אם גילח ביום שלשים יצא ,שלשים יום אם גלח יום שלשים יצא ,31,7,178,178.0,237,237.0,0.7753623188405797,0.6,5,שלשים יום אם שלשים יצא,2050000169,31,7
ref-t.3.4.2.11.10-ref-t.3.4.2.11.55,ref-sifre-n.25.1.88-ref-sifre-n.25.1.97,607722,607987,ref-t.3.4.2.11.10,ref-t.3.4.2.11.55,40051,40100,ref-sifre-n.25.1.88,ref-sifre-n.25.1.97,סתם שמגלח יום שלשים ואחד ואם גלח יום שלשים יצא,סתם שמגלח יום שלשים ואחד ואם גלח יום,10,8,175,171.0,240,240.0,0.217391304347826,0.1428571428571429,8,סתם שמגלח יום שלשים ואחד ואם גלח יום,2050000170,10,8
ref-t.3.4.2.11.11-ref-t.3.4.2.11.33,ref-sifre-n.25.1.136-ref-sifre-n.25.1.142,607728,607855,ref-t.3.4.2.11.11,ref-t.3.4.2.11.33,40284,40317,ref-sifre-n.25.1.136,ref-sifre-n.25.1.142,מגלח את הראשונה ביום שלשים ואחד ואת השנייה ביום ששים ואחד ואם גילח את הראשונה יום שלשים מגלח את השנייה ביום ששים יצא ,יום אם גילח ביום שלשים ואחד יצא ,23,7,179,179.0,242,240.0,0.7606837606837606,0.4444444444444444,4,ביום שלשים ואחד יצא,2050000171,23,7
ref-t.3.4.2.13.3-ref-t.3.4.2.13.24,ref-sifre-n.30.1.189-ref-sifre-n.30.1.212,608215,608318,ref-t.3.4.2.13.3,ref-t.3.4.2.13.24,50134,50250,ref-sifre-n.30.1.189,ref-sifre-n.30.1.212,מאה ימים נטמא יום מאה חסר אחד סותר את הכל תלמוד לומר הימים הראשונים יפלו מי שיש לו אהרונים סותר או אפילו נטמא יום,מאה ימים נטמא יום מאה חסר אחד סותר את הכל תלמוד לומר הימים הראשונים יפלו מי שיש לו אהרונים סותר או אפילו נטמא יום,24,24,227,227.0,244,244.0,0.0,0.0,16,מאה ימים נטמא יום מאה חסר אחד סותר_את_הכל_תלמוד_לומר הימים הראשונים_יפלו_מי_שיש_לו אהרונים סותר או אפילו נטמא יום,2050000172,24,24
ref-t.3.4.2.13.3-ref-t.3.4.2.13.24,ref-sifre-n.31.1.43-ref-sifre-n.31.1.66,608215,608318,ref-t.3.4.2.13.3,ref-t.3.4.2.13.24,53876,53992,ref-sifre-n.31.1.43,ref-sifre-n.31.1.66,מאה ימים נטמא יום מאה חסר אחד סותר את הכל תלמוד לומר הימים הראשונים יפלו מי שיש לו אהרונים סותר או אפילו נטמא יום,מאה ימים נטמא יום מאה חסר אחד סותר את הכל תלמוד לומר הימים הראשונים יפלו מי שיש לו אהרונים סותר או אפילו נטמא יום,24,24,239,239.0,245,245.0,0.0,0.0,16,מאה ימים נטמא יום מאה חסר אחד סותר_את_הכל_תלמוד_לומר הימים הראשונים_יפלו_מי_שיש_לו אהרונים סותר או אפילו נטמא יום,2050000173,24,24
ref-t.3.4.3.3.20-ref-t.3.4.3.3.28,ref-sifre-n.22.1.244-ref-sifre-n.22.1.269,609831,609882,ref-t.3.4.3.3.20,ref-t.3.4.3.3.28,33784,33915,ref-sifre-n.22.1.244,ref-sifre-n.22.1.269,"נזיר להזיר יכול אפילו יזיר את אחרים תלמוד לומר נזיר אה עצמו מזיר ואינו מזיר את אחרים א""כ למה נאמר נדר נזיר להזיר לעשות כנוי נזירות","נזיר להזיר יכול אפילו יזיר את אחרים תלמוד לומר נזיר אה עצמו מזיר ואינו מזיר את אחרים א""כ למה נאמר נדר נזיר להזיר לעשות כנוי נזירות",26,26,159,159.0,248,248.0,0.0,0.0,26,"נזיר להזיר יכול אפילו יזיר את אחרים תלמוד לומר נזיר אה עצמו מזיר ואינו מזיר את אחרים א""כ למה נאמר נדר נזיר להזיר לעשות כנוי נזירות",2050000174,26,26
ref-t.3.4.3.14.32-ref-t.3.4.3.14.49,ref-sifre-n.153.6.230-ref-sifre-n.153.6.249,611439,611541,ref-t.3.4.3.14.32,ref-t.3.4.3.14.49,268650,268755,ref-sifre-n.153.6.230,ref-sifre-n.153.6.249,"למתכוון לאכול בשר חזיר ואכל בשר טלה ומה אם מתכוין לאכול בשר חזיר ואכל בשר טלה צריך סליחה ק""ו למתכוון","למתכוון לאכול בשר חזיר ואכל בשר טלה ומה אם מתכוין לאכול בשר חזיר ואכל בשר טלה צריך סליחה ק""ו למתכוון",20,20,923,923.0,250,250.0,0.0,0.0,20,"למתכוון לאכול בשר חזיר ואכל בשר טלה ומה אם מתכוין לאכול בשר חזיר ואכל בשר טלה צריך סליחה ק""ו למתכוון",2050000175,20,20
ref-t.3.4.3.19.66-ref-t.3.4.3.19.84,ref-sifre-n.22.1.244-ref-sifre-n.22.1.266,613366,613471,ref-t.3.4.3.19.66,ref-t.3.4.3.19.84,33784,33897,ref-sifre-n.22.1.244,ref-sifre-n.22.1.266,"להזיר יכול אפילו יזיר את אחרים תלמוד לומר נזיר אה עצמו מזיר ואינו מזיר את אחרים א""כ למה נאמר נדר נזיר להזיר יכול אפילו יזיר את אחרים תלמוד לומר נזיר אה עצמו מזיר ואינו מזיר את אחרים א""כ למה נאמר","נזיר להזיר יכול אפילו יזיר את אחרים תלמוד לומר נזיר אה עצמו מזיר ואינו מזיר את אחרים א""כ למה נאמר נדר נזיר להזיר",40,23,158,158.0,253,253.0,0.4742268041237113,0.0,22,"להזיר יכול אפילו יזיר את אחרים תלמוד לומר נזיר אה עצמו מזיר ואינו מזיר את אחרים א""כ למה נאמר נדר נזיר להזיר",2050000176,40,23
ref-t.3.4.3.19.62-ref-t.3.4.3.19.84,ref-sifre-n.30.1.835-ref-sifre-n.31.1.6,613345,613471,ref-t.3.4.3.19.62,ref-t.3.4.3.19.84,53478,53680,ref-sifre-n.30.1.835,ref-sifre-n.31.1.6,נזיר ואחד אמ' הריני נזיר שאין אחד מכם נזיר הריני נזיר ששניכם נזירים ואחד אמר הריני נזיר שכלכם נזירים בית שמאי אומרי' כולו ,נזיר ונאמר להלן נזיר מה נזיר האמור להלן עשה בו ימים שלאחר נזירות בימים שבתוך נזירות עד הבאת קרבן אף נזיר האמור כאן עשה בו ימים שלאחר נזירות כימים שבתוך נזירות עד הבאת קרבן והזיר לה' את ימי נזרו כל ,23,11,236,231.0,252,252.0,0.6852791878172588,0.8333333333333334,4,נזיר נזיר נזיר נזיר,2050000177,23,40
ref-t.3.4.3.19.172-ref-t.3.4.3.19.183,ref-sifre-n.22.1.244-ref-sifre-n.22.1.258,613926,613994,ref-t.3.4.3.19.172,ref-t.3.4.3.19.183,33784,33860,ref-sifre-n.22.1.244,ref-sifre-n.22.1.258,נזיר להזיר יכול אפילו יזיר את אחרים תלמוד לומר נזיר אה עצמו מזיר ואינו מזיר,נזיר להזיר יכול אפילו יזיר את אחרים תלמוד לומר נזיר אה עצמו מזיר ואינו מזיר,15,15,157,157.0,255,255.0,0.0,0.0,15,נזיר להזיר יכול אפילו יזיר את אחרים תלמוד לומר נזיר אה עצמו מזיר ואינו מזיר,2050000178,15,15
