baseOrig,compOrig,baseCharStart,baseCharEnd,baseRefStart,baseRefEnd,compCharStart,compCharEnd,compRefStart,compRefEnd,baseStr,compStr,bRange,cRange,compOrder,grp-ref-mek,baseOrder,grp-ref-t,dam-lev,jac,lcc_len,lcs_str,id,bRangeOriginal,cRangeOriginal
ref-t.3.5.3.13.26-ref-t.3.5.3.13.30,ref-mek.3.6.1.304-ref-mek.3.6.1.308,629249,629276,ref-t.3.5.3.13.26,ref-t.3.5.3.13.30,157856,157883,ref-mek.3.6.1.304,ref-mek.3.6.1.308,מרכבות פרעה וחילו ירה בים ,מרכבות פרעה וחילו ירה בים ,5,5,246,246.0,226,225.0,0.0,0.0,5,מרכבות פרעה וחילו ירה בים,2030000168,5,5
ref-t.3.5.3.15.5-ref-t.3.5.3.15.17,ref-mek.3.2.1.515-ref-mek.3.2.1.528,629520,629582,ref-t.3.5.3.15.5,ref-t.3.5.3.15.17,142525,142594,ref-mek.3.2.1.515,ref-mek.3.2.1.528,ויאמר שמשון אל אביו אותה קח לי וגו' אף הוא בעיניו לקח שנאמ' ,שנאמר ויאמר שמשון אל אביו וגו' אותה קח לי כי היא ישרה בעיני ואומר ,13,14,224,224.0,228,228.0,0.4545454545454545,0.3333333333333333,7,ויאמר שמשון אל אביו אותה קח לי,2030000169,13,14
ref-t.3.5.3.15.23-ref-t.3.5.3.16.38,ref-mek.3.2.1.544-ref-mek.3.2.1.611,629617,629880,ref-t.3.5.3.15.23,ref-t.3.5.3.16.38,142682,143032,ref-mek.3.2.1.544,ref-mek.3.2.1.611,תחילת קלקולו בעזה היה ולכך לא היה ענשו אלא בעזה וכמו כן בא באבשלום במה שנתגאה בו נפרע ממנו שנאמר ובאבשלום לא היה איש יפה וגו' ובגלחו את ראשו וגו' ר' יהודה אומר נזיר עולם היה והיה מגלח לשנים עשר חדש שנאמר ויהי מקץ ארבעים שנה ויאמר אבשלום וגו ר' יוסי הגלילי אומר נזיר ימים היה והיה מגלח אחת לל' יום שנאמר מקץ ימים לימים וגו' ר' אומר,תחילת קלקולו בעזה היה ולכך לא היה ענשו אלא בעזה וכמו כן בא באבשלום במה שנתגאה בו נפרע ממנו שנאמר ובאבשלום לא היה איש יפה וגו' ובגלחו את ראשו וגו' ר' יהודה אומר נזיר עולם היה והיה מגלח לשנים עשר חדש שנאמר ויהי מקץ ארבעים שנה ויאמר אבשלום וגו ר' יוסי הגלילי אומר נזיר ימים היה והיה מגלח אחת לל' יום שנאמר מקץ ימים לימים וגו' ר' אומר,63,63,226,225.0,229,229.0,0.0,0.0,63,תחילת קלקולו בעזה היה ולכך לא היה ענשו אלא בעזה וכמו כן בא באבשלום במה שנתגאה בו נפרע ממנו שנאמר ובאבשלום לא היה איש יפה וגו' ובגלחו את ראשו וגו' ר'_יהודה_אומר נזיר עולם היה והיה מגלח לשנים עשר חדש שנאמר ויהי מקץ ארבעים שנה ויאמר אבשלום וגו ר'_יוסי_הגלילי_אומר נזיר ימים היה והיה מגלח אחת לל' יום שנאמר מקץ ימים לימים וגו' ר' אומר,2030000170,63,63
ref-t.3.5.3.16.49-ref-t.3.5.3.16.76,ref-mek.3.2.1.606-ref-mek.3.2.1.626,629926,630063,ref-t.3.5.3.16.49,ref-t.3.5.3.16.76,143003,143095,ref-mek.3.2.1.606,ref-mek.3.2.1.626,מקץ ימים לימים וגו' ר' אומר כל ערב שבת היה מגלח שכן דרך בני מלכים לגלח בכל ערב שבת מה היה,מקץ ימים לימים וגו' ר' אומר כל ערב שבת היה מגלח שכן דרך בני מלכים לגלח בכל ערב שבת מה היה,21,21,227,227.0,231,231.0,0.0,0.0,21,מקץ ימים לימים וגו' ר' אומר כל ערב שבת היה מגלח שכן דרך בני מלכים לגלח בכל ערב שבת מה היה,2030000171,21,21
ref-t.3.5.3.17.2-ref-t.3.5.3.17.10,ref-mek.3.6.2.228-ref-mek.3.6.2.236,630297,630338,ref-t.3.5.3.17.2,ref-t.3.5.3.17.10,161322,161363,ref-mek.3.6.2.228,ref-mek.3.6.2.236,שגנב שלש גנבות לב אביו ולב בית דין ולב ,וגנב שלש גנבות לב אביו ולב בית דין ולב ,9,9,251,251.0,233,233.0,0.0256410256410256,0.25,8,שלש גנבות לב אביו ולב בית דין ולב,2030000172,9,9
ref-t.3.5.3.17.2-ref-t.3.5.3.17.10,ref-mek.7.13.3.126-ref-mek.7.13.3.134,630297,630338,ref-t.3.5.3.17.2,ref-t.3.5.3.17.10,335659,335701,ref-mek.7.13.3.126,ref-mek.7.13.3.134,שגנב שלש גנבות לב אביו ולב בית דין ולב ,שגנב שלש גניבות לב אביו ולב בית דין ולב ,9,9,522,518.0,234,233.0,0.025,0.0,8,שגנב שלש לב אביו ולב בית דין ולב,2030000173,9,9
ref-t.3.5.3.17.23-ref-t.3.5.3.18.26,ref-mek.3.2.1.637-ref-mek.3.2.1.655,630401,630532,ref-t.3.5.3.17.23,ref-t.3.5.3.18.26,143153,143257,ref-mek.3.2.1.637,ref-mek.3.2.1.655,וגו' וכן בסנחריב במה שנתגאה בו נפרע ממנו שנאמר ביד מלאכיך חרפת ה' וגו' ואומר אני קרתי ושתיתי מים,וגו' וכן בסנחריב במה שנתגאה בו נפרע ממנו שנאמר ביד מלאכיך חרפת ה' וגו' ואומר אני קרתי ושתיתי מים,19,19,229,229.0,235,235.0,0.0,0.0,19,וגו' וכן בסנחריב במה שנתגאה בו נפרע ממנו שנאמר ביד מלאכיך חרפת ה' וגו' ואומר אני קרתי ושתיתי מים,2030000174,19,19
ref-t.3.5.3.19.18-ref-t.3.5.3.19.40,ref-mek.3.2.1.716-ref-mek.3.2.1.730,630709,630817,ref-t.3.5.3.19.18,ref-t.3.5.3.19.40,143579,143651,ref-mek.3.2.1.716,ref-mek.3.2.1.730,אעלה על במתי עב אמ' לו המקום ברוך הוא ואתה אמרת בלבבך וגו' אני מורידך לבאר שחת מהו אומ' אך אל שאול תורד ,ואתה אמרת בלבבך ואומר אעלה על במתי עב מהו אומר אחריו אך אל שאול תורד ,21,15,232,231.0,239,237.0,0.6057692307692307,0.4736842105263158,9,אעלה על במתי עב מהו אך אל שאול תורד,2030000175,21,15
ref-t.3.5.3.19.11-ref-t.3.5.3.19.29,ref-mek.3.6.1.335-ref-mek.3.6.1.352,630676,630766,ref-t.3.5.3.19.11,ref-t.3.5.3.19.29,158021,158116,ref-mek.3.6.1.335,ref-mek.3.6.1.352,ואתה אמרת בלבבך השמים אעלה אמר נבוכדנצר אעשה לי עב קטנה ואדור בתוכה שנאמר אעלה על במתי עב,ואתה אמרת בלבבך השמים אעלה אמר נבוכדנצר אעשה לי עב קטנה ואדור בתוכה שנאמר אעלה על במתי עב,18,18,248,248.0,237,237.0,0.0,0.0,18,ואתה אמרת בלבבך השמים אעלה אמר נבוכדנצר אעשה לי עב קטנה ואדור בתוכה שנאמר אעלה על במתי עב,2030000176,18,18
ref-t.3.5.3.19.56-ref-t.3.5.3.19.63,ref-mek.3.6.1.381-ref-mek.3.6.1.388,630891,630926,ref-t.3.5.3.19.56,ref-t.3.5.3.19.63,158256,158290,ref-mek.3.6.1.381,ref-mek.3.6.1.388,וגו' בה שעתא מילתא ספת על נבוכד נצר ,וגו' בה שעתא מלתא ספת על נבוכד נצר ,8,8,250,250.0,240,240.0,0.0277777777777777,0.0,7,וגו' בה שעתא ספת על נבוכד נצר,2030000177,8,8
ref-t.3.5.4.1.4-ref-t.3.5.4.1.11,ref-mek.1.19.7.156-ref-mek.1.19.7.161,631001,631043,ref-t.3.5.4.1.4,ref-t.3.5.4.1.11,86838,86870,ref-mek.1.19.7.156,ref-mek.1.19.7.161,מדת פורענות שבמדה שאדם מודד בה מודדין לו ,שבמידה שהאדם מודד בה מודדים לו ,8,6,141,141.0,241,241.0,0.3658536585365853,0.5714285714285714,3,מודד בה לו,2030000178,8,6
ref-t.3.5.4.1.6-ref-t.3.5.4.1.11,ref-mek.1.19.9.116-ref-mek.1.19.9.121,631013,631043,ref-t.3.5.4.1.6,ref-t.3.5.4.1.11,90355,90385,ref-mek.1.19.9.116,ref-mek.1.19.9.121,שבמדה שאדם מודד בה מודדין לו ,שבמדה שאדם מודד בה מודדין לו ,6,6,157,155.0,246,241.0,0.0,0.0,6,שבמדה שאדם מודד בה מודדין לו,2030000179,6,6
ref-t.3.5.4.1.4-ref-t.3.5.4.1.11,ref-mek.3.4.2.4-ref-mek.3.4.2.9,631001,631043,ref-t.3.5.4.1.4,ref-t.3.5.4.1.11,152580,152609,ref-mek.3.4.2.4,ref-mek.3.4.2.9,מדת פורענות שבמדה שאדם מודד בה מודדין לו ,במדה שאדם מודד בה מודדין לו ,8,6,240,239.0,242,241.0,0.3170731707317073,0.5714285714285714,5,שאדם מודד בה מודדין לו,2030000180,8,6
ref-t.3.5.4.1.4-ref-t.3.5.4.1.11,ref-mek.3.4.2.52-ref-mek.3.4.2.57,631001,631043,ref-t.3.5.4.1.4,ref-t.3.5.4.1.11,152823,152852,ref-mek.3.4.2.52,ref-mek.3.4.2.57,מדת פורענות שבמדה שאדם מודד בה מודדין לו ,במדה שאדם מודד בה מודדין לו ,8,6,241,241.0,243,241.0,0.3170731707317073,0.5714285714285714,5,שאדם מודד בה מודדין לו,2030000181,8,6
ref-t.3.5.4.1.4-ref-t.3.5.4.1.11,ref-mek.3.5.1.168-ref-mek.3.5.1.173,631001,631043,ref-t.3.5.4.1.4,ref-t.3.5.4.1.11,154200,154229,ref-mek.3.5.1.168,ref-mek.3.5.1.173,מדת פורענות שבמדה שאדם מודד בה מודדין לו ,במדה שאדם מודד בה מודדין לו ,8,6,242,242.0,244,241.0,0.3170731707317073,0.5714285714285714,5,שאדם מודד בה מודדין לו,2030000182,8,6
ref-t.3.5.4.1.4-ref-t.3.5.4.1.11,ref-mek.5.2.1.83-ref-mek.5.2.1.88,631001,631043,ref-t.3.5.4.1.4,ref-t.3.5.4.1.11,210437,210466,ref-mek.5.2.1.83,ref-mek.5.2.1.88,מדת פורענות שבמדה שאדם מודד בה מודדין לו ,במדה שאדם מודד בה מודדין לו ,8,6,308,308.0,245,241.0,0.3170731707317073,0.5714285714285714,5,שאדם מודד בה מודדין לו,2030000183,8,6
ref-t.3.5.4.1.12-ref-t.3.5.4.1.23,ref-mek.4.4.3.178-ref-mek.4.4.3.187,631044,631108,ref-t.3.5.4.1.12,ref-t.3.5.4.1.23,192079,192129,ref-mek.4.4.3.178,ref-mek.4.4.3.187,אומר מדה טובה מרובה ממדת פורענות הרי הוא אומר חמש,אומר מדה טובה מרובה ממדת פורענות הרי הוא אומר חמש,8,8,289,289.0,247,247.0,0.0,0.0,8,אומר מדה טובה מרובה ממדת פורענות הרי_הוא_אומר חמש,2030000184,8,8
ref-t.3.5.4.1.46-ref-t.3.5.4.1.55,ref-mek.4.4.3.177-ref-mek.4.4.3.187,631223,631274,ref-t.3.5.4.1.46,ref-t.3.5.4.1.55,192075,192129,ref-mek.4.4.3.177,ref-mek.4.4.3.187,הוי אומ' מרובה מדת הטוב ממדת פורענות על אחד מחמש ,הוי אומר מדה טובה מרובה ממדת פורענות הרי הוא אומר חמש ,10,9,288,288.0,250,249.0,0.4074074074074074,0.5833333333333333,4,הוי מרובה ממדת פורענות,2030000185,10,9
ref-t.3.5.4.1.38-ref-t.3.5.4.1.54,ref-mek.7.18.3.206-ref-mek.7.18.3.218,631177,631268,ref-t.3.5.4.1.38,ref-t.3.5.4.1.54,355161,355231,ref-mek.7.18.3.206,ref-mek.7.18.3.218,מדת פורענות מעוטה כשיחיד צועק על הרבים כך מדה טובה ורבים מתפללים על,מדת פורענות מעוטה כשיחיד צועק על הרבים כך מדה טובה ורבים מתפללים על,13,13,574,574.0,249,249.0,0.0,0.0,13,מדת פורענות מעוטה כשיחיד צועק על הרבים כך מדה טובה ורבים מתפללים על,2030000186,13,13
ref-t.3.5.4.1.61-ref-t.3.5.4.1.69,ref-mek.1.19.9.116-ref-mek.1.19.9.124,631302,631351,ref-t.3.5.4.1.61,ref-t.3.5.4.1.69,90355,90408,ref-mek.1.19.9.116,ref-mek.1.19.9.124,שבמדה שמדד בה מדדו לו אברהם רץ לפני מלאכי השרת ,שבמדה שאדם מודד בה מודדין לו אברהם לווה מלאכי השרת ,10,10,158,155.0,252,252.0,0.2745098039215686,0.5,6,שבמדה בה לו אברהם מלאכי השרת,2030000187,10,10
ref-t.3.5.4.2.27-ref-t.3.5.4.2.42,ref-mek.1.19.9.160-ref-mek.1.19.9.171,631654,631732,ref-t.3.5.4.2.27,ref-t.3.5.4.2.42,90592,90654,ref-mek.1.19.9.160,ref-mek.1.19.9.171,באברהם הוא אומ' יקח נא מעט מים אף המקום ברוך הוא בישר ונתן לבניו באר במדבר ,"באברהם הוא אומר יוקח נא מעט מים והקב""ה העלה לבניו באר במדבר ",13,12,160,160.0,253,253.0,0.32,0.5,8,באברהם הוא נא מעט מים לבניו באר במדבר,2030000188,13,12
ref-t.3.5.4.2.70-ref-t.3.5.4.2.82,ref-mek.1.19.9.203-ref-mek.1.19.9.214,631879,631948,ref-t.3.5.4.2.70,ref-t.3.5.4.2.82,90814,90880,ref-mek.1.19.9.203,ref-mek.1.19.9.214,באברהם הוא אומ' והשענו תחת העץ אף המקום נתן לבניו שבעה ענני כבוד ,"באברהם הוא אומר והשענו תחת העץ והקב""ה פרש לבניו שבעה ענני כבוד ",13,12,164,164.0,254,254.0,0.1692307692307692,0.4666666666666667,9,באברהם הוא והשענו תחת העץ לבניו שבעה ענני כבוד,2030000189,13,12
ref-t.3.5.4.2.84-ref-t.3.5.4.2.95,ref-mek.1.19.9.100-ref-mek.1.19.9.106,631956,632034,ref-t.3.5.4.2.84,ref-t.3.5.4.2.95,90269,90310,ref-mek.1.19.9.100,ref-mek.1.19.9.106,אחד לפניהם ואחד לאחריהם אחד למעלה ואחד,אחד לפניהם ואחד לאחריהם אחד למעלה ואחד,7,7,153,153.0,255,255.0,0.0,0.0,7,אחד לפניהם ואחד לאחריהם אחד למעלה ואחד,2030000190,7,7
ref-t.3.5.4.3.113-ref-t.3.5.4.3.137,ref-mek.1.19.9.183-ref-mek.1.19.9.202,632955,633077,ref-t.3.5.4.3.113,ref-t.3.5.4.3.137,90707,90813,ref-mek.1.19.9.183,ref-mek.1.19.9.202,"באברהם הוא אומר ואל הבקר רץ אברהם והקב""ה הגיז שליו לבניו שנאמר ורוח נסע מאת ה' ויגז שלויים מן הים","באברהם הוא אומר ואל הבקר רץ אברהם והקב""ה הגיז שליו לבניו שנאמר ורוח נסע מאת ה' ויגז שלויים מן הים",20,20,162,162.0,257,257.0,0.0,0.0,20,"באברהם הוא אומר ואל הבקר רץ אברהם והקב""ה הגיז שליו לבניו שנאמר ורוח נסע מאת ה' ויגז שלויים מן הים",2030000191,20,20
ref-t.3.5.4.3.156-ref-t.3.5.4.3.167,ref-mek.4.4.2.128-ref-mek.4.4.2.142,633161,633217,ref-t.3.5.4.3.156,ref-t.3.5.4.3.167,190046,190122,ref-mek.4.4.2.128,ref-mek.4.4.2.142,ויטש אל המחנה כדרך יום כה ודיי מה ת'ל שוב וכדרך יום ,ויטוש על המחנה כדרך יום דרך בינונית עשרה פרסאות כה הרי עשרים כדרך יום כה ,12,15,287,287.0,259,259.0,0.4520547945205479,0.7333333333333334,5,המחנה כדרך יום כה יום,2030000192,12,15
ref-t.3.5.4.4.1-ref-t.3.5.4.4.20,ref-mek.1.19.9.222-ref-mek.1.19.9.239,633380,633480,ref-t.3.5.4.4.1,ref-t.3.5.4.4.20,90918,91012,ref-mek.1.19.9.222,ref-mek.1.19.9.239,באברהם מהו אומ' והוא עומד עליהם וגו' אף המקום ברוך הוא הגין את בניו במצרים שנ' ופסח ייי על הפתח ,"באברהם הוא כתיב והוא עומד עליהם והקב""ה מגין על בני בניו במצרים שלא ינגעו ופסח ה' על הפתח ",17,18,165,165.0,260,260.0,0.4166666666666667,0.5263157894736843,9,באברהם והוא עומד עליהם בניו במצרים ופסח על הפתח,2030000193,17,18
ref-t.3.5.4.5.3-ref-t.3.5.4.5.7,ref-mek.2.1.1.9-ref-mek.2.1.1.13,633493,633520,ref-t.3.5.4.5.3,ref-t.3.5.4.5.7,82774,82803,ref-mek.2.1.1.9,ref-mek.2.1.1.13,אומ' ואברהם הולך עמם לשלחם ,שנאמר ואברהם הולך עמם לשלחם ,5,5,132,132.0,262,261.0,0.1428571428571428,0.3333333333333333,4,ואברהם הולך עמם לשלחם,2030000194,5,5
ref-t.3.5.4.5.1-ref-t.3.5.4.5.16,ref-mek.1.19.9.122-ref-mek.1.19.9.137,633481,633563,ref-t.3.5.4.5.1,ref-t.3.5.4.5.16,90386,90474,ref-mek.1.19.9.122,ref-mek.1.19.9.137,באברהם מהו אומ' ואברהם הולך עמם לשלחם אף המקום ברוך הוא הלוה את בניו ארבעים שנה ,אברהם לווה מלאכי השרת שנאמר ובאברהם הולך עמם לשלחם והמקום לווה את בניו במדבר מ' שנה ,13,16,159,155.0,261,261.0,0.4761904761904761,0.5882352941176471,6,הולך עמם לשלחם את בניו שנה,2030000195,13,16
ref-t.3.5.4.6.13-ref-t.3.5.4.6.33,ref-mek.1.19.7.1-ref-mek.1.19.7.24,633655,633759,ref-t.3.5.4.6.13,ref-t.3.5.4.6.33,86013,86146,ref-mek.1.19.7.1,ref-mek.1.19.7.24,ויקח משה את עצמות יוסף וגו' מלמד שכל העם היו עסוקין בביזה והוא עוסק במצוה שנ' חכם יקח לבב יקח מצות ,ויקח משה את עצמות יוסף להודיע חכמתו וחסידותו שכל ישראל עוסקין בבזה ומשה עוסק במצות עצמות יוסף עליו הכתוב אומר חכם לב יקח מצוות ,21,24,133,133.0,264,263.0,0.4566929133858268,0.5925925925925926,9,ויקח משה את עצמות יוסף שכל עוסק חכם יקח,2030000196,21,24
ref-t.3.5.4.6.8-ref-t.3.5.4.6.17,ref-mek.1.19.7.221-ref-mek.1.19.7.234,633634,633678,ref-t.3.5.4.6.8,ref-t.3.5.4.6.17,87186,87262,ref-mek.1.19.7.221,ref-mek.1.19.7.234,נתעסק בו אלא משה שנ' ויקח משה את עצמות יוסף ,נתעסק בו אלא משה משה נתעסק בעצמות יוסף שאין בישראל גדול ממנו שנאמר ויקח ,10,14,144,142.0,263,263.0,0.5694444444444444,0.5384615384615384,6,נתעסק בו אלא משה משה יוסף,2030000197,10,14
ref-t.3.5.4.6.47-ref-t.3.5.4.6.56,ref-mek.1.19.7.576-ref-mek.1.19.7.585,633818,633871,ref-t.3.5.4.6.47,ref-t.3.5.4.6.56,88989,89042,ref-mek.1.19.7.576,ref-mek.1.19.7.585,ואת עצמות יוסף אשר העלו בני ישראל ממצרים קברו בשכם ,ואת עצמות יוסף אשר העלו בני ישראל ממצרים קברו בשכם ,10,10,150,150.0,265,265.0,0.0,0.0,10,ואת עצמות יוסף אשר העלו בני ישראל ממצרים קברו בשכם,2030000198,10,10
ref-t.3.5.4.6.110-ref-t.3.5.4.6.121,ref-mek.1.19.7.28-ref-mek.1.19.7.41,634153,634208,ref-t.3.5.4.6.110,ref-t.3.5.4.6.121,86165,86236,ref-mek.1.19.7.28,ref-mek.1.19.7.41,היה משה יודע היכן יוסף קבור אמרו סרח בת אשר היתה באותו ,ומשה מהיכן היה יודע היכן היה קבור יוסף אמרו סרח בת אשר נשתיירה מאותו ,12,14,134,134.0,266,266.0,0.3623188405797101,0.2727272727272727,8,היה יודע היכן קבור אמרו סרח בת אשר,2030000199,12,14
ref-t.3.5.4.6.131-ref-t.3.5.4.6.143,ref-mek.1.19.7.53-ref-mek.1.19.7.64,634259,634327,ref-t.3.5.4.6.131,ref-t.3.5.4.6.143,86295,86354,ref-mek.1.19.7.53,ref-mek.1.19.7.64,שעשו לו מצרים שפודין של מתכת וחברום בבעץ והלך משה ועמד על נילוס ,עשו לו מצרים ארון של מתכת ושקעהו לנילוס בא ועמד על נילוס ,13,12,135,135.0,267,267.0,0.328125,0.625,7,לו מצרים של מתכת ועמד על נילוס,2030000200,13,12
ref-t.3.5.4.6.166-ref-t.3.5.4.6.199,ref-mek.1.19.7.93-ref-mek.1.19.7.124,634442,634619,ref-t.3.5.4.6.166,ref-t.3.5.4.6.199,86504,86678,ref-mek.1.19.7.93,ref-mek.1.19.7.124,מגלה את עצמך מוטב ואם לאו נקיים אנו משבועה שנשבעת את אבותינו צף ארונו ליספר ונטלו משה ובא לו ואל תתמה שהרי הוא אומ' ויהי האחד מפיל את הקורה ואת הברזל נפל וגו' ויאמר ,בגללך אנו מעוכבים ואם לאו נקיים אנחנו משבועתך מיד צף ארונו של יוסף ונטלו משה ואל תתמה בדבר הזה הרי הוא אומר ויהי האחד מפיל את הקורה והברזל נפל למים ויצעק ויאמר ,32,30,138,136.0,268,268.0,0.3818181818181818,0.5945945945945945,16,ואם לאו נקיים צף ארונו ונטלו משה ואל תתמה ויהי האחד מפיל את הקורה נפל ויאמר,2030000201,32,30
ref-t.3.5.4.6.209-ref-t.3.5.4.6.231,ref-mek.1.19.7.134-ref-mek.1.19.7.150,634667,634778,ref-t.3.5.4.6.209,ref-t.3.5.4.6.231,86722,86811,ref-mek.1.19.7.134,ref-mek.1.19.7.150,אלישע תלמידו של אליהו הציף הברזל קל וחומר למשה רבו של אליהו ר' נתן אומר בקיפוטולין של,אלישע תלמידו של אליהו הציף הברזל קל וחומר למשה רבו של אליהו ר' נתן אומר בקיפוטולין של,15,15,139,139.0,269,269.0,0.0,0.0,15,אלישע תלמידו של אליהו הציף הברזל קל וחומר למשה רבו של אליהו ר'_נתן_אומר בקיפוטולין של,2030000202,15,15
